id,wave_group_id,odds,enemy_id_1,drop_gold_1,drop_reward_id_1,enemy_id_2,drop_gold_2,drop_reward_id_2,enemy_id_3,drop_gold_3,drop_reward_id_3,enemy_id_4,drop_gold_4,drop_reward_id_4,enemy_id_5,drop_gold_5,drop_reward_id_5
101000029,110010102,100,101011004,291,11001102,101011004,0,11999092,101011008,0,11999101,0,0,0,0,0,0
101000030,110010103,100,101011001,291,11001103,0,0,0,0,0,0,0,0,0,0,0,0
101000031,110020011,100,101020101,296,11002011,101020102,0,11999091,101020102,0,0,0,0,0,0,0,0
101000032,110020012,100,101020103,296,11002012,101020104,0,11999092,0,0,0,0,0,0,0,0,0
101000033,110020013,100,101020105,296,11002013,101020101,0,11999093,101020106,0,11999102,0,0,0,0,0,0
101000034,110020021,100,101020201,300,11002021,101020202,0,11999091,0,0,0,0,0,0,0,0,0
101000035,110020022,100,101020203,300,11002022,101020203,0,11999092,101020204,0,0,0,0,0,0,0,0
101000036,110020023,100,101020202,300,11002023,101020205,0,11999093,101020206,0,11999103,0,0,0,0,0,0
101000037,110020031,100,101020301,306,11002031,101020303,0,11999091,0,0,0,0,0,0,0,0,0
101000038,110020032,100,101020304,306,11002032,101020305,0,11999092,101020302,0,0,0,0,0,0,0,0
101000039,110020033,100,101020305,306,11002033,101020304,0,11999093,101020304,0,11999101,101020303,0,0,0,0,0
101000040,110020041,100,101020401,311,11002041,101020402,0,11999091,0,0,0,0,0,0,0,0,0
101000041,110020042,100,101020403,311,11002042,101020403,0,11999092,101020404,0,0,0,0,0,0,0,0
101000042,110020043,100,101020404,311,11002043,101020404,0,11999093,101020405,0,11999102,0,0,0,0,0,0
101000043,110020051,100,101020501,311,11002051,101020502,0,11999091,101020503,0,0,0,0,0,0,0,0
101000044,110020052,100,101020504,311,11002052,101020505,0,11999092,101020503,0,0,0,0,0,0,0,0
101000045,110020053,100,101020506,311,11002053,101020502,0,11999093,101020501,0,11999103,0,0,0,0,0,0
101000046,110020061,100,101020601,315,11002061,101020601,0,11999091,101020602,0,0,0,0,0,0,0,0
101000047,110020062,100,101020603,315,11002062,101020604,0,11999092,101020602,0,0,0,0,0,0,0,0
101000048,110020063,100,101020603,315,11002063,101020604,0,11999093,101020604,0,11999101,101020606,0,0,0,0,0
101000049,110020071,100,101020701,321,11002071,101020702,0,11999091,101020702,0,0,0,0,0,0,0,0
101000050,110020072,100,101020703,321,11002072,101020703,0,11999092,101020704,0,0,0,0,0,0,0,0
101000051,110020073,100,101020705,321,11002073,101020704,0,11999093,101020706,0,11999102,0,0,0,0,0,0
101000052,110020081,100,101020801,326,11002081,101020801,0,11999091,101020802,0,0,0,0,0,0,0,0
101000053,110020082,100,101020803,326,11002082,101020804,0,11999092,101020804,0,0,101020802,0,0,0,0,0
101000054,110020083,100,101020805,326,11002083,101020806,0,11999093,101020807,0,11999103,101020807,0,0,0,0,0
101000055,110020091,100,101020901,330,11002091,101020902,0,11999091,101020905,0,0,0,0,0,0,0,0
101000056,110020092,100,101020903,330,11002092,101020903,0,11999092,101020904,0,0,0,0,0,0,0,0
101000057,110020093,100,101020901,330,11002093,101020902,0,11999093,101020904,0,11999101,101020905,0,0,0,0,0
101000058,110020101,100,101021001,336,11002101,101021001,0,11999091,101021002,0,0,0,0,0,0,0,0
101000059,110020102,100,101021003,336,11002102,101021003,0,11999092,101021004,0,0,0,0,0,0,0,0
101000060,110020103,100,101021007,336,11002103,101021003,0,11999093,101021002,0,11999102,101021005,0,0,0,0,0
101000061,110020111,100,101021101,341,11002111,101021102,0,11999091,101021104,0,0,0,0,0,0,0,0
101000062,110020112,100,101021102,341,11002112,101021104,0,11999092,101021108,0,0,0,0,0,0,0,0
101000063,110020113,100,101021101,341,11002113,101021102,0,11999093,101021103,0,11999103,101021104,0,0,0,0,0
101000064,110020121,100,101021201,345,11002121,101021203,0,11999091,0,0,0,0,0,0,0,0,0
101000065,110020122,100,101021201,345,11002122,101021201,0,11999093,101021202,0,11999101,0,0,0,0,0,0
101000066,110020123,100,101021206,345,11002123,0,0,0,0,0,0,0,0,0,0,0,0
101000067,110030011,100,101030101,351,11003011,101030102,0,11999091,0,0,0,0,0,0,0,0,0
101000068,110030012,100,101030101,351,11003012,101030103,0,11999092,101030105,0,0,0,0,0,0,0,0
101000069,110030013,100,101030102,351,11003013,101030104,0,11999093,101030103,0,11999102,101030105,0,0,0,0,0
101000070,110030021,100,101030201,356,11003021,101030202,0,11999091,0,0,0,0,0,0,0,0,0
101000071,110030022,100,101030203,356,11003022,101030203,0,11999092,101030204,0,0,0,0,0,0,0,0
101000072,110030023,100,101030201,356,11003023,101030203,0,11999093,101030205,0,11999103,101030204,0,0,0,0,0
101000073,110030031,100,101030301,360,11003031,101030301,0,11999091,101030302,0,0,0,0,0,0,0,0
101000074,110030032,100,101030303,360,11003032,101030301,0,11999092,101030304,0,0,0,0,0,0,0,0
101000075,110030033,100,101030306,360,11003033,101030307,0,11999093,101030308,0,11999101,101030305,0,0,0,0,0
101000076,110030041,100,101030401,366,11003041,101030401,0,11999091,101030405,0,0,0,0,0,0,0,0
101000077,110030042,100,101030402,366,11003042,101030403,0,11999092,101030404,0,0,101030405,0,0,0,0,0
101000078,110030043,100,101030402,366,11003043,101030404,0,11999093,101030401,0,11999102,101030405,0,0,0,0,0
101000079,110030051,100,101030501,371,11003051,101030502,0,11999091,101030503,0,0,0,0,0,0,0,0
101000080,110030052,100,101030501,371,11003052,101030504,0,11999092,101030505,0,0,101030506,0,0,0,0,0
101000081,110030053,100,101030508,371,11003053,101030501,0,11999093,101030502,0,11999103,101030507,0,0,0,0,0
101000082,110030061,100,101030601,375,11003061,101030601,0,11999091,101030603,0,0,0,0,0,0,0,0
101000083,110030062,100,101030603,375,11003062,101030601,0,11999092,101030604,0,0,101030602,0,0,0,0,0
101000084,110030063,100,101030605,375,11003063,101030601,0,11999093,101030601,0,11999101,101030606,0,0,0,0,0
101000085,110030071,100,101030701,381,11003071,101030703,0,11999091,101030702,0,0,0,0,0,0,0,0
101000086,110030072,100,101030707,381,11003072,101030703,0,11999092,101030702,0,0,101030705,0,0,0,0,0
101000087,110030073,100,101030701,381,11003073,101030706,0,11999093,101030706,0,11999102,101030705,0,0,0,0,0
101000088,110030081,100,101030801,386,11003081,101030802,0,11999091,101030803,0,0,0,0,0,0,0,0
101000089,110030082,100,101030804,386,11003082,101030804,0,11999092,101030805,0,0,101030806,0,0,0,0,0
101000090,110030083,100,101030807,386,11003083,101030808,0,11999093,101030809,0,11999103,101030810,0,0,0,0,0
101000091,110030091,100,101030901,390,11003091,101030901,0,11999091,101030902,0,0,0,0,0,0,0,0
101000092,110030092,100,101030901,390,11003092,101030903,0,11999092,101030904,0,0,101030905,0,0,0,0,0
101000093,110030093,100,101030905,390,11003093,101030906,0,11999093,101030906,0,11999101,0,0,0,0,0,0
101000094,110030101,100,101031001,396,11003101,101031004,0,11999091,101031002,0,0,0,0,0,0,0,0
101000095,110030102,100,101031007,396,11003102,101031001,0,11999092,101031004,0,0,101031008,0,0,0,0,0
101000096,110030103,100,101031007,396,11003103,101031004,0,11999093,101031006,0,11999102,101031005,0,0,101031002,0,0
101000097,110030111,100,101031101,401,11003111,101031101,0,11999091,101031102,0,0,101031102,0,0,0,0,0
101000098,110030112,100,101031103,401,11003112,101031103,0,11999092,101031104,0,0,101031105,0,0,0,0,0
101000099,110030113,100,101031106,401,11003113,101031107,0,11999093,101031101,0,11999103,101031108,0,0,101031104,0,0
101000100,110030121,100,101031201,405,11003121,101031205,0,11999091,101031202,0,11999101,0,0,0,0,0,0
101000101,110030122,100,101031203,405,11003122,101031204,0,11999092,101031205,0,11999093,0,0,0,0,0,0
101000102,110030123,100,101031206,405,11003123,0,0,0,0,0,0,0,0,0,0,0,0
101000103,110040011,100,101040101,411,11004011,101040101,0,11999191,101040103,0,0,0,0,0,0,0,0
101000104,110040012,100,101040101,411,11004012,101040104,0,11999192,101040106,0,0,0,0,0,0,0,0
101000105,110040013,100,101040106,411,11004013,101040106,0,11999193,101040104,0,11999102,0,0,0,0,0,0
101000106,110040021,100,101040201,420,11004021,101040202,0,11999191,101040203,0,0,0,0,0,0,0,0
101000107,110040022,100,101040202,420,11004022,101040204,0,11999292,101040205,0,0,0,0,0,0,0,0
101000108,110040023,100,101040201,420,11004023,101040206,0,11999193,101040205,0,11999103,101040204,0,0,0,0,0
101000109,110040031,100,101040301,426,11004031,101040303,0,11999191,101040302,0,0,0,0,0,0,0,0
101000110,110040032,100,101040301,426,11004032,101040301,0,11999192,101040301,0,0,101040302,0,0,101040302,0,0
101000111,110040033,100,101040305,426,11004033,101040306,0,11999193,101040306,0,11999101,101040304,0,0,0,0,0
101000112,110040041,100,101040401,431,11004041,101040401,0,11999191,101040402,0,0,0,0,0,0,0,0
101000113,110040042,100,101040404,431,11004042,101040405,0,11999192,101040406,0,0,101040408,0,0,0,0,0
101000114,110040043,100,101040407,431,11004043,101040402,0,11999193,101040406,0,11999102,101040405,0,0,0,0,0
101000115,110040051,100,101040501,435,11004051,101040503,0,11999191,101040502,0,0,0,0,0,0,0,0
101000116,110040052,100,101040501,435,11004052,101040503,0,11999192,101040504,0,0,101040504,0,0,0,0,0
101000117,110040053,100,101040505,435,11004053,101040503,0,11999193,101040503,0,11999103,101040502,0,0,101040507,0,0
101000118,110040061,100,101040601,441,11004061,101040602,0,11999191,101040602,0,0,101040607,0,0,0,0,0
101000119,110040062,100,101040603,441,11004062,101040604,0,11999192,101040605,0,0,101040605,0,0,0,0,0
101000120,110040063,100,101040603,441,11004063,101040603,0,11999193,101040607,0,11999101,101040607,0,0,0,0,0
101000121,110040071,100,101040701,446,11004071,101040701,0,11999191,101040702,0,0,0,0,0,0,0,0
101000122,110040072,100,101040703,446,11004072,101040705,0,11999192,101040706,0,0,0,0,0,0,0,0
101000123,110040073,100,101040707,446,11004073,101040701,0,11999193,101040706,0,11999102,101040705,0,0,0,0,0
101000124,110040081,100,101040801,450,11004081,101040801,0,11999191,101040803,0,0,0,0,0,0,0,0
101000125,110040082,100,101040801,450,11004082,101040806,0,11999192,101040804,0,0,101040807,0,0,0,0,0
101000126,110040083,100,101040805,450,11004083,101040806,0,11999193,101040807,0,11999103,101040808,0,0,0,0,0
101000127,110040091,100,101040901,456,11004091,101040901,0,11999191,101040902,0,0,0,0,0,0,0,0
101000128,110040092,100,101040903,456,11004092,101040903,0,11999192,101040904,0,0,101040902,0,0,0,0,0
101000129,110040093,100,101040907,456,11004093,101040906,0,11999193,101040901,0,11999101,101040905,0,0,0,0,0
101000130,110040101,100,101041001,461,11004101,101041005,0,11999191,101041002,0,0,0,0,0,0,0,0
101000131,110040102,100,101041001,461,11004102,101041003,0,11999192,101041003,0,0,101041002,0,0,0,0,0
101000132,110040103,100,101041005,461,11004103,101041005,0,11999193,101041002,0,11999102,101041004,0,0,0,0,0
101000133,110040111,100,101041104,465,11004111,101041102,0,11999191,101041103,0,0,0,0,0,0,0,0
101000134,110040112,100,101041101,465,11004112,101041104,0,11999192,101041105,0,0,101041104,0,0,0,0,0
101000135,110040113,100,101041106,465,11004113,101041102,0,11999193,101041102,0,11999103,101041105,0,0,0,0,0
101000136,110040121,100,101041201,471,11004121,101041202,0,11999191,101041203,0,0,0,0,0,0,0,0
101000137,110040122,100,101041205,471,11004122,101041201,0,11999192,101041204,0,0,101041204,0,0,0,0,0
101000138,110040123,100,101041205,471,11004123,101041203,0,11999193,101041204,0,11999101,101041201,0,0,101041201,0,0
101000139,110040131,100,101041301,476,11004131,101041301,0,11999191,0,0,0,0,0,0,0,0,0
101000140,110040132,100,101041303,476,11004132,101041301,0,11999102,101041305,0,11999193,0,0,0,0,0,0
101000141,110040133,100,101041306,476,11004133,0,0,0,0,0,0,0,0,0,0,0,0
101000142,110050011,100,101050103,480,11005011,101050101,0,11999191,101050102,0,0,0,0,0,0,0,0
101000143,110050012,100,101050101,480,11005012,101050105,0,11999192,101050102,0,0,0,0,0,0,0,0
101000144,110050013,100,101050105,480,11005013,101050101,0,11999193,101050107,0,11999201,0,0,0,0,0,0
101000145,110050021,100,101050201,486,11005021,101050202,0,11999191,101050202,0,0,0,0,0,0,0,0
101000146,110050022,100,101050201,486,11005022,101050204,0,11999292,101050202,0,0,0,0,0,0,0,0
101000147,110050023,100,101050206,486,11005023,101050207,0,11999193,101050208,0,11999202,101050209,0,0,0,0,0
101000148,110050031,100,101050301,491,11005031,101050302,0,11999191,101050307,0,0,0,0,0,0,0,0
101000149,110050032,100,101050303,491,11005032,101050301,0,11999192,101050304,0,0,101050307,0,0,0,0,0
101000150,110050033,100,101050302,491,11005033,101050305,0,11999193,101050306,0,11999203,0,0,0,0,0,0
101000151,110050041,100,101050401,495,11005041,101050401,0,11999191,101050402,0,0,0,0,0,0,0,0
101000152,110050042,100,101050401,495,11005042,101050403,0,11999192,101050404,0,0,0,0,0,0,0,0
101000153,110050043,100,101050405,495,11005043,101050406,0,11999193,101050404,0,11999201,101050402,0,0,0,0,0
101000154,110050051,100,101050501,501,11005051,101050502,0,11999191,101050504,0,0,0,0,0,0,0,0
101000155,110050052,100,101050503,501,11005052,101050503,0,11999192,101050504,0,0,0,0,0,0,0,0
101000156,110050053,100,101050507,501,11005053,101050505,0,11999193,101050506,0,11999202,101050506,0,0,0,0,0
101000157,110050061,100,101050603,506,11005061,101050601,0,11999191,101050602,0,0,0,0,0,0,0,0
101000158,110050062,100,101050604,506,11005062,101050604,0,11999192,101050605,0,0,101050602,0,0,0,0,0
101000159,110050063,100,101050604,506,11005063,101050604,0,11999193,101050601,0,11999203,101050606,0,0,101050607,0,0
101000160,110050071,100,101050701,510,11005071,101050702,0,11999191,101050703,0,0,0,0,0,0,0,0
101000161,110050072,100,101050704,510,11005072,101050705,0,11999192,101050702,0,0,101050703,0,0,101050706,0,0
101000162,110050073,100,101050708,510,11005073,101050702,0,11999193,101050703,0,11999201,101050709,0,0,0,0,0
101000163,110050081,100,101050801,516,11005081,101050801,0,11999191,101050804,0,0,101050805,0,0,0,0,0
101000164,110050082,100,101050801,516,11005082,101050807,0,11999192,101050802,0,0,101050803,0,0,0,0,0
101000165,110050083,100,101050806,516,11005083,101050807,0,11999193,101050808,0,11999202,101050805,0,0,0,0,0
101000166,110050091,100,101050901,521,11005091,101050902,0,11999191,101050904,0,0,0,0,0,0,0,0
101000167,110050092,100,101050901,521,11005092,101050903,0,11999192,101050901,0,0,0,0,0,0,0,0
101000168,110050093,100,101050902,521,11005093,101050901,0,11999193,101050903,0,11999203,101050904,0,0,0,0,0
101000169,110050101,100,101051001,525,11005101,101051003,0,11999191,101051002,0,0,101051002,0,0,0,0,0
101000170,110050102,100,101051003,525,11005102,101051001,0,11999192,101051004,0,0,101051005,0,0,0,0,0
101000171,110050103,100,101051006,525,11005103,101051001,0,11999193,101051001,0,11999201,101051007,0,0,101051007,0,0
101000172,110050111,100,101051101,531,11005111,101051102,0,11999191,101051103,0,0,0,0,0,0,0,0
101000173,110050112,100,101051102,531,11005112,101051104,0,11999192,101051107,0,0,101051105,0,0,0,0,0
101000174,110050113,100,101051101,531,11005113,101051101,0,11999193,101051106,0,11999202,101051105,0,0,101051105,0,0
101000175,110050121,100,101051202,536,11005121,101051203,0,11999191,101051203,0,0,0,0,0,0,0,0
101000176,110050122,100,101051201,536,11005122,101051201,0,11999192,101051205,0,0,101051203,0,0,0,0,0
101000177,110050123,100,101051202,536,11005123,101051202,0,11999193,101051207,0,11999203,101051201,0,0,101051205,0,0
101000178,110050131,100,101051301,540,11005131,101051307,0,11999191,101051303,0,11999193,0,0,0,0,0,0
101000179,110050132,100,101051304,540,11005132,101051301,0,11999192,101051307,0,11999201,0,0,0,0,0,0
101000180,110050133,100,101051309,540,11005133,0,0,0,0,0,0,0,0,0,0,0,0
101000181,110060011,100,101060101,546,11006011,101060102,0,11999191,101060104,0,0,0,0,0,0,0,0
101000182,110060012,100,101060103,546,11006012,101060104,0,11999192,101060105,0,0,0,0,0,0,0,0
101000183,110060013,100,101060104,546,11006013,101060106,0,11999193,101060107,0,11999202,101060108,0,0,0,0,0
101000184,110060021,100,101060201,551,11006021,101060202,0,11999191,101060203,0,0,0,0,0,0,0,0
101000185,110060022,100,101060204,551,11006022,101060202,0,11999292,101060205,0,0,101060206,0,0,0,0,0
101000186,110060023,100,101060204,551,11006023,101060207,0,11999193,101060208,0,11999203,101060205,0,0,0,0,0
101000187,110060031,100,101060306,555,11006031,101060302,0,11999191,101060302,0,0,0,0,0,0,0,0
101000188,110060032,100,101060304,555,11006032,101060304,0,11999192,101060302,0,0,101060301,0,0,101060303,0,0
101000189,110060033,100,101060305,555,11006033,101060304,0,11999193,101060306,0,11999201,101060302,0,0,0,0,0
101000190,110060041,100,101060401,561,11006041,101060402,0,11999191,101060405,0,0,0,0,0,0,0,0
101000191,110060042,100,101060404,561,11006042,101060408,0,11999192,101060403,0,0,101060406,0,0,0,0,0
101000192,110060043,100,101060407,561,11006043,101060408,0,11999193,101060405,0,11999202,101060409,0,0,0,0,0
101000193,110060051,100,101060501,566,11006051,101060502,0,11999191,101060504,0,0,0,0,0,0,0,0
101000194,110060052,100,101060505,566,11006052,101060505,0,11999192,101060506,0,0,101060504,0,0,0,0,0
101000195,110060053,100,101060501,566,11006053,101060508,0,11999193,101060504,0,11999203,101060507,0,0,0,0,0
101000196,110060061,100,101060601,570,11006061,101060604,0,11999191,101060605,0,0,0,0,0,0,0,0
101000197,110060062,100,101060601,570,11006062,101060602,0,11999192,101060605,0,0,101060604,0,0,0,0,0
101000198,110060063,100,101060606,570,11006063,101060606,0,11999193,101060601,0,11999201,101060605,0,0,101060607,0,0
101000199,110060071,100,101060701,576,11006071,101060702,0,11999191,101060702,0,0,0,0,0,0,0,0
101000200,110060072,100,101060701,576,11006072,101060704,0,11999192,101060704,0,0,101060703,0,0,0,0,0
101000201,110060073,100,101060705,576,11006073,101060704,0,11999193,101060704,0,11999202,101060703,0,0,0,0,0
101000202,110060081,100,101060801,581,11006081,101060802,0,11999191,101060805,0,0,0,0,0,0,0,0
101000203,110060082,100,101060804,581,11006082,101060805,0,11999192,101060801,0,0,101060806,0,0,0,0,0
101000204,110060083,100,101060804,581,11006083,101060804,0,11999193,101060802,0,11999203,101060809,0,0,0,0,0
101000205,110060091,100,101060901,585,11006091,101060903,0,11999191,101060904,0,0,101060907,0,0,0,0,0
101000206,110060092,100,101060903,585,11006092,101060904,0,11999192,101060904,0,0,101060902,0,0,0,0,0
101000207,110060093,100,101060905,585,11006093,101060906,0,11999193,101060902,0,11999201,101060907,0,0,0,0,0
101000208,110060101,100,101061001,591,11006101,101061001,0,11999191,101061002,0,0,101061007,0,0,0,0,0
101000209,110060102,100,101061006,591,11006102,101061004,0,11999192,101061005,0,0,0,0,0,0,0,0
101000210,110060103,100,101061003,591,11006103,101061006,0,11999193,101061006,0,11999202,101061007,0,0,0,0,0
101000211,110060111,100,101061101,596,11006111,101061101,0,11999191,101061106,0,0,0,0,0,0,0,0
101000212,110060112,100,101061101,596,11006112,101061103,0,11999192,101061104,0,0,101061106,0,0,0,0,0
101000213,110060113,100,101061105,596,11006113,101061103,0,11999193,101061106,0,11999203,101061104,0,0,0,0,0
101000214,110060121,100,101061201,600,11006121,101061202,0,11999191,101061204,0,0,0,0,0,0,0,0
101000215,110060122,100,101061204,600,11006122,101061203,0,11999192,101061205,0,0,101061201,0,0,0,0,0
101000216,110060123,100,101061206,600,11006123,101061202,0,11999193,101061204,0,11999201,101061207,0,0,0,0,0
101000217,110060131,100,101061301,606,11006131,101061302,0,11999191,101061302,0,0,101061305,0,0,0,0,0
101000218,110060132,100,101061304,606,11006132,101061301,0,11999192,101061302,0,0,101061303,0,0,0,0,0
101000219,110060133,100,101061304,606,11006133,101061301,0,11999193,101061302,0,11999202,101061305,0,0,101061303,0,0
101000220,110060141,100,101061405,611,11006141,101061401,0,11999191,101061401,0,0,0,0,0,0,0,0
101000221,110060142,100,101061402,611,11006142,101061401,0,11999192,101061404,0,11999203,0,0,0,0,0,0
101000222,110060143,100,101061407,611,11006143,0,0,0,0,0,0,0,0,0,0,0,0
101000223,110070011,100,101070101,615,11007011,101070101,0,11999291,101070102,0,0,0,0,0,0,0,0
101000224,110070012,100,101070102,615,11007012,101070102,0,11999292,101070104,0,0,101070105,0,0,0,0,0
101000225,110070013,100,101070106,615,11007013,101070107,0,11999293,101070107,0,11999301,0,0,0,0,0,0
101000226,110070021,100,101070201,621,11007021,101070204,0,11999291,101070203,0,0,0,0,0,0,0,0
101000227,110070022,100,101070201,621,11007022,101070203,0,11999292,101070204,0,0,101070205,0,0,0,0,0
101000228,110070023,100,101070206,621,11007023,101070203,0,11999293,101070203,0,11999302,101070204,0,0,0,0,0
101000229,110070031,100,101070301,626,11007031,101070301,0,11999291,101070302,0,0,0,0,0,0,0,0
101000230,110070032,100,101070303,626,11007032,101070304,0,11999292,101070305,0,0,101070306,0,0,0,0,0
101000231,110070033,100,101070307,626,11007033,101070303,0,11999293,101070308,0,11999303,101070305,0,0,101070309,0,0
101000232,110070041,100,101070401,630,11007041,101070402,0,11999291,101070407,0,0,101070403,0,0,0,0,0
101000233,110070042,100,101070401,630,11007042,101070401,0,11999292,101070402,0,0,101070407,0,0,0,0,0
101000234,110070043,100,101070401,630,11007043,101070401,0,11999293,101070402,0,11999304,101070406,0,0,0,0,0
101000235,110070051,100,101070501,636,11007051,101070505,0,11999291,101070505,0,0,101070503,0,0,0,0,0
101000236,110070052,100,101070501,636,11007052,101070502,0,11999292,101070503,0,0,101070503,0,0,0,0,0
101000237,110070053,100,101070504,636,11007053,101070505,0,11999293,101070505,0,11999301,101070502,0,0,0,0,0
101000238,110070061,100,101070601,641,11007061,101070601,0,11999291,101070605,0,0,101070603,0,0,0,0,0
101000239,110070062,100,101070602,641,11007062,101070601,0,11999292,101070605,0,0,101070603,0,0,0,0,0
101000240,110070063,100,101070602,641,11007063,101070601,0,11999293,101070608,0,11999302,101070605,0,0,0,0,0
101000241,110070071,100,101070701,645,11007071,101070701,0,11999291,101070704,0,0,0,0,0,0,0,0
101000242,110070072,100,101070704,645,11007072,101070704,0,11999292,101070705,0,0,101070702,0,0,0,0,0
101000243,110070073,100,101070707,645,11007073,101070704,0,11999293,101070704,0,11999303,101070708,0,0,101070709,0,0
101000244,110070081,100,101070801,651,11007081,101070802,0,11999291,101070802,0,0,0,0,0,0,0,0
101000245,110070082,100,101070803,651,11007082,101070803,0,11999292,101070802,0,0,101070805,0,0,0,0,0
101000246,110070083,100,101070801,651,11007083,101070802,0,11999293,101070804,0,11999304,0,0,0,0,0,0
101000247,110070091,100,101070901,656,11007091,101070902,0,11999291,101070904,0,0,0,0,0,0,0,0
101000248,110070092,100,101070904,656,11007092,101070903,0,11999292,101070902,0,0,101070905,0,0,0,0,0
101000249,110070093,100,101070906,656,11007093,101070901,0,11999293,101070904,0,11999301,101070905,0,0,0,0,0
101000250,110070101,100,101071001,660,11007101,101071002,0,11999291,101071005,0,0,0,0,0,0,0,0
101000251,110070102,100,101071004,660,11007102,101071003,0,11999292,101071005,0,0,101071002,0,0,0,0,0
101000252,110070103,100,101071004,660,11007103,101071001,0,11999293,101071007,0,11999302,101071002,0,0,0,0,0
101000253,110070111,100,101071101,666,11007111,101071103,0,11999291,101071103,0,0,101071102,0,0,0,0,0
101000254,110070112,100,101071101,666,11007112,101071103,0,11999292,101071104,0,0,101071102,0,0,0,0,0
101000255,110070113,100,101071105,666,11007113,101071105,0,11999293,101071101,0,11999303,101071106,0,0,0,0,0
101000256,110070121,100,101071201,671,11007121,101071201,0,11999291,101071202,0,0,0,0,0,0,0,0
101000257,110070122,100,101071204,671,11007122,101071204,0,11999292,101071208,0,0,101071205,0,0,0,0,0
101000258,110070123,100,101071207,671,11007123,101071204,0,11999293,101071204,0,11999304,101071201,0,0,0,0,0
101000259,110070131,100,101071301,675,11007131,101071304,0,11999291,101071302,0,0,0,0,0,0,0,0
101000260,110070132,100,101071304,675,11007132,101071307,0,11999292,101071301,0,0,101071304,0,0,0,0,0
101000261,110070133,100,101071304,675,11007133,101071304,0,11999293,101071307,0,11999301,101071302,0,0,0,0,0
101000262,110070141,100,101071406,681,11007141,101071401,0,11999291,101071407,0,11999293,0,0,0,0,0,0
101000263,110070142,100,101071407,681,11007142,101071404,0,11999292,101071401,0,11999302,101071401,0,0,0,0,0
101000264,110070143,100,101071408,681,11007143,0,0,0,0,0,0,0,0,0,0,0,0
