id,unit_id,type,title,description
10210108,102101,107,"Bond Level 7",""
10220101,102201,201,"Unlock animation 1",""
10220102,102201,101,"Bond Level 1",""
10220103,102201,102,"Bond Level 2",""
10220104,102201,103,"Bond Level 3",""
10220105,102201,104,"Bond Level 4",""
10220106,102201,105,"Bond Level 5",""
10220107,102201,106,"Bond Level 6",""
10220108,102201,107,"Bond Level 7",""
10230101,102301,201,"Unlock animation 1",""
10230102,102301,101,"Bond Level 1",""
10230103,102301,102,"Bond Level 2",""
10230104,102301,103,"Bond Level 3",""
10230105,102301,104,"Bond Level 4",""
10230106,102301,105,"Bond Level 5",""
10230107,102301,106,"Bond Level 6",""
10230108,102301,107,"Bond Level 7",""
10250101,102501,201,"Unlock animation 1",""
10250102,102501,101,"Bond Level 1",""
10250103,102501,102,"Bond Level 2",""
10250104,102501,103,"Bond Level 3",""
10250105,102501,104,"Bond Level 4",""
10250106,102501,105,"Bond Level 5",""
10250107,102501,106,"Bond Level 6",""
10250108,102501,107,"Bond Level 7",""
10260101,102601,201,"Unlock animation 1",""
10260102,102601,101,"Bond Level 1",""
10260103,102601,102,"Bond Level 2",""
10260104,102601,103,"Bond Level 3",""
10260105,102601,104,"Bond Level 4",""
10260106,102601,105,"Bond Level 5",""
10260107,102601,106,"Bond Level 6",""
10260108,102601,107,"Bond Level 7",""
10270101,102701,201,"Unlock animation 1",""
10270102,102701,101,"Bond Level 1",""
10270103,102701,102,"Bond Level 2",""
10270104,102701,103,"Bond Level 3",""
10270105,102701,104,"Bond Level 4",""
10270106,102701,105,"Bond Level 5",""
10270107,102701,106,"Bond Level 6",""
10270108,102701,107,"Bond Level 7",""
10280101,102801,201,"Unlock animation 1",""
10280102,102801,101,"Bond Level 1",""
10280103,102801,102,"Bond Level 2",""
10280104,102801,103,"Bond Level 3",""
10280105,102801,104,"Bond Level 4",""
10280106,102801,105,"Bond Level 5",""
10280107,102801,106,"Bond Level 6",""
10280108,102801,107,"Bond Level 7",""
10290101,102901,201,"Unlock animation 1",""
10290102,102901,101,"Bond Level 1",""
10290103,102901,102,"Bond Level 2",""
10290104,102901,103,"Bond Level 3",""
10290105,102901,104,"Bond Level 4",""
10290106,102901,105,"Bond Level 5",""
10290107,102901,106,"Bond Level 6",""
10290108,102901,107,"Bond Level 7",""
10300101,103001,201,"Unlock animation 1",""
10300102,103001,101,"Bond Level 1",""
10300103,103001,102,"Bond Level 2",""
10300104,103001,103,"Bond Level 3",""
10300105,103001,104,"Bond Level 4",""
10300106,103001,105,"Bond Level 5",""
10300107,103001,106,"Bond Level 6",""
10300108,103001,107,"Bond Level 7",""
10310101,103101,201,"Unlock animation 1",""
10310102,103101,101,"Bond Level 1",""
10310103,103101,102,"Bond Level 2",""
10310104,103101,103,"Bond Level 3",""
10310105,103101,104,"Bond Level 4",""
10310106,103101,105,"Bond Level 5",""
10310107,103101,106,"Bond Level 6",""
10310108,103101,107,"Bond Level 7",""
10320101,103201,201,"Unlock animation 1",""
10320102,103201,101,"Bond Level 1",""
10320103,103201,102,"Bond Level 2",""
10320104,103201,103,"Bond Level 3",""
10320105,103201,104,"Bond Level 4",""
10320106,103201,105,"Bond Level 5",""
10320107,103201,106,"Bond Level 6",""
10320108,103201,107,"Bond Level 7",""
10330101,103301,201,"Unlock animation 1",""
10330102,103301,101,"Bond Level 1",""
10330103,103301,102,"Bond Level 2",""
10330104,103301,103,"Bond Level 3",""
10330105,103301,104,"Bond Level 4",""
10330106,103301,105,"Bond Level 5",""
10330107,103301,106,"Bond Level 6",""
10330108,103301,107,"Bond Level 7",""
10340101,103401,201,"Unlock animation 1",""
10340102,103401,101,"Bond Level 1",""
10340103,103401,102,"Bond Level 2",""
10340104,103401,103,"Bond Level 3",""
10340105,103401,104,"Bond Level 4",""
10340106,103401,105,"Bond Level 5",""
10340107,103401,106,"Bond Level 6",""
10340108,103401,107,"Bond Level 7",""
10340109,103401,202,"6★ Ascension animation",""
10340110,103401,108,"Bond Level 8",""
10340111,103401,109,"Bond Level 9",""
10340112,103401,110,"Bond Level 10",""
10340113,103401,111,"Bond Level 11",""
10360101,103601,201,"Unlock animation 1",""
10360102,103601,101,"Bond Level 1",""
10360103,103601,102,"Bond Level 2",""
10360104,103601,103,"Bond Level 3",""
10360105,103601,104,"Bond Level 4",""
10360106,103601,105,"Bond Level 5",""
10360107,103601,106,"Bond Level 6",""
10360108,103601,107,"Bond Level 7",""
10370101,103701,201,"Unlock animation 1",""
10370102,103701,101,"Bond Level 1",""
10370103,103701,102,"Bond Level 2",""
10370104,103701,103,"Bond Level 3",""
10370105,103701,104,"Bond Level 4",""
10370106,103701,105,"Bond Level 5",""
10370107,103701,106,"Bond Level 6",""
10370108,103701,107,"Bond Level 7",""
10380101,103801,201,"Unlock animation 1",""
10380102,103801,101,"Bond Level 1",""
10380103,103801,102,"Bond Level 2",""
10380104,103801,103,"Bond Level 3",""
10380105,103801,104,"Bond Level 4",""
10380106,103801,105,"Bond Level 5",""
10380107,103801,106,"Bond Level 6",""
10380108,103801,107,"Bond Level 7",""
10400101,104001,201,"Unlock animation 1",""
10400102,104001,101,"Bond Level 1",""
10400103,104001,102,"Bond Level 2",""
10400104,104001,103,"Bond Level 3",""
10400105,104001,104,"Bond Level 4",""
10400106,104001,105,"Bond Level 5",""
10400107,104001,106,"Bond Level 6",""
10400108,104001,107,"Bond Level 7",""
10420101,104201,201,"Unlock animation 1",""
10420102,104201,101,"Bond Level 1",""
10420103,104201,102,"Bond Level 2",""
10420104,104201,103,"Bond Level 3",""
10420105,104201,104,"Bond Level 4",""
10420106,104201,105,"Bond Level 5",""
10420107,104201,106,"Bond Level 6",""
10420108,104201,107,"Bond Level 7",""
10430101,104301,201,"Unlock animation 1",""
10430102,104301,101,"Bond Level 1",""
10430103,104301,102,"Bond Level 2",""
10430104,104301,103,"Bond Level 3",""
10430105,104301,104,"Bond Level 4",""
10430106,104301,105,"Bond Level 5",""
10430107,104301,106,"Bond Level 6",""
10430108,104301,107,"Bond Level 7",""
10440101,104401,201,"Unlock animation 1",""
10440102,104401,101,"Bond Level 1",""
10440103,104401,102,"Bond Level 2",""
10440104,104401,103,"Bond Level 3",""
10440105,104401,104,"Bond Level 4",""
10440106,104401,105,"Bond Level 5",""
10440107,104401,106,"Bond Level 6",""
10440108,104401,107,"Bond Level 7",""
10450101,104501,201,"Unlock animation 1",""
10450102,104501,101,"Bond Level 1",""
10450103,104501,102,"Bond Level 2",""
10450104,104501,103,"Bond Level 3",""
10450105,104501,104,"Bond Level 4",""
10450106,104501,105,"Bond Level 5",""
10450107,104501,106,"Bond Level 6",""
10450108,104501,107,"Bond Level 7",""
10460101,104601,201,"Unlock animation 1",""
10460102,104601,101,"Bond Level 1",""
10460103,104601,102,"Bond Level 2",""
10460104,104601,103,"Bond Level 3",""
10460105,104601,104,"Bond Level 4",""
10460106,104601,105,"Bond Level 5",""
10460107,104601,106,"Bond Level 6",""
10460108,104601,107,"Bond Level 7",""
10470101,104701,201,"Unlock animation 1",""
10470102,104701,101,"Bond Level 1",""
10470103,104701,102,"Bond Level 2",""
10470104,104701,103,"Bond Level 3",""
10470105,104701,104,"Bond Level 4",""
10470106,104701,105,"Bond Level 5",""
10470107,104701,106,"Bond Level 6",""
10470108,104701,107,"Bond Level 7",""
10480101,104801,201,"Unlock animation 1",""
10480102,104801,101,"Bond Level 1",""
10480103,104801,102,"Bond Level 2",""
10480104,104801,103,"Bond Level 3",""
10480105,104801,104,"Bond Level 4",""
10480106,104801,105,"Bond Level 5",""
10480107,104801,106,"Bond Level 6",""
10480108,104801,107,"Bond Level 7",""
10490101,104901,201,"Unlock animation 1",""
10490102,104901,101,"Bond Level 1",""
10490103,104901,102,"Bond Level 2",""
10490104,104901,103,"Bond Level 3",""
10490105,104901,104,"Bond Level 4",""
10490106,104901,105,"Bond Level 5",""
10490107,104901,106,"Bond Level 6",""
10490108,104901,107,"Bond Level 7",""
10500101,105001,201,"Unlock animation 1",""
10500102,105001,101,"Bond Level 1",""
10500103,105001,102,"Bond Level 2",""
10500104,105001,103,"Bond Level 3",""
10500105,105001,104,"Bond Level 4",""
10500106,105001,105,"Bond Level 5",""
10500107,105001,106,"Bond Level 6",""
10500108,105001,107,"Bond Level 7",""
10510101,105101,201,"Unlock animation 1",""
10510102,105101,101,"Bond Level 1",""
10510103,105101,102,"Bond Level 2",""
10510104,105101,103,"Bond Level 3",""
10510105,105101,104,"Bond Level 4",""
10510106,105101,105,"Bond Level 5",""
10510107,105101,106,"Bond Level 6",""
10510108,105101,107,"Bond Level 7",""
10520101,105201,201,"Unlock animation 1",""
10520102,105201,101,"Bond Level 1",""
10520103,105201,102,"Bond Level 2",""
10520104,105201,103,"Bond Level 3",""
10520105,105201,104,"Bond Level 4",""
10520106,105201,105,"Bond Level 5",""
10520107,105201,106,"Bond Level 6",""
10520108,105201,107,"Bond Level 7",""
10520109,105201,202,"6★ Ascension animation",""
10520110,105201,108,"Bond Level 8",""
10520111,105201,109,"Bond Level 9",""
10520112,105201,110,"Bond Level 10",""
10520113,105201,111,"Bond Level 11",""
10530101,105301,201,"Unlock animation 1",""
10530102,105301,101,"Bond Level 1",""
10530103,105301,102,"Bond Level 2",""
10530104,105301,103,"Bond Level 3",""
10530105,105301,104,"Bond Level 4",""
10530106,105301,105,"Bond Level 5",""
10530107,105301,106,"Bond Level 6",""
10530108,105301,107,"Bond Level 7",""
10540101,105401,201,"Unlock animation 1",""
10540102,105401,101,"Bond Level 1",""
10540103,105401,102,"Bond Level 2",""
10540104,105401,103,"Bond Level 3",""
10540105,105401,104,"Bond Level 4",""
10540106,105401,105,"Bond Level 5",""
10540107,105401,106,"Bond Level 6",""
10540108,105401,107,"Bond Level 7",""
10550101,105501,201,"Unlock animation 1",""
10550102,105501,101,"Bond Level 1",""
10550103,105501,102,"Bond Level 2",""
10550104,105501,103,"Bond Level 3",""
10550105,105501,104,"Bond Level 4",""
10550106,105501,105,"Bond Level 5",""
10550107,105501,106,"Bond Level 6",""
10550108,105501,107,"Bond Level 7",""
10560101,105601,201,"Unlock animation 1",""
10560102,105601,101,"Bond Level 1",""
10560103,105601,102,"Bond Level 2",""
10560104,105601,103,"Bond Level 3",""
10560105,105601,104,"Bond Level 4",""
10560106,105601,105,"Bond Level 5",""
10560107,105601,106,"Bond Level 6",""
10560108,105601,107,"Bond Level 7",""
10570101,105701,201,"Unlock animation 1",""
10570102,105701,101,"Bond Level 1",""
10570103,105701,102,"Bond Level 2",""
10570104,105701,103,"Bond Level 3",""
10570105,105701,104,"Bond Level 4",""
10570106,105701,105,"Bond Level 5",""
10570107,105701,106,"Bond Level 6",""
10570108,105701,107,"Bond Level 7",""
10580101,105801,201,"Unlock animation 1",""
10580102,105801,101,"Bond Level 1",""
10580103,105801,102,"Bond Level 2",""
10580104,105801,103,"Bond Level 3",""
10580105,105801,104,"Bond Level 4",""
10580106,105801,105,"Bond Level 5",""
10580107,105801,106,"Bond Level 6",""
10580108,105801,107,"Bond Level 7",""
10580109,105801,202,"6★ Ascension animation",""
10580110,105801,108,"Bond Level 8",""
10580111,105801,109,"Bond Level 9",""
10580112,105801,110,"Bond Level 10",""
10580113,105801,111,"Bond Level 11",""
10590101,105901,201,"Unlock animation 1",""
10590102,105901,101,"Bond Level 1",""
10590103,105901,102,"Bond Level 2",""
10590104,105901,103,"Bond Level 3",""
10590105,105901,104,"Bond Level 4",""
10590106,105901,105,"Bond Level 5",""
10590107,105901,106,"Bond Level 6",""
10590108,105901,107,"Bond Level 7",""
10590109,105901,202,"6★ Ascension animation",""
10590110,105901,108,"Bond Level 8",""
10590111,105901,109,"Bond Level 9",""
10590112,105901,110,"Bond Level 10",""
10590113,105901,111,"Bond Level 11",""
10600101,106001,201,"Unlock animation 1",""
10600102,106001,101,"Bond Level 1",""
10600103,106001,102,"Bond Level 2",""
10600104,106001,103,"Bond Level 3",""
10600105,106001,104,"Bond Level 4",""
10600106,106001,105,"Bond Level 5",""
10600107,106001,106,"Bond Level 6",""
10600108,106001,107,"Bond Level 7",""
10600109,106001,202,"6★ Ascension animation",""
10600110,106001,108,"Bond Level 8",""
10600111,106001,109,"Bond Level 9",""
10600112,106001,110,"Bond Level 10",""
10600113,106001,111,"Bond Level 11",""
10610101,106101,201,"Unlock animation 1",""
10610102,106101,101,"Bond Level 1",""
10610103,106101,102,"Bond Level 2",""
10610104,106101,103,"Bond Level 3",""
10610105,106101,104,"Bond Level 4",""
10610106,106101,105,"Bond Level 5",""
10610107,106101,106,"Bond Level 6",""
10610108,106101,107,"Bond Level 7",""
10630101,106301,201,"Unlock animation 1",""
10630102,106301,101,"Bond Level 1",""
10630103,106301,102,"Bond Level 2",""
10630104,106301,103,"Bond Level 3",""
10630105,106301,104,"Bond Level 4",""
10630106,106301,105,"Bond Level 5",""
10630107,106301,106,"Bond Level 6",""
10630108,106301,107,"Bond Level 7",""
10650101,106501,201,"Unlock animation 1",""
10650102,106501,101,"Bond Level 1",""
10650103,106501,102,"Bond Level 2",""
10650104,106501,103,"Bond Level 3",""
10650105,106501,104,"Bond Level 4",""
10650106,106501,105,"Bond Level 5",""
10650107,106501,106,"Bond Level 6",""
10650108,106501,107,"Bond Level 7",""
10700101,107001,201,"Unlock animation 1",""
10700102,107001,101,"Bond Level 1",""
10700103,107001,102,"Bond Level 2",""
10700104,107001,103,"Bond Level 3",""
10700105,107001,104,"Bond Level 4",""
10700106,107001,105,"Bond Level 5",""
10700107,107001,106,"Bond Level 6",""
10700108,107001,107,"Bond Level 7",""
10710101,107101,201,"Unlock animation 1",""
10710102,107101,101,"Bond Level 1",""
10710103,107101,102,"Bond Level 2",""
10710104,107101,103,"Bond Level 3",""
10710105,107101,104,"Bond Level 4",""
10710106,107101,105,"Bond Level 5",""
10710107,107101,106,"Bond Level 6",""
10710108,107101,107,"Bond Level 7",""
10750101,107501,201,"Unlock animation 1",""
10750102,107501,101,"Bond Level 1",""
10750103,107501,102,"Bond Level 2",""
10750104,107501,103,"Bond Level 3",""
10750105,107501,104,"Bond Level 4",""
10750106,107501,105,"Bond Level 5",""
10750107,107501,106,"Bond Level 6",""
10750108,107501,107,"Bond Level 7",""
10760101,107601,201,"Unlock animation 1",""
10760102,107601,101,"Bond Level 1",""
10760103,107601,102,"Bond Level 2",""
10760104,107601,103,"Bond Level 3",""
10760105,107601,104,"Bond Level 4",""
10760106,107601,105,"Bond Level 5",""
10760107,107601,106,"Bond Level 6",""
10760108,107601,107,"Bond Level 7",""
10770101,107701,201,"Unlock animation 1",""
10770102,107701,101,"Bond Level 1",""
10770103,107701,102,"Bond Level 2",""
10770104,107701,103,"Bond Level 3",""
10770105,107701,104,"Bond Level 4",""
10770106,107701,105,"Bond Level 5",""
10770107,107701,106,"Bond Level 6",""
10770108,107701,107,"Bond Level 7",""
10780101,107801,201,"Unlock animation 1",""
10780102,107801,101,"Bond Level 1",""
10780103,107801,102,"Bond Level 2",""
10780104,107801,103,"Bond Level 3",""
10780105,107801,104,"Bond Level 4",""
10780106,107801,105,"Bond Level 5",""
10780107,107801,106,"Bond Level 6",""
10780108,107801,107,"Bond Level 7",""
10790101,107901,201,"Unlock animation 1",""
10790102,107901,101,"Bond Level 1",""
10790103,107901,102,"Bond Level 2",""
10790104,107901,103,"Bond Level 3",""
10790105,107901,104,"Bond Level 4",""
10790106,107901,105,"Bond Level 5",""
10790107,107901,106,"Bond Level 6",""
10790108,107901,107,"Bond Level 7",""
10800101,108001,201,"Unlock animation 1",""
10800102,108001,101,"Bond Level 1",""
10800103,108001,102,"Bond Level 2",""
10800104,108001,103,"Bond Level 3",""
10800105,108001,104,"Bond Level 4",""
10800106,108001,105,"Bond Level 5",""
10800107,108001,106,"Bond Level 6",""
10800108,108001,107,"Bond Level 7",""
10810101,108101,201,"Unlock animation 1",""
10810102,108101,101,"Bond Level 1",""
10810103,108101,102,"Bond Level 2",""
10810104,108101,103,"Bond Level 3",""
10810105,108101,104,"Bond Level 4",""
10810106,108101,105,"Bond Level 5",""
10810107,108101,106,"Bond Level 6",""
10810108,108101,107,"Bond Level 7",""
10820101,108201,201,"Unlock animation 1",""
10820102,108201,101,"Bond Level 1",""
10820103,108201,102,"Bond Level 2",""
10820104,108201,103,"Bond Level 3",""
10820105,108201,104,"Bond Level 4",""
10820106,108201,105,"Bond Level 5",""
10820107,108201,106,"Bond Level 6",""
10820108,108201,107,"Bond Level 7",""
10830101,108301,201,"Unlock animation 1",""
10830102,108301,101,"Bond Level 1",""
10830103,108301,102,"Bond Level 2",""
10830104,108301,103,"Bond Level 3",""
10830105,108301,104,"Bond Level 4",""
10830106,108301,105,"Bond Level 5",""
10830107,108301,106,"Bond Level 6",""
10830108,108301,107,"Bond Level 7",""
10840101,108401,201,"Unlock animation 1",""
10840102,108401,101,"Bond Level 1",""
10840103,108401,102,"Bond Level 2",""
10840104,108401,103,"Bond Level 3",""
10840105,108401,104,"Bond Level 4",""
10840106,108401,105,"Bond Level 5",""
10840107,108401,106,"Bond Level 6",""
10840108,108401,107,"Bond Level 7",""
10850101,108501,201,"Unlock animation 1",""
10850102,108501,101,"Bond Level 1",""
10850103,108501,102,"Bond Level 2",""
10850104,108501,103,"Bond Level 3",""
10850105,108501,104,"Bond Level 4",""
10850106,108501,105,"Bond Level 5",""
10850107,108501,106,"Bond Level 6",""
10850108,108501,107,"Bond Level 7",""
10860101,108601,201,"Unlock animation 1",""
10860102,108601,101,"Bond Level 1",""
10860103,108601,102,"Bond Level 2",""
10860104,108601,103,"Bond Level 3",""
10860105,108601,104,"Bond Level 4",""
10860106,108601,105,"Bond Level 5",""
10860107,108601,106,"Bond Level 6",""
10860108,108601,107,"Bond Level 7",""
10870101,108701,201,"Unlock animation 1",""
10870102,108701,101,"Bond Level 1",""
10870103,108701,102,"Bond Level 2",""
10870104,108701,103,"Bond Level 3",""
10870105,108701,104,"Bond Level 4",""
10870106,108701,105,"Bond Level 5",""
10870107,108701,106,"Bond Level 6",""
10870108,108701,107,"Bond Level 7",""
10880101,108801,201,"Unlock animation 1",""
10880102,108801,101,"Bond Level 1",""
10880103,108801,102,"Bond Level 2",""
10880104,108801,103,"Bond Level 3",""
10880105,108801,104,"Bond Level 4",""
10880106,108801,105,"Bond Level 5",""
10880107,108801,106,"Bond Level 6",""
10880108,108801,107,"Bond Level 7",""
10890101,108901,201,"Unlock animation 1",""
10890102,108901,101,"Bond Level 1",""
10890103,108901,102,"Bond Level 2",""
10890104,108901,103,"Bond Level 3",""
10890105,108901,104,"Bond Level 4",""
10890106,108901,105,"Bond Level 5",""
10890107,108901,106,"Bond Level 6",""
10890108,108901,107,"Bond Level 7",""
10900101,109001,201,"Unlock animation 1",""
10900102,109001,101,"Bond Level 1",""
10900103,109001,102,"Bond Level 2",""
10900104,109001,103,"Bond Level 3",""
10900105,109001,104,"Bond Level 4",""
10900106,109001,105,"Bond Level 5",""
10900107,109001,106,"Bond Level 6",""
10900108,109001,107,"Bond Level 7",""
10910101,109101,201,"Unlock animation 1",""
10910102,109101,101,"Bond Level 1",""
10910103,109101,102,"Bond Level 2",""
10910104,109101,103,"Bond Level 3",""
10910105,109101,104,"Bond Level 4",""
10910106,109101,105,"Bond Level 5",""
10910107,109101,106,"Bond Level 6",""
10910108,109101,107,"Bond Level 7",""
10920101,109201,201,"Unlock animation 1",""
10920102,109201,101,"Bond Level 1",""
10920103,109201,102,"Bond Level 2",""
10920104,109201,103,"Bond Level 3",""
10920105,109201,104,"Bond Level 4",""
10920106,109201,105,"Bond Level 5",""
10920107,109201,106,"Bond Level 6",""
10920108,109201,107,"Bond Level 7",""
10930101,109301,201,"Unlock animation 1",""
10930102,109301,101,"Bond Level 1",""
10930103,109301,102,"Bond Level 2",""
10930104,109301,103,"Bond Level 3",""
10930105,109301,104,"Bond Level 4",""
10930106,109301,105,"Bond Level 5",""
10930107,109301,106,"Bond Level 6",""
10930108,109301,107,"Bond Level 7",""
10940101,109401,201,"Unlock animation 1",""
