unit_id,unit_name,prefab_id,motion_type,se_type,move_speed,search_area_width,atk_type,normal_atk_cast_time,cutin,cutin_star6,visual_change_flag,comment
204400,"Little Devil",204400,0,0,270,750,2,3.5,0,0,0,"[Magic] Mid-ranged attack.\nA baby devil that attacks wildly\nwith newly learned magic."
204500,"Hammer Crab",204500,0,0,270,200,1,2.5,0,0,0,"[Physical] Short-ranged attack.\nA crab-like monster with large claws and a tough shell.\nIt can go up against opponents of any size."
204501,"Hammer Crab",204501,0,0,270,50,1,2.5,0,0,0,"[Physical] Short-ranged attack.\nA crab-like monster with large claws and a tough shell.\nIt can go up against opponents of any size."
204502,"Spike Crab",204502,0,0,270,80,1,2.0,0,0,0,"[Physical] Short-ranged attack.\nA crab-like monster that boasts a giant set of pincers and a rigid shell. There is something endearing about the way it lurks in the sand, patiently waiting for its prey."
204600,"Magic Manta",204600,0,0,270,1080,2,3.5,0,0,0,"[Magic] Area attack.\nA manta ray-like monster that skillfully hunts using supersonic waves\nemitted from the stone on its head."
204700,"Leafy Boar",204700,0,0,270,200,1,4.0,0,0,0,"[Physical] Short-ranged attack.\nA large boar enveloped by an armor of tough leaves that are painful to the touch. However, its armor is still just leaves. It is weak against magic."
204701,"Sand Boar",204701,0,0,270,200,1,4.0,0,0,0,"[Physical] Short-ranged attack.\nSurrounded by an armor of sand, proof of a warrior\nthat is not afraid to throw away its life.\nHowever, its armor is still just sand. It is weak against magic."
204702,"Wild Boar",204702,0,0,270,170,1,4.0,0,0,0,"[Physical] Short-ranged attack.\nA massive boar that roams the hotlands. Stubbornly attacking magma rocks has honed its tusks to penetrate any armor."
204800,"Ruins Doll",204800,0,0,270,150,1,1.8,0,0,0,"[Physical] Short-ranged attack.\nAn ancient automaton designed to support Ikt Galadion. With no will of its own, it fights relentlessly until its mechanisms are entirely demolished."
204900,"Goblin Squirt",204900,0,0,270,100,1,0.5,0,0,0,"[Physical] Short-ranged attack.\nA young but fierce apprentice goblin. Makes up for its lack of physical strength by darting wildly about on the front lines."
205000,"Poison Toad",205000,0,0,270,500,1,2.5,0,0,0,"[Physical] Short-ranged attack.\nA poison-tongued toad monster that disguises itself as a precious stone and consumes anyone greedy enough to approach."
205001,"Poison Toad",205000,0,0,270,500,1,2.5,0,0,0,"[Physical] Short-ranged attack.\nA poison-tongued toad monster that disguises itself as a precious stone and consumes anyone greedy enough to approach."
205100,"Tsuchino Kobra",205100,0,13,270,550,1,2.5,0,0,0,"[Physical] Mid-ranged attack.\nAn unusual snake monster that leaps from the shadows to feed on its prey's magical energy. Prefers to target beings with great magical power."
205200,"Seahorse Knight",205200,0,0,270,650,1,2.0,0,0,0,"[Physical] Mid-ranged attack.\nTaking the spear of a drowned knight,\nthis seahorse-like warrior protects its territory."
205300,"Ice Chick",205300,0,0,270,550,2,3.0,0,0,0,"[Magic] Mid-ranged attack.\nA bird-like monster that attacks with\nice-clad tail feathers."
205400,"Ice Fish",205400,0,12,270,550,1,2.6,0,0,0,"[Physical] Short-ranged attack.\nA fish monster that hollows out glaciers to form its nest, and assaults any creature foolish enough to approach."
205401,"Magma Fish",205401,0,12,270,550,1,2.4,0,0,0,"[Physical] Short-ranged attack.\nA fish monster that uses its powerful jaw, capable of crushing rocks, to consume anything and everything in sight."
205500,"Land Snake",205500,0,14,270,550,1,3.0,0,0,0,"[Physical] Mid-ranged attack.\nA snake-like monster that digs a hole and waits for prey,\nkilling victims with its poisonous bite."
205600,"Crazy Pup",205600,0,0,270,100,1,2.5,0,0,0,"[Physical] A ferocious dog created by human experimentation alongside its master. The terrifying expression on its face is the result of struggling to support its own large head."
205700,Boney,205700,0,15,270,50,1,0.4,0,0,0,"Hellhound summon monster"
205800,"Mini-Foggy (Vanguard)",205800,0,0,270,50,1,1.8,0,0,0,"Foggy summon monster (weak)"
205801,"Mini-Foggy (Midguard)",205801,0,0,270,200,1,1.8,0,0,0,"Foggy summon monster (weak)"
205802,"Mini-Foggy (Rearguard)",205802,0,0,270,200,1,1.8,0,0,0,"Foggy summon monster (weak)"
205803,"Mini-Foggy (Vanguard)",205800,0,0,270,50,1,1.8,0,0,0,"Foggy summon monster (strong)"
205804,"Mini-Foggy (Midguard)",205801,0,0,270,200,1,1.8,0,0,0,"Foggy summon monster (strong)"
205805,"Mini-Foggy (Rearguard)",205802,0,0,270,200,1,1.8,0,0,0,"Foggy summon monster (strong)"
205806,"Mini-Foggy (Vanguard)",205800,0,0,270,50,1,1.8,0,0,0,"Foggy summon monster (weak)"
205807,"Mini-Foggy (Midguard)",205801,0,0,270,200,1,1.8,0,0,0,"Foggy summon monster (weak)"
205808,"Mini-Foggy (Rearguard)",205802,0,0,270,200,1,1.8,0,0,0,"Foggy summon monster (weak)"
205809,"Mini-Foggy (Vanguard)",205800,0,0,270,50,1,1.8,0,0,0,"Foggy summon monster (strong)"
205810,"Mini-Foggy (Midguard)",205801,0,0,270,200,1,1.8,0,0,0,"Foggy summon monster (strong)"
205811,"Mini-Foggy (Rearguard)",205802,0,0,270,200,1,1.8,0,0,0,"Foggy summon monster (strong)"
206000,Sealidon,206000,0,1,270,100,1,4.0,0,0,0,"[Physical] Short-ranged attack.\nThe kingpin of the north seas, with an attitude as massive as its body. Its thick layers of fat obstruct enemy attacks from finding their mark."
206100,Wisewand,206100,0,7,270,1080,2,4.5,0,0,0,"[Magic] Long-ranged attack.\nA monstrous nautilus that drains its enemies' will to fight by showering them with freezing wind."
206200,Mafiotter,206200,0,1,270,650,1,3.5,0,0,0,"[Physical] Mid-ranged attack.\nA hoodlum from the northern seas. Bullies other monsters by throwing shells at them out of nowhere."
206201,Heaver,206201,0,1,270,650,1,0.5,0,0,0,"[Physical] Mid-ranged attack.\nA beaver that tears down any and all trees it can get its teeth into. It uses the resulting carvings not only to build its house, but also as projectile weapons."
206300,Lunapod,206300,0,0,270,1110,0,10.0,0,0,0,"[Healing] Single-target TP recovery.\nAn energy amplifier created alongside the Tower of Luna itself. By condensing the latent magical energy in its environment, it strengthens the tower's guardians."
206400,"Little Eye",206400,0,0,270,100,1,2.5,0,0,0,"[Physical] Short-ranged attack.\nA loyal demonic servant. Very fond of the golden armor its one-eyed lord bestowed upon it."
206500,"Monkey Commander",206500,0,0,300,100,1,2.5,0,0,0,"[Physical] The fully grown form of the diminutive Monkey King. Its muscular arms, honed from years of throwing large rocks, deal formidable blows to its enemies."
206700,"Hiyori's Shadow",206700,0,1,270,200,1,2.295,0,0,0,"A peculiar monster bearing a striking resemblance to Hiyori.\n\n- Deals large physical damage to an enemy directly in front and deals moderate physical damage to all enemies in a small radius around it.\n- Deals moderate physical damage to an enemy directly in front.\n- Deals small physical damage to an enemy directly in front. Boosts own physical attack by a moderate amount."
206701,"Rei (New Year)'s Shadow",206701,0,4,270,400,1,1.965,0,0,0,"A peculiar monster bearing a striking resemblance to Rei (New Year).\n\n- Deals moderate physical damage to all enemies and inflicts Stun.\n- [Taunt] Taunts all enemies and enters a stance. If attacked during this stance, deals moderate physical damage to all enemies in range and lowers their physical defense by a small amount.\n- Deploys a barrier that negates magical damage around all nearby allies. Moderate boost to own magical defense."
206702,"Yui (New Year)'s Shadow",206702,0,7,270,600,2,2.27,0,0,0,"A peculiar monster bearing a striking resemblance to Yui (New Year).\n\n- Grants HP regen and a barrier that negates physical and magical damage to all allies, but lowers own magical attack by a large amount.\n- Lowers the physical and magical attack of the 2nd closest enemy by a large amount.\n- Large boost to the magical attack of all allies that use magical attacks."
206800,"Impure Desire Barrier 1",206800,0,0,20,0,0,999.0,0,0,0,-
206801,"Impure Desire Barrier 2",206801,0,0,20,0,0,999.0,0,0,0,-
206802,"Impure Desire Barrier 3",206802,0,0,20,0,0,999.0,0,0,0,-
206803,"Timebomb Mochi",206803,0,0,0,1080,0,0.0,0,0,0,-
206804,"Timebomb Mochi",206803,0,0,0,1080,0,0.0,0,0,0,-
206900,"Sleepy Owl",206900,0,0,270,645,0,3.5,0,0,0,"[Magic] Mid-ranged attack.\nAn owl monster that always seems to have thick bags under its eyes. Its bleary gaze has the power to stop enemies in their tracks."
207000,Tanukid,207000,0,0,100,120,2,0.5,0,0,0,"[Magic] Temporary invincibility / Mid-ranged attack.\nThough still young, this raccoon dog monster is accomplished in both offense and defense thanks to its transformation skills."
207100,"Killer Bee",207100,0,0,270,550,1,0.9,0,0,0,"[Physical] Long-ranged attack.\nAn insectoid monster that rapidly identifies threats and takes them out with remarkable precision."
207101,"Killer Bee",207100,0,0,270,650,1,1.2,0,0,0,"[Physical] Long-ranged attack.\nAn insectoid monster that rapidly identifies threats and takes them out with remarkable precision."
207102,"Killer Bee",207100,0,0,270,750,1,1.5,0,0,0,"[Physical] Long-ranged attack.\nAn insectoid monster that rapidly identifies threats and takes them out with remarkable precision."
207200,"Whoopee Orc",207200,0,0,270,360,1,2.5,0,0,0,"[Physical] Short-ranged attack.\nA prank-loving young orc that beats a musical instrument in imitation of its elders."
207201,"Whoopee Orc",207200,0,0,270,120,1,5.0,0,0,0,"[Physical] Short-ranged attack.\nA prank-loving young orc that beats a musical instrument in imitation of its elders."
207300,Rockoon,207300,0,0,270,550,0,2.5,0,0,0,"[Physical] Mid-ranged attack.\nA raccoon monster that takes cleaning to unhealthy extremes. One blast of its oily soap, and your weapon will slip right out of your hands."
207400,"Kaori's Shadow",207400,0,1,270,200,1,2.295,0,0,0,"Kaori's Shadow"
207401,"Makoto's Shadow",207401,0,4,270,400,1,1.965,0,0,0,"Makoto's Shadow"
207402,"Kasumi's Shadow",207402,0,7,270,600,2,2.27,0,0,0,"Kasumi's Shadow"
207403,"Maho's Shadow",207403,0,7,270,600,2,2.27,0,0,0,"Maho's Shadow"
207500,"Mini Robo-Lima A",207500,0,0,270,50,1,1.3,0,0,0,"Robo-Lima minion"
207501,"Mini Robo-Lima B",207500,0,0,270,300,1,1.3,0,0,0,"Robo-Lima minion"
207502,"Mini Robo-Lima C",207500,0,0,270,100,1,1.3,0,0,0,"Robo-Lima minion"
207600,Coocoo,207600,0,0,300,200,1,6.0,0,0,0,""
207700,"Lackey A",207700,0,0,270,400,1,2.0,0,0,0,"April event summon unit"
207701,"Lackey B",207701,0,0,270,400,1,2.0,0,0,0,"April event summon unit"
207800,"Bomb (Mad Clown)",207800,0,0,270,400,1,2.0,0,0,0,"May Tower - Bomb summoned by Mad Clown"
207900,"Cursed Crystal",207900,0,0,0,2160,1,2.0,0,0,0,"June event summon unit"
208000,"Mini Majimun",208000,0,0,400,200,1,2.0,0,0,0,""
208001,"Mini Majimun",208000,0,0,400,200,1,1.8,0,0,0,""
208002,"Mini Majimun",208000,0,0,400,400,1,2.35,0,0,0,""
208003,"Mini Majimun",208000,0,0,400,600,1,2.7,0,0,0,""
208004,"Mini Majimun",208000,0,0,400,200,1,1.8,0,0,0,""
208005,"Mini Majimun",208000,0,0,400,400,1,2.35,0,0,0,""
208006,"Mini Majimun",208000,0,0,400,600,1,2.7,0,0,0,""
208100,"Shield Relic",208100,0,0,270,100,1,1.5,0,0,0,"[Physical] Short-ranged attack.\nA guardian of memories that protects the sacred grounds together with dark Shadows. Provides a stern trial to those who seek true power."
208101,"Shield Relic",208100,0,0,270,150,1,1.8,0,0,0,"[Physical] Short-ranged attack.\nA guardian of memories that protects the sacred grounds together with dark Shadows. Provides a stern trial to those who seek true power."
208102,"Shield Relic",208100,0,0,270,200,1,1.9,0,0,0,"[Physical] Short-ranged attack.\nA guardian of memories that protects the sacred grounds together with dark Shadows. Provides a stern trial to those who seek true power."
208200,"Attack Relic",208200,0,0,270,500,2,0.9,0,0,0,"[Magic] Short-ranged attack.\nA guardian of memories that protects the sacred grounds together with dark Shadows. Provides a stern trial to those who seek true power."
208201,"Attack Relic",208200,0,0,270,550,2,1.2,0,0,0,"[Magic] Short-ranged attack.\nA guardian of memories that protects the sacred grounds together with dark Shadows. Provides a stern trial to those who seek true power."
208202,"Attack Relic",208200,0,0,270,600,2,1.3,0,0,0,"[Magic] Short-ranged attack.\nA guardian of memories that protects the sacred grounds together with dark Shadows. Provides a stern trial to those who seek true power."
208300,"Heal Relic",208300,0,0,270,700,1,0.7,0,0,0,"[Healing] HP/TP recovery.\nA guardian of memories that protects the sacred grounds together with dark Shadows. Provides a stern trial to those who seek true power."
208301,"Heal Relic",208300,0,0,270,750,1,1.0,0,0,0,"[Healing] HP/TP recovery.\nA guardian of memories that protects the sacred grounds together with dark Shadows. Provides a stern trial to those who seek true power."
208302,"Heal Relic",208300,0,0,270,700,1,1.0,0,0,0,"[Healing] HP/TP recovery.\nA guardian of memories that protects the sacred grounds together with dark Shadows. Provides a stern trial to those who seek true power."
208303,"Heal Relic",208300,0,0,270,750,1,1.0,0,0,0,"[Healing] HP/TP recovery.\nA guardian of memories that protects the sacred grounds together with dark Shadows. Provides a stern trial to those who seek true power."
208400,Peckpecker,208400,0,0,270,200,1,0.9,0,0,0,"[Physical] Mid-ranged attack.\nA woodpecker with enhanced sensitivity to the flow of magic. A peck from its sharp beak dampens the victim's energy."
208500,"Strawberry Serpent",208500,0,0,270,250,1,0.9,0,0,0,"[Physical] Mid-ranged attack.\nA snake that disguises itself as a strawberry, complete with enticing scent. Preys upon those who approach it unawares."
208600,"Lesathaguard 1",208600,0,0,0,2160,1,2.0,0,0,0,""
208601,"Lesathaguard 2",208601,0,0,0,2160,1,2.0,0,0,0,""
208602,"Lesathaguard 3",208602,0,0,0,2160,1,2.0,0,0,0,""
208603,"Lesathaguard 4",208603,0,0,0,2160,1,2.0,0,0,0,""
208604,"Lesathaguard 5",208604,0,0,0,2160,1,2.0,0,0,0,""
208605,"Lesathaguard 6",208605,0,0,0,2160,1,2.0,0,0,0,""
208700,Reindeer,208700,0,0,450,2160,1,2.0,0,0,0,""
208800,"Angel Dart",208800,0,0,270,210,1,10.0,0,0,0,"[Physical] Short-ranged attack.\nAn aquatic monster that resembles a tropical fish. Contrary to its graceful appearance, it uses its sharp jaw to spear its prey."
208900,"Clay Doll",208900,0,0,70,180,1,2.8,0,0,0,"[Physical] Short-ranged attack.\nAn earthen doll with no volition, manipulated by the forbidden arts. Created as an offering from the dirt of a battlefield steeped in hatred."
208901,"Clay Doll 2",208900,0,0,70,260,1,4.8,0,0,0,"[Physical] Short-ranged attack.\nAn earthen doll with no volition, manipulated by the forbidden arts. Created as an offering from the dirt of a battlefield steeped in hatred."
300100,Minotaurus,300100,0,3,270,1000,1,1.9,0,0,0,"[Physical] The Starbeast of Taurus, lurking deep within its labyrinthine lair. With its massive battleaxe, it slays all adventurers who dare approach.\n\n- Deals large physical damage to all enemies and inflicts Burn.\n- Deals large physical damage to an enemy, knocks them back, and inflicts Stun.\n- Deals moderate magical damage to enemies in range and inflicts Paralyze."
300101,Minotaurus,300101,0,3,270,1000,1,1.9,0,0,0,"[Physical] The Starbeast of Taurus, now imbued with still greater power. With its massive battleaxe, it slays all adventurers who dare approach.\n\n- Deals large physical damage to all enemies and inflicts Burn.\n- Deals large physical damage to an enemy, knocks them back, and inflicts Stun.\n- Deals moderate magical damage to enemies in range and inflicts Paralyze.\n- Large boost to own physical and magical attack, and deals large physical damage to the enemies in first and second position. After using this skill, Minotaurus's own physical and magical defense are lowered by a large amount."
300200,Lesathapult,300200,0,6,270,1000,1,1.5,0,0,0,"The Starbeast of Scorpio, raining calamity upon the world with\nits venomous stinger. Once a guardian deity of the desert,\nit turned to evil after its worshippers abandoned it.\n\n- Deals large physical damage to all enemies.\nEach time this boss uses its Union Burst, the damage dealt\nincreases. This effect stacks up to 3 times.\n- Deals moderate physical damage to enemies in range and\ninflicts Poison.\n- Nullifies stat debuffs on self and boosts own physical defense."
300201,Lesathapult,300201,0,6,270,1000,1,1.5,0,0,0,"[Physical] The Starbeast of Scorpio, left alone in an abandoned temple. Forgetting the pious worship it once enjoyed, it devotes itself to destruction.\n\n- Deals large physical damage to all enemies. After using this skill, Lesathapult's damage to each enemy increases with each attack. This effect stacks up to three times.\n- Deals moderate physical damage to a small area around the enemy in front and inflicts Poison.\n- Nullifies stat debuffs on self and boosts own physical defense."
