story_id,story_group_id,title,sub_title,visible_type,story_end,pre_story_id,love_level,requirement_id,unlock_quest_id,story_quest_id,reward_type_1,reward_id_1,reward_value_1,reward_type_2,reward_id_2,reward_value_2,reward_type_3,reward_id_3,reward_value_3,start_time,end_time
1004004,1004,"Misogi Episode 4","Candy Store Party!",0,0,1004003,4,100401,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1004005,1004,"Misogi Episode 5","Misogi Explorers!",0,0,1004004,5,100401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1004006,1004,"Misogi Episode 6","Treasure Map of Peril!",0,0,1004005,6,100401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1004007,1004,"Misogi Episode 7","Help Me, Mister!",0,0,1004006,7,100401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1004008,1004,"Misogi Episode 8","A Prankster for Life!",0,0,1004007,8,100401,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1005001,1005,"Matsuri Episode 1","A Hero's First Steps",0,0,0,0,100501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1005002,1005,"Matsuri Episode 2","Just an Accessory?",0,0,1005001,2,100501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1005003,1005,"Matsuri Episode 3","A Fellow Defender of Justice",0,0,1005002,3,100501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1005004,1005,"Matsuri Episode 4","Wanna Go on a Date?",0,0,1005003,4,100501,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1005005,1005,"Matsuri Episode 5","Show a Little Delicacy!",0,0,1005004,5,100501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1005006,1005,"Matsuri Episode 6","A Mortifying Transformation",0,0,1005005,6,100501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1005007,1005,"Matsuri Episode 7","It's a Pinky Promise!",0,0,1005006,7,100501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1005008,1005,"Matsuri Episode 8","You Gotta Hold My Hand!",0,0,1005007,8,100501,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1006001,1006,"Akari Episode 1","Catch Me in Your Arms!",0,0,0,0,100601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1006002,1006,"Akari Episode 2","I'm at My Limit...!",0,0,1006001,2,100601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1006003,1006,"Akari Episode 3","Train Me, Coach!",0,0,1006002,3,100601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1006004,1006,"Akari Episode 4","You Teach Me So Much!",0,0,1006003,4,100601,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1006005,1006,"Akari Episode 5","So Big and Strong!",0,0,1006004,5,100601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1006006,1006,"Akari Episode 6","Whatever You Like Best!",0,0,1006005,6,100601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1006007,1006,"Akari Episode 7","Our First Time Together...",0,0,1006006,7,100601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1006008,1006,"Akari Episode 8","Just the Sight of Your Face",0,0,1006007,8,100601,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1007001,1007,"Miyako Episode 1","Beware of Hungry Ghosts",0,0,0,0,100701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1007002,1007,"Miyako Episode 2","Pudding, Pudding, Pudding!",0,0,1007001,2,100701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1007003,1007,"Miyako Episode 3","The Secret History of Ghosts",0,0,1007002,3,100701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1007004,1007,"Miyako Episode 4","Smells Like School Spirits",0,0,1007003,4,100701,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1007005,1007,"Miyako Episode 5","Memories Reawakened",0,0,1007004,5,100701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1007006,1007,"Miyako Episode 6","The Path of Pudding",0,0,1007005,6,100701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1007007,1007,"Miyako Episode 7","Time to Say Goodbye?!",0,0,1007006,7,100701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1007008,1007,"Miyako Episode 8","Homemade Pudding Paradise",0,0,1007007,8,100701,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1008001,1008,"Yuki Episode 1","A Stunning Encounter",0,0,0,0,100801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1008002,1008,"Yuki Episode 2","Gorgeous on the Job",0,0,1008001,2,100801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1008003,1008,"Yuki Episode 3","A Mischievous Rain",0,0,1008002,3,100801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1008004,1008,"Yuki Episode 4","Forever Posing",0,0,1008003,4,100801,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1008005,1008,"Yuki Episode 5","A World Tour?!",0,0,1008004,5,100801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1008006,1008,"Yuki Episode 6","Yuki vs. Yuki",0,0,1008005,6,100801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1008007,1008,"Yuki Episode 7","Marry Me or Else",0,0,1008006,7,100801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1008008,1008,"Yuki Episode 8","Don't Ever Let Me Go",0,0,1008007,8,100801,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1009001,1009,"Anna Episode 1","Sigurd! We Meet Again!",0,0,0,0,100901,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1009002,1009,"Anna Episode 2","Comrades on the Field of Battle",0,0,1009001,2,100901,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1009003,1009,"Anna Episode 3","In Search of Lost Memories",0,0,1009002,3,100901,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1009004,1009,"Anna Episode 4","Echoes of a Distant Realm",0,0,1009003,4,100901,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1009005,1009,"Anna Episode 5","Fly Like the Blazing Hellhound!",0,0,1009004,5,100901,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1009006,1009,"Anna Episode 6","In Search of Past Glory",0,0,1009005,6,100901,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1009007,1009,"Anna Episode 7","Rise of the Syndicate",0,0,1009006,7,100901,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1009008,1009,"Anna Episode 8","Bygone Relations",0,0,1009007,8,100901,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1010001,1010,"Maho Episode 1","Whisked Away on a Carriage",0,0,0,0,101001,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1010002,1010,"Maho Episode 2","The Princess of the Maho-Maho Kingdom",0,0,1010001,2,101001,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1010003,1010,"Maho Episode 3","Your Escort Has Arrived",0,0,1010002,3,101001,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1010004,1010,"Maho Episode 4","The Magical Wonderland of Hopes and Dreams",0,0,1010003,4,101001,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1010005,1010,"Maho Episode 5","The Whims of a Princess",0,0,1010004,5,101001,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1010006,1010,"Maho Episode 6","An Invite to the Princess's Castle",0,0,1010005,6,101001,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1010007,1010,"Maho Episode 7","Trapped in Her Cage",0,0,1010006,7,101001,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1010008,1010,"Maho Episode 8","The Lakeside Princess",0,0,1010007,8,101001,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1011001,1011,"Rino Episode 1","Rags to Britches",0,0,0,0,101101,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1011002,1011,"Rino Episode 2","A Little Learning Is an Arduous Thing",0,0,1011001,2,101101,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1011003,1011,"Rino Episode 3","If at Last You Don't Succeed...",0,0,1011002,3,101101,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1011004,1011,"Rino Episode 4","A Real Worrysport",0,0,1011003,4,101101,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1011005,1011,"Rino Episode 5","A Stitch in Thyme",0,0,1011004,5,101101,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1011006,1011,"Rino Episode 6","Hanging by a Silken Thread",0,0,1011005,6,101101,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1011007,1011,"Rino Episode 7","Time Flies Like an Arrow Rain",0,0,1011006,7,101101,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1011008,1011,"Rino Episode 8","Lucky for Some",0,0,1011007,8,101101,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1011009,1011,"Rino Episode 9","To Get a Little Knowledge, Go a Long Way?",0,0,1011008,9,101101,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:00"
1011010,1011,"Rino Episode 10","Always Bolt from the Blue",0,0,1011009,10,101101,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:00"
1011011,1011,"Rino Episode 11","Make Curry While the Sun Shines",0,0,1011010,11,101101,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:00"
1011012,1011,"Rino Episode 12","When It Rains Arrows, It Pours!",0,0,1011011,12,101101,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:00"
1012001,1012,"Hatsune Episode 1","Hatsune's Super Secret ♪",0,0,0,0,101201,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1012002,1012,"Hatsune Episode 2","Sleeping Beauty's Hazy Adventure",0,0,1012001,2,101201,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1012003,1012,"Hatsune Episode 3","Wait for Me, Shiorin",0,0,1012002,3,101201,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1012004,1012,"Hatsune Episode 4","Hatsune's Creed",0,0,1012003,4,101201,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1012005,1012,"Hatsune Episode 5","Afternoon Power Nap",0,0,1012004,5,101201,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1012006,1012,"Hatsune Episode 6","Sleepless Beauty",0,0,1012005,6,101201,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1012007,1012,"Hatsune Episode 7","Landosol's Last Day",0,0,1012006,7,101201,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1012008,1012,"Hatsune Episode 8","I'm Gonna Eat You! ♪",0,0,1012007,8,101201,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1013001,1013,"Nanaka Episode 1","Seeking: One Legendary Spellbook!",0,0,0,0,101301,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1013002,1013,"Nanaka Episode 2","A Magical Duo is Born",0,0,1013001,2,101301,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1013003,1013,"Nanaka Episode 3","Traces of Evil",0,0,1013002,3,101301,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1013004,1013,"Nanaka Episode 4","Doing the Rounds Together",0,0,1013003,4,101301,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1013005,1013,"Nanaka Episode 5","The Dark Collector",0,0,1013004,5,101301,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1013006,1013,"Nanaka Episode 6","For Whom I Fight",0,0,1013005,6,101301,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1013007,1013,"Nanaka Episode 7","Magical Girls Unite!",0,0,1013006,7,101301,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1013008,1013,"Nanaka Episode 8","Beautiful Metamorphosis",0,0,1013007,8,101301,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1014001,1014,"Kasumi Episode 1","Now Hiring: A Detective's Assistant",0,0,0,0,101401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1014002,1014,"Kasumi Episode 2","Mysteries Never Wait",0,0,1014001,2,101401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1014003,1014,"Kasumi Episode 3","In Search of a Shadow",0,0,1014002,3,101401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1014004,1014,"Kasumi Episode 4","A Detective by Nature",0,0,1014003,4,101401,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1014005,1014,"Kasumi Episode 5","A Brush with the Unknown",0,0,1014004,5,101401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1014006,1014,"Kasumi Episode 6","Deduction Is the Game",0,0,1014005,6,101401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1014007,1014,"Kasumi Episode 7","One and the Same",0,0,1014006,7,101401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1014008,1014,"Kasumi Episode 8","Dear Me",0,0,1014007,8,101401,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1015001,1015,"Misato Episode 1","A True Saint",0,0,0,0,101501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1015002,1015,"Misato Episode 2","A Special Present for a Special Day",0,0,1015001,2,101501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1015003,1015,"Misato Episode 3","A Mother's Warmth",0,0,1015002,3,101501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1015004,1015,"Misato Episode 4","The Saint of Tsubakigaoka",0,0,1015003,4,101501,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1015005,1015,"Misato Episode 5","Always in My Heart",0,0,1015004,5,101501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1015006,1015,"Misato Episode 6","Woe Is Misato",0,0,1015005,6,101501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1015007,1015,"Misato Episode 7","Time to Let Go",0,0,1015006,7,101501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1015008,1015,"Misato Episode 8","Misato's Prince",0,0,1015007,8,101501,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1016001,1016,"Suzuna Episode 1","Hella Bad at Math",0,0,0,0,101601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1016002,1016,"Suzuna Episode 2","Fashion Model Suzuna",0,0,1016001,2,101601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1016003,1016,"Suzuna Episode 3","The Perfect Perfume",0,0,1016002,3,101601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1016004,1016,"Suzuna Episode 4","Looks Are Everything",0,0,1016003,4,101601,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1016005,1016,"Suzuna Episode 5","Luck of the Draw",0,0,1016004,5,101601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1016006,1016,"Suzuna Episode 6","Costume Conundrum",0,0,1016005,6,101601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1016007,1016,"Suzuna Episode 7","Be My BF",0,0,1016006,7,101601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1016008,1016,"Suzuna Episode 8","A Runway to You",0,0,1016007,8,101601,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1017001,1017,"Kaori Episode 1","A Very Tropical Girl",0,0,0,0,101701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1017002,1017,"Kaori Episode 2","The Taste of Home",0,0,1017001,2,101701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1017003,1017,"Kaori Episode 3","Peace Offering",0,0,1017002,3,101701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1017004,1017,"Kaori Episode 4","A Home Away From Home",0,0,1017003,4,101701,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1017005,1017,"Kaori Episode 5","Barbecue Buddies",0,0,1017004,5,101701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1017006,1017,"Kaori Episode 6","Volcanic Picnic",0,0,1017005,6,101701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1017007,1017,"Kaori Episode 7","An Open-Air Lullaby",0,0,1017006,7,101701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1017008,1017,"Kaori Episode 8","A Terrible Thing to Lose",0,0,1017007,8,101701,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1018001,1018,"Io Episode 1","A Voluptuous Victim",0,0,0,0,101801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1018002,1018,"Io Episode 2","Class Is in Session",0,0,1018001,2,101801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1018003,1018,"Io Episode 3","A Dream Date",0,0,1018002,3,101801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1018004,1018,"Io Episode 4","Special Tutoring!",0,0,1018003,4,101801,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1018005,1018,"Io Episode 5","Forbidden Love?!",0,0,1018004,5,101801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1018006,1018,"Io Episode 6","Heart Full of Love",0,0,1018005,6,101801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1018007,1018,"Io Episode 7","If You Were My First",0,0,1018006,7,101801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
1018008,1018,"Io Episode 8","Nurse's Office Memory",0,0,1018007,8,101801,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2030/12/17 14:59:59"
