id,rank_from,rank_to,reward_type_1,reward_id_1,reward_num_1,reward_type_2,reward_id_2,reward_num_2,reward_type_3,reward_id_3,reward_num_3,reward_type_4,reward_id_4,reward_num_4,reward_type_5,reward_id_5,reward_num_5
74,10600,10600,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
75,10700,10700,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
76,10800,10800,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
77,10900,10900,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
78,11000,11000,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
79,11100,11100,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
80,11200,11200,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
81,11300,11300,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
82,11400,11400,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
83,11500,11500,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
84,11600,11600,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
85,11700,11700,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
86,11800,11800,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
87,11900,11900,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
88,12000,12000,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
89,12100,12100,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
90,12200,12200,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
91,12300,12300,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
92,12400,12400,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
93,12500,12500,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
94,12600,12600,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
95,12700,12700,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
96,12800,12800,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
97,12900,12900,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
98,13000,13000,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
99,13100,13100,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
100,13200,13200,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
101,13300,13300,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
102,13400,13400,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
103,13500,13500,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
104,13600,13600,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
105,13700,13700,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
106,13800,13800,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
107,13900,13900,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
108,14000,14000,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
109,14100,14100,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
110,14200,14200,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
111,14300,14300,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
112,14400,14400,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
113,14500,14500,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
114,14600,14600,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
115,14700,14700,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
116,14800,14800,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
117,14900,14900,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
118,15000,15000,8,91002,15,0,0,0,0,0,0,0,0,0,0,0,0
