stationary_mission_id,disp_group,category_icon,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_num,mission_reward_id,system_id,event_id,start_time,end_time
71003017,103,601,"Clear Event Quest 1-2 (HARD)",9003,10003202,0,0,1,71003017,6005,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003018,103,601,"Clear Event Quest 1-3 (HARD)",9003,10003203,0,0,1,71003018,6005,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003019,103,601,"Clear Event Quest 1-4 (HARD)",9003,10003204,0,0,1,71003019,6005,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003020,103,601,"Clear Event Quest 1-5 (HARD)",9003,10003205,0,0,1,71003020,6005,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003021,104,601,"Reset the Victory Medal Exchange lineup 1 time",9006,0,0,0,1,71003021,6002,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003022,104,601,"Reset the Victory Medal Exchange lineup 2 times",9006,0,0,0,2,71003022,6002,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003023,104,601,"Reset the Victory Medal Exchange lineup 3 times",9006,0,0,0,3,71003023,6002,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003024,104,601,"Reset the Victory Medal Exchange lineup 4 times",9006,0,0,0,4,71003024,6002,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003025,105,601,"Defeat Garoog 5 times (NORMAL/HARD)",9011,0,0,0,5,71003025,6008,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003026,105,601,"Defeat Garoog 10 times (NORMAL/HARD)",9011,0,0,0,10,71003026,6008,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003027,105,601,"Defeat Garoog 15 times (NORMAL/HARD)",9011,0,0,0,15,71003027,6008,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003028,105,601,"Defeat Garoog 20 times (NORMAL/HARD)",9011,0,0,0,20,71003028,6008,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003029,105,601,"Defeat Garoog 25 times (NORMAL/HARD)",9011,0,0,0,25,71003029,6008,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71003030,105,601,"Defeat Garoog 30 times (NORMAL/HARD)",9011,0,0,0,30,71003030,6008,10003,"2021/04/28 23:00:00","2021/05/18 22:59:59"
71004001,102,601,"Clear Event Quest 1-1 (NORMAL)",9003,10004101,0,0,1,71004001,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004002,102,601,"Clear Event Quest 1-2 (NORMAL)",9003,10004102,0,0,1,71004002,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004003,102,601,"Clear Event Quest 1-3 (NORMAL)",9003,10004103,0,0,1,71004003,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004004,102,601,"Clear Event Quest 1-4 (NORMAL)",9003,10004104,0,0,1,71004004,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004005,102,601,"Clear Event Quest 1-5 (NORMAL)",9003,10004105,0,0,1,71004005,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004006,102,601,"Clear Event Quest 1-6 (NORMAL)",9003,10004106,0,0,1,71004006,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004007,102,601,"Clear Event Quest 1-7 (NORMAL)",9003,10004107,0,0,1,71004007,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004008,102,601,"Clear Event Quest 1-8 (NORMAL)",9003,10004108,0,0,1,71004008,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004009,102,601,"Clear Event Quest 1-9 (NORMAL)",9003,10004109,0,0,1,71004009,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004010,102,601,"Clear Event Quest 1-10 (NORMAL)",9003,10004110,0,0,1,71004010,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004011,102,601,"Clear Event Quest 1-11 (NORMAL)",9003,10004111,0,0,1,71004011,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004012,102,601,"Clear Event Quest 1-12 (NORMAL)",9003,10004112,0,0,1,71004012,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004013,102,601,"Clear Event Quest 1-13 (NORMAL)",9003,10004113,0,0,1,71004013,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004014,102,601,"Clear Event Quest 1-14 (NORMAL)",9003,10004114,0,0,1,71004014,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004015,102,601,"Clear Event Quest 1-15 (NORMAL)",9003,10004115,0,0,1,71004015,6004,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004016,103,601,"Clear Event Quest 1-1 (HARD)",9003,10004201,0,0,1,71004016,6005,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004017,103,601,"Clear Event Quest 1-2 (HARD)",9003,10004202,0,0,1,71004017,6005,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004018,103,601,"Clear Event Quest 1-3 (HARD)",9003,10004203,0,0,1,71004018,6005,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004019,103,601,"Clear Event Quest 1-4 (HARD)",9003,10004204,0,0,1,71004019,6005,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004020,103,601,"Clear Event Quest 1-5 (HARD)",9003,10004205,0,0,1,71004020,6005,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004021,104,601,"Reset the Victory Medal Exchange lineup 1 time",9006,0,0,0,1,71004021,6002,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004022,104,601,"Reset the Victory Medal Exchange lineup 2 times",9006,0,0,0,2,71004022,6002,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004023,104,601,"Reset the Victory Medal Exchange lineup 3 times",9006,0,0,0,3,71004023,6002,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004024,104,601,"Reset the Victory Medal Exchange lineup 4 times",9006,0,0,0,4,71004024,6002,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004025,105,601,"Defeat Tentapus 5 times (Any Difficulty)",9011,0,0,0,5,71004025,6008,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004026,105,601,"Defeat Tentapus 10 times (Any Difficulty)",9011,0,0,0,10,71004026,6008,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004027,105,601,"Defeat Tentapus 15 times (Any Difficulty)",9011,0,0,0,15,71004027,6008,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004028,105,601,"Defeat Tentapus 20 times (Any Difficulty)",9011,0,0,0,20,71004028,6008,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004029,105,601,"Defeat Tentapus 25 times (Any Difficulty)",9011,0,0,0,25,71004029,6008,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004030,105,601,"Defeat Tentapus 30 times (Any Difficulty)",9011,0,0,0,30,71004030,6008,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71004031,106,601,"Defeat Tentapus 1 time (VERY HARD)",9001,610004301,0,0,1,71004031,6010,10004,"2021/06/03 23:00:00","2021/06/22 22:59:59"
71005001,102,601,"Clear Event Quest 1-1 (NORMAL)",9003,10005101,0,0,1,71005001,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005002,102,601,"Clear Event Quest 1-2 (NORMAL)",9003,10005102,0,0,1,71005002,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005003,102,601,"Clear Event Quest 1-3 (NORMAL)",9003,10005103,0,0,1,71005003,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005004,102,601,"Clear Event Quest 1-4 (NORMAL)",9003,10005104,0,0,1,71005004,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005005,102,601,"Clear Event Quest 1-5 (NORMAL)",9003,10005105,0,0,1,71005005,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005006,102,601,"Clear Event Quest 1-6 (NORMAL)",9003,10005106,0,0,1,71005006,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005007,102,601,"Clear Event Quest 1-7 (NORMAL)",9003,10005107,0,0,1,71005007,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005008,102,601,"Clear Event Quest 1-8 (NORMAL)",9003,10005108,0,0,1,71005008,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005009,102,601,"Clear Event Quest 1-9 (NORMAL)",9003,10005109,0,0,1,71005009,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005010,102,601,"Clear Event Quest 1-10 (NORMAL)",9003,10005110,0,0,1,71005010,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005011,102,601,"Clear Event Quest 1-11 (NORMAL)",9003,10005111,0,0,1,71005011,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005012,102,601,"Clear Event Quest 1-12 (NORMAL)",9003,10005112,0,0,1,71005012,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005013,102,601,"Clear Event Quest 1-13 (NORMAL)",9003,10005113,0,0,1,71005013,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005014,102,601,"Clear Event Quest 1-14 (NORMAL)",9003,10005114,0,0,1,71005014,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005015,102,601,"Clear Event Quest 1-15 (NORMAL)",9003,10005115,0,0,1,71005015,6004,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005016,103,601,"Clear Event Quest 1-1 (HARD)",9003,10005201,0,0,1,71005016,6005,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005017,103,601,"Clear Event Quest 1-2 (HARD)",9003,10005202,0,0,1,71005017,6005,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005018,103,601,"Clear Event Quest 1-3 (HARD)",9003,10005203,0,0,1,71005018,6005,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005019,103,601,"Clear Event Quest 1-4 (HARD)",9003,10005204,0,0,1,71005019,6005,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005020,103,601,"Clear Event Quest 1-5 (HARD)",9003,10005205,0,0,1,71005020,6005,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005021,104,601,"Reset the Victory Medal Exchange lineup 1 time",9006,0,0,0,1,71005021,6002,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005022,104,601,"Reset the Victory Medal Exchange lineup 2 times",9006,0,0,0,2,71005022,6002,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005023,104,601,"Reset the Victory Medal Exchange lineup 3 times",9006,0,0,0,3,71005023,6002,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005024,104,601,"Reset the Victory Medal Exchange lineup 4 times",9006,0,0,0,4,71005024,6002,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005025,105,601,"Defeat the Island Whale 5 times (Any Difficulty)",9011,0,0,0,5,71005025,6008,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005026,105,601,"Defeat the Island Whale 10 times (Any Difficulty)",9011,0,0,0,10,71005026,6008,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005027,105,601,"Defeat the Island Whale 15 times (Any Difficulty)",9011,0,0,0,15,71005027,6008,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005028,105,601,"Defeat the Island Whale 20 times (Any Difficulty)",9011,0,0,0,20,71005028,6008,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005029,105,601,"Defeat the Island Whale 25 times (Any Difficulty)",9011,0,0,0,25,71005029,6008,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005030,105,601,"Defeat the Island Whale 30 times (Any Difficulty)",9011,0,0,0,30,71005030,6008,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71005031,106,601,"Defeat the Island Whale 1 time (VERY HARD)",9001,610005301,0,0,1,71005031,6010,10005,"2021/07/09 23:00:00","2021/07/28 22:59:59"
71006001,102,601,"Clear Event Quest 1-1 (NORMAL)",9003,10006101,0,0,1,71006001,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006002,102,601,"Clear Event Quest 1-2 (NORMAL)",9003,10006102,0,0,1,71006002,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006003,102,601,"Clear Event Quest 1-3 (NORMAL)",9003,10006103,0,0,1,71006003,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006004,102,601,"Clear Event Quest 1-4 (NORMAL)",9003,10006104,0,0,1,71006004,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006005,102,601,"Clear Event Quest 1-5 (NORMAL)",9003,10006105,0,0,1,71006005,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006006,102,601,"Clear Event Quest 1-6 (NORMAL)",9003,10006106,0,0,1,71006006,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006007,102,601,"Clear Event Quest 1-7 (NORMAL)",9003,10006107,0,0,1,71006007,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006008,102,601,"Clear Event Quest 1-8 (NORMAL)",9003,10006108,0,0,1,71006008,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006009,102,601,"Clear Event Quest 1-9 (NORMAL)",9003,10006109,0,0,1,71006009,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006010,102,601,"Clear Event Quest 1-10 (NORMAL)",9003,10006110,0,0,1,71006010,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006011,102,601,"Clear Event Quest 1-11 (NORMAL)",9003,10006111,0,0,1,71006011,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006012,102,601,"Clear Event Quest 1-12 (NORMAL)",9003,10006112,0,0,1,71006012,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006013,102,601,"Clear Event Quest 1-13 (NORMAL)",9003,10006113,0,0,1,71006013,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006014,102,601,"Clear Event Quest 1-14 (NORMAL)",9003,10006114,0,0,1,71006014,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006015,102,601,"Clear Event Quest 1-15 (NORMAL)",9003,10006115,0,0,1,71006015,6004,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006016,103,601,"Clear Event Quest 1-1 (HARD)",9003,10006201,0,0,1,71006016,6005,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006017,103,601,"Clear Event Quest 1-2 (HARD)",9003,10006202,0,0,1,71006017,6005,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006018,103,601,"Clear Event Quest 1-3 (HARD)",9003,10006203,0,0,1,71006018,6005,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006019,103,601,"Clear Event Quest 1-4 (HARD)",9003,10006204,0,0,1,71006019,6005,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
