story_id,unlock_story_name,status_type_1,status_rate_1,status_type_2,status_rate_2,status_type_3,status_rate_3,status_type_4,status_rate_4,status_type_5,status_rate_5,chara_id_1,chara_id_2,chara_id_3,chara_id_4,chara_id_5,chara_id_6,chara_id_7,chara_id_8,chara_id_9,chara_id_10
1003009,"Rei's Episode 9",2,80,0,0,0,0,0,0,0,0,1003,1089,0,0,0,0,0,0,0,0
1003010,"Rei's Episode 10",2,100,6,20,0,0,0,0,0,0,1003,1089,0,0,0,0,0,0,0,0
1003011,"Rei's Episode 11",2,100,6,20,0,0,0,0,0,0,1003,1089,0,0,0,0,0,0,0,0
1003012,"Rei's Episode 12",2,150,6,30,1,700,0,0,0,0,1003,1089,0,0,0,0,0,0,0,0
1004002,"Misogi's Episode 2",2,15,0,0,0,0,0,0,0,0,1004,1112,0,0,0,0,0,0,0,0
1004003,"Misogi's Episode 3",2,30,0,0,0,0,0,0,0,0,1004,1112,0,0,0,0,0,0,0,0
1004004,"Misogi's Episode 4",2,30,0,0,0,0,0,0,0,0,1004,1112,0,0,0,0,0,0,0,0
1004005,"Misogi's Episode 5",2,40,0,0,0,0,0,0,0,0,1004,1112,0,0,0,0,0,0,0,0
1004006,"Misogi's Episode 6",2,40,3,4,0,0,0,0,0,0,1004,1112,0,0,0,0,0,0,0,0
1004007,"Misogi's Episode 7",2,40,3,4,0,0,0,0,0,0,1004,1112,0,0,0,0,0,0,0,0
1004008,"Misogi's Episode 8",2,60,3,6,1,200,0,0,0,0,1004,1112,0,0,0,0,0,0,0,0
1005002,"Matsuri's Episode 2",2,15,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,0,0
1005003,"Matsuri's Episode 3",2,30,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,0,0
1005004,"Matsuri's Episode 4",2,30,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,0,0
1005005,"Matsuri's Episode 5",2,40,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,0,0
1005006,"Matsuri's Episode 6",2,40,1,200,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,0,0
1005007,"Matsuri's Episode 7",2,40,1,200,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,0,0
1005008,"Matsuri's Episode 8",2,60,1,300,6,10,0,0,0,0,1005,0,0,0,0,0,0,0,0,0
1006002,"Akari's Episode 2",4,15,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0
1006003,"Akari's Episode 3",4,15,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0
1006004,"Akari's Episode 4",4,30,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0
1006005,"Akari's Episode 5",4,40,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0
1006006,"Akari's Episode 6",4,40,5,4,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0
1006007,"Akari's Episode 7",4,40,5,4,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0
1006008,"Akari's Episode 8",4,60,5,6,11,60,0,0,0,0,1006,0,0,0,0,0,0,0,0,0
1007002,"Miyako's Episode 2",3,3,0,0,0,0,0,0,0,0,1007,1082,0,0,0,0,0,0,0,0
1007003,"Miyako's Episode 3",3,3,0,0,0,0,0,0,0,0,1007,1082,0,0,0,0,0,0,0,0
1007004,"Miyako's Episode 4",3,6,0,0,0,0,0,0,0,0,1007,1082,0,0,0,0,0,0,0,0
1007005,"Miyako's Episode 5",3,8,0,0,0,0,0,0,0,0,1007,1082,0,0,0,0,0,0,0,0
1007006,"Miyako's Episode 6",3,8,1,200,0,0,0,0,0,0,1007,1082,0,0,0,0,0,0,0,0
1007007,"Miyako's Episode 7",3,8,1,200,0,0,0,0,0,0,1007,1082,0,0,0,0,0,0,0,0
1007008,"Miyako's Episode 8",3,12,1,300,8,3,0,0,0,0,1007,1082,0,0,0,0,0,0,0,0
1008002,"Yuki's Episode 2",4,15,0,0,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0
1008003,"Yuki's Episode 3",4,15,0,0,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0
1008004,"Yuki's Episode 4",4,30,0,0,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0
1008005,"Yuki's Episode 5",4,40,0,0,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0
1008006,"Yuki's Episode 6",4,40,3,4,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0
1008007,"Yuki's Episode 7",4,40,3,4,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0
1008008,"Yuki's Episode 8",4,60,3,6,11,60,0,0,0,0,1008,0,0,0,0,0,0,0,0,0
1009002,"Anna's Episode 2",4,15,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0
1009003,"Anna's Episode 3",4,15,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0
1009004,"Anna's Episode 4",4,30,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0
1009005,"Anna's Episode 5",4,40,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0
1009006,"Anna's Episode 6",4,60,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0
1009007,"Anna's Episode 7",4,60,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0
1009008,"Anna's Episode 8",4,90,7,10,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0
1010002,"Maho's Episode 2",5,3,0,0,0,0,0,0,0,0,1010,1106,0,0,0,0,0,0,0,0
1010003,"Maho's Episode 3",5,3,0,0,0,0,0,0,0,0,1010,1106,0,0,0,0,0,0,0,0
1010004,"Maho's Episode 4",5,6,0,0,0,0,0,0,0,0,1010,1106,0,0,0,0,0,0,0,0
1010005,"Maho's Episode 5",5,8,0,0,0,0,0,0,0,0,1010,1106,0,0,0,0,0,0,0,0
1010006,"Maho's Episode 6",5,8,4,20,0,0,0,0,0,0,1010,1106,0,0,0,0,0,0,0,0
1010007,"Maho's Episode 7",5,8,4,20,0,0,0,0,0,0,1010,1106,0,0,0,0,0,0,0,0
1010008,"Maho's Episode 8",5,12,4,30,11,60,0,0,0,0,1010,1106,0,0,0,0,0,0,0,0
1010009,"Maho's Episode 9",4,80,0,0,0,0,0,0,0,0,1010,1106,0,0,0,0,0,0,0,0
1010010,"Maho's Episode 10",4,80,3,8,0,0,0,0,0,0,1010,1106,0,0,0,0,0,0,0,0
1010011,"Maho's Episode 11",4,80,3,8,0,0,0,0,0,0,1010,1106,0,0,0,0,0,0,0,0
1010012,"Maho's Episode 12",4,120,3,15,5,5,0,0,0,0,1010,1106,0,0,0,0,0,0,0,0
1011002,"Rino's Episode 2",2,15,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
1011003,"Rino's Episode 3",2,15,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
1011004,"Rino's Episode 4",2,30,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
1011005,"Rino's Episode 5",2,40,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
1011006,"Rino's Episode 6",2,60,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
1011007,"Rino's Episode 7",2,60,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
1011008,"Rino's Episode 8",2,90,6,10,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
1011009,"Rino's Episode 9",2,80,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
1011010,"Rino's Episode 10",2,120,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
1011011,"Rino's Episode 11",2,120,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
1011012,"Rino's Episode 12",2,210,17,20,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
1012002,"Hatsune's Episode 2",4,15,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0
1012003,"Hatsune's Episode 3",4,15,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0
1012004,"Hatsune's Episode 4",4,30,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0
1012005,"Hatsune's Episode 5",4,40,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0
1012006,"Hatsune's Episode 6",4,60,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0
1012007,"Hatsune's Episode 7",4,60,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0
1012008,"Hatsune's Episode 8",4,90,7,10,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0
1013002,"Nanaka's Episode 2",4,15,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0
1013003,"Nanaka's Episode 3",4,15,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0
1013004,"Nanaka's Episode 4",4,30,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0
1013005,"Nanaka's Episode 5",4,40,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0
1013006,"Nanaka's Episode 6",4,60,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0
1013007,"Nanaka's Episode 7",4,60,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0
1013008,"Nanaka's Episode 8",4,90,8,2,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0
1014002,"Kasumi's Episode 2",5,3,0,0,0,0,0,0,0,0,1014,1122,0,0,0,0,0,0,0,0
1014003,"Kasumi's Episode 3",5,3,0,0,0,0,0,0,0,0,1014,1122,0,0,0,0,0,0,0,0
1014004,"Kasumi's Episode 4",5,6,0,0,0,0,0,0,0,0,1014,1122,0,0,0,0,0,0,0,0
1014005,"Kasumi's Episode 5",5,8,0,0,0,0,0,0,0,0,1014,1122,0,0,0,0,0,0,0,0
1014006,"Kasumi's Episode 6",5,8,4,20,0,0,0,0,0,0,1014,1122,0,0,0,0,0,0,0,0
1014007,"Kasumi's Episode 7",5,8,4,20,0,0,0,0,0,0,1014,1122,0,0,0,0,0,0,0,0
1014008,"Kasumi's Episode 8",5,12,4,30,11,60,0,0,0,0,1014,1122,0,0,0,0,0,0,0,0
1015002,"Misato's Episode 2",4,15,0,0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0
1015003,"Misato's Episode 3",4,30,0,0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0
1015004,"Misato's Episode 4",4,30,0,0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0
1015005,"Misato's Episode 5",4,40,0,0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0
1015006,"Misato's Episode 6",4,40,5,4,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0
1015007,"Misato's Episode 7",4,40,5,4,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0
1015008,"Misato's Episode 8",4,60,5,6,11,60,0,0,0,0,1015,0,0,0,0,0,0,0,0,0
1016002,"Suzuna's Episode 2",2,15,0,0,0,0,0,0,0,0,1016,1100,0,0,0,0,0,0,0,0
1016003,"Suzuna's Episode 3",2,15,0,0,0,0,0,0,0,0,1016,1100,0,0,0,0,0,0,0,0
1016004,"Suzuna's Episode 4",2,30,0,0,0,0,0,0,0,0,1016,1100,0,0,0,0,0,0,0,0
1016005,"Suzuna's Episode 5",2,40,0,0,0,0,0,0,0,0,1016,1100,0,0,0,0,0,0,0,0
1016006,"Suzuna's Episode 6",2,40,1,200,0,0,0,0,0,0,1016,1100,0,0,0,0,0,0,0,0
1016007,"Suzuna's Episode 7",2,40,1,200,0,0,0,0,0,0,1016,1100,0,0,0,0,0,0,0,0
1016008,"Suzuna's Episode 8",2,60,1,300,6,10,0,0,0,0,1016,1100,0,0,0,0,0,0,0,0
1017002,"Kaori's Episode 2",2,15,0,0,0,0,0,0,0,0,1017,1105,0,0,0,0,0,0,0,0
1017003,"Kaori's Episode 3",2,15,0,0,0,0,0,0,0,0,1017,1105,0,0,0,0,0,0,0,0
1017004,"Kaori's Episode 4",2,30,0,0,0,0,0,0,0,0,1017,1105,0,0,0,0,0,0,0,0
1017005,"Kaori's Episode 5",2,40,0,0,0,0,0,0,0,0,1017,1105,0,0,0,0,0,0,0,0
1017006,"Kaori's Episode 6",2,60,0,0,0,0,0,0,0,0,1017,1105,0,0,0,0,0,0,0,0
1017007,"Kaori's Episode 7",2,60,0,0,0,0,0,0,0,0,1017,1105,0,0,0,0,0,0,0,0
1017008,"Kaori's Episode 8",2,90,6,10,0,0,0,0,0,0,1017,1105,0,0,0,0,0,0,0,0
1018002,"Io's Episode 2",4,15,0,0,0,0,0,0,0,0,1018,1101,0,0,0,0,0,0,0,0
1018003,"Io's Episode 3",4,15,0,0,0,0,0,0,0,0,1018,1101,0,0,0,0,0,0,0,0
1018004,"Io's Episode 4",4,30,0,0,0,0,0,0,0,0,1018,1101,0,0,0,0,0,0,0,0
1018005,"Io's Episode 5",4,40,0,0,0,0,0,0,0,0,1018,1101,0,0,0,0,0,0,0,0
1018006,"Io's Episode 6",4,40,5,4,0,0,0,0,0,0,1018,1101,0,0,0,0,0,0,0,0
1018007,"Io's Episode 7",4,40,5,4,0,0,0,0,0,0,1018,1101,0,0,0,0,0,0,0,0
1018008,"Io's Episode 8",4,60,5,6,11,60,0,0,0,0,1018,1101,0,0,0,0,0,0,0,0
1018009,"Io's Episode 9",4,80,0,0,0,0,0,0,0,0,1018,1101,0,0,0,0,0,0,0,0
1018010,"Io's Episode 10",4,80,5,8,0,0,0,0,0,0,1018,1101,0,0,0,0,0,0,0,0
1018011,"Io's Episode 11",4,80,3,8,0,0,0,0,0,0,1018,1101,0,0,0,0,0,0,0,0
1018012,"Io's Episode 12",4,120,3,10,5,10,0,0,0,0,1018,1101,0,0,0,0,0,0,0,0
1020002,"Mimi's Episode 2",2,15,0,0,0,0,0,0,0,0,1020,1113,0,0,0,0,0,0,0,0
1020003,"Mimi's Episode 3",2,15,0,0,0,0,0,0,0,0,1020,1113,0,0,0,0,0,0,0,0
1020004,"Mimi's Episode 4",2,30,0,0,0,0,0,0,0,0,1020,1113,0,0,0,0,0,0,0,0
1020005,"Mimi's Episode 5",2,40,0,0,0,0,0,0,0,0,1020,1113,0,0,0,0,0,0,0,0
1020006,"Mimi's Episode 6",2,40,3,4,0,0,0,0,0,0,1020,1113,0,0,0,0,0,0,0,0
1020007,"Mimi's Episode 7",2,40,3,4,0,0,0,0,0,0,1020,1113,0,0,0,0,0,0,0,0
1020008,"Mimi's Episode 8",2,60,3,6,1,200,0,0,0,0,1020,1113,0,0,0,0,0,0,0,0
1021002,"Kurumi's Episode 2",1,150,0,0,0,0,0,0,0,0,1021,1085,0,0,0,0,0,0,0,0
1021003,"Kurumi's Episode 3",1,150,0,0,0,0,0,0,0,0,1021,1085,0,0,0,0,0,0,0,0
1021004,"Kurumi's Episode 4",1,300,0,0,0,0,0,0,0,0,1021,1085,0,0,0,0,0,0,0,0
1021005,"Kurumi's Episode 5",1,400,0,0,0,0,0,0,0,0,1021,1085,0,0,0,0,0,0,0,0
1021006,"Kurumi's Episode 6",1,400,3,4,0,0,0,0,0,0,1021,1085,0,0,0,0,0,0,0,0
1021007,"Kurumi's Episode 7",1,400,3,4,0,0,0,0,0,0,1021,1085,0,0,0,0,0,0,0,0
1021008,"Kurumi's Episode 8",1,600,3,6,5,4,0,0,0,0,1021,1085,0,0,0,0,0,0,0,0
1022002,"Yori's Episode 2",4,15,0,0,0,0,0,0,0,0,1022,0,0,0,0,0,0,0,0,0
1022003,"Yori's Episode 3",4,15,0,0,0,0,0,0,0,0,1022,0,0,0,0,0,0,0,0,0
1022004,"Yori's Episode 4",4,30,0,0,0,0,0,0,0,0,1022,0,0,0,0,0,0,0,0,0
1022005,"Yori's Episode 5",4,40,0,0,0,0,0,0,0,0,1022,0,0,0,0,0,0,0,0,0
1022006,"Yori's Episode 6",4,40,3,4,0,0,0,0,0,0,1022,0,0,0,0,0,0,0,0,0
1022007,"Yori's Episode 7",4,40,3,4,0,0,0,0,0,0,1022,0,0,0,0,0,0,0,0,0
1022008,"Yori's Episode 8",4,60,3,6,9,4,0,0,0,0,1022,0,0,0,0,0,0,0,0,0
1023002,"Ayane's Episode 2",2,15,0,0,0,0,0,0,0,0,1023,1086,0,0,0,0,0,0,0,0
1023003,"Ayane's Episode 3",2,30,0,0,0,0,0,0,0,0,1023,1086,0,0,0,0,0,0,0,0
1023004,"Ayane's Episode 4",2,30,0,0,0,0,0,0,0,0,1023,1086,0,0,0,0,0,0,0,0
1023005,"Ayane's Episode 5",2,40,0,0,0,0,0,0,0,0,1023,1086,0,0,0,0,0,0,0,0
1023006,"Ayane's Episode 6",2,40,1,200,0,0,0,0,0,0,1023,1086,0,0,0,0,0,0,0,0
1023007,"Ayane's Episode 7",2,40,1,200,0,0,0,0,0,0,1023,1086,0,0,0,0,0,0,0,0
1023008,"Ayane's Episode 8",2,60,1,300,6,10,0,0,0,0,1023,1086,0,0,0,0,0,0,0,0
1025002,"Suzume's Episode 2",4,15,0,0,0,0,0,0,0,0,1025,1077,1121,0,0,0,0,0,0,0
1025003,"Suzume's Episode 3",4,15,0,0,0,0,0,0,0,0,1025,1077,1121,0,0,0,0,0,0,0
1025004,"Suzume's Episode 4",4,30,0,0,0,0,0,0,0,0,1025,1077,1121,0,0,0,0,0,0,0
1025005,"Suzume's Episode 5",4,40,0,0,0,0,0,0,0,0,1025,1077,1121,0,0,0,0,0,0,0
1025006,"Suzume's Episode 6",4,40,3,4,0,0,0,0,0,0,1025,1077,1121,0,0,0,0,0,0,0
1025007,"Suzume's Episode 7",4,40,3,4,0,0,0,0,0,0,1025,1077,1121,0,0,0,0,0,0,0
1025008,"Suzume's Episode 8",4,60,3,6,5,4,0,0,0,0,1025,1077,1121,0,0,0,0,0,0,0
1026002,"Rin's Episode 2",2,15,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0
1026003,"Rin's Episode 3",2,15,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0
1026004,"Rin's Episode 4",2,30,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0
1026005,"Rin's Episode 5",2,40,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0
1026006,"Rin's Episode 6",2,40,11,60,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0
1026007,"Rin's Episode 7",2,40,11,60,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0
1026008,"Rin's Episode 8",2,60,11,90,5,4,0,0,0,0,1026,0,0,0,0,0,0,0,0,0
1027002,"Eriko's Episode 2",2,15,0,0,0,0,0,0,0,0,1027,1090,0,0,0,0,0,0,0,0
1027003,"Eriko's Episode 3",2,15,0,0,0,0,0,0,0,0,1027,1090,0,0,0,0,0,0,0,0
1027004,"Eriko's Episode 4",2,30,0,0,0,0,0,0,0,0,1027,1090,0,0,0,0,0,0,0,0
1027005,"Eriko's Episode 5",2,40,0,0,0,0,0,0,0,0,1027,1090,0,0,0,0,0,0,0,0
1027006,"Eriko's Episode 6",2,60,0,0,0,0,0,0,0,0,1027,1090,0,0,0,0,0,0,0,0
1027007,"Eriko's Episode 7",2,60,0,0,0,0,0,0,0,0,1027,1090,0,0,0,0,0,0,0,0
1027008,"Eriko's Episode 8",2,110,0,0,0,0,0,0,0,0,1027,1090,0,0,0,0,0,0,0,0
1028002,"Saren's Episode 2",2,15,0,0,0,0,0,0,0,0,1028,1103,0,0,0,0,0,0,0,0
1028003,"Saren's Episode 3",2,15,0,0,0,0,0,0,0,0,1028,1103,0,0,0,0,0,0,0,0
1028004,"Saren's Episode 4",2,30,0,0,0,0,0,0,0,0,1028,1103,0,0,0,0,0,0,0,0
1028005,"Saren's Episode 5",2,40,0,0,0,0,0,0,0,0,1028,1103,0,0,0,0,0,0,0,0
1028006,"Saren's Episode 6",2,40,1,200,0,0,0,0,0,0,1028,1103,0,0,0,0,0,0,0,0
1028007,"Saren's Episode 7",2,40,1,200,0,0,0,0,0,0,1028,1103,0,0,0,0,0,0,0,0
1028008,"Saren's Episode 8",2,60,1,300,6,10,0,0,0,0,1028,1103,0,0,0,0,0,0,0,0
1029002,"Nozomi's Episode 2",5,3,0,0,0,0,0,0,0,0,1029,1116,0,0,0,0,0,0,0,0
1029003,"Nozomi's Episode 3",5,3,0,0,0,0,0,0,0,0,1029,1116,0,0,0,0,0,0,0,0
1029004,"Nozomi's Episode 4",5,6,0,0,0,0,0,0,0,0,1029,1116,0,0,0,0,0,0,0,0
1029005,"Nozomi's Episode 5",5,8,0,0,0,0,0,0,0,0,1029,1116,0,0,0,0,0,0,0,0
1029006,"Nozomi's Episode 6",5,8,3,4,0,0,0,0,0,0,1029,1116,0,0,0,0,0,0,0,0
1029007,"Nozomi's Episode 7",5,8,3,4,0,0,0,0,0,0,1029,1116,0,0,0,0,0,0,0,0
1029008,"Nozomi's Episode 8",5,12,3,6,10,200,0,0,0,0,1029,1116,0,0,0,0,0,0,0,0
1030002,"Ninon's Episode 2",2,15,0,0,0,0,0,0,0,0,1030,1096,0,0,0,0,0,0,0,0
1030003,"Ninon's Episode 3",2,15,0,0,0,0,0,0,0,0,1030,1096,0,0,0,0,0,0,0,0
1030004,"Ninon's Episode 4",2,30,0,0,0,0,0,0,0,0,1030,1096,0,0,0,0,0,0,0,0
1030005,"Ninon's Episode 5",2,40,0,0,0,0,0,0,0,0,1030,1096,0,0,0,0,0,0,0,0
1030006,"Ninon's Episode 6",2,40,3,4,0,0,0,0,0,0,1030,1096,0,0,0,0,0,0,0,0
1030007,"Ninon's Episode 7",2,40,3,4,0,0,0,0,0,0,1030,1096,0,0,0,0,0,0,0,0
1030008,"Ninon's Episode 8",2,60,3,6,6,10,0,0,0,0,1030,1096,0,0,0,0,0,0,0,0
1031002,"Shinobu's Episode 2",2,15,0,0,0,0,0,0,0,0,1031,1081,0,0,0,0,0,0,0,0
1031003,"Shinobu's Episode 3",2,15,0,0,0,0,0,0,0,0,1031,1081,0,0,0,0,0,0,0,0
1031004,"Shinobu's Episode 4",2,30,0,0,0,0,0,0,0,0,1031,1081,0,0,0,0,0,0,0,0
1031005,"Shinobu's Episode 5",2,40,0,0,0,0,0,0,0,0,1031,1081,0,0,0,0,0,0,0,0
1031006,"Shinobu's Episode 6",2,40,6,10,0,0,0,0,0,0,1031,1081,0,0,0,0,0,0,0,0
1031007,"Shinobu's Episode 7",2,40,6,10,0,0,0,0,0,0,1031,1081,0,0,0,0,0,0,0,0
1031008,"Shinobu's Episode 8",2,60,6,15,5,4,0,0,0,0,1031,1081,0,0,0,0,0,0,0,0
1032002,"Akino's Episode 2",2,15,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0
1032003,"Akino's Episode 3",2,15,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0
1032004,"Akino's Episode 4",2,30,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0
1032005,"Akino's Episode 5",2,40,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0
1032006,"Akino's Episode 6",2,40,3,4,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0
1032007,"Akino's Episode 7",2,40,3,4,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0
1032008,"Akino's Episode 8",2,60,3,6,6,10,0,0,0,0,1032,0,0,0,0,0,0,0,0,0
1033002,"Mahiru's Episode 2",2,15,0,0,0,0,0,0,0,0,1033,0,0,0,0,0,0,0,0,0
1033003,"Mahiru's Episode 3",2,15,0,0,0,0,0,0,0,0,1033,0,0,0,0,0,0,0,0,0
1033004,"Mahiru's Episode 4",2,30,0,0,0,0,0,0,0,0,1033,0,0,0,0,0,0,0,0,0
1033005,"Mahiru's Episode 5",2,40,0,0,0,0,0,0,0,0,1033,0,0,0,0,0,0,0,0,0
