unit_id,union_burst,main_skill_1,main_skill_2,main_skill_3,main_skill_4,main_skill_5,main_skill_6,main_skill_7,main_skill_8,main_skill_9,main_skill_10,ex_skill_1,ex_skill_evolution_1,ex_skill_2,ex_skill_evolution_2,ex_skill_3,ex_skill_evolution_3,ex_skill_4,ex_skill_evolution_4,ex_skill_5,ex_skill_evolution_5,sp_skill_1,sp_skill_2,sp_skill_3,sp_skill_4,sp_skill_5,union_burst_evolution,main_skill_evolution_1,main_skill_evolution_2
103101,1031001,1031002,1031003,0,0,0,0,0,0,0,0,1031501,1031511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031012,0
103201,1032001,1032002,1032003,0,0,0,0,0,0,0,0,1032501,1032511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032012,0
103301,1033001,1033002,1033003,0,0,0,0,0,0,0,0,1033501,1033511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033012,0
103401,1034001,1034002,1034003,0,0,0,0,0,0,0,0,1034501,1034511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034012,0
103601,1036001,1036002,1036003,0,0,0,0,0,0,0,0,1036501,1036511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036012,0
103701,1037001,1037002,1037003,0,0,0,0,0,0,0,0,1037501,1037511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037012,0
103801,1038001,1038002,1038003,0,0,0,0,0,0,0,0,1038501,1038511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038012,0
104001,1040001,1040002,1040003,0,0,0,0,0,0,0,0,1040501,1040511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040012,0
104201,1042001,1042002,1042003,0,0,0,0,0,0,0,0,1042501,1042511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042012,0
104301,1043001,1043002,1043003,0,0,0,0,0,0,0,0,1043501,1043511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043012,0
104401,1044001,1044002,1044003,0,0,0,0,0,0,0,0,1044501,1044511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044012,0
104501,1045001,1045002,1045003,0,0,0,0,0,0,0,0,1045501,1045511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045012,0
104601,1046001,1046002,1046003,0,0,0,0,0,0,0,0,1046501,1046511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046012,0
104701,1047001,1047002,1047003,0,0,0,0,0,0,0,0,1047501,1047511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047012,0
104801,1048001,1048002,1048003,0,0,0,0,0,0,0,0,1048501,1048511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048012,0
104901,1049001,1049002,1049003,0,0,0,0,0,0,0,0,1049501,1049511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049012,0
105001,1050001,1050002,1050003,0,0,0,0,0,0,0,0,1050501,1050511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050012,0
105101,1051001,1051002,1051003,0,0,0,0,0,0,0,0,1051501,1051511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051012,0
105201,1052001,1052002,1052003,0,0,0,0,0,0,0,0,1052501,1052511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052012,0
105301,1053001,1053002,1053003,0,0,0,0,0,0,0,0,1053501,1053511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053012,0
105401,1054001,1054002,1054003,0,0,0,0,0,0,0,0,1054501,1054511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054012,0
105501,1055001,1055002,1055003,0,0,0,0,0,0,0,0,1055501,1055511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105601,1056001,1056002,1056003,0,0,0,0,0,0,0,0,1056501,1056511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105701,1057001,1057002,1057003,0,0,0,0,0,0,0,0,1057501,1057511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057012,0
105801,1058001,1058002,1058003,0,0,0,0,0,0,0,0,1058501,1058511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058012,0
105901,1059001,1059002,1059003,0,0,0,0,0,0,0,0,1059501,1059511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059012,0
106001,1060001,1060002,1060003,0,0,0,0,0,0,0,0,1060501,1060511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060012,0
106101,1061001,1061002,1061003,0,0,0,0,0,0,0,0,1061501,1061511,0,0,0,0,0,0,0,0,1061101,1061102,0,0,0,0,0,0
106301,1063001,1063002,1063003,0,0,0,0,0,0,0,0,1063501,1063511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063012,0
107101,1071001,1071002,1071003,0,0,0,0,0,0,0,0,1071501,1071511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107501,1075001,1075002,1075003,0,0,0,0,0,0,0,0,1075501,1075511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075012,0
107601,1076001,1076002,1076003,0,0,0,0,0,0,0,0,1076501,1076511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076012,0
107701,1077001,1077002,1077003,0,0,0,0,0,0,0,0,1077501,1077511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107801,1078001,1078002,1078003,0,0,0,0,0,0,0,0,1078501,1078511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078012,0
107901,1079001,1079002,1079003,0,0,0,0,0,0,0,0,1079501,1079511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108001,1080001,1080002,1080003,0,0,0,0,0,0,0,0,1080501,1080511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108101,1081001,1081002,1081003,0,0,0,0,0,0,0,0,1081501,1081511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108201,1082001,1082002,1082003,0,0,0,0,0,0,0,0,1082501,1082511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108301,1083001,1083002,1083003,0,0,0,0,0,0,0,0,1083501,1083511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108401,1084001,1084002,1084003,0,0,0,0,0,0,0,0,1084501,1084511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108501,1085001,1085002,1085003,0,0,0,0,0,0,0,0,1085501,1085511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108601,1086001,1086002,1086003,0,0,0,0,0,0,0,0,1086501,1086511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108701,1087001,1087002,1087003,0,0,0,0,0,0,0,0,1087501,1087511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108801,1088001,1088002,1088003,0,0,0,0,0,0,0,0,1088501,1088511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108901,1089001,1089002,1089003,0,0,0,0,0,0,0,0,1089501,1089511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109001,1090001,1090002,1090003,0,0,0,0,0,0,0,0,1090501,1090511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109101,1091001,1091002,1091003,0,0,0,0,0,0,0,0,1091501,1091511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109201,1092001,1092002,1092003,0,0,0,0,0,0,0,0,1092501,1092511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109301,1093001,1093002,1093003,0,0,0,0,0,0,0,0,1093501,1093511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109401,1094001,1094002,1094003,0,0,0,0,0,0,0,0,1094501,1094511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109501,1095001,1095002,1095003,0,0,0,0,0,0,0,0,1095501,1095511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109601,1096001,1096002,1096003,0,0,0,0,0,0,0,0,1096501,1096511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109701,1097001,1097002,1097003,0,0,0,0,0,0,0,0,1097501,1097511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109801,1098001,1098002,1098003,0,0,0,0,0,0,0,0,1098501,1098511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109901,1099001,1099002,1099003,0,0,0,0,0,0,0,0,1099501,1099511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110001,1100001,1100002,1100003,0,0,0,0,0,0,0,0,1100501,1100511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110101,1101001,1101002,1101003,0,0,0,0,0,0,0,0,1101501,1101511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110301,1103001,1103002,1103003,0,0,0,0,0,0,0,0,1103501,1103511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200100,0,2001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200200,0,2002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200300,0,2003001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200400,0,2004001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200700,0,2007001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200701,0,2007011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200800,0,2008001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200801,0,2008001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200902,0,2009021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201000,0,2010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201100,0,2011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201101,0,2011011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201300,0,2013001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201301,0,2013011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201302,0,2013021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201400,0,2014001,2014002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201500,0,2015001,2015002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201600,0,2016001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201900,0,2019001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201901,0,2019011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202000,0,2020001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202300,0,2023001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202600,0,2026001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202800,0,2028001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202802,0,2028001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202903,0,2029031,2029032,2029033,2029034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202904,0,2029041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203400,0,2034001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203500,0,2035001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203501,0,2035011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203700,0,2037001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203702,0,2037021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204200,0,2042001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204300,0,2043001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204400,0,2044001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204600,0,2046001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204702,0,2047021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205100,0,2051001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205200,0,2052001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205300,0,2053001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205500,0,2055001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205800,0,2058001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205801,0,2058011,2058012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205802,0,2058021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205803,0,2058001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205804,0,2058011,2058012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205805,0,2058021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206000,0,2060001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206100,0,2061001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206200,0,2062001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206300,0,2063001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206700,1001001,1001002,1001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206701,1089001,1089002,1089003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206702,1088001,1088002,1088003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206800,0,2068001,2068002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206801,0,2068001,2068002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206802,0,2068001,2068002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206803,0,2068003,2068004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206900,0,2069001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207000,0,2070001,2070002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207100,0,2071001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207101,0,2071001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207102,0,2071001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207200,0,2072001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207201,0,2072001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207300,0,2073001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207500,0,2075001,2075002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207501,0,2075001,2075002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207502,0,2075001,2075002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207600,0,2076001,2076002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207700,0,2077001,2077002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207701,0,2077001,2077002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207800,0,2078001,2078002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207900,0,2079001,2079002,2079003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300100,3001001,3001002,3001003,3001004,3001005,3001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
