id,story_id,seq_num,type,line_num,start_pos,end_pos,seek_time,sheet_name,cue_name,command,command_param
1020028,2,28,4,0,0,0,0.0,0,0,1,2.035
1020029,2,29,1,7,175,355,0.951,0,0,0,0.0
1020030,2,30,4,0,0,0,0.0,0,0,1,1.322
1020031,2,31,1,8,0,370,1.924,0,0,0,0.0
1020032,2,32,4,0,0,0,0.0,0,0,1,2.98
1020033,2,33,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki02_005,0,0.0
1020034,2,34,1,9,0,215,0.93,0,0,0,0.0
1020035,2,35,4,0,0,0,0.0,0,0,1,1.24
1020036,2,36,1,9,215,375,0.879,0,0,0,0.0
1020037,2,37,4,0,0,0,0.0,0,0,1,1.877
1020038,2,38,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki02_006,0,0.0
1020039,2,39,1,10,0,144,1.148,0,0,0,0.0
1020040,2,40,4,0,0,0,0.0,0,0,1,1.541
1020041,2,41,1,10,144,365,1.145,0,0,0,0.0
1020042,2,42,4,0,0,0,0.0,0,0,1,2.645
1030001,3,1,4,0,0,0,0.0,0,0,3,1.0
1030002,3,2,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki03_000,0,0.0
1030003,3,3,1,1,0,340,2.2,0,0,0,0.0
1030004,3,4,4,0,0,0,0.0,0,0,1,2.445
1030005,3,5,1,2,0,110,0.6,0,0,0,0.0
1030006,3,6,4,0,0,0,0.0,0,0,1,1.01
1030007,3,7,1,2,110,360,1.47,0,0,0,0.0
1030008,3,8,4,0,0,0,0.0,0,0,1,2.171
1030009,3,9,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki03_001,0,0.0
1030010,3,10,1,3,0,355,1.862,0,0,0,0.0
1030011,3,11,4,0,0,0,0.0,0,0,1,2.245
1030012,3,12,1,4,0,349,3.15,0,0,0,0.0
1030013,3,13,4,0,0,0,0.0,0,0,1,3.671
1030014,3,14,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki03_002,0,0.0
1030015,3,15,1,5,0,175,1.262,0,0,0,0.0
1030016,3,16,4,0,0,0,0.0,0,0,1,1.993
1030017,3,17,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki03_003,0,0.0
1030018,3,18,1,5,175,287,1.045,0,0,0,0.0
1030019,3,19,4,0,0,0,0.0,0,0,1,1.341
1030020,3,20,1,5,287,350,1.045,0,0,0,0.0
1030021,3,21,4,0,0,0,0.0,0,0,1,1.341
1030022,3,22,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki03_004,0,0.0
1030023,3,23,1,6,0,340,1.525,0,0,0,0.0
1030024,3,24,4,0,0,0,0.0,0,0,1,1.641
1030025,3,25,1,7,0,165,0.845,0,0,0,0.0
1030026,3,26,4,0,0,0,0.0,0,0,1,1.141
1030027,3,27,1,7,165,380,1.445,0,0,0,0.0
1030028,3,28,4,0,0,0,0.0,0,0,1,1.993
1030029,3,29,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki03_005,0,0.0
1030030,3,30,1,8,0,220,0.876,0,0,0,0.0
1030031,3,31,4,0,0,0,0.0,0,0,1,1.252
1030032,3,32,1,8,220,355,1.306,0,0,0,0.0
1030033,3,33,4,0,0,0,0.0,0,0,1,1.507
1030034,3,34,1,9,0,280,1.319,0,0,0,0.0
1030035,3,35,4,0,0,0,0.0,0,0,1,2.549
1030036,3,36,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki03_006,0,0.0
1030037,3,37,1,10,0,325,1.61,0,0,0,0.0
1030038,3,38,4,0,0,0,0.0,0,0,1,2.007
1030039,3,39,1,11,0,85,0.719,0,0,0,0.0
1030040,3,40,4,0,0,0,0.0,0,0,1,1.177
1030041,3,41,1,11,85,360,1.319,0,0,0,0.0
1030042,3,42,4,0,0,0,0.0,0,0,1,1.977
1030043,3,43,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki03_007,0,0.0
1030044,3,44,1,12,0,240,2.1,0,0,0,0.0
1030045,3,45,4,0,0,0,0.0,0,0,1,3.279
1030046,3,46,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki03_008,0,0.0
1030047,3,47,1,12,240,320,0.935,0,0,0,0.0
1030048,3,48,4,0,0,0,0.0,0,0,1,2.435
1040001,4,1,4,0,0,0,0.0,0,0,3,1.0
1040002,4,2,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki04_000,0,0.0
1040003,4,3,1,1,0,325,1.397,0,0,0,0.0
1040004,4,4,4,0,0,0,0.0,0,0,1,1.581
1040005,4,5,1,2,0,230,1.46,0,0,0,0.0
1040006,4,6,4,0,0,0,0.0,0,0,1,2.457
1040007,4,7,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki04_001,0,0.0
1040008,4,8,1,3,0,345,2.031,0,0,0,0.0
1040009,4,9,4,0,0,0,0.0,0,0,1,2.214
1040010,4,10,1,4,0,40,0.376,0,0,0,0.0
1040011,4,11,4,0,0,0,0.0,0,0,1,0.5
1040012,4,12,1,4,40,215,0.976,0,0,0,0.0
1040013,4,13,4,0,0,0,0.0,0,0,1,1.993
1040014,4,14,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki04_002,0,0.0
1040015,4,15,1,4,215,260,0.396,0,0,0,0.0
1040016,4,16,4,0,0,0,0.0,0,0,1,0.864
1040017,4,17,1,4,260,352,0.74,0,0,0,0.0
1040018,4,18,4,0,0,0,0.0,0,0,1,1.855
1040019,4,19,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki04_003,0,0.0
1040020,4,20,1,5,0,52,0.437,0,0,0,0.0
1040021,4,21,4,0,0,0,0.0,0,0,1,0.497
1040022,4,22,1,5,52,350,1.776,0,0,0,0.0
1040023,4,23,4,0,0,0,0.0,0,0,1,2.233
1040024,4,24,1,6,0,187,1.29,0,0,0,0.0
1040025,4,25,4,0,0,0,0.0,0,0,1,1.638
1040026,4,26,1,6,187,350,1.137,0,0,0,0.0
1040027,4,27,4,0,0,0,0.0,0,0,1,2.3
1040028,4,28,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki04_004,0,0.0
1040029,4,29,1,7,0,50,0.336,0,0,0,0.0
1040030,4,30,4,0,0,0,0.0,0,0,1,0.826
1040031,4,31,1,7,50,360,2.223,0,0,0,0.0
1040032,4,32,4,0,0,0,0.0,0,0,1,2.523
1040033,4,33,1,8,0,270,1.289,0,0,0,0.0
1040034,4,34,4,0,0,0,0.0,0,0,1,1.567
1040035,4,35,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki04_005,0,0.0
1040036,4,36,1,9,0,230,0.74,0,0,0,0.0
1040037,4,37,4,0,0,0,0.0,0,0,1,1.731
1040038,4,38,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki04_006,0,0.0
1040039,4,39,1,10,0,300,1.937,0,0,0,0.0
1040040,4,40,4,0,0,0,0.0,0,0,1,2.435
1040041,4,41,1,11,0,85,0.822,0,0,0,0.0
1040042,4,42,4,0,0,0,0.0,0,0,1,1.376
1040043,4,43,1,11,85,200,0.576,0,0,0,0.0
1040044,4,44,4,0,0,0,0.0,0,0,1,0.923
1040045,4,45,1,11,200,353,0.785,0,0,0,0.0
1040046,4,46,4,0,0,0,0.0,0,0,1,2.285
1050001,5,1,4,0,0,0,0.0,0,0,3,1.0
1050002,5,2,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki05_000,0,0.0
1050003,5,3,1,1,0,340,1.419,0,0,0,0.0
1050004,5,4,4,0,0,0,0.0,0,0,1,1.662
1050005,5,5,1,2,0,190,1.614,0,0,0,0.0
1050006,5,6,4,0,0,0,0.0,0,0,1,2.394
1050007,5,7,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki05_001,0,0.0
1050008,5,8,1,3,0,310,2.658,0,0,0,0.0
1050009,5,9,4,0,0,0,0.0,0,0,1,3.202
1050010,5,10,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki05_002,0,0.0
1050011,5,11,1,4,0,305,1.745,0,0,0,0.0
1050012,5,12,4,0,0,0,0.0,0,0,1,2.545
1050013,5,13,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki05_003,0,0.0
1050014,5,14,1,5,0,210,0.964,0,0,0,0.0
1050015,5,15,4,0,0,0,0.0,0,0,1,1.34
1050016,5,16,1,5,210,330,1.519,0,0,0,0.0
1050017,5,17,4,0,0,0,0.0,0,0,1,1.719
1050018,5,18,1,6,0,95,0.434,0,0,0,0.0
1050019,5,19,4,0,0,0,0.0,0,0,1,0.903
1050020,5,20,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki05_004,0,0.0
1050021,5,21,1,6,95,195,0.634,0,0,0,0.0
1050022,5,22,4,0,0,0,0.0,0,0,1,0.758
1050023,5,23,1,6,195,325,0.634,0,0,0,0.0
1050024,5,24,4,0,0,0,0.0,0,0,1,1.158
1050025,5,25,1,7,0,330,3.073,0,0,0,0.0
1050026,5,26,4,0,0,0,0.0,0,0,1,3.715
1050027,5,27,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki05_005,0,0.0
1050028,5,28,1,8,0,65,0.309,0,0,0,0.0
1050029,5,29,4,0,0,0,0.0,0,0,1,0.588
1050030,5,30,1,8,65,320,1.775,0,0,0,0.0
1050031,5,31,4,0,0,0,0.0,0,0,1,2.807
1050032,5,32,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki05_006,0,0.0
1050033,5,33,1,9,0,315,1.139,0,0,0,0.0
1050034,5,34,4,0,0,0,0.0,0,0,1,2.066
1050035,5,35,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki05_007,0,0.0
1050036,5,36,1,10,0,95,0.665,0,0,0,0.0
1050037,5,37,4,0,0,0,0.0,0,0,1,1.144
1050038,5,38,1,10,95,220,1.389,0,0,0,0.0
1050039,5,39,4,0,0,0,0.0,0,0,1,1.789
1050040,5,40,1,10,220,340,0.823,0,0,0,0.0
1050041,5,41,4,0,0,0,0.0,0,0,1,2.023
