id,unit_id,sheet_id,voice_id,title,description
10010205,100102,vo_btl_100102,vo_btl_100102_lose_002,"Loss 2",""
10010206,100102,vo_btl_100102,vo_btl_100102_lose_003,"Loss 3",""
10010207,100102,vo_btl_100102,vo_btl_100102_retire_001,"Faint 1",""
10010208,100102,vo_btl_100102,vo_btl_100102_retire_002,"Faint 2",""
10010209,100102,vo_btl_100102,vo_btl_100102_retire_003,"Faint 3",""
10010210,100102,vo_btl_100102,vo_btl_100102_cutin_001,"Skill Cut-in 1",""
10010211,100102,vo_btl_100102,vo_btl_100102_cutin_002,"Skill Cut-in 2",""
10010212,100102,vo_btl_100102,vo_btl_100102_cutin_003,"Skill Cut-in 3",""
10010213,100102,vo_btl_100102,vo_btl_100102_skill_000_001,"Union Burst 1",""
10010214,100102,vo_btl_100102,vo_btl_100102_skill_000_002,"Union Burst 2",""
10010215,100102,vo_btl_100102,vo_btl_100102_skill_000_003,"Union Burst 3",""
10010216,100102,vo_btl_100102,vo_btl_100102_wavestart,"Start Battle",""
10010217,100102,vo_btl_100102,vo_btl_100102_nextwave,"Next Wave Incoming",""
10010218,100102,vo_btl_100102,vo_btl_100102_lastwave,"Final Wave Incoming",""
10010219,100102,vo_cmn_100102,vo_cmn_100102_battlestart_001,"Battle Loading Screen",""
10010220,100102,vo_cmn_100102,vo_cmn_100102_battleresult_001,"Battle Result 1",""
10010221,100102,vo_cmn_100102,vo_cmn_100102_battleresult_002,"Battle Result 2",""
10010222,100102,vo_cmn_100102,vo_cmn_100102_mypage_001,"Home 1",""
10010223,100102,vo_cmn_100102,vo_cmn_100102_mypage_002,"Home 2",""
10010224,100102,vo_cmn_100102,vo_cmn_100102_mypage_003,"Home 3",""
10010225,100102,vo_cmn_100102,vo_cmn_100102_mypage_004,"Home 4",""
10010226,100102,vo_cmn_100102,vo_cmn_100102_mypage_005,"Home 5",""
10010227,100102,vo_cmn_100102,vo_cmn_100102_gacha_001,"Gacha Appearance Line",""
10010228,100102,vo_cmn_100102,vo_cmn_100102_profile_001,"Self Intro",""
10010229,100102,vo_room_100102,vo_room_100102_auto_001,"Guildhouse 1",""
10010230,100102,vo_room_100102,vo_room_100102_auto_002,"Guildhouse 2",""
10010231,100102,vo_room_100102,vo_room_100102_auto_003,"Guildhouse 3",""
10010232,100102,vo_room_100102,vo_room_100102_auto_004,"Guildhouse 4",""
10010233,100102,vo_room_100102,vo_room_100102_auto_005,"Guildhouse 5",""
10010234,100102,vo_room_100102,vo_room_100102_tap_001,"Guildhouse Tap 1",""
10010235,100102,vo_room_100102,vo_room_100102_tap_002,"Guildhouse Tap 2",""
10010236,100102,vo_room_100102,vo_room_100102_tap_003,"Guildhouse Tap 3",""
10010237,100102,vo_room_100102,vo_room_100102_tap_004,"Guildhouse Tap 4",""
10020101,100201,vo_btl_100201,vo_btl_100201_win_001,"Win 1",""
10020102,100201,vo_btl_100201,vo_btl_100201_win_002,"Win 2",""
10020103,100201,vo_btl_100201,vo_btl_100201_win_003,"Win 3",""
10020104,100201,vo_btl_100201,vo_btl_100201_lose_001,"Loss 1",""
10020105,100201,vo_btl_100201,vo_btl_100201_lose_002,"Loss 2",""
10020106,100201,vo_btl_100201,vo_btl_100201_lose_003,"Loss 3",""
10020107,100201,vo_btl_100201,vo_btl_100201_retire_001,"Faint 1",""
10020108,100201,vo_btl_100201,vo_btl_100201_retire_002,"Faint 2",""
10020109,100201,vo_btl_100201,vo_btl_100201_retire_003,"Faint 3",""
10020110,100201,vo_btl_100201,vo_btl_100201_cutin_001,"Skill Cut-in 1",""
10020111,100201,vo_btl_100201,vo_btl_100201_cutin_002,"Skill Cut-in 2",""
10020112,100201,vo_btl_100201,vo_btl_100201_cutin_003,"Skill Cut-in 3",""
10020113,100201,vo_btl_100201,vo_btl_100201_skill_000_001,"Union Burst 1",""
10020114,100201,vo_btl_100201,vo_btl_100201_skill_000_002,"Union Burst 2",""
10020115,100201,vo_btl_100201,vo_btl_100201_skill_000_003,"Union Burst 3",""
10020116,100201,vo_btl_100201,vo_btl_100201_wavestart,"Start Battle",""
10020117,100201,vo_btl_100201,vo_btl_100201_nextwave,"Next Wave Incoming",""
10020118,100201,vo_btl_100201,vo_btl_100201_lastwave,"Final Wave Incoming",""
10020119,100201,vo_cmn_100201,vo_cmn_100201_battlestart_001,"Battle Loading Screen",""
10020120,100201,vo_cmn_100201,vo_cmn_100201_battleresult_001,"Battle Result 1",""
10020121,100201,vo_cmn_100201,vo_cmn_100201_battleresult_002,"Battle Result 2",""
10020122,100201,vo_cmn_100201,vo_cmn_100201_mypage_001,"Home 1",""
10020123,100201,vo_cmn_100201,vo_cmn_100201_mypage_002,"Home 2",""
10020124,100201,vo_cmn_100201,vo_cmn_100201_mypage_003,"Home 3",""
10020125,100201,vo_cmn_100201,vo_cmn_100201_mypage_004,"Home 4",""
10020126,100201,vo_cmn_100201,vo_cmn_100201_mypage_005,"Home 5",""
10020127,100201,vo_cmn_100201,vo_cmn_100201_gacha_001,"Gacha Appearance Line",""
10020128,100201,vo_cmn_100201,vo_cmn_100201_profile_001,"Self Intro",""
10020129,100201,vo_room_100201,vo_room_100201_auto_001,"Guildhouse 1",""
10020130,100201,vo_room_100201,vo_room_100201_auto_002,"Guildhouse 2",""
10020131,100201,vo_room_100201,vo_room_100201_auto_003,"Guildhouse 3",""
10020132,100201,vo_room_100201,vo_room_100201_auto_004,"Guildhouse 4",""
10020133,100201,vo_room_100201,vo_room_100201_auto_005,"Guildhouse 5",""
10020134,100201,vo_room_100201,vo_room_100201_tap_001,"Guildhouse Tap 1",""
10020135,100201,vo_room_100201,vo_room_100201_tap_002,"Guildhouse Tap 2",""
10020136,100201,vo_room_100201,vo_room_100201_tap_003,"Guildhouse Tap 3",""
10020137,100201,vo_room_100201,vo_room_100201_tap_004,"Guildhouse Tap 4",""
10020201,100202,vo_btl_100202,vo_btl_100202_win_001,"Win 1",""
10020202,100202,vo_btl_100202,vo_btl_100202_win_002,"Win 2",""
10020203,100202,vo_btl_100202,vo_btl_100202_win_003,"Win 3",""
10020204,100202,vo_btl_100202,vo_btl_100202_lose_001,"Loss 1",""
10020205,100202,vo_btl_100202,vo_btl_100202_lose_002,"Loss 2",""
10020206,100202,vo_btl_100202,vo_btl_100202_lose_003,"Loss 3",""
10020207,100202,vo_btl_100202,vo_btl_100202_retire_001,"Faint 1",""
10020208,100202,vo_btl_100202,vo_btl_100202_retire_002,"Faint 2",""
10020209,100202,vo_btl_100202,vo_btl_100202_retire_003,"Faint 3",""
10020210,100202,vo_btl_100202,vo_btl_100202_cutin_001,"Skill Cut-in 1",""
10020211,100202,vo_btl_100202,vo_btl_100202_cutin_002,"Skill Cut-in 2",""
10020212,100202,vo_btl_100202,vo_btl_100202_cutin_003,"Skill Cut-in 3",""
10020213,100202,vo_btl_100202,vo_btl_100202_skill_000_001,"Union Burst 1",""
10020214,100202,vo_btl_100202,vo_btl_100202_skill_000_002,"Union Burst 2",""
10020215,100202,vo_btl_100202,vo_btl_100202_skill_000_003,"Union Burst 3",""
10020216,100202,vo_btl_100202,vo_btl_100202_wavestart,"Start Battle",""
10020217,100202,vo_btl_100202,vo_btl_100202_nextwave,"Next Wave Incoming",""
10020218,100202,vo_btl_100202,vo_btl_100202_lastwave,"Final Wave Incoming",""
10020219,100202,vo_cmn_100202,vo_cmn_100202_battlestart_001,"Battle Loading Screen",""
10020220,100202,vo_cmn_100202,vo_cmn_100202_battleresult_001,"Battle Result 1",""
10020221,100202,vo_cmn_100202,vo_cmn_100202_battleresult_002,"Battle Result 2",""
10020222,100202,vo_cmn_100202,vo_cmn_100202_mypage_001,"Home 1",""
10020223,100202,vo_cmn_100202,vo_cmn_100202_mypage_002,"Home 2",""
10020224,100202,vo_cmn_100202,vo_cmn_100202_mypage_003,"Home 3",""
10020225,100202,vo_cmn_100202,vo_cmn_100202_mypage_004,"Home 4",""
10020226,100202,vo_cmn_100202,vo_cmn_100202_mypage_005,"Home 5",""
10020227,100202,vo_cmn_100202,vo_cmn_100202_gacha_001,"Gacha Appearance Line",""
10020228,100202,vo_cmn_100202,vo_cmn_100202_profile_001,"Self Intro",""
10020229,100202,vo_room_100202,vo_room_100202_auto_001,"Guildhouse 1",""
10020230,100202,vo_room_100202,vo_room_100202_auto_002,"Guildhouse 2",""
10020231,100202,vo_room_100202,vo_room_100202_auto_003,"Guildhouse 3",""
10020232,100202,vo_room_100202,vo_room_100202_auto_004,"Guildhouse 4",""
10020233,100202,vo_room_100202,vo_room_100202_auto_005,"Guildhouse 5",""
10020234,100202,vo_room_100202,vo_room_100202_tap_001,"Guildhouse Tap 1",""
10020235,100202,vo_room_100202,vo_room_100202_tap_002,"Guildhouse Tap 2",""
10020236,100202,vo_room_100202,vo_room_100202_tap_003,"Guildhouse Tap 3",""
10020237,100202,vo_room_100202,vo_room_100202_tap_004,"Guildhouse Tap 4",""
10030101,100301,vo_btl_100301,vo_btl_100301_win_001,"Win 1",""
10030102,100301,vo_btl_100301,vo_btl_100301_win_002,"Win 2",""
10030103,100301,vo_btl_100301,vo_btl_100301_win_003,"Win 3",""
10030104,100301,vo_btl_100301,vo_btl_100301_lose_001,"Loss 1",""
10030105,100301,vo_btl_100301,vo_btl_100301_lose_002,"Loss 2",""
10030106,100301,vo_btl_100301,vo_btl_100301_lose_003,"Loss 3",""
10030107,100301,vo_btl_100301,vo_btl_100301_retire_001,"Faint 1",""
10030108,100301,vo_btl_100301,vo_btl_100301_retire_002,"Faint 2",""
10030109,100301,vo_btl_100301,vo_btl_100301_retire_003,"Faint 3",""
10030110,100301,vo_btl_100301,vo_btl_100301_cutin_001,"Skill Cut-in 1",""
10030111,100301,vo_btl_100301,vo_btl_100301_cutin_002,"Skill Cut-in 2",""
10030112,100301,vo_btl_100301,vo_btl_100301_cutin_003,"Skill Cut-in 3",""
10030113,100301,vo_btl_100301,vo_btl_100301_skill_000_001,"Union Burst 1",""
10030114,100301,vo_btl_100301,vo_btl_100301_skill_000_002,"Union Burst 2",""
10030115,100301,vo_btl_100301,vo_btl_100301_skill_000_003,"Union Burst 3",""
10030116,100301,vo_btl_100301,vo_btl_100301_wavestart,"Start Battle",""
10030117,100301,vo_btl_100301,vo_btl_100301_nextwave,"Next Wave Incoming",""
10030118,100301,vo_btl_100301,vo_btl_100301_lastwave,"Final Wave Incoming",""
10030119,100301,vo_cmn_100301,vo_cmn_100301_battlestart_001,"Battle Loading Screen",""
10030120,100301,vo_cmn_100301,vo_cmn_100301_battleresult_001,"Battle Result 1",""
10030121,100301,vo_cmn_100301,vo_cmn_100301_battleresult_002,"Battle Result 2",""
10030122,100301,vo_cmn_100301,vo_cmn_100301_mypage_001,"Home 1",""
10030123,100301,vo_cmn_100301,vo_cmn_100301_mypage_002,"Home 2",""
10030124,100301,vo_cmn_100301,vo_cmn_100301_mypage_003,"Home 3",""
10030125,100301,vo_cmn_100301,vo_cmn_100301_mypage_004,"Home 4",""
10030126,100301,vo_cmn_100301,vo_cmn_100301_mypage_005,"Home 5",""
10030127,100301,vo_cmn_100301,vo_cmn_100301_gacha_001,"Gacha Appearance Line",""
10030128,100301,vo_cmn_100301,vo_cmn_100301_profile_001,"Self Intro",""
10030129,100301,vo_room_100301,vo_room_100301_auto_001,"Guildhouse 1",""
10030130,100301,vo_room_100301,vo_room_100301_auto_002,"Guildhouse 2",""
10030131,100301,vo_room_100301,vo_room_100301_auto_003,"Guildhouse 3",""
10030132,100301,vo_room_100301,vo_room_100301_auto_004,"Guildhouse 4",""
10030133,100301,vo_room_100301,vo_room_100301_auto_005,"Guildhouse 5",""
10030134,100301,vo_room_100301,vo_room_100301_tap_001,"Guildhouse Tap 1",""
10030135,100301,vo_room_100301,vo_room_100301_tap_002,"Guildhouse Tap 2",""
10030136,100301,vo_room_100301,vo_room_100301_tap_003,"Guildhouse Tap 3",""
10030137,100301,vo_room_100301,vo_room_100301_tap_004,"Guildhouse Tap 4",""
10030201,100302,vo_btl_100302,vo_btl_100302_win_001,"Win 1",""
10030202,100302,vo_btl_100302,vo_btl_100302_win_002,"Win 2",""
10030203,100302,vo_btl_100302,vo_btl_100302_win_003,"Win 3",""
10030204,100302,vo_btl_100302,vo_btl_100302_lose_001,"Loss 1",""
10030205,100302,vo_btl_100302,vo_btl_100302_lose_002,"Loss 2",""
10030206,100302,vo_btl_100302,vo_btl_100302_lose_003,"Loss 3",""
10030207,100302,vo_btl_100302,vo_btl_100302_retire_001,"Faint 1",""
10030208,100302,vo_btl_100302,vo_btl_100302_retire_002,"Faint 2",""
10030209,100302,vo_btl_100302,vo_btl_100302_retire_003,"Faint 3",""
10030210,100302,vo_btl_100302,vo_btl_100302_cutin_001,"Skill Cut-in 1",""
10030211,100302,vo_btl_100302,vo_btl_100302_cutin_002,"Skill Cut-in 2",""
10030212,100302,vo_btl_100302,vo_btl_100302_cutin_003,"Skill Cut-in 3",""
10030213,100302,vo_btl_100302,vo_btl_100302_skill_000_001,"Union Burst 1",""
10030214,100302,vo_btl_100302,vo_btl_100302_skill_000_002,"Union Burst 2",""
10030215,100302,vo_btl_100302,vo_btl_100302_skill_000_003,"Union Burst 3",""
10030216,100302,vo_btl_100302,vo_btl_100302_wavestart,"Start Battle",""
10030217,100302,vo_btl_100302,vo_btl_100302_nextwave,"Next Wave Incoming",""
10030218,100302,vo_btl_100302,vo_btl_100302_lastwave,"Final Wave Incoming",""
10030219,100302,vo_cmn_100302,vo_cmn_100302_battlestart_001,"Battle Loading Screen",""
10030220,100302,vo_cmn_100302,vo_cmn_100302_battleresult_001,"Battle Result 1",""
10030221,100302,vo_cmn_100302,vo_cmn_100302_battleresult_002,"Battle Result 2",""
10030222,100302,vo_cmn_100302,vo_cmn_100302_mypage_001,"Home 1",""
10030223,100302,vo_cmn_100302,vo_cmn_100302_mypage_002,"Home 2",""
10030224,100302,vo_cmn_100302,vo_cmn_100302_mypage_003,"Home 3",""
10030225,100302,vo_cmn_100302,vo_cmn_100302_mypage_004,"Home 4",""
10030226,100302,vo_cmn_100302,vo_cmn_100302_mypage_005,"Home 5",""
10030227,100302,vo_cmn_100302,vo_cmn_100302_gacha_001,"Gacha Appearance Line",""
10030228,100302,vo_cmn_100302,vo_cmn_100302_profile_001,"Self Intro",""
10030229,100302,vo_room_100302,vo_room_100302_auto_001,"Guildhouse 1",""
10030230,100302,vo_room_100302,vo_room_100302_auto_002,"Guildhouse 2",""
10030231,100302,vo_room_100302,vo_room_100302_auto_003,"Guildhouse 3",""
10030232,100302,vo_room_100302,vo_room_100302_auto_004,"Guildhouse 4",""
10030233,100302,vo_room_100302,vo_room_100302_auto_005,"Guildhouse 5",""
10030234,100302,vo_room_100302,vo_room_100302_tap_001,"Guildhouse Tap 1",""
10030235,100302,vo_room_100302,vo_room_100302_tap_002,"Guildhouse Tap 2",""
10030236,100302,vo_room_100302,vo_room_100302_tap_003,"Guildhouse Tap 3",""
10030237,100302,vo_room_100302,vo_room_100302_tap_004,"Guildhouse Tap 4",""
10040101,100401,vo_btl_100401,vo_btl_100401_win_001,"Win 1",""
10040102,100401,vo_btl_100401,vo_btl_100401_win_002,"Win 2",""
10040103,100401,vo_btl_100401,vo_btl_100401_win_003,"Win 3",""
10040104,100401,vo_btl_100401,vo_btl_100401_lose_001,"Loss 1",""
10040105,100401,vo_btl_100401,vo_btl_100401_lose_002,"Loss 2",""
10040106,100401,vo_btl_100401,vo_btl_100401_lose_003,"Loss 3",""
10040107,100401,vo_btl_100401,vo_btl_100401_retire_001,"Faint 1",""
10040108,100401,vo_btl_100401,vo_btl_100401_retire_002,"Faint 2",""
10040109,100401,vo_btl_100401,vo_btl_100401_retire_003,"Faint 3",""
10040110,100401,vo_btl_100401,vo_btl_100401_cutin_001,"Skill Cut-in 1",""
10040111,100401,vo_btl_100401,vo_btl_100401_cutin_002,"Skill Cut-in 2",""
10040112,100401,vo_btl_100401,vo_btl_100401_cutin_003,"Skill Cut-in 3",""
10040113,100401,vo_btl_100401,vo_btl_100401_skill_000_001,"Union Burst 1",""
10040114,100401,vo_btl_100401,vo_btl_100401_skill_000_002,"Union Burst 2",""
10040115,100401,vo_btl_100401,vo_btl_100401_skill_000_003,"Union Burst 3",""
10040116,100401,vo_btl_100401,vo_btl_100401_wavestart,"Start Battle",""
10040117,100401,vo_btl_100401,vo_btl_100401_nextwave,"Next Wave Incoming",""
10040118,100401,vo_btl_100401,vo_btl_100401_lastwave,"Final Wave Incoming",""
10040119,100401,vo_cmn_100401,vo_cmn_100401_battlestart_001,"Battle Loading Screen",""
10040120,100401,vo_cmn_100401,vo_cmn_100401_battleresult_001,"Battle Result 1",""
10040121,100401,vo_cmn_100401,vo_cmn_100401_battleresult_002,"Battle Result 2",""
10040122,100401,vo_cmn_100401,vo_cmn_100401_mypage_001,"Home 1",""
10040123,100401,vo_cmn_100401,vo_cmn_100401_mypage_002,"Home 2",""
10040124,100401,vo_cmn_100401,vo_cmn_100401_mypage_003,"Home 3",""
10040125,100401,vo_cmn_100401,vo_cmn_100401_mypage_004,"Home 4",""
10040126,100401,vo_cmn_100401,vo_cmn_100401_mypage_005,"Home 5",""
10040127,100401,vo_cmn_100401,vo_cmn_100401_gacha_001,"Gacha Appearance Line",""
10040128,100401,vo_cmn_100401,vo_cmn_100401_profile_001,"Self Intro",""
10040129,100401,vo_room_100401,vo_room_100401_auto_001,"Guildhouse 1",""
10040130,100401,vo_room_100401,vo_room_100401_auto_002,"Guildhouse 2",""
10040131,100401,vo_room_100401,vo_room_100401_auto_003,"Guildhouse 3",""
10040132,100401,vo_room_100401,vo_room_100401_auto_004,"Guildhouse 4",""
10040133,100401,vo_room_100401,vo_room_100401_auto_005,"Guildhouse 5",""
10040134,100401,vo_room_100401,vo_room_100401_tap_001,"Guildhouse Tap 1",""
10040135,100401,vo_room_100401,vo_room_100401_tap_002,"Guildhouse Tap 2",""
10040136,100401,vo_room_100401,vo_room_100401_tap_003,"Guildhouse Tap 3",""
10040137,100401,vo_room_100401,vo_room_100401_tap_004,"Guildhouse Tap 4",""
10040201,100402,vo_btl_100402,vo_btl_100402_win_001,"Win 1",""
10040202,100402,vo_btl_100402,vo_btl_100402_win_002,"Win 2",""
10040203,100402,vo_btl_100402,vo_btl_100402_win_003,"Win 3",""
10040204,100402,vo_btl_100402,vo_btl_100402_lose_001,"Loss 1",""
10040205,100402,vo_btl_100402,vo_btl_100402_lose_002,"Loss 2",""
10040206,100402,vo_btl_100402,vo_btl_100402_lose_003,"Loss 3",""
10040207,100402,vo_btl_100402,vo_btl_100402_retire_001,"Faint 1",""
10040208,100402,vo_btl_100402,vo_btl_100402_retire_002,"Faint 2",""
10040209,100402,vo_btl_100402,vo_btl_100402_retire_003,"Faint 3",""
10040210,100402,vo_btl_100402,vo_btl_100402_cutin_001,"Skill Cut-in 1",""
10040211,100402,vo_btl_100402,vo_btl_100402_cutin_002,"Skill Cut-in 2",""
10040212,100402,vo_btl_100402,vo_btl_100402_cutin_003,"Skill Cut-in 3",""
10040213,100402,vo_btl_100402,vo_btl_100402_skill_000_001,"Union Burst 1",""
10040214,100402,vo_btl_100402,vo_btl_100402_skill_000_002,"Union Burst 2",""
10040215,100402,vo_btl_100402,vo_btl_100402_skill_000_003,"Union Burst 3",""
10040216,100402,vo_btl_100402,vo_btl_100402_wavestart,"Start Battle",""
10040217,100402,vo_btl_100402,vo_btl_100402_nextwave,"Next Wave Incoming",""
10040218,100402,vo_btl_100402,vo_btl_100402_lastwave,"Final Wave Incoming",""
10040219,100402,vo_cmn_100402,vo_cmn_100402_battlestart_001,"Battle Loading Screen",""
10040220,100402,vo_cmn_100402,vo_cmn_100402_battleresult_001,"Battle Result 1",""
10040221,100402,vo_cmn_100402,vo_cmn_100402_battleresult_002,"Battle Result 2",""
10040222,100402,vo_cmn_100402,vo_cmn_100402_mypage_001,"Home 1",""
10040223,100402,vo_cmn_100402,vo_cmn_100402_mypage_002,"Home 2",""
10040224,100402,vo_cmn_100402,vo_cmn_100402_mypage_003,"Home 3",""
10040225,100402,vo_cmn_100402,vo_cmn_100402_mypage_004,"Home 4",""
10040226,100402,vo_cmn_100402,vo_cmn_100402_mypage_005,"Home 5",""
10040227,100402,vo_cmn_100402,vo_cmn_100402_gacha_001,"Gacha Appearance Line",""
10040228,100402,vo_cmn_100402,vo_cmn_100402_profile_001,"Self Intro",""
10040229,100402,vo_room_100402,vo_room_100402_auto_001,"Guildhouse 1",""
10040230,100402,vo_room_100402,vo_room_100402_auto_002,"Guildhouse 2",""
10040231,100402,vo_room_100402,vo_room_100402_auto_003,"Guildhouse 3",""
10040232,100402,vo_room_100402,vo_room_100402_auto_004,"Guildhouse 4",""
10040233,100402,vo_room_100402,vo_room_100402_auto_005,"Guildhouse 5",""
10040234,100402,vo_room_100402,vo_room_100402_tap_001,"Guildhouse Tap 1",""
10040235,100402,vo_room_100402,vo_room_100402_tap_002,"Guildhouse Tap 2",""
10040236,100402,vo_room_100402,vo_room_100402_tap_003,"Guildhouse Tap 3",""
10040237,100402,vo_room_100402,vo_room_100402_tap_004,"Guildhouse Tap 4",""
10060101,100601,vo_btl_100601,vo_btl_100601_win_001,"Win 1",""
10060102,100601,vo_btl_100601,vo_btl_100601_win_002,"Win 2",""
10060103,100601,vo_btl_100601,vo_btl_100601_win_003,"Win 3",""
10060104,100601,vo_btl_100601,vo_btl_100601_lose_001,"Loss 1",""
10060105,100601,vo_btl_100601,vo_btl_100601_lose_002,"Loss 2",""
10060106,100601,vo_btl_100601,vo_btl_100601_lose_003,"Loss 3",""
10060107,100601,vo_btl_100601,vo_btl_100601_retire_001,"Faint 1",""
10060108,100601,vo_btl_100601,vo_btl_100601_retire_002,"Faint 2",""
10060109,100601,vo_btl_100601,vo_btl_100601_retire_003,"Faint 3",""
10060110,100601,vo_btl_100601,vo_btl_100601_cutin_001,"Skill Cut-in 1",""
10060111,100601,vo_btl_100601,vo_btl_100601_cutin_002,"Skill Cut-in 2",""
10060112,100601,vo_btl_100601,vo_btl_100601_cutin_003,"Skill Cut-in 3",""
10060113,100601,vo_btl_100601,vo_btl_100601_skill_000_001,"Union Burst 1",""
10060114,100601,vo_btl_100601,vo_btl_100601_skill_000_002,"Union Burst 2",""
10060115,100601,vo_btl_100601,vo_btl_100601_skill_000_003,"Union Burst 3",""
10060116,100601,vo_btl_100601,vo_btl_100601_wavestart,"Start Battle",""
10060117,100601,vo_btl_100601,vo_btl_100601_nextwave,"Next Wave Incoming",""
10060118,100601,vo_btl_100601,vo_btl_100601_lastwave,"Final Wave Incoming",""
10060119,100601,vo_cmn_100601,vo_cmn_100601_battlestart_001,"Battle Loading Screen",""
10060120,100601,vo_cmn_100601,vo_cmn_100601_battleresult_001,"Battle Result 1",""
10060121,100601,vo_cmn_100601,vo_cmn_100601_battleresult_002,"Battle Result 2",""
10060122,100601,vo_cmn_100601,vo_cmn_100601_mypage_001,"Home 1",""
10060123,100601,vo_cmn_100601,vo_cmn_100601_mypage_002,"Home 2",""
10060124,100601,vo_cmn_100601,vo_cmn_100601_mypage_003,"Home 3",""
10060125,100601,vo_cmn_100601,vo_cmn_100601_mypage_004,"Home 4",""
10060126,100601,vo_cmn_100601,vo_cmn_100601_mypage_005,"Home 5",""
10060127,100601,vo_cmn_100601,vo_cmn_100601_gacha_001,"Gacha Appearance Line",""
10060128,100601,vo_cmn_100601,vo_cmn_100601_profile_001,"Self Intro",""
10060129,100601,vo_room_100601,vo_room_100601_auto_001,"Guildhouse 1",""
10060130,100601,vo_room_100601,vo_room_100601_auto_002,"Guildhouse 2",""
10060131,100601,vo_room_100601,vo_room_100601_auto_003,"Guildhouse 3",""
10060132,100601,vo_room_100601,vo_room_100601_auto_004,"Guildhouse 4",""
10060133,100601,vo_room_100601,vo_room_100601_auto_005,"Guildhouse 5",""
10060134,100601,vo_room_100601,vo_room_100601_tap_001,"Guildhouse Tap 1",""
10060135,100601,vo_room_100601,vo_room_100601_tap_002,"Guildhouse Tap 2",""
10060136,100601,vo_room_100601,vo_room_100601_tap_003,"Guildhouse Tap 3",""
10060137,100601,vo_room_100601,vo_room_100601_tap_004,"Guildhouse Tap 4",""
10060201,100602,vo_btl_100602,vo_btl_100602_win_001,"Win 1",""
10060202,100602,vo_btl_100602,vo_btl_100602_win_002,"Win 2",""
10060203,100602,vo_btl_100602,vo_btl_100602_win_003,"Win 3",""
