stationary_mission_id,disp_group,category_icon,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_value_4,condition_value_5,condition_value_6,condition_value_7,condition_value_8,condition_value_9,condition_value_10,condition_num,mission_reward_id,system_id,start_time,end_time,min_level,max_level,title_color_id,visible_flag
21001047,20,201,"Clear Main Quest 4-13 (NORMAL)",1001,11004013,0,0,0,0,0,0,0,0,0,1,21001002,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001048,20,201,"Clear Main Quest 5-1 (NORMAL)",1001,11005001,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001049,20,201,"Clear Main Quest 5-2 (NORMAL)",1001,11005002,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001050,20,201,"Clear Main Quest 5-3 (NORMAL)",1001,11005003,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001051,20,201,"Clear Main Quest 5-4 (NORMAL)",1001,11005004,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001052,20,201,"Clear Main Quest 5-5 (NORMAL)",1001,11005005,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001053,20,201,"Clear Main Quest 5-6 (NORMAL)",1001,11005006,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001054,20,201,"Clear Main Quest 5-7 (NORMAL)",1001,11005007,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001055,20,201,"Clear Main Quest 5-8 (NORMAL)",1001,11005008,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001056,20,201,"Clear Main Quest 5-9 (NORMAL)",1001,11005009,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001057,20,201,"Clear Main Quest 5-10 (NORMAL)",1001,11005010,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001058,20,201,"Clear Main Quest 5-11 (NORMAL)",1001,11005011,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001059,20,201,"Clear Main Quest 5-12 (NORMAL)",1001,11005012,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001060,20,201,"Clear Main Quest 5-13 (NORMAL)",1001,11005013,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001061,20,201,"Clear Main Quest 6-1 (NORMAL)",1001,11006001,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001062,20,201,"Clear Main Quest 6-2 (NORMAL)",1001,11006002,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001063,20,201,"Clear Main Quest 6-3 (NORMAL)",1001,11006003,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001064,20,201,"Clear Main Quest 6-4 (NORMAL)",1001,11006004,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001065,20,201,"Clear Main Quest 6-5 (NORMAL)",1001,11006005,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001066,20,201,"Clear Main Quest 6-6 (NORMAL)",1001,11006006,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001067,20,201,"Clear Main Quest 6-7 (NORMAL)",1001,11006007,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001068,20,201,"Clear Main Quest 6-8 (NORMAL)",1001,11006008,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001069,20,201,"Clear Main Quest 6-9 (NORMAL)",1001,11006009,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001070,20,201,"Clear Main Quest 6-10 (NORMAL)",1001,11006010,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001071,20,201,"Clear Main Quest 6-11 (NORMAL)",1001,11006011,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001072,20,201,"Clear Main Quest 6-12 (NORMAL)",1001,11006012,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001073,20,201,"Clear Main Quest 6-13 (NORMAL)",1001,11006013,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001074,20,201,"Clear Main Quest 6-14 (NORMAL)",1001,11006014,0,0,0,0,0,0,0,0,0,1,21001003,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001075,20,201,"Clear Main Quest 7-1 (NORMAL)",1001,11007001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001076,20,201,"Clear Main Quest 7-2 (NORMAL)",1001,11007002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001077,20,201,"Clear Main Quest 7-3 (NORMAL)",1001,11007003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001078,20,201,"Clear Main Quest 7-4 (NORMAL)",1001,11007004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001079,20,201,"Clear Main Quest 7-5 (NORMAL)",1001,11007005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001080,20,201,"Clear Main Quest 7-6 (NORMAL)",1001,11007006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001081,20,201,"Clear Main Quest 7-7 (NORMAL)",1001,11007007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001082,20,201,"Clear Main Quest 7-8 (NORMAL)",1001,11007008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001083,20,201,"Clear Main Quest 7-9 (NORMAL)",1001,11007009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001084,20,201,"Clear Main Quest 7-10 (NORMAL)",1001,11007010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001085,20,201,"Clear Main Quest 7-11 (NORMAL)",1001,11007011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001086,20,201,"Clear Main Quest 7-12 (NORMAL)",1001,11007012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001087,20,201,"Clear Main Quest 7-13 (NORMAL)",1001,11007013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001088,20,201,"Clear Main Quest 7-14 (NORMAL)",1001,11007014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001089,20,201,"Clear Main Quest 8-1 (NORMAL)",1001,11008001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001090,20,201,"Clear Main Quest 8-2 (NORMAL)",1001,11008002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001091,20,201,"Clear Main Quest 8-3 (NORMAL)",1001,11008003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001092,20,201,"Clear Main Quest 8-4 (NORMAL)",1001,11008004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001093,20,201,"Clear Main Quest 8-5 (NORMAL)",1001,11008005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001094,20,201,"Clear Main Quest 8-6 (NORMAL)",1001,11008006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001095,20,201,"Clear Main Quest 8-7 (NORMAL)",1001,11008007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001096,20,201,"Clear Main Quest 8-8 (NORMAL)",1001,11008008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001097,20,201,"Clear Main Quest 8-9 (NORMAL)",1001,11008009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001098,20,201,"Clear Main Quest 8-10 (NORMAL)",1001,11008010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001099,20,201,"Clear Main Quest 8-11 (NORMAL)",1001,11008011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001100,20,201,"Clear Main Quest 8-12 (NORMAL)",1001,11008012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001101,20,201,"Clear Main Quest 8-13 (NORMAL)",1001,11008013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001102,20,201,"Clear Main Quest 8-14 (NORMAL)",1001,11008014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001103,20,201,"Clear Main Quest 8-15 (NORMAL)",1001,11008015,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001104,20,201,"Clear Main Quest 9-1 (NORMAL)",1001,11009001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001105,20,201,"Clear Main Quest 9-2 (NORMAL)",1001,11009002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001106,20,201,"Clear Main Quest 9-3 (NORMAL)",1001,11009003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001107,20,201,"Clear Main Quest 9-4 (NORMAL)",1001,11009004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001108,20,201,"Clear Main Quest 9-5 (NORMAL)",1001,11009005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001109,20,201,"Clear Main Quest 9-6 (NORMAL)",1001,11009006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001110,20,201,"Clear Main Quest 9-7 (NORMAL)",1001,11009007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001111,20,201,"Clear Main Quest 9-8 (NORMAL)",1001,11009008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001112,20,201,"Clear Main Quest 9-9 (NORMAL)",1001,11009009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001113,20,201,"Clear Main Quest 9-10 (NORMAL)",1001,11009010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001114,20,201,"Clear Main Quest 9-11 (NORMAL)",1001,11009011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001115,20,201,"Clear Main Quest 9-12 (NORMAL)",1001,11009012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001116,20,201,"Clear Main Quest 9-13 (NORMAL)",1001,11009013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001117,20,201,"Clear Main Quest 9-14 (NORMAL)",1001,11009014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001118,20,201,"Clear Main Quest 9-15 (NORMAL)",1001,11009015,0,0,0,0,0,0,0,0,0,1,21001004,101,"2015/04/01 15:00:00","2030/04/01 14:59:59",0,0,0,1
21001119,20,201,"Clear Main Quest 10-1 (NORMAL)",1001,11010001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001120,20,201,"Clear Main Quest 10-2 (NORMAL)",1001,11010002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001121,20,201,"Clear Main Quest 10-3 (NORMAL)",1001,11010003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001122,20,201,"Clear Main Quest 10-4 (NORMAL)",1001,11010004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001123,20,201,"Clear Main Quest 10-5 (NORMAL)",1001,11010005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001124,20,201,"Clear Main Quest 10-6 (NORMAL)",1001,11010006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001125,20,201,"Clear Main Quest 10-7 (NORMAL)",1001,11010007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001126,20,201,"Clear Main Quest 10-8 (NORMAL)",1001,11010008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001127,20,201,"Clear Main Quest 10-9 (NORMAL)",1001,11010009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001128,20,201,"Clear Main Quest 10-10 (NORMAL)",1001,11010010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001129,20,201,"Clear Main Quest 10-11 (NORMAL)",1001,11010011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001130,20,201,"Clear Main Quest 10-12 (NORMAL)",1001,11010012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001131,20,201,"Clear Main Quest 10-13 (NORMAL)",1001,11010013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001132,20,201,"Clear Main Quest 10-14 (NORMAL)",1001,11010014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001133,20,201,"Clear Main Quest 10-15 (NORMAL)",1001,11010015,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001134,20,201,"Clear Main Quest 10-16 (NORMAL)",1001,11010016,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001135,20,201,"Clear Main Quest 10-17 (NORMAL)",1001,11010017,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/03/15 23:00:00","2030/04/01 14:59:59",0,0,0,1
21001136,20,201,"Clear Main Quest 11-1 (NORMAL)",1001,11011001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001137,20,201,"Clear Main Quest 11-2 (NORMAL)",1001,11011002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001138,20,201,"Clear Main Quest 11-3 (NORMAL)",1001,11011003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001139,20,201,"Clear Main Quest 11-4 (NORMAL)",1001,11011004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
