quest_id,time
10028202,10
10028203,10
10028204,10
10028205,10
10029101,20
10029102,20
10029103,20
10029104,20
10029105,20
10029106,20
10029107,20
10029108,20
10029109,20
10029110,20
10029111,20
10029112,20
10029113,20
10029114,20
10029115,20
10029201,20
10029202,20
10029203,20
10029204,20
10029205,20
10030101,10
10030102,10
10030103,10
10030104,10
10030105,10
10030106,10
10030107,10
10030108,10
10030109,10
10030110,10
10030111,10
10030112,10
10030113,10
10030114,10
10030115,10
10030201,10
10030202,10
10030203,10
10030204,10
10030205,10
10031101,20
10031102,20
10031103,20
10031104,20
10031105,20
10031106,20
10031107,20
10031108,20
10031109,20
10031110,20
10031111,20
10031112,20
10031113,20
10031114,20
10031115,20
10031201,20
10031202,20
10031203,20
10031204,20
10031205,20
10032101,10
10032102,10
10032103,10
10032104,10
10032105,10
10032106,10
10032107,10
10032108,10
10032109,10
10032110,10
10032111,10
10032112,10
10032113,10
10032114,10
10032115,10
10032201,10
10032202,10
10032203,10
10032204,10
10032205,10
10033101,20
10033102,20
10033103,20
10033104,20
10033105,20
10033106,20
10033107,20
10033108,20
10033109,20
10033110,20
10033111,20
10033112,20
10033113,20
10033114,20
10033115,20
10033201,20
10033202,20
10033203,20
10033204,20
10033205,20
10034101,10
10034102,10
10034103,10
10034104,10
10034105,10
10034106,10
10034107,10
10034108,10
10034109,10
10034110,10
10034111,10
10034112,10
10034113,10
10034114,10
10034115,10
10034201,10
10034202,10
10034203,10
10034204,10
10034205,10
10035101,20
10035102,20
10035103,20
10035104,20
10035105,20
10035106,20
10035107,20
10035108,20
10035109,20
10035110,20
10035111,20
10035112,20
10035113,20
10035114,20
10035115,20
10035201,20
10035202,20
10035203,20
10035204,20
10035205,20
10036101,20
10036102,20
10036103,20
10036104,20
10036105,20
10036106,20
10036107,20
10036108,20
10036109,20
10036110,20
10036111,20
10036112,20
10036113,20
10036114,20
10036115,20
10036201,20
10036202,20
10036203,20
10036204,20
10036205,20
10037101,10
10037102,10
10037103,10
10037104,10
10037105,10
10037106,10
10037107,10
10037108,10
10037109,10
10037110,10
10037111,10
10037112,10
10037113,10
10037114,10
10037115,10
10037201,10
10037202,10
10037203,10
10037204,10
10037205,10
10038101,20
10038102,20
10038103,20
10038104,20
10038105,20
10038106,20
10038107,20
10038108,20
10038109,20
10038110,20
10038111,20
10038112,20
10038113,20
10038114,20
10038115,20
10038201,20
10038202,20
10038203,20
10038204,20
10038205,20
10039101,10
10039102,10
10039103,10
10039104,10
10039105,10
10039106,10
10039107,10
10039108,10
10039109,10
10039110,10
10039111,10
10039112,10
10039113,10
10039114,10
10039115,10
10039201,10
10039202,10
10039203,10
10039204,10
10039205,10
10040101,20
10040102,20
10040103,20
10040104,20
10040105,20
10040106,20
10040107,20
10040108,20
10040109,20
10040110,20
10040111,20
10040112,20
10040113,20
10040114,20
10040115,20
10040201,20
10040202,20
10040203,20
10040204,20
10040205,20
11001001,5
11001002,15
11001003,15
11001004,15
11001005,15
11001006,15
11001007,15
11001008,15
11001009,15
11001010,15
11002001,15
11002002,15
11002003,15
11002004,15
11002005,15
11002006,15
11002007,15
11002008,15
11002009,15
11002010,15
11002011,15
11002012,15
11003001,15
11003002,15
11003003,15
11003004,15
11003005,15
11003006,15
11003007,15
11003008,15
11003009,15
11003010,15
11003011,15
11003012,15
11004001,15
11004002,15
11004003,15
11004004,15
11004005,15
11004006,15
11004007,15
11004008,15
11004009,15
11004010,15
11004011,15
11004012,15
11004013,15
11005001,15
11005002,15
11005003,15
11005004,15
11005005,15
11005006,15
11005007,15
11005008,15
11005009,15
11005010,15
11005011,15
11005012,15
11005013,15
11006001,15
11006002,15
11006003,15
11006004,15
11006005,15
11006006,15
11006007,15
11006008,15
11006009,15
11006010,15
11006011,15
11006012,15
11006013,15
11006014,15
11007001,20
11007002,20
11007003,20
11007004,20
11007005,20
11007006,20
11007007,20
11007008,20
11007009,20
11007010,20
11007011,20
11007012,20
11007013,20
11007014,20
11008001,20
11008002,20
11008003,20
11008004,20
11008005,20
11008006,20
11008007,20
11008008,20
11008009,20
11008010,20
11008011,20
11008012,20
11008013,20
11008014,20
11008015,20
11009001,20
11009002,20
11009003,20
11009004,20
11009005,20
11009006,20
11009007,20
11009008,20
11009009,20
11009010,20
11009011,20
11009012,20
11009013,20
11009014,20
11009015,20
11010001,20
11010002,20
11010003,20
11010004,20
11010005,20
11010006,20
11010007,20
11010008,20
11010009,20
11010010,20
11010011,20
11010012,20
11010013,20
11010014,20
11010015,20
11010016,20
11010017,20
11011001,20
11011002,20
11011003,20
11011004,20
11011005,20
11011006,20
11011007,20
11011008,20
11011009,20
11011010,20
11011011,20
11011012,20
11011013,20
11011014,20
11011015,20
11011016,20
11011017,20
11012001,20
11012002,20
11012003,20
11012004,20
11012005,20
11012006,20
11012007,20
11012008,20
11012009,20
11012010,20
11012011,20
11012012,20
11012013,20
11012014,20
11012015,20
11012016,20
11012017,20
11013001,20
11013002,20
11013003,20
11013004,20
11013005,20
11013006,20
11013007,20
11013008,20
11013009,20
11013010,20
11013011,20
11013012,20
11013013,20
11013014,20
11013015,20
11013016,20
11013017,20
11014001,20
11014002,20
11014003,20
11014004,20
11014005,20
11014006,20
11014007,20
11014008,20
11014009,20
11014010,20
11014011,20
11014012,20
11014013,20
11014014,20
11015001,20
11015002,20
11015003,20
11015004,20
11015005,20
11015006,20
11015007,20
11015008,20
11015009,20
11015010,20
11015011,20
11015012,20
11015013,20
11015014,20
11016001,20
11016002,20
11016003,20
11016004,20
11016005,20
11016006,20
11016007,20
11016008,20
11016009,20
11016010,20
11016011,20
11016012,20
11016013,20
11016014,20
11017001,20
11017002,20
11017003,20
11017004,20
11017005,20
11017006,20
11017007,20
11017008,20
11017009,20
11017010,20
11017011,20
11017012,20
11017013,20
11017014,20
11018001,20
11018002,20
11018003,20
11018004,20
11018005,20
11018006,20
11018007,20
11018008,20
11018009,20
11018010,20
11018011,20
11018012,20
11018013,20
11018014,20
11019001,20
11019002,20
11019003,20
11019004,20
11019005,20
11019006,20
11019007,20
11019008,20
11019009,20
11019010,20
11019011,20
11019012,20
11019013,20
11019014,20
11020001,20
11020002,20
11020003,20
11020004,20
11020005,20
11020006,20
11020007,20
11020008,20
11020009,20
11020010,20
11020011,20
11020012,20
11020013,20
11020014,20
11021001,20
11021002,20
11021003,20
11021004,20
11021005,20
11021006,20
11021007,20
11021008,20
11021009,20
11021010,20
11021011,20
11021012,20
11021013,20
11021014,20
11022001,20
11022002,20
11022003,20
11022004,20
11022005,20
11022006,20
11022007,20
11022008,20
11022009,20
11022010,20
11022011,20
11022012,20
11022013,20
11022014,20
11023001,20
11023002,20
11023003,20
11023004,20
11023005,20
11023006,20
11023007,20
11023008,20
11023009,20
11023010,20
11023011,20
11023012,20
11023013,20
11023014,20
11024001,20
11024002,20
11024003,20
11024004,20
11024005,20
11024006,20
11024007,20
11024008,20
11024009,20
11024010,20
11024011,20
11024012,20
11024013,20
11024014,20
11025001,20
11025002,20
11025003,20
11025004,20
11025005,20
11025006,20
11025007,20
11025008,20
11025009,20
11025010,20
11025011,20
11025012,20
11025013,20
11025014,20
11026001,20
11026002,20
11026003,20
11026004,20
11026005,20
11026006,20
11026007,20
11026008,20
11026009,20
11026010,20
11026011,20
11026012,20
11026013,20
11026014,20
11027001,20
11027002,20
11027003,20
11027004,20
11027005,20
11027006,20
11027007,20
11027008,20
11027009,20
11027010,20
11027011,20
11027012,20
11027013,20
11027014,20
11028001,20
11028002,20
11028003,20
11028004,20
11028005,20
11028006,20
11028007,20
11028008,20
11028009,20
11028010,20
11028011,20
11028012,20
11028013,20
11028014,20
11029001,20
11029002,20
11029003,20
11029004,20
11029005,20
11029006,20
11029007,20
11029008,20
11029009,20
11029010,20
11029011,20
11029012,20
11029013,20
11029014,20
11030001,20
11030002,20
11030003,20
11030004,20
11030005,20
11030006,20
11030007,20
11030008,20
11030009,20
11030010,20
11030011,20
11030012,20
11030013,20
11030014,20
11031001,20
11031002,20
11031003,20
11031004,20
11031005,20
11031006,20
11031007,20
11031008,20
11031009,20
11031010,20
11031011,20
11031012,20
11031013,20
11031014,20
11032001,20
11032002,20
11032003,20
11032004,20
11032005,20
11032006,20
11032007,20
11032008,20
11032009,20
11032010,20
11032011,20
11032012,20
11032013,20
11032014,20
11033001,20
11033002,20
11033003,20
11033004,20
11033005,20
11033006,20
11033007,20
11033008,20
11033009,20
11033010,20
11033011,20
11033012,20
11033013,20
11033014,20
12001001,15
12001002,15
12001003,15
12002001,15
12002002,15
12002003,15
12003001,15
12003002,15
12003003,15
12004001,15
12004002,15
12004003,15
12005001,20
12005002,20
12005003,20
12006001,20
12006002,20
12006003,20
12007001,20
12007002,20
12007003,20
12008001,20
12008002,20
12008003,20
12009001,20
12009002,20
12009003,20
12010001,20
12010002,20
12010003,20
12011001,20
12011002,20
12011003,20
12012001,20
12012002,20
12012003,20
12013001,20
12013002,20
12013003,20
12014001,20
12014002,20
12014003,20
12015001,20
12015002,20
12015003,20
12016001,20
12016002,20
12016003,20
12017001,20
12017002,20
12017003,20
12018001,20
12018002,20
12018003,20
12019001,20
12019002,20
12019003,20
12020001,20
12020002,20
12020003,20
12021001,20
12021002,20
12021003,20
12022001,20
12022002,20
12022003,20
12023001,20
12023002,20
12023003,20
12024001,20
12024002,20
12024003,20
12025001,20
12025002,20
12025003,20
12026001,20
12026002,20
12026003,20
12027001,20
12027002,20
12027003,20
12028001,20
12028002,20
12028003,20
12029001,20
12029002,20
12029003,20
12030001,20
12030002,20
12030003,20
12031001,20
12031002,20
12031003,20
12032001,20
12032002,20
12032003,20
12033001,20
12033002,20
12033003,20
13018001,20
13018002,20
13018003,20
13019001,20
13019002,20
13019003,20
13020001,20
13020002,20
13020003,20
13021001,20
13021002,20
13021003,20
13022001,20
13022002,20
13022003,20
18001001,20
18001002,20
19001001,20
19001002,20
20001101,20
20001102,20
20001103,20
20001104,20
20001105,20
20001106,20
20001107,20
20001108,20
20001109,20
20001110,20
20001111,20
20001112,20
20001113,20
20001114,20
20001115,20
20001201,20
20001202,20
20001203,20
20001204,20
20001205,20
20002101,20
20002102,20
20002103,20
20002104,20
20002105,20
20002106,20
20002107,20
20002108,20
20002109,20
20002110,20
20002111,20
20002112,20
20002113,20
20002114,20
20002115,20
20002201,20
20002202,20
20002203,20
20002204,20
20002205,20
21001001,15
21001002,15
21001003,15
21001004,15
21001005,15
21001006,15
21001007,15
21001008,15
21001009,15
21002001,15
21002002,15
21002003,15
21002004,15
21002005,15
21002006,15
21002007,15
21002008,15
21002009,15
30101001,10
30101002,10
30101003,10
30101004,10
30101005,10
30101006,10
31001001,10
31001002,10
31001003,10
31001004,10
31001005,10
31001006,10
31001007,10
31002001,10
31002002,10
31002003,10
31002004,10
31002005,10
31002006,10
31002007,10
31002008,10
31002009,10
31002010,10
31003001,10
31003002,10
31003003,10
31003004,10
31003005,10
31003006,10
31003007,10
31003008,10
31003009,10
31003010,10
31003011,10
31003012,10
31003013,10
31004001,10
31004002,10
31004003,10
31004004,10
31004005,10
31005001,20
31005002,20
31005003,20
31005004,20
31005005,20
61001001,15
61001002,15
61001003,15
61001004,15
61001005,15
61001006,15
61001007,15
61001008,15
61001009,15
61001010,15
61001011,15
61001012,15
61001013,15
61001014,15
61001015,15
62001001,20
62001002,20
62001003,20
62001004,20
62001005,20
71010001,5
71010002,5
71010003,5
71010004,5
71010005,5
71010006,5
71010007,5
71010008,5
71010009,5
71010010,5
71010011,5
71010012,5
71010013,5
71010014,5
71010015,5
71010016,5
71010017,5
71010018,5
71010019,5
71010020,5
71010021,5
71010022,5
71010023,5
71010024,5
71010025,5
71010026,5
71010027,5
71010028,5
71010029,5
71010030,5
71010031,5
71010032,5
71010033,5
71010034,5
71010035,5
71010036,5
71010037,5
71010038,5
71010039,5
71010040,5
71010041,5
71010042,5
71010043,5
71010044,5
71010045,5
71010046,5
71010047,5
71010048,5
71010049,5
71010050,5
71010051,5
71010052,5
71010053,5
71010054,5
71010055,5
71010056,5
71010057,5
71010058,5
71010059,5
71010060,5
71010061,5
71010062,5
71010063,5
71010064,5
71010065,5
71010066,5
71010067,5
71010068,5
71010069,5
71010070,5
71020071,20
71020072,20
71020073,20
71020074,20
71020075,20
71020076,20
71020077,20
71020078,20
71020079,20
71020080,20
71020081,20
71020082,20
71020083,20
71020084,20
71020085,20
71020086,20
71020087,20
71020088,20
71020089,20
71020090,20
71020091,20
71020092,20
71020093,20
71020094,20
71020095,20
71020096,20
71020097,20
71020098,20
71020099,20
71020100,20
71020101,20
71020102,20
71020103,20
71020104,20
71020105,20
71020106,20
71020107,20
71020108,20
71020109,20
71020110,20
71030111,20
71030112,20
71030113,20
71030114,20
71030115,20
71030116,20
71030117,20
71030118,20
71030119,20
71030120,20
71030121,20
71030122,20
71030123,20
71030124,20
71030125,20
71030126,20
71030127,20
71030128,20
71030129,20
71030130,20
71040131,20
71040132,20
71040133,20
71040134,20
71040135,20
71040136,20
71040137,20
71040138,20
71040139,20
71040140,20
71040141,20
71040142,20
71040143,20
71040144,20
71040145,20
71040146,20
71040147,20
71040148,20
71040149,20
71040150,20
71050151,20
71050152,20
71050153,20
71050154,20
71050155,20
71050156,20
71050157,20
71050158,20
71050159,20
71050160,20
71050161,20
71050162,20
71050163,20
71050164,20
71050165,20
71050166,20
71050167,20
71050168,20
71050169,20
71050170,20
71060171,20
71060172,20
71060173,20
71060174,20
71060175,20
71060176,20
71060177,20
71060178,20
71060179,20
71060180,20
71060181,20
71060182,20
71060183,20
71060184,20
71060185,20
71060186,20
71060187,20
71060188,20
71060189,20
71060190,20
71070191,20
71070192,20
71070193,20
71070194,20
71070195,20
71070196,20
71070197,20
71070198,20
71070199,20
71070200,20
71070201,20
71070202,20
71070203,20
71070204,20
71070205,20
71070206,20
71070207,20
71070208,20
71070209,20
71070210,20
71080211,20
71080212,20
71080213,20
71080214,20
71080215,20
71080216,20
71080217,20
71080218,20
71080219,20
71080220,20
71080221,20
71080222,20
71080223,20
71080224,20
71080225,20
71080226,20
71080227,20
71080228,20
71080229,20
71080230,20
71090231,20
71090232,20
71090233,20
71090234,20
71090235,20
71090236,20
71090237,20
71090238,20
71090239,20
71090240,20
71090241,20
71090242,20
71090243,20
71090244,20
71090245,20
71090246,20
71090247,20
71090248,20
71090249,20
71090250,20
71100251,20
71100252,20
71100253,20
71100254,20
71100255,20
71100256,20
71100257,20
71100258,20
71100259,20
71100260,20
71100261,20
71100262,20
71100263,20
71100264,20
71100265,20
71100266,20
71100267,20
71100268,20
71100269,20
71100270,20
71110271,20
71110272,20
71110273,20
71110274,20
71110275,20
71110276,20
71110277,20
71110278,20
71110279,20
71110280,20
71110281,20
71110282,20
71110283,20
71110284,20
71110285,20
71110286,20
71110287,20
71110288,20
71110289,20
71110290,20
71120291,20
71120292,20
71120293,20
71120294,20
71120295,20
71120296,20
71120297,20
71120298,20
71120299,20
71120300,20
71120301,20
71120302,20
71120303,20
71120304,20
71120305,20
71120306,20
71120307,20
71120308,20
71120309,20
71120310,20
71130311,20
71130312,20
71130313,20
71130314,20
71130315,20
71130316,20
71130317,20
71130318,20
71130319,20
71130320,20
71130321,20
71130322,20
71130323,20
71130324,20
71130325,20
71130326,20
71130327,20
71130328,20
71130329,20
71130330,20
71140331,20
71140332,20
71140333,20
71140334,20
71140335,20
71140336,20
71140337,20
71140338,20
71140339,20
71140340,20
71140341,20
71140342,20
71140343,20
71140344,20
71140345,20
71140346,20
71140347,20
71140348,20
71140349,20
71140350,20
71150351,20
71150352,20
71150353,20
71150354,20
71150355,20
71150356,20
71150357,20
71150358,20
71150359,20
71150360,20
71160361,20
71160362,20
71160363,20
71160364,20
71160365,20
71160366,20
71160367,20
71160368,20
71160369,20
71160370,20
71170371,20
71170372,20
71170373,20
71170374,20
71170375,20
71170376,20
71170377,20
71170378,20
71170379,20
71170380,20
71180381,20
71180382,20
71180383,20
71180384,20
71180385,20
71180386,20
71180387,20
71180388,20
71180389,20
71180390,20
71190391,20
71190392,20
71190393,20
71190394,20
71190395,20
71190396,20
71190397,20
71190398,20
71190399,20
71190400,20
71200401,20
71200402,20
71200403,20
71200404,20
71200405,20
71200406,20
71200407,20
71200408,20
71200409,20
71200410,20
72010070,5
72020110,20
72030130,20
72040150,20
72050170,20
72060190,20
72070210,20
72080230,20
72090250,20
72100270,20
72110290,20
72120310,20
72130330,20
72140350,20
72150360,20
72160370,20
72170380,20
72180390,20
72190400,20
72200410,20
73140350,20
73150360,20
73160370,20
73170380,20
73180390,20
73190400,20
73200410,20
401010011,20
401010021,20
401010031,20
401010041,20
401010051,20
401011001,20
401011002,20
401011003,20
401011004,20
401011005,20
401020011,20
401020021,20
401020031,20
401020041,20
401020051,20
401020061,20
401020071,20
401020081,20
401020091,20
401020101,20
401021001,20
401021002,20
401021003,20
401021004,20
401021005,20
401030011,20
401030021,20
401030031,20
401030041,20
401030051,20
401030061,20
401030071,20
401030081,20
401030091,20
401030101,20
401031001,20
401031002,20
401031003,20
401031004,20
401031005,20
401040011,20
401040021,20
401040031,20
401040041,20
401040051,20
401040061,20
401040071,20
401040081,20
401040091,20
401040101,20
401040111,20
401040121,20
401040131,20
401040141,20
401040151,20
401040161,20
401040171,20
401040181,20
401040191,20
401040201,20
401040211,20
401040221,20
401040231,20
401040241,20
401040251,20
401040261,20
401040271,20
401040281,20
401040291,20
401040301,20
401040311,20
401040321,20
401040331,20
401040341,20
401040351,20
401040361,20
401040371,20
401040381,20
401040391,20
401040401,20
401040411,20
401040421,20
401040431,20
401040441,20
401040451,20
401040461,20
401040471,20
401040481,20
401040491,20
401040501,20
401040511,20
401040521,20
401040531,20
401040541,20
401040551,20
401040561,20
401040571,20
401040581,20
401040591,20
401040601,20
401040611,20
401040621,20
401040631,20
401040641,20
401040651,20
401040661,20
401040671,20
401040681,20
401040691,20
401040701,20
401040711,20
401040721,20
401040731,20
401040741,20
401040751,20
401040761,20
401040771,20
401040781,20
401040791,20
401040801,20
401040811,20
401040821,20
401040831,20
401040841,20
401040851,20
401040861,20
401040871,20
401040881,20
401040891,20
401040901,20
401040911,20
401040921,20
401040931,20
401040941,20
401040951,20
401040961,20
401040971,20
401040981,20
401040991,20
401041001,20
401041011,20
401041021,20
401041031,20
401041041,20
401041051,20
401041061,20
401041071,20
401041081,20
401041091,20
401041101,20
401041111,20
401041121,20
401041131,20
401041141,20
401041151,20
401041161,20
401041171,20
401041181,20
401041191,20
401041201,20
401041211,20
401041221,20
401041231,20
401041241,20
401041251,20
401041261,20
401041271,20
401041281,20
401041291,20
401041301,20
401041311,20
401041321,20
401041331,20
401041341,20
401041351,20
401041361,20
401041371,20
401041381,20
401041391,20
401041401,20
401041411,20
401041421,20
401041431,20
401041441,20
401041451,20
401041461,20
401041471,20
401041481,20
401041491,20
401041501,20
401041511,20
401041521,20
401041531,20
401041541,20
401041551,20
401041711,20
401041721,20
401041731,20
401041741,20
401041751,20
401041761,20
401041771,20
401041781,20
401041791,20
401041801,20
401041811,20
401041821,20
401041831,20
401041841,20
401041851,20
401041861,20
401041871,20
401041881,20
401041891,20
401041901,20
401041911,20
401041921,20
401041931,20
401041941,20
401041951,20
401041961,20
401041971,20
401041981,20
401041991,20
401042001,20
401042011,20
401042021,20
401042031,20
401042041,20
401042051,20
401042061,20
401042071,20
401042081,20
401042091,20
401042101,20
401042111,20
401042121,20
401042131,20
401042141,20
401042151,20
401042161,20
401042171,20
401042181,20
401042191,20
401042201,20
401042211,20
401042221,20
401042231,20
401042241,20
401042251,20
401042261,20
401042271,20
401042281,20
401042291,20
401042301,20
401042311,20
401042321,20
401042331,20
401042341,20
401042351,20
401042361,20
401042371,20
401042381,20
401042391,20
401042401,20
401042411,20
401042421,20
401042431,20
401042441,20
401042451,20
401042461,20
401042471,20
401042481,20
401042491,20
401042501,20
401042511,20
401042521,20
401042531,20
401042541,20
401042551,20
401042561,20
401042571,20
401042581,20
401042591,20
401042601,20
401042611,20
401042621,20
401042631,20
401042641,20
401042651,20
401042661,20
401042671,20
401042681,20
401042691,20
401042701,20
401042711,20
401042721,20
401042731,20
401042741,20
401042751,20
401042761,20
401042771,20
401042781,20
401042791,20
401042801,20
401042811,20
401042821,20
401042831,20
401042841,20
401042851,20
401042861,20
401042871,20
401042881,20
401042891,20
401042901,20
401042911,20
401042921,20
401042931,20
401042941,20
401042951,20
401042961,20
401042971,20
401042981,20
401042991,20
401043001,20
401043011,20
401043021,20
401043031,20
401043041,20
401043051,20
401043111,20
401043121,20
401043131,20
401043141,20
401043151,20
401043161,20
401043171,20
401043181,20
401043191,20
401043201,20
401043211,20
401043221,20
401043231,20
401043241,20
401043251,20
401043261,20
401043271,20
401043281,20
401043291,20
401043301,20
401043311,20
401043321,20
401043331,20
401043341,20
401043351,20
401043361,20
401043371,20
401043381,20
401043391,20
401043401,20
401043461,20
401043471,20
401043481,20
401043491,20
401043501,20
401043511,20
401043521,20
401043531,20
401043541,20
401043551,20
401043561,20
401043571,20
401043581,20
401043591,20
401043601,20
401043611,20
401043621,20
401043631,20
401043641,20
401043651,20
401043661,20
401043671,20
401043681,20
401043691,20
401043701,20
401043711,20
401043721,20
401043731,20
401043741,20
401043751,20
401043761,20
401043771,20
401043781,20
401043791,20
401043801,20
401043811,20
401043821,20
401043831,20
401043841,20
401043851,20
401043861,20
401043871,20
