comment_id,where_type,character_id,face_type,character_name,description,voice_id,start_time,end_time,pos_x,pos_y,change_face_time,change_face_type,event_id
20001109,51,103801,1,Shiori,"",202,"2018/02/16 15:00:00","2030/04/24 14:59:00",-285.0,8.0,2.42,5,20001
20001110,51,101201,2,Hatsune,"",103,"2018/02/16 15:00:00","2030/04/24 14:59:00",-285.0,8.0,1.615,2,20001
20001111,51,103801,2,Shiori,"",203,"2018/02/16 15:00:00","2030/04/24 14:59:00",-285.0,8.0,1.258,2,20001
20001112,52,101201,2,Hatsune,"",104,"2018/02/16 15:00:00","2030/04/24 14:59:00",-285.0,8.0,0.0,2,20001
20001113,52,103801,2,Shiori,"",204,"2018/02/16 15:00:00","2030/04/24 14:59:00",-285.0,8.0,1.85,5,20001
20001114,52,101201,1,Hatsune,"",105,"2018/02/16 15:00:00","2030/04/24 14:59:00",-285.0,8.0,2.613,2,20001
20001115,52,103801,2,Shiori,"",205,"2018/02/16 15:00:00","2030/04/24 14:59:00",-285.0,8.0,1.763,2,20001
20001116,52,101201,2,Hatsune,"",106,"2018/02/16 15:00:00","2030/04/24 14:59:00",-285.0,8.0,0.0,2,20001
20001117,52,103801,1,Shiori,"",206,"2018/02/16 15:00:00","2030/04/24 14:59:00",-285.0,8.0,3.306,5,20001
20002101,53,190801,1,Karin,"Completing missions will earn you nifty rewards! Good luck!",1,"2023/03/19 13:00:00","2030/01/01 14:59:00",-416.5,0.0,3.414,2,20002
20002102,53,190801,1,Karin,"Complete missions to earn yourself rewards!",2,"2023/03/19 13:00:00","2030/01/01 14:59:00",-416.5,0.0,3.099,2,20002
20002103,54,190801,1,Karin,"Don't forget to collect your mission rewards!",3,"2023/03/19 13:00:00","2030/01/01 14:59:00",-416.5,0.0,2.801,2,20002
20002104,54,190801,2,Karin,"You've got rewards waiting to be collected!",4,"2023/03/19 13:00:00","2030/01/01 14:59:00",-416.5,0.0,0.0,2,20002
20002105,57,190801,1,Karin,"That's it for the event! Those Victory Medals are proof of your efforts, though, so don't forget to exchange them!",5,"2023/03/19 13:00:00","2030/01/01 14:59:00",-416.5,0.0,0.0,1,20002
20002106,51,102001,1,Mimi,"",107,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,1.422,4,20002
20002107,51,100401,1,Misogi,"",201,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,3.335,2,20002
20002108,51,103601,1,Kyoka,"",301,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,0.0,2,20002
20002109,51,102001,4,Mimi,"",108,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,1.42,4,20002
20002110,51,103601,2,Kyoka,"",302,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,1.615,2,20002
20002111,51,100401,1,Misogi,"",203,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,1.258,2,20002
20002112,51,103601,1,Kyoka,"",303,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,0.0,2,20002
20002113,52,102001,2,Mimi,"",104,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,1.85,2,20002
20002114,52,100401,2,Misogi,"",204,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,1.85,2,20002
20002115,52,102001,2,Mimi,"",101,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,1.85,2,20002
20002116,52,103601,2,Kyoka,"",304,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,2.613,2,20002
20002117,52,102001,2,Mimi,"",105,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,1.85,2,20002
20002118,52,100401,2,Misogi,"",205,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,1.85,2,20002
20002119,52,102001,2,Mimi,"",102,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,1.85,2,20002
20002120,52,103601,2,Kyoka,"",305,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,2.613,2,20002
20002121,52,102001,2,Mimi,"",106,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,1.85,2,20002
20002122,52,100401,2,Misogi,"",206,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,1.85,2,20002
20002123,52,103601,2,Kyoka,"",306,"2023/03/19 13:00:00","2030/04/24 14:59:00",-285.0,8.0,2.613,2,20002
