pattern_id,unit_id,loop_start,loop_end,atk_pattern_1,atk_pattern_2,atk_pattern_3,atk_pattern_4,atk_pattern_5,atk_pattern_6,atk_pattern_7,atk_pattern_8,atk_pattern_9,atk_pattern_10,atk_pattern_11,atk_pattern_12,atk_pattern_13,atk_pattern_14,atk_pattern_15,atk_pattern_16,atk_pattern_17,atk_pattern_18,atk_pattern_19,atk_pattern_20
10550101,105501,3,8,1001,1002,1,1,1001,1,1,1002,0,0,0,0,0,0,0,0,0,0,0,0
10560101,105601,3,9,1001,1002,1,1001,1002,1,1,1001,1002,0,0,0,0,0,0,0,0,0,0,0
10570101,105701,3,7,1001,1002,1,1,1001,1,1002,0,0,0,0,0,0,0,0,0,0,0,0,0
10580101,105801,3,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
10590101,105901,3,9,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
10600101,106001,3,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
10610101,106101,3,9,1002,1001,1,1002,1,1001,1,1002,1001,0,0,0,0,0,0,0,0,0,0,0
10610102,106101,2,3,2001,2002,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10630101,106301,4,11,1001,1002,1,1002,1,1002,1001,1,1002,1,1002,0,0,0,0,0,0,0,0,0
10650101,106501,8,16,1002,1001,1001,1002,1,1001,1002,1001,1,1002,1,1001,1,1,1002,1,0,0,0,0
10700101,107001,3,13,1002,1001,1,1001,1,1002,1001,1,1,1001,1002,1,1001,0,0,0,0,0,0,0
10710101,107101,3,13,1001,1002,1,1002,1,1001,1002,1,1,1002,1001,1,1002,0,0,0,0,0,0,0
10750101,107501,3,13,1001,1002,1,1001,1,1,1001,1002,1,1,1001,1,1002,0,0,0,0,0,0,0
10760101,107601,4,11,1001,1002,1,1002,1,1002,1001,1,1002,1,1002,0,0,0,0,0,0,0,0,0
10770101,107701,3,13,1001,1002,1,1,1001,1,1002,1,1,1,1001,1,1002,0,0,0,0,0,0,0
10780101,107801,3,13,1002,1001,1,1002,1001,1,1002,1,1001,1,1002,1,1001,0,0,0,0,0,0,0
10790101,107901,4,11,1002,1001,1,1002,1,1,1001,1,1002,1,1,0,0,0,0,0,0,0,0,0
10800101,108001,3,8,1002,1001,1,1,1002,1001,1,1001,0,0,0,0,0,0,0,0,0,0,0,0
10810101,108101,3,11,1001,1002,1,1,1001,1002,1002,1,1001,1,1002,0,0,0,0,0,0,0,0,0
10820101,108201,9,17,1002,1001,1,1002,1,1002,1,1001,1,1002,1,1002,1001,1,1002,1,1001,0,0,0
10830101,108301,3,10,1002,1001,1,1,1002,1,1001,1,1002,1001,0,0,0,0,0,0,0,0,0,0
10840101,108401,3,7,1001,1002,1,1,1001,1,1002,0,0,0,0,0,0,0,0,0,0,0,0,0
10850101,108501,3,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
10860101,108601,3,5,1001,1002,1,1001,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10870101,108701,3,13,1001,1002,1,1002,1001,1,1002,1,1001,1,1,1002,1,0,0,0,0,0,0,0
10880101,108801,4,10,1002,1001,1,1002,1,1001,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0
10890101,108901,3,6,1001,1002,1001,1,1002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10900101,109001,3,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
10910101,109101,4,11,1002,1,1001,1,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0
10920101,109201,3,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
10930101,109301,3,6,1001,1001,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10940101,109401,4,11,1002,1,1001,1,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0
10950101,109501,3,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
10960101,109601,4,7,1002,1001,1,1002,1001,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
10970101,109701,5,9,1001,1,1001,1002,1,1,1001,1,1002,0,0,0,0,0,0,0,0,0,0,0
10980101,109801,3,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
10990101,109901,3,11,1001,1002,1,1001,1,1001,1002,1,1001,1,1002,0,0,0,0,0,0,0,0,0
11000101,110001,11,12,1001,1,1001,1,1001,1,1001,1,1001,1002,1001,1,0,0,0,0,0,0,0,0
11010101,110101,3,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
11020101,110201,4,6,1001,1,1002,1,1,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11030101,110301,4,9,1001,1,1002,1,1,1002,1,1,1002,0,0,0,0,0,0,0,0,0,0,0
11040101,110401,3,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
11050101,110501,4,11,1002,1001,1,1002,1,1001,1001,1,1002,1,1001,0,0,0,0,0,0,0,0,0
11060101,110601,3,11,1002,1001,1,1,1002,1,1001,1,1002,1,1001,0,0,0,0,0,0,0,0,0
11070101,110701,3,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
11080101,110801,2,6,1001,1002,1,1,1002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11090101,110901,4,6,1001,1,1002,1,1,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11100101,111001,4,8,1001,1002,1,1001,1,1002,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11110101,111101,3,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
11120101,111201,3,12,1001,1002,1,1001,1002,1,1001,1002,1,1001,1,1002,0,0,0,0,0,0,0,0
11130101,111301,4,7,1002,1001,1001,1002,1001,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
11140101,111401,7,11,2001,1001,1,1001,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0
11150101,111501,3,13,1001,1002,1,1002,1,1001,1002,1,1,1002,1001,1,1002,0,0,0,0,0,0,0
11160101,111601,2,11,1001,1002,1,1,1002,1,1,1002,1,1,1001,0,0,0,0,0,0,0,0,0
11170101,111701,3,12,1002,1001,1,1001,1002,1,1001,1002,1,1,1001,1002,0,0,0,0,0,0,0,0
11190101,111901,3,11,1002,1001,1,1,1002,1,1001,1,1002,1,1001,0,0,0,0,0,0,0,0,0
11200101,112001,3,8,1002,1001,1,1001,1002,1,1001,1,0,0,0,0,0,0,0,0,0,0,0,0
11210101,112101,5,11,1002,1001,1,1002,1,1001,1,1,1001,1002,1,0,0,0,0,0,0,0,0,0
11220101,112201,3,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
11230101,112301,3,7,1001,1002,1,1,1001,1,1002,0,0,0,0,0,0,0,0,0,0,0,0,0
11240101,112401,3,7,1001,1002,1,1,1001,1,1002,0,0,0,0,0,0,0,0,0,0,0,0,0
11250101,112501,4,7,1002,1001,1,1002,1,1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11260101,112601,4,8,1001,1,1001,1002,1001,1,1001,1,0,0,0,0,0,0,0,0,0,0,0,0
18040101,180401,3,12,1001,1002,1,1002,1,1001,1002,1,1001,1,1002,1001,0,0,0,0,0,0,0,0
20010001,200100,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20020001,200200,2,2,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20030001,200300,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040001,200400,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20050001,200500,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20050101,200501,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20060001,200600,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20070001,200700,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20070101,200701,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20080001,200800,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20080101,200801,1,3,1001,1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090001,200900,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090101,200901,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090201,200902,1,2,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090301,200903,2,3,1,1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100001,201000,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20110001,201100,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20110101,201101,1,2,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120001,201200,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120101,201201,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120201,201202,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130001,201300,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101,201301,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130201,201302,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140001,201400,2,4,1001,1001,1002,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150001,201500,2,5,1001,1001,1002,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160001,201600,1,3,1,1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160201,201602,2,2,1001,1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170001,201700,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180001,201800,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190001,201900,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190101,201901,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200001,202000,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210001,202100,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101,202101,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220001,202200,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230001,202300,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240001,202400,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250001,202500,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260001,202600,2,2,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20270001,202700,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20280001,202800,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20280201,202802,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20290001,202900,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20290101,202901,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20290201,202902,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20290301,202903,2,3,1001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20290401,202904,1,2,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20290501,202905,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20300001,203000,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20300101,203001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20310001,203100,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20320001,203200,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20330001,203300,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20330101,203301,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20330201,203302,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20340001,203400,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20340201,203402,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20350001,203500,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20350101,203501,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20370001,203700,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20370201,203702,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20370301,203703,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20380001,203800,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20380101,203801,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20390001,203900,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20400001,204000,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20420001,204200,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20430001,204300,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20430101,204301,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20440001,204400,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20450001,204500,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20450101,204501,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20450201,204502,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20450301,204503,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20460001,204600,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20470001,204700,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20470101,204701,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20470201,204702,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20480001,204800,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20490001,204900,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20500001,205000,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20500101,205001,2,2,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20510001,205100,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20520001,205200,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20530001,205300,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20540001,205400,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20540101,205401,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20550001,205500,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20560001,205600,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20570001,205700,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20580001,205800,2,3,1,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20580101,205801,2,3,1,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20580201,205802,2,3,1,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20580301,205803,2,3,1,1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20580401,205804,2,3,1,1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20580501,205805,2,3,1,1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20580601,205806,2,3,1,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20580701,205807,2,3,1,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20580801,205808,2,3,1,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20580901,205809,2,3,1,1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20581001,205810,2,3,1,1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20581101,205811,2,3,1,1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20590001,205900,2,2,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20600001,206000,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20610001,206100,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20620001,206200,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20620101,206201,1,2,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20630001,206300,1,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20640001,206400,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20650001,206500,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20670001,206700,1,7,1002,1001,1,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0
20670101,206701,3,6,1001,1002,1001,1,1002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20670201,206702,4,10,1002,1001,1,1002,1,1001,1,1002,1,1001,0,0,0,0,0,0,0,0,0,0
20680001,206800,2,2,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20680101,206801,2,2,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20680201,206802,2,2,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20680301,206803,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20680401,206804,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20690001,206900,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20700001,207000,2,5,1001,1002,1002,1002,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20710001,207100,1,3,1,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20710101,207101,1,3,1,1001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20710201,207102,1,3,1001,1001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20720001,207200,2,2,1001,1001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20720101,207201,2,2,1001,1001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20730001,207300,1,2,1001,1001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20750001,207500,2,3,1001,1002,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20750101,207501,2,3,1002,1002,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20750201,207502,2,3,1001,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20760001,207600,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20770001,207700,2,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
20770101,207701,2,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
20780001,207800,2,10,1001,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
20790001,207900,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20800001,208000,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20800101,208001,2,2,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20800201,208002,2,2,1003,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
