id,clan_battle_id,period,rank_from,rank_to,ranking_bonus_group,reward_type_1,reward_id_1,reward_num_1,reward_type_2,reward_id_2,reward_num_2,reward_type_3,reward_id_3,reward_num_3,reward_type_4,reward_id_4,reward_num_4,reward_type_5,reward_id_5,reward_num_5
64,1005,1,10001,15000,0,8,91002,750,2,90006,750,2,31025,7,0,0,0,0,0,0
65,1005,1,15001,-1,0,8,91002,500,2,90006,500,2,31025,5,0,0,0,0,0,0
66,1006,1,1,10,0,8,91002,10000,2,90006,5000,2,31043,30,0,0,0,0,0,0
67,1006,1,11,25,0,8,91002,8000,2,90006,5000,2,31043,30,0,0,0,0,0,0
68,1006,1,26,50,0,8,91002,6000,2,90006,5000,2,31043,30,0,0,0,0,0,0
69,1006,1,51,150,0,8,91002,4500,2,90006,4500,2,31043,25,0,0,0,0,0,0
70,1006,1,151,300,0,8,91002,4000,2,90006,4000,2,31043,20,0,0,0,0,0,0
71,1006,1,301,700,0,8,91002,3500,2,90006,3500,2,31043,18,0,0,0,0,0,0
72,1006,1,701,1500,0,8,91002,3000,2,90006,3000,2,31043,16,0,0,0,0,0,0
73,1006,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31043,14,0,0,0,0,0,0
74,1006,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31043,12,0,0,0,0,0,0
75,1006,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31043,10,0,0,0,0,0,0
76,1006,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31043,8,0,0,0,0,0,0
77,1006,1,10001,15000,0,8,91002,750,2,90006,750,2,31043,7,0,0,0,0,0,0
78,1006,1,15001,-1,0,8,91002,500,2,90006,500,2,31043,5,0,0,0,0,0,0
79,1007,1,1,10,0,8,91002,10000,2,90006,5000,2,31022,30,0,0,0,0,0,0
80,1007,1,11,25,0,8,91002,8000,2,90006,5000,2,31022,30,0,0,0,0,0,0
81,1007,1,26,50,0,8,91002,6000,2,90006,5000,2,31022,30,0,0,0,0,0,0
82,1007,1,51,150,0,8,91002,4500,2,90006,4500,2,31022,25,0,0,0,0,0,0
83,1007,1,151,300,0,8,91002,4000,2,90006,4000,2,31022,20,0,0,0,0,0,0
84,1007,1,301,700,0,8,91002,3500,2,90006,3500,2,31022,18,0,0,0,0,0,0
85,1007,1,701,1500,0,8,91002,3000,2,90006,3000,2,31022,16,0,0,0,0,0,0
86,1007,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31022,14,0,0,0,0,0,0
87,1007,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31022,12,0,0,0,0,0,0
88,1007,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31022,10,0,0,0,0,0,0
89,1007,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31022,8,0,0,0,0,0,0
90,1007,1,10001,15000,0,8,91002,750,2,90006,750,2,31022,7,0,0,0,0,0,0
91,1007,1,15001,-1,0,8,91002,500,2,90006,500,2,31022,5,0,0,0,0,0,0
92,1008,1,1,10,0,8,91002,10000,2,90006,5000,2,31042,30,0,0,0,0,0,0
93,1008,1,11,25,0,8,91002,8000,2,90006,5000,2,31042,30,0,0,0,0,0,0
94,1008,1,26,50,0,8,91002,6000,2,90006,5000,2,31042,30,0,0,0,0,0,0
95,1008,1,51,150,0,8,91002,4500,2,90006,4500,2,31042,25,0,0,0,0,0,0
96,1008,1,151,300,0,8,91002,4000,2,90006,4000,2,31042,20,0,0,0,0,0,0
97,1008,1,301,700,0,8,91002,3500,2,90006,3500,2,31042,18,0,0,0,0,0,0
98,1008,1,701,1500,0,8,91002,3000,2,90006,3000,2,31042,16,0,0,0,0,0,0
99,1008,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31042,14,0,0,0,0,0,0
100,1008,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31042,12,0,0,0,0,0,0
101,1008,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31042,10,0,0,0,0,0,0
102,1008,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31042,8,0,0,0,0,0,0
103,1008,1,10001,15000,0,8,91002,750,2,90006,750,2,31042,7,0,0,0,0,0,0
104,1008,1,15001,-1,0,8,91002,500,2,90006,500,2,31042,5,0,0,0,0,0,0
105,1009,1,1,10,0,8,91002,10000,2,90006,5000,2,31018,30,0,0,0,0,0,0
106,1009,1,11,25,0,8,91002,8000,2,90006,5000,2,31018,30,0,0,0,0,0,0
107,1009,1,26,50,0,8,91002,6000,2,90006,5000,2,31018,30,0,0,0,0,0,0
108,1009,1,51,150,0,8,91002,4500,2,90006,4500,2,31018,25,0,0,0,0,0,0
109,1009,1,151,300,0,8,91002,4000,2,90006,4000,2,31018,20,0,0,0,0,0,0
110,1009,1,301,700,0,8,91002,3500,2,90006,3500,2,31018,18,0,0,0,0,0,0
111,1009,1,701,1500,0,8,91002,3000,2,90006,3000,2,31018,16,0,0,0,0,0,0
112,1009,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31018,14,0,0,0,0,0,0
113,1009,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31018,12,0,0,0,0,0,0
114,1009,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31018,10,0,0,0,0,0,0
115,1009,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31018,8,0,0,0,0,0,0
116,1009,1,10001,15000,0,8,91002,750,2,90006,750,2,31018,7,0,0,0,0,0,0
117,1009,1,15001,-1,0,8,91002,500,2,90006,500,2,31018,5,0,0,0,0,0,0
118,1010,1,1,10,0,8,91002,10000,2,90006,5000,2,31025,30,0,0,0,0,0,0
119,1010,1,11,25,0,8,91002,8000,2,90006,5000,2,31025,30,0,0,0,0,0,0
120,1010,1,26,50,0,8,91002,6000,2,90006,5000,2,31025,30,0,0,0,0,0,0
121,1010,1,51,150,0,8,91002,4500,2,90006,4500,2,31025,25,0,0,0,0,0,0
122,1010,1,151,300,0,8,91002,4000,2,90006,4000,2,31025,20,0,0,0,0,0,0
123,1010,1,301,700,0,8,91002,3500,2,90006,3500,2,31025,18,0,0,0,0,0,0
124,1010,1,701,1500,0,8,91002,3000,2,90006,3000,2,31025,16,0,0,0,0,0,0
125,1010,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31025,14,0,0,0,0,0,0
126,1010,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31025,12,0,0,0,0,0,0
127,1010,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31025,10,0,0,0,0,0,0
128,1010,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31025,8,0,0,0,0,0,0
129,1010,1,10001,15000,0,8,91002,750,2,90006,750,2,31025,7,0,0,0,0,0,0
130,1010,1,15001,-1,0,8,91002,500,2,90006,500,2,31025,5,0,0,0,0,0,0
131,1011,1,1,10,0,8,91002,10000,2,90006,5000,2,31043,30,0,0,0,0,0,0
132,1011,1,11,25,0,8,91002,8000,2,90006,5000,2,31043,30,0,0,0,0,0,0
133,1011,1,26,50,0,8,91002,6000,2,90006,5000,2,31043,30,0,0,0,0,0,0
134,1011,1,51,150,0,8,91002,4500,2,90006,4500,2,31043,25,0,0,0,0,0,0
135,1011,1,151,300,0,8,91002,4000,2,90006,4000,2,31043,20,0,0,0,0,0,0
136,1011,1,301,700,0,8,91002,3500,2,90006,3500,2,31043,18,0,0,0,0,0,0
137,1011,1,701,1500,0,8,91002,3000,2,90006,3000,2,31043,16,0,0,0,0,0,0
138,1011,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31043,14,0,0,0,0,0,0
139,1011,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31043,12,0,0,0,0,0,0
140,1011,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31043,10,0,0,0,0,0,0
141,1011,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31043,8,0,0,0,0,0,0
142,1011,1,10001,15000,0,8,91002,750,2,90006,750,2,31043,7,0,0,0,0,0,0
143,1011,1,15001,-1,0,8,91002,500,2,90006,500,2,31043,5,0,0,0,0,0,0
144,1012,1,1,10,0,8,91002,10000,2,90006,5000,2,31022,30,0,0,0,0,0,0
145,1012,1,11,25,0,8,91002,8000,2,90006,5000,2,31022,30,0,0,0,0,0,0
146,1012,1,26,50,0,8,91002,6000,2,90006,5000,2,31022,30,0,0,0,0,0,0
147,1012,1,51,150,0,8,91002,4500,2,90006,4500,2,31022,25,0,0,0,0,0,0
148,1012,1,151,300,0,8,91002,4000,2,90006,4000,2,31022,20,0,0,0,0,0,0
149,1012,1,301,700,0,8,91002,3500,2,90006,3500,2,31022,18,0,0,0,0,0,0
150,1012,1,701,1500,0,8,91002,3000,2,90006,3000,2,31022,16,0,0,0,0,0,0
151,1012,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31022,14,0,0,0,0,0,0
152,1012,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31022,12,0,0,0,0,0,0
153,1012,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31022,10,0,0,0,0,0,0
154,1012,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31022,8,0,0,0,0,0,0
155,1012,1,10001,15000,0,8,91002,750,2,90006,750,2,31022,7,0,0,0,0,0,0
156,1012,1,15001,-1,0,8,91002,500,2,90006,500,2,31022,5,0,0,0,0,0,0
157,1013,1,1,10,0,8,91002,10000,2,90006,5000,2,31042,30,0,0,0,0,0,0
158,1013,1,11,25,0,8,91002,8000,2,90006,5000,2,31042,30,0,0,0,0,0,0
159,1013,1,26,50,0,8,91002,6000,2,90006,5000,2,31042,30,0,0,0,0,0,0
160,1013,1,51,150,0,8,91002,4500,2,90006,4500,2,31042,25,0,0,0,0,0,0
161,1013,1,151,300,0,8,91002,4000,2,90006,4000,2,31042,20,0,0,0,0,0,0
162,1013,1,301,700,0,8,91002,3500,2,90006,3500,2,31042,18,0,0,0,0,0,0
163,1013,1,701,1500,0,8,91002,3000,2,90006,3000,2,31042,16,0,0,0,0,0,0
164,1013,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31042,14,0,0,0,0,0,0
165,1013,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31042,12,0,0,0,0,0,0
166,1013,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31042,10,0,0,0,0,0,0
167,1013,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31042,8,0,0,0,0,0,0
168,1013,1,10001,15000,0,8,91002,750,2,90006,750,2,31042,7,0,0,0,0,0,0
169,1013,1,15001,-1,0,8,91002,500,2,90006,500,2,31042,5,0,0,0,0,0,0
170,1014,1,1,10,0,8,91002,10000,2,90006,5000,2,31018,30,0,0,0,0,0,0
171,1014,1,11,25,0,8,91002,8000,2,90006,5000,2,31018,30,0,0,0,0,0,0
172,1014,1,26,50,0,8,91002,6000,2,90006,5000,2,31018,30,0,0,0,0,0,0
173,1014,1,51,150,0,8,91002,4500,2,90006,4500,2,31018,25,0,0,0,0,0,0
174,1014,1,151,300,0,8,91002,4000,2,90006,4000,2,31018,20,0,0,0,0,0,0
175,1014,1,301,700,0,8,91002,3500,2,90006,3500,2,31018,18,0,0,0,0,0,0
176,1014,1,701,1500,0,8,91002,3000,2,90006,3000,2,31018,16,0,0,0,0,0,0
177,1014,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31018,14,0,0,0,0,0,0
178,1014,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31018,12,0,0,0,0,0,0
179,1014,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31018,10,0,0,0,0,0,0
180,1014,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31018,8,0,0,0,0,0,0
181,1014,1,10001,15000,0,8,91002,750,2,90006,750,2,31018,7,0,0,0,0,0,0
182,1014,1,15001,-1,0,8,91002,500,2,90006,500,2,31018,5,0,0,0,0,0,0
183,1015,1,1,10,0,8,91002,10000,2,90006,5000,2,31042,30,0,0,0,0,0,0
184,1015,1,11,25,0,8,91002,8000,2,90006,5000,2,31042,30,0,0,0,0,0,0
185,1015,1,26,50,0,8,91002,6000,2,90006,5000,2,31042,30,0,0,0,0,0,0
186,1015,1,51,150,0,8,91002,4500,2,90006,4500,2,31042,25,0,0,0,0,0,0
187,1015,1,151,300,0,8,91002,4000,2,90006,4000,2,31042,20,0,0,0,0,0,0
188,1015,1,301,700,0,8,91002,3500,2,90006,3500,2,31042,18,0,0,0,0,0,0
189,1015,1,701,1500,0,8,91002,3000,2,90006,3000,2,31042,16,0,0,0,0,0,0
190,1015,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31042,14,0,0,0,0,0,0
191,1015,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31042,12,0,0,0,0,0,0
192,1015,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31042,10,0,0,0,0,0,0
193,1015,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31042,8,0,0,0,0,0,0
194,1015,1,10001,15000,0,8,91002,750,2,90006,750,2,31042,7,0,0,0,0,0,0
195,1015,1,15001,-1,0,8,91002,500,2,90006,500,2,31042,5,0,0,0,0,0,0
196,1016,1,1,10,0,8,91002,10000,2,90006,5000,2,31025,30,0,0,0,0,0,0
197,1016,1,11,25,0,8,91002,8000,2,90006,5000,2,31025,30,0,0,0,0,0,0
198,1016,1,26,50,0,8,91002,6000,2,90006,5000,2,31025,30,0,0,0,0,0,0
199,1016,1,51,150,0,8,91002,4500,2,90006,4500,2,31025,25,0,0,0,0,0,0
200,1016,1,151,300,0,8,91002,4000,2,90006,4000,2,31025,20,0,0,0,0,0,0
201,1016,1,301,700,0,8,91002,3500,2,90006,3500,2,31025,18,0,0,0,0,0,0
202,1016,1,701,1500,0,8,91002,3000,2,90006,3000,2,31025,16,0,0,0,0,0,0
203,1016,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31025,14,0,0,0,0,0,0
204,1016,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31025,12,0,0,0,0,0,0
205,1016,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31025,10,0,0,0,0,0,0
206,1016,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31025,8,0,0,0,0,0,0
207,1016,1,10001,15000,0,8,91002,750,2,90006,750,2,31025,7,0,0,0,0,0,0
208,1016,1,15001,-1,0,8,91002,500,2,90006,500,2,31025,5,0,0,0,0,0,0
209,1017,1,1,10,0,8,91002,10000,2,90006,5000,2,31043,30,0,0,0,0,0,0
210,1017,1,11,25,0,8,91002,8000,2,90006,5000,2,31043,30,0,0,0,0,0,0
211,1017,1,26,50,0,8,91002,6000,2,90006,5000,2,31043,30,0,0,0,0,0,0
212,1017,1,51,150,0,8,91002,4500,2,90006,4500,2,31043,25,0,0,0,0,0,0
213,1017,1,151,300,0,8,91002,4000,2,90006,4000,2,31043,20,0,0,0,0,0,0
214,1017,1,301,700,0,8,91002,3500,2,90006,3500,2,31043,18,0,0,0,0,0,0
215,1017,1,701,1500,0,8,91002,3000,2,90006,3000,2,31043,16,0,0,0,0,0,0
216,1017,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31043,14,0,0,0,0,0,0
217,1017,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31043,12,0,0,0,0,0,0
218,1017,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31043,10,0,0,0,0,0,0
219,1017,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31043,8,0,0,0,0,0,0
220,1017,1,10001,15000,0,8,91002,750,2,90006,750,2,31043,7,0,0,0,0,0,0
221,1017,1,15001,-1,0,8,91002,500,2,90006,500,2,31043,5,0,0,0,0,0,0
222,1018,1,1,10,0,8,91002,10000,2,90006,5000,2,31022,30,0,0,0,0,0,0
223,1018,1,11,25,0,8,91002,8000,2,90006,5000,2,31022,30,0,0,0,0,0,0
224,1018,1,26,50,0,8,91002,6000,2,90006,5000,2,31022,30,0,0,0,0,0,0
225,1018,1,51,150,0,8,91002,4500,2,90006,4500,2,31022,25,0,0,0,0,0,0
226,1018,1,151,300,0,8,91002,4000,2,90006,4000,2,31022,20,0,0,0,0,0,0
227,1018,1,301,700,0,8,91002,3500,2,90006,3500,2,31022,18,0,0,0,0,0,0
228,1018,1,701,1500,0,8,91002,3000,2,90006,3000,2,31022,16,0,0,0,0,0,0
229,1018,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31022,14,0,0,0,0,0,0
230,1018,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31022,12,0,0,0,0,0,0
231,1018,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31022,10,0,0,0,0,0,0
232,1018,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31022,8,0,0,0,0,0,0
233,1018,1,10001,15000,0,8,91002,750,2,90006,750,2,31022,7,0,0,0,0,0,0
234,1018,1,15001,-1,0,8,91002,500,2,90006,500,2,31022,5,0,0,0,0,0,0
235,1019,1,1,10,0,8,91002,10000,2,90006,5000,2,31018,30,0,0,0,0,0,0
236,1019,1,11,25,0,8,91002,8000,2,90006,5000,2,31018,30,0,0,0,0,0,0
237,1019,1,26,50,0,8,91002,6000,2,90006,5000,2,31018,30,0,0,0,0,0,0
238,1019,1,51,150,0,8,91002,4500,2,90006,4500,2,31018,25,0,0,0,0,0,0
239,1019,1,151,300,0,8,91002,4000,2,90006,4000,2,31018,20,0,0,0,0,0,0
240,1019,1,301,700,0,8,91002,3500,2,90006,3500,2,31018,18,0,0,0,0,0,0
241,1019,1,701,1500,0,8,91002,3000,2,90006,3000,2,31018,16,0,0,0,0,0,0
242,1019,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31018,14,0,0,0,0,0,0
243,1019,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31018,12,0,0,0,0,0,0
244,1019,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31018,10,0,0,0,0,0,0
245,1019,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31018,8,0,0,0,0,0,0
246,1019,1,10001,15000,0,8,91002,750,2,90006,750,2,31018,7,0,0,0,0,0,0
247,1019,1,15001,-1,0,8,91002,500,2,90006,500,2,31018,5,0,0,0,0,0,0
248,1020,1,1,10,0,8,91002,10000,2,90006,5000,2,31042,30,0,0,0,0,0,0
249,1020,1,11,25,0,8,91002,8000,2,90006,5000,2,31042,30,0,0,0,0,0,0
250,1020,1,26,50,0,8,91002,6000,2,90006,5000,2,31042,30,0,0,0,0,0,0
251,1020,1,51,150,0,8,91002,4500,2,90006,4500,2,31042,25,0,0,0,0,0,0
252,1020,1,151,300,0,8,91002,4000,2,90006,4000,2,31042,20,0,0,0,0,0,0
253,1020,1,301,700,0,8,91002,3500,2,90006,3500,2,31042,18,0,0,0,0,0,0
254,1020,1,701,1500,0,8,91002,3000,2,90006,3000,2,31042,16,0,0,0,0,0,0
255,1020,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31042,14,0,0,0,0,0,0
256,1020,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31042,12,0,0,0,0,0,0
257,1020,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31042,10,0,0,0,0,0,0
258,1020,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31042,8,0,0,0,0,0,0
259,1020,1,10001,15000,0,8,91002,750,2,90006,750,2,31042,7,0,0,0,0,0,0
260,1020,1,15001,-1,0,8,91002,500,2,90006,500,2,31042,5,0,0,0,0,0,0
261,1021,1,1,10,0,8,91002,10000,2,90006,5000,2,31025,30,0,0,0,0,0,0
262,1021,1,11,25,0,8,91002,8000,2,90006,5000,2,31025,30,0,0,0,0,0,0
263,1021,1,26,50,0,8,91002,6000,2,90006,5000,2,31025,30,0,0,0,0,0,0
264,1021,1,51,150,0,8,91002,4500,2,90006,4500,2,31025,25,0,0,0,0,0,0
265,1021,1,151,300,0,8,91002,4000,2,90006,4000,2,31025,20,0,0,0,0,0,0
266,1021,1,301,700,0,8,91002,3500,2,90006,3500,2,31025,18,0,0,0,0,0,0
267,1021,1,701,1500,0,8,91002,3000,2,90006,3000,2,31025,16,0,0,0,0,0,0
268,1021,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31025,14,0,0,0,0,0,0
269,1021,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31025,12,0,0,0,0,0,0
270,1021,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31025,10,0,0,0,0,0,0
271,1021,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31025,8,0,0,0,0,0,0
272,1021,1,10001,15000,0,8,91002,750,2,90006,750,2,31025,7,0,0,0,0,0,0
273,1021,1,15001,-1,0,8,91002,500,2,90006,500,2,31025,5,0,0,0,0,0,0
274,1022,1,1,10,0,8,91002,10000,2,90006,5000,2,31018,30,0,0,0,0,0,0
275,1022,1,11,25,0,8,91002,8000,2,90006,5000,2,31018,30,0,0,0,0,0,0
276,1022,1,26,50,0,8,91002,6000,2,90006,5000,2,31018,30,0,0,0,0,0,0
277,1022,1,51,150,0,8,91002,4500,2,90006,4500,2,31018,25,0,0,0,0,0,0
278,1022,1,151,300,0,8,91002,4000,2,90006,4000,2,31018,20,0,0,0,0,0,0
279,1022,1,301,700,0,8,91002,3500,2,90006,3500,2,31018,18,0,0,0,0,0,0
280,1022,1,701,1500,0,8,91002,3000,2,90006,3000,2,31018,16,0,0,0,0,0,0
281,1022,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31018,14,0,0,0,0,0,0
