id,diary_id,seq_num,type,diary_text,text_animation_speed,sheet_name,cue_name,command,command_param
1050019,5,19,2,"",0,vo_10011600,vo_10011600_0503,0,0.0
1050020,5,20,1,"Our trusty leader says ",16,0,0,0,0.0
1050021,5,21,4,"",0,0,0,1,1.65
1050022,5,22,1,"she's actually a kind ",16,0,0,0,0.0
1050023,5,23,4,"",0,0,0,1,1.625
1050024,5,24,1,"and helpful person, but...\n",16,0,0,0,0.0
1050025,5,25,4,"",0,0,0,1,3.125
1050026,5,26,2,"",0,vo_10011600,vo_10011600_0504,0,0.0
1050027,5,27,1,"Oh, she does make this ",16,0,0,0,0.0
1050028,5,28,4,"",0,0,0,1,2.0
1050029,5,29,1,"""Pff..."" ",16,0,0,0,0.0
1050030,5,30,4,"",0,0,0,1,1.5
1050031,5,31,1,"noise when she... sighs? ",16,0,0,0,0.0
1050032,5,32,4,"",0,0,0,1,2.375
1050033,5,33,2,"",0,vo_10011600,vo_10011600_0505,0,0.0
1050034,5,34,1,"I could never tell her, but...\n",16,0,0,0,0.0
1050035,5,35,4,"",0,0,0,1,2.375
1050036,5,36,1,"I actually think it's ",16,0,0,0,0.0
1050037,5,37,4,"",0,0,0,1,1.375
1050038,5,38,1,"kind of cute! ",16,0,0,0,0.0
1050039,5,39,4,"",0,0,0,1,1.0
1060001,6,1,2,"",0,vo_10011600,vo_10011600_0601,0,0.0
1060002,6,2,1,"Chieru is a normie. ",16,0,0,0,0.0
1060003,6,3,4,"",0,0,0,1,2.375
1060004,6,4,1,"No doubt about it.\n",16,0,0,0,0.0
1060005,6,5,4,"",0,0,0,1,2.5
1060006,6,6,2,"",0,vo_10011600,vo_10011600_0602,0,0.0
1060007,6,7,1,"She's utterly adorable and popular! ",16,0,0,0,0.0
1060008,6,8,4,"",0,0,0,1,2.5
1060009,6,9,1,"The total opposite of a loner like me. ",16,0,0,0,0.0
1060010,6,10,4,"",0,0,0,1,2.875
1060011,6,11,2,"",0,vo_10011600,vo_10011600_0603,0,0.0
1060012,6,12,1,"I feel like I'll go blind just looking at her.\n",16,0,0,0,0.0
1060013,6,13,4,"",0,0,0,1,3.25
1060014,6,14,2,"",0,vo_10011600,vo_10011600_0604,0,0.0
1060015,6,15,1,"If I tried to have a one-on-one conversation with her, ",16,0,0,0,0.0
1060016,6,16,4,"",0,0,0,1,3.5
1060017,6,17,1,"my loner heart would shatter ",16,0,0,0,0.0
1060018,6,18,4,"",0,0,0,1,2.5
1060019,6,19,1,"and crumble into a million pieces.\n",16,0,0,0,0.0
1060020,6,20,4,"",0,0,0,1,3.875
1060021,6,21,2,"",0,vo_10011600,vo_10011600_0605,0,0.0
1060022,6,22,1,"That ""cheru⁓n,"" ",16,0,0,0,0.0
1060023,6,23,4,"",0,0,0,1,1.75
1060024,6,24,1,"her funny greeting... ",16,0,0,0,0.0
1060025,6,25,4,"",0,0,0,1,1.625
1060026,6,26,1,"If I tried to say it, I'd probably faint, ",16,0,0,0,0.0
1060027,6,27,4,"",0,0,0,1,2.75
1060028,6,28,1,"and my soul would float off to heaven... ",16,0,0,0,0.0
1060029,6,29,4,"",0,0,0,1,3.125
1070001,7,1,2,"",0,vo_10011600,vo_10011600_0701,0,0.0
1070002,7,2,1,"I can hardly believe ",16,0,0,0,0.0
1070003,7,3,4,"",0,0,0,1,2.375
1070004,7,4,1,"how much Yuni helped me out today.\n",16,0,0,0,0.0
1070005,7,5,4,"",0,0,0,1,3.285714286
1070006,7,6,2,"",0,vo_10011600,vo_10011600_0702,0,0.0
1070007,7,7,1,"Unlike when she's being teased by Chloe and Chieru, ",16,0,0,0,0.0
1070008,7,8,4,"",0,0,0,1,4.625
1070009,7,9,1,"I saw her ",20,0,0,0,0.0
1070010,7,10,4,"",0,0,0,1,1.5
1070011,7,11,1,"for the true intellectual she really is. ",20,0,0,0,0.0
1070012,7,12,4,"",0,0,0,1,2.4
1070013,7,13,2,"",0,vo_10011600,vo_10011600_0703,0,0.0
1070014,7,14,1,"The way she instantly took charge, ",16,0,0,0,0.0
1070015,7,15,4,"",0,0,0,1,2.375
1070016,7,16,1,"I could see just how she became a guildmaster. ",16,0,0,0,0.0
1070017,7,17,4,"",0,0,0,1,3.5
1070018,7,18,2,"",0,vo_10011600,vo_10011600_0704,0,0.0
1070019,7,19,1,"I'm sure she'll manage ",16,0,0,0,0.0
1070020,7,20,4,"",0,0,0,1,2.25
1070021,7,21,1,"to make the whole world revere the name of the Yuni-ettes!\n\n",16,0,0,0,0.0
1070022,7,22,4,"",0,0,0,1,6.625
1070023,7,23,2,"",0,vo_10011600,vo_10011600_0705,0,0.0
1070024,7,24,1,"...Huh? ",16,0,0,0,0.0
1070025,7,25,4,"",0,0,0,1,1.125
1070026,7,26,1,"Was that really their guild's name? ",16,0,0,0,0.0
1070027,7,27,4,"",0,0,0,1,2.75
1080001,8,1,2,"",0,vo_10011600,vo_10011600_0801,0,0.0
1080002,8,2,1,"When I first met Chloe, ",16,0,0,0,0.0
1080003,8,3,4,"",0,0,0,1,1.75
1080004,8,4,1,"I was always too intimidated to even try talking to her. ",16,0,0,0,0.0
1080005,8,5,4,"",0,0,0,1,4.125
1080006,8,6,2,"",0,vo_10011600,vo_10011600_0802,0,0.0
1080007,8,7,1,"But now I realize she's so kind, ",16,0,0,0,0.0
1080008,8,8,4,"",0,0,0,1,2.75
1080009,8,9,1,"she even looks out for a hopeless loner like me.\n",16,0,0,0,0.0
1080010,8,10,4,"",0,0,0,1,5.875
1080011,8,11,2,"",0,vo_10011600,vo_10011600_0803,0,0.0
1080012,8,12,1,"Thanks to her help, I feel like I'm starting ",16,0,0,0,0.0
1080013,8,13,4,"",0,0,0,1,3.25
1080014,8,14,1,"to fit in with my class a bit better.\n",16,0,0,0,0.0
1080015,8,15,4,"",0,0,0,1,4.25
1080016,8,16,2,"",0,vo_10011600,vo_10011600_0804,0,0.0
1080017,8,17,1,"I heard that Chloe has lots of brothers and sisters. ",16,0,0,0,0.0
1080018,8,18,4,"",0,0,0,1,4.125
1080019,8,19,2,"",0,vo_10011600,vo_10011600_0805,0,0.0
1080020,8,20,1,"And today, ",16,0,0,0,0.0
1080021,8,21,4,"",0,0,0,1,1.625
1080022,8,22,1,"it almost felt like she was a big sister to me as well! ",16,0,0,0,0.0
1080023,8,23,4,"",0,0,0,1,4.625
1090001,9,1,2,"",0,vo_10011600,vo_10011600_0901,0,0.0
1090002,9,2,1,"Cheru⁓n... ",16,0,0,0,0.0
1090003,9,3,4,"",0,0,0,1,3.875
1090004,9,4,2,"",0,vo_10011600,vo_10011600_0902,0,0.0
1090005,9,5,1,"If I learn to use this greeting too, ",16,0,0,0,0.0
1090006,9,6,4,"",0,0,0,1,2.75
1090007,9,7,1,"will I be able to become ",16,0,0,0,0.0
1090008,9,8,4,"",0,0,0,1,2.375
1090009,9,9,1,"a bubbly and popular girl ",16,0,0,0,0.0
1090010,9,10,4,"",0,0,0,1,2.75
1090011,9,11,1,"and have lots of friends just like her?\n",16,0,0,0,0.0
1090012,9,12,4,"",0,0,0,1,4.375
1090013,9,13,2,"",0,vo_10011600,vo_10011600_0903,0,0.0
1090014,9,14,1,"Still, ",16,0,0,0,0.0
1090015,9,15,4,"",0,0,0,1,1.25
1090016,9,16,1,"I'm not ready to say it out loud, ",16,0,0,0,0.0
1090017,9,17,4,"",0,0,0,1,2.875
1090018,9,18,1,"so I'll just write it in here for today.\n",16,0,0,0,0.0
1090019,9,19,4,"",0,0,0,1,4.125
1090020,9,20,2,"",0,vo_10011600,vo_10011600_0904,0,0.0
1090021,9,21,1,"Cheru⁓n cheru⁓n cheru⁓n cheru⁓n cheru⁓n ",16,0,0,0,0.0
1090022,9,22,4,"",0,0,0,1,4.125
1090023,9,23,2,"",0,vo_10011600,vo_10011600_0905,0,0.0
1090024,9,24,1,"cheru⁓n cheru⁓n cheru⁓n cheru⁓n cheru⁓n ",16,0,0,0,0.0
1090025,9,25,4,"",0,0,0,1,4.125
1090026,9,26,2,"",0,vo_10011600,vo_10011600_0906,0,0.0
1090027,9,27,1,"cheru⁓n cheru⁓n cheru⁓n cheru⁓n cheru⁓n...\n",16,0,0,0,0.0
1090028,9,28,4,"",0,0,0,1,4.125
1090029,9,29,2,"",0,vo_10011600,vo_10011600_0907,0,0.0
1090030,9,30,1,"Cheru⁓n cheru⁓n cheru⁓n! ",16,0,0,0,0.0
1090031,9,31,4,"",0,0,0,1,2.875
1100001,10,1,2,"",0,vo_10011600,vo_10011600_1001,0,0.0
1100002,10,2,1,"I forgot, I forgot, I forgot!\n",16,0,0,0,0.0
1100003,10,3,4,"",0,0,0,1,2.75
1100004,10,4,1,"I have to do a presentation! ",16,0,0,0,0.0
1100005,10,5,4,"",0,0,0,1,2.25
1100006,10,6,2,"",0,vo_10011600,vo_10011600_1002,0,0.0
1100007,10,7,1,"But the Mandragora I brought from the Elven Forest ran away, ",20,0,0,0,0.0
1100008,10,8,4,"",0,0,0,1,3.625
1100009,10,9,1,"and I haven't prepared a thing!\n",16,0,0,0,0.0
1100010,10,10,4,"",0,0,0,1,2.375
1100011,10,11,2,"",0,vo_10011600,vo_10011600_1003,0,0.0
1100012,10,12,1,"I think the forest ",16,0,0,0,0.0
1100013,10,13,4,"",0,0,0,1,2.0
1100014,10,14,1,"is calling me home... ",16,0,0,0,0.0
1100015,10,15,4,"",0,0,0,1,2.25
1100016,10,16,2,"",0,vo_10011600,vo_10011600_1004,0,0.0
1100017,10,17,1,"No, no, no, ",16,0,0,0,0.0
1100018,10,18,4,"",0,0,0,1,1.875
1100019,10,19,1,"I can't betray Miss Misato's trust in me!\n",16,0,0,0,0.0
1100020,10,20,4,"",0,0,0,1,4.125
1100021,10,21,2,"",0,vo_10011600,vo_10011600_1005,0,0.0
1100022,10,22,1,"But really, what should I do? ",16,0,0,0,0.0
1100023,10,23,4,"",0,0,0,1,3.125
1100024,10,24,2,"",0,vo_10011600,vo_10011600_1006,0,0.0
1100025,10,25,1,"At this point, ",16,0,0,0,0.0
1100026,10,26,4,"",0,0,0,1,1.75
1100027,10,27,1,"should I just put together an expert's guide ",16,0,0,0,0.0
1100028,10,28,4,"",0,0,0,1,3.375
1100029,10,29,1,"on how to live without friends...? ",16,0,0,0,0.0
1100030,10,30,4,"",0,0,0,1,2.5
1110001,11,1,2,"",0,vo_10011600,vo_10011600_1101,0,0.0
1110002,11,2,1,"My presentation ",16,0,0,0,0.0
1110003,11,3,4,"",0,0,0,1,1.75
1110004,11,4,1,"is over!\n",16,0,0,0,0.0
1110005,11,5,4,"",0,0,0,1,2.625
1110006,11,6,2,"",0,vo_10011600,vo_10011600_1102,0,0.0
1110007,11,7,1,"It went... ",16,0,0,0,0.0
1110008,11,8,4,"",0,0,0,1,1.625
1110009,11,9,1,"well, ",16,0,0,0,0.0
1110010,11,10,4,"",0,0,0,1,1.375
1110011,11,11,1,"I think? ",16,0,0,0,0.0
1110012,11,12,4,"",0,0,0,1,3.125
1110013,11,13,2,"",0,vo_10011600,vo_10011600_1103,0,0.0
1110014,11,14,1,"This is all thanks to the help ",16,0,0,0,0.0
1110015,11,15,4,"",0,0,0,1,2.5
1110016,11,16,1,"I was given by him, ",16,0,0,0,0.0
1110017,11,17,4,"",0,0,0,1,1.875
1110018,11,18,1,"and of course, ",20,0,0,0,0.0
1110019,11,19,4,"",0,0,0,1,0.875
1110020,11,20,1,"the members of the Friendship Club!\n",16,0,0,0,0.0
1110021,11,21,4,"",0,0,0,1,3.0
1110022,11,22,2,"",0,vo_10011600,vo_10011600_1104,0,0.0
1110023,11,23,1,"After the presentation, ",16,0,0,0,0.0
1110024,11,24,4,"",0,0,0,1,2.125
1110025,11,25,1,"I was suddenly surrounded by lots of people. ",16,0,0,0,0.0
1110026,11,26,4,"",0,0,0,1,3.0
1110027,11,27,2,"",0,vo_10011600,vo_10011600_1105,0,0.0
1110028,11,28,1,"It was scary, ",16,0,0,0,0.0
1110029,11,29,4,"",0,0,0,1,1.5
1110030,11,30,1,"but I didn't run away this time!\n",16,0,0,0,0.0
1110031,11,31,4,"",0,0,0,1,3.125
1110032,11,32,2,"",0,vo_10011600,vo_10011600_1106,0,0.0
1110033,11,33,1,"Maybe I'm actually... ",16,0,0,0,0.0
1110034,11,34,4,"",0,0,0,1,2.0
1110035,11,35,1,"becoming a braver person, ",16,0,0,0,0.0
1110036,11,36,4,"",0,0,0,1,2.625
1110037,11,37,1,"even if ",16,0,0,0,0.0
1110038,11,38,4,"",0,0,0,1,1.5
1110039,11,39,1,"it's only just a little. ",16,0,0,0,0.0
1110040,11,40,4,"",0,0,0,1,1.875
1120001,12,1,2,"",0,vo_10011600,vo_10011600_1201,0,0.0
1120002,12,2,1,"Fitting in at St. Theresa's like it's the most natural thing in the world... ",20,0,0,0,0.0
1120003,12,3,4,"",0,0,0,1,4.25
1120004,12,4,1,"He really is so amazing!\n",16,0,0,0,0.0
1120005,12,5,4,"",0,0,0,1,3.5
1120006,12,6,2,"",0,vo_10011600,vo_10011600_1202,0,0.0
1120007,12,7,1,"When he walks down the hall, ",16,0,0,0,0.0
1120008,12,8,4,"",0,0,0,1,2.125
1120009,12,9,1,"he gets some surprised looks from the other students, ",16,0,0,0,0.0
1120010,12,10,4,"",0,0,0,1,3.375
1120011,12,11,1,"but he greets them all with a smile!\n",16,0,0,0,0.0
1120012,12,12,4,"",0,0,0,1,3.125
1120013,12,13,2,"",0,vo_10011600,vo_10011600_1203,0,0.0
1120014,12,14,1,"And even if that ",16,0,0,0,0.0
1120015,12,15,4,"",0,0,0,1,1.375
1120016,12,16,1,"makes them squeal, ",16,0,0,0,0.0
1120017,12,17,4,"",0,0,0,1,1.25
1120018,12,18,1,"he never falters for an instant! ",16,0,0,0,0.0
1120019,12,19,4,"",0,0,0,1,2.5
1120020,12,20,2,"",0,vo_10011600,vo_10011600_1204,0,0.0
1120021,12,21,1,"Meanwhile, I can't even say a simple ""Good day!""\n\n",16,0,0,0,0.0
1120022,12,22,4,"",0,0,0,1,4.625
1120023,12,23,2,"",0,vo_10011600,vo_10011600_1205,0,0.0
1120024,12,24,1,"I want to be ",16,0,0,0,0.0
1120025,12,25,4,"",0,0,0,1,1.25
1120026,12,26,1,"more like him someday... ",16,0,0,0,0.0
1120027,12,27,4,"",0,0,0,1,2.5
1130001,13,1,2,"",0,vo_10011600,vo_10011600_1301,0,0.0
1130002,13,2,1,"The Mandragora I brought to school went berserk!\n",16,0,0,0,0.0
1130003,13,3,4,"",0,0,0,1,4.875
1130004,13,4,2,"",0,vo_10011600,vo_10011600_1302,0,0.0
1130005,13,5,1,"But ",16,0,0,0,0.0
1130006,13,6,4,"",0,0,0,1,1.25
1130007,13,7,1,"thanks to our Brigade's leader and the Friendship Club's help, ",16,0,0,0,0.0
1130008,13,8,4,"",0,0,0,1,4.0
1130009,13,9,1,"we managed to stop it before it caused too much harm. ",16,0,0,0,0.0
1130010,13,10,4,"",0,0,0,1,5.0
1130011,13,11,2,"",0,vo_10011600,vo_10011600_1303,0,0.0
1130012,13,12,1,"They told me ",16,0,0,0,0.0
1130013,13,13,4,"",0,0,0,1,1.45
1130014,13,14,1,"they did it all for selfish reasons, ",16,0,0,0,0.0
1130015,13,15,4,"",0,0,0,1,2.75
1130016,13,16,1,"but I don't think that really matters.\n",16,0,0,0,0.0
1130017,13,17,4,"",0,0,0,1,3.25
1130018,13,18,2,"",0,vo_10011600,vo_10011600_1304,0,0.0
1130019,13,19,1,"I'm just so happy we were all able ",16,0,0,0,0.0
1130020,13,20,4,"",0,0,0,1,2.75
1130021,13,21,1,"to fight together.\n",16,0,0,0,0.0
1130022,13,22,4,"",0,0,0,1,2.5
1130023,13,23,2,"",0,vo_10011600,vo_10011600_1305,0,0.0
1130024,13,24,1,"As if we were... ",16,0,0,0,0.0
1130025,13,25,4,"",0,0,0,1,1.75
1130026,13,26,1,"comrades, ",16,0,0,0,0.0
1130027,13,27,4,"",0,0,0,1,1.375
1130028,13,28,1,"or something like that! ",16,0,0,0,0.0
1130029,13,29,4,"",0,0,0,1,2.125
1140001,14,1,2,"",0,vo_10011600,vo_10011600_1401,0,0.0
1140002,14,2,1,"My last day ",16,0,0,0,0.0
1140003,14,3,4,"",0,0,0,1,1.5
1140004,14,4,1,"at St. Theresa's Academy for Girls... ",16,0,0,0,0.0
1140005,14,5,4,"",0,0,0,1,3.607142857
1140006,14,6,1,"is over.\n",16,0,0,0,0.0
1140007,14,7,4,"",0,0,0,1,3.25
1140008,14,8,2,"",0,vo_10011600,vo_10011600_1402,0,0.0
1140009,14,9,1,"When Miss Misato first told me I'd be coming, \n",16,0,0,0,0.0
1140010,14,10,4,"",0,0,0,1,3.375
1140011,14,11,1,"I thought it was a crazy idea. ",16,0,0,0,0.0
1140012,14,12,4,"",0,0,0,1,3.125
1140013,14,13,2,"",0,vo_10011600,vo_10011600_1403,0,0.0
1140014,14,14,1,"Yet somehow now \nI find myself ",16,0,0,0,0.0
1140015,14,15,4,"",0,0,0,1,2.625
1140016,14,16,1,"wishing it could have lasted longer.\n",16,0,0,0,0.0
1140017,14,17,4,"",0,0,0,1,3.375
1140018,14,18,2,"",0,vo_10011600,vo_10011600_1404,0,0.0
1140019,14,19,1,"When I close my eyes, ",16,0,0,0,0.0
1140020,14,20,4,"",0,0,0,1,2.0
1140021,14,21,1,"I see his face, ",16,0,0,0,0.0
1140022,14,22,4,"",0,0,0,1,1.5
1140023,14,23,1,"the Friendship Club's members, ",16,0,0,0,0.0
1140024,14,24,4,"",0,0,0,1,2.125
1140025,14,25,1,"and all the classmates who were so kind to me during my academy days.\n",16,0,0,0,0.0
1140026,14,26,4,"",0,0,0,1,6.375
1140027,14,27,2,"",0,vo_10011600,vo_10011600_1405,0,0.0
1140028,14,28,1,"To everyone at St. Theresa's Academy,\n",16,0,0,0,0.0
1140029,14,29,4,"",0,0,0,1,2.875
1140030,14,30,1,"thank you ",16,0,0,0,0.0
1140031,14,31,4,"",0,0,0,1,1.375
1140032,14,32,1,"from the bottom of my heart! ",16,0,0,0,0.0
1140033,14,33,4,"",0,0,0,1,2.5
