clan_battle_boss_group_id,order_num,position_x,position_y,limit_time,scale_ratio,map_position_x,map_position_y,cursor_position,result_boss_position_y,chest_id,fix_reward_id,damage_rank_id,quest_detail_bg_id,quest_detail_bg_position,quest_detail_monster_size,quest_detail_monster_height,battle_report_monster_size,battle_report_monster_height,background,wave_group_id,reward_gold_coefficient,limited_mana,wave_bgm,quest_detail_rehearsal_label_height,last_attack_reward_id,score_coefficient,min_carry_over_time
1008002,2,-260,-120,90,0.9,0,10,240,120,40004,1004107,1004207,101161,-30,1.2,0,1.0,0,101291,401040471,0.06,100000,bgm_M64,25,1001303,1.3,0
1008002,3,-40,65,90,0.8,-15,0,200,100,40004,1004108,1004208,101161,-30,1.1,0,1.0,-10,101291,401040481,0.06,100000,bgm_M64,25,1001303,1.8,0
1008002,4,150,-110,90,0.9,0,0,200,100,40004,1004109,1004209,101161,-30,1.3,0,1.3,0,101291,401040491,0.06,100000,bgm_M64,25,1001303,1.8,0
1008002,5,490,-15,90,1.1,-20,30,230,45,40004,1004110,1004210,101162,-30,1.45,15,1.3,30,101292,401040501,0.06,100000,bgm_M55,25,1001303,2.0,0
1009001,1,-480,-120,90,0.6,0,10,210,250,40004,1004101,1004201,101161,-30,0.8,0,0.7,-30,101301,401040511,0.03,100000,bgm_M64,25,1001301,1.0,0
1009001,2,-260,-120,90,0.75,0,10,200,120,40004,1004102,1004202,101161,-30,1.2,0,1.0,0,101301,401040521,0.03,100000,bgm_M64,25,1001301,1.0,0
1009001,3,-50,100,90,1.55,-15,0,200,100,40004,1004103,1004203,101161,-30,2.3,0,2.2,-10,101301,401040531,0.03,100000,bgm_M64,25,1001301,1.3,0
1009001,4,180,-100,90,1.0,0,0,200,100,40004,1004104,1004204,101161,-30,1.3,15,1.3,0,101301,401040541,0.03,100000,bgm_M64,25,1001301,1.3,0
1009001,5,470,-55,90,1.0,-20,10,270,200,40004,1004105,1004205,101162,-30,1.2,-15,1.1,-30,101302,401040551,0.03,100000,bgm_M55,25,1001301,1.5,0
1009002,1,-480,-120,90,0.6,0,10,210,250,40004,1004106,1004206,101161,-30,0.8,0,0.7,-30,101301,401040561,0.06,100000,bgm_M64,25,1001303,1.4,0
1009002,2,-260,-120,90,0.75,0,10,200,120,40004,1004107,1004207,101161,-30,1.2,0,1.0,0,101301,401040571,0.06,100000,bgm_M64,25,1001303,1.4,0
1009002,3,-50,100,90,1.55,-15,0,190,100,40004,1004108,1004208,101161,-30,2.3,0,2.2,-10,101301,401040581,0.06,100000,bgm_M64,25,1001303,1.8,0
1009002,4,180,-100,90,1.0,0,0,200,100,40004,1004109,1004209,101161,-30,1.3,15,1.3,0,101301,401040591,0.06,100000,bgm_M64,25,1001303,1.8,0
1009002,5,470,-55,90,1.0,-20,10,270,200,40004,1004110,1004210,101162,-30,1.2,-15,1.1,-30,101302,401040601,0.06,100000,bgm_M55,25,1001303,2.0,0
1009003,1,-480,-120,90,0.6,0,10,210,250,40004,1004106,1004206,101161,-30,0.8,0,0.7,-30,101301,401040611,0.06,100000,bgm_M64,25,1001303,2.0,0
1009003,2,-260,-120,90,0.75,0,10,200,120,40004,1004107,1004207,101161,-30,1.2,0,1.0,0,101301,401040621,0.06,100000,bgm_M64,25,1001303,2.0,0
1009003,3,-50,100,90,1.55,-15,0,200,100,40004,1004108,1004208,101161,-30,2.3,0,2.2,-10,101301,401040631,0.06,100000,bgm_M64,25,1001303,2.5,0
1009003,4,180,-100,90,1.0,0,0,200,100,40004,1004109,1004209,101161,-30,1.3,15,1.3,0,101301,401040641,0.06,100000,bgm_M64,25,1001303,2.5,0
1009003,5,470,-55,90,1.0,-20,10,270,200,40004,1004110,1004210,101162,-30,1.2,-15,1.1,-30,101302,401040651,0.06,100000,bgm_M55,25,1001303,3.0,0
1010001,1,-450,-130,90,0.575,0,10,210,170,40004,1004101,1004201,101161,-30,1.0,-25,0.9,-30,101441,401011001,0.03,1000000,bgm_M64,25,1001301,1.0,0
1010001,2,-250,-120,90,0.75,0,10,200,120,40004,1004102,1004202,101161,-30,1.2,0,1.0,0,101441,401011002,0.03,1000000,bgm_M64,25,1001301,1.0,0
1010001,3,-10,50,90,0.8,-15,0,200,100,40004,1004103,1004203,101161,-30,1.1,0,1.0,-10,101441,401011003,0.03,1000000,bgm_M64,25,1001301,1.3,0
1010001,4,180,-100,90,0.9,0,0,200,0,40004,1004104,1004204,101161,-30,1.3,-30,1.0,0,101441,401011004,0.03,1000000,bgm_M64,25,1001301,1.3,0
1010001,5,470,-70,90,0.95,-20,10,270,200,40004,1004105,1004205,101162,-30,1.2,-35,1.1,-30,101442,401011005,0.03,1000000,bgm_M55,25,1001301,1.5,0
1010002,1,-450,-130,90,0.575,0,10,210,170,40004,1004106,1004206,101161,-30,1.0,-25,0.9,-30,101441,401021001,0.06,1000000,bgm_M64,25,1001303,1.4,0
1010002,2,-250,-120,90,0.75,0,10,200,120,40004,1004107,1004207,101161,-30,1.2,0,1.0,0,101441,401021002,0.06,1000000,bgm_M64,25,1001303,1.4,0
1010002,3,-10,50,90,0.8,-15,0,200,100,40004,1004108,1004208,101161,-30,1.1,0,1.0,-10,101441,401021003,0.06,1000000,bgm_M64,25,1001303,1.8,0
1010002,4,180,-100,90,0.9,0,0,200,0,40004,1004109,1004209,101161,-30,1.3,-30,1.0,0,101441,401021004,0.06,1000000,bgm_M64,25,1001303,1.8,0
1010002,5,470,-70,90,0.95,-20,10,270,200,40004,1004110,1004210,101162,-30,1.2,-35,1.1,-30,101442,401021005,0.06,1000000,bgm_M55,25,1001303,2.0,0
1010003,1,-450,-130,90,0.575,0,10,210,170,40004,1004106,1004206,101161,-30,1.0,-25,0.9,-30,101441,401031001,0.06,1000000,bgm_M64,25,1001303,2.0,0
1010003,2,-250,-120,90,0.75,0,10,200,120,40004,1004107,1004207,101161,-30,1.2,0,1.0,0,101441,401031002,0.06,1000000,bgm_M64,25,1001303,2.0,0
1010003,3,-10,50,90,0.8,-15,0,200,100,40004,1004108,1004208,101161,-30,1.1,0,1.0,-10,101441,401031003,0.06,1000000,bgm_M64,25,1001303,2.5,0
1010003,4,180,-100,90,0.9,0,0,200,0,40004,1004109,1004209,101161,-30,1.3,-30,1.0,0,101441,401031004,0.06,1000000,bgm_M64,25,1001303,2.5,0
1010003,5,470,-70,90,0.95,-20,10,270,200,40004,1004110,1004210,101162,-30,1.2,-35,1.1,-30,101442,401031005,0.06,1000000,bgm_M55,25,1001303,3.0,0
1011001,1,-450,-130,90,0.575,0,10,210,170,40004,1004101,1004201,101451,-30,1.0,-25,0.9,-30,101451,401040661,0.03,1000000,bgm_M64,25,1001301,1.0,0
1011001,2,-250,-120,90,0.75,0,10,200,120,40004,1004102,1004202,101451,-30,1.2,0,1.0,0,101451,401040671,0.03,1000000,bgm_M64,25,1001301,1.0,0
1011001,3,-20,50,90,0.9,-15,0,200,100,40004,1004103,1004203,101451,-30,1.4,-30,1.0,-10,101451,401040681,0.03,1000000,bgm_M64,25,1001301,1.3,0
1011001,4,200,-100,90,0.65,0,0,220,100,40004,1004104,1004204,101451,-30,0.9,20,0.8,0,101451,401040691,0.03,1000000,bgm_M64,25,1001301,1.3,0
1011001,5,510,-70,90,1.25,0,0,290,200,40004,1004105,1004205,101452,-30,1.55,-35,1.4,-50,101452,401040701,0.03,1000000,bgm_M55,25,1001301,1.5,0
1011002,1,-450,-130,90,0.575,0,10,210,170,40004,1004106,1004206,101451,-30,1.0,-25,0.9,-30,101451,401040661,0.03,1000000,bgm_M64,25,1001303,1.0,0
1011002,2,-250,-120,90,0.75,0,10,200,120,40004,1004107,1004207,101451,-30,1.2,0,1.0,0,101451,401040671,0.03,1000000,bgm_M64,25,1001303,1.0,0
1011002,3,-20,50,90,0.9,-15,0,200,100,40004,1004108,1004208,101451,-30,1.4,-30,1.0,-10,101451,401040681,0.03,1000000,bgm_M64,25,1001303,1.3,0
1011002,4,200,-100,90,0.65,0,0,220,100,40004,1004109,1004209,101451,-30,0.9,20,0.8,0,101451,401040691,0.03,1000000,bgm_M64,25,1001303,1.3,0
1011002,5,510,-70,90,1.25,0,0,290,200,40004,1004110,1004210,101452,-30,1.55,-35,1.4,-50,101452,401040701,0.03,1000000,bgm_M55,25,1001303,1.5,0
1011003,1,-450,-130,90,0.575,0,10,210,170,40004,1004106,1004206,101451,-30,1.0,-25,0.9,-30,101451,401040711,0.06,1000000,bgm_M64,25,1001303,1.4,0
1011003,2,-250,-120,90,0.75,0,10,200,120,40004,1004107,1004207,101451,-30,1.2,0,1.0,0,101451,401040721,0.06,1000000,bgm_M64,25,1001303,1.4,0
1011003,3,-20,50,90,0.9,-15,0,200,100,40004,1004108,1004208,101451,-30,1.4,-30,1.0,-10,101451,401040731,0.06,1000000,bgm_M64,25,1001303,1.8,0
1011003,4,200,-100,90,0.65,0,0,220,100,40004,1004109,1004209,101451,-30,0.9,20,0.8,0,101451,401040741,0.06,1000000,bgm_M64,25,1001303,1.8,0
1011003,5,510,-70,90,1.25,0,0,290,200,40004,1004110,1004210,101452,-30,1.55,-35,1.4,-50,101452,401040751,0.06,1000000,bgm_M55,25,1001303,2.0,0
1011004,1,-450,-130,90,0.575,0,10,210,170,40004,1004106,1004206,101451,-30,1.0,-25,0.9,-30,101451,401040761,0.06,1000000,bgm_M64,25,1001303,2.0,0
1011004,2,-250,-120,90,0.75,0,10,200,120,40004,1004107,1004207,101451,-30,1.2,0,1.0,0,101451,401040771,0.06,1000000,bgm_M64,25,1001303,2.0,0
1011004,3,-20,50,90,0.9,-15,0,200,100,40004,1004108,1004208,101451,-30,1.4,-30,1.0,-10,101451,401040781,0.06,1000000,bgm_M64,25,1001303,2.5,0
1011004,4,200,-100,90,0.65,0,0,220,100,40004,1004109,1004209,101451,-30,0.9,20,0.8,0,101451,401040791,0.06,1000000,bgm_M64,25,1001303,2.5,0
1011004,5,510,-70,90,1.25,0,0,290,200,40004,1004110,1004210,101452,-30,1.55,-35,1.4,-50,101452,401040801,0.06,1000000,bgm_M55,25,1001303,3.0,0
1012001,1,-450,-130,90,0.575,0,10,210,170,40004,1004101,1004201,101451,-30,1.0,-25,0.9,-30,101561,401040811,0.03,1000000,bgm_M64,25,1001301,1.0,0
1012001,2,-240,-120,90,0.9,0,0,240,120,40004,1004102,1004202,101451,-30,1.2,0,1.0,0,101561,401040821,0.03,1000000,bgm_M64,25,1001301,1.0,0
1012001,3,-30,60,90,0.6,-5,5,200,100,40004,1004103,1004203,101451,-30,0.9,0,0.8,-10,101561,401040831,0.03,1000000,bgm_M64,25,1001301,1.3,0
1012001,4,180,-100,90,0.9,0,0,200,100,40004,1004104,1004204,101451,-30,1.5,-30,1.2,0,101561,401040841,0.03,1000000,bgm_M64,25,1001301,1.3,0
1012001,5,460,-70,90,1.25,0,0,290,400,40004,1004105,1004205,101452,-30,1.55,-60,1.35,-50,101562,401040851,0.03,1000000,bgm_M55,25,1001301,1.5,0
1012002,1,-450,-130,90,0.575,0,10,210,170,40004,1004106,1004206,101451,-30,1.0,-25,0.9,-30,101561,401040811,0.03,1000000,bgm_M64,25,1001303,1.0,0
1012002,2,-240,-120,90,0.9,0,0,240,120,40004,1004107,1004207,101451,-30,1.2,0,1.0,0,101561,401040821,0.03,1000000,bgm_M64,25,1001303,1.0,0
1012002,3,-30,60,90,0.6,-5,5,200,100,40004,1004108,1004208,101451,-30,0.9,0,0.8,-10,101561,401040831,0.03,1000000,bgm_M64,25,1001303,1.3,0
1012002,4,180,-100,90,0.9,0,0,200,100,40004,1004109,1004209,101451,-30,1.5,-30,1.2,0,101561,401040841,0.03,1000000,bgm_M64,25,1001303,1.3,0
1012002,5,460,-70,90,1.25,0,0,290,400,40004,1004110,1004210,101452,-30,1.55,-60,1.35,-50,101562,401040851,0.03,1000000,bgm_M55,25,1001303,1.5,0
1012003,1,-450,-130,90,0.575,0,10,210,170,40004,1004106,1004206,101451,-30,1.0,-25,0.9,-30,101561,401040861,0.06,1000000,bgm_M64,25,1001303,1.4,0
1012003,2,-240,-120,90,0.9,0,0,240,120,40004,1004107,1004207,101451,-30,1.2,0,1.0,0,101561,401040871,0.06,1000000,bgm_M64,25,1001303,1.4,0
1012003,3,-30,60,90,0.6,-5,5,200,100,40004,1004108,1004208,101451,-30,0.9,0,0.8,-10,101561,401040881,0.06,1000000,bgm_M64,25,1001303,1.8,0
1012003,4,180,-100,90,0.9,0,0,200,100,40004,1004109,1004209,101451,-30,1.5,-30,1.2,0,101561,401040891,0.06,1000000,bgm_M64,25,1001303,1.8,0
1012003,5,460,-70,90,1.25,0,0,290,400,40004,1004110,1004210,101452,-30,1.55,-60,1.35,-50,101562,401040901,0.06,1000000,bgm_M55,25,1001303,2.0,0
1012004,1,-450,-130,90,0.575,0,10,210,170,40004,1004106,1004206,101451,-30,1.0,-25,0.9,-30,101561,401040911,0.06,1000000,bgm_M64,25,1001303,2.0,0
1012004,2,-240,-120,90,0.9,0,0,240,120,40004,1004107,1004207,101451,-30,1.2,0,1.0,0,101561,401040921,0.06,1000000,bgm_M64,25,1001303,2.0,0
1012004,3,-30,60,90,0.6,-5,5,200,100,40004,1004108,1004208,101451,-30,0.9,0,0.8,-10,101561,401040931,0.06,1000000,bgm_M64,25,1001303,2.5,0
1012004,4,180,-100,90,0.9,0,0,200,100,40004,1004109,1004209,101451,-30,1.5,-30,1.2,0,101561,401040941,0.06,1000000,bgm_M64,25,1001303,2.5,0
1012004,5,460,-70,90,1.25,0,0,290,400,40004,1004110,1004210,101452,-30,1.55,-60,1.35,-50,101562,401040951,0.06,1000000,bgm_M55,25,1001303,3.0,0
1013001,1,-480,-120,90,0.6,0,10,210,250,40004,1004101,1004201,101001,-30,0.8,0,0.7,-30,101001,401040961,0.03,1000000,bgm_M64,25,1001301,1.0,0
1013001,2,-260,-120,90,0.75,0,10,200,0,40004,1004102,1004202,101001,-30,1.2,0,1.0,0,101001,401040971,0.03,1000000,bgm_M64,25,1001301,1.0,0
1013001,3,-40,0,90,0.7,-13,0,200,100,40004,1004103,1004203,101001,-30,1.1,0,1.0,-10,101001,401040981,0.03,1000000,bgm_M64,25,1001301,1.3,0
