command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
1150005,15,91,0,"","","","","","",""
1150006,15,3,103131,03_uek_15_father,1,"",0,"","",""
1150007,15,11,103131,"You too, squirt?\nI feel like my body's\ngetting lighter as well!",20,0,0,"","",""
1150008,15,91,0,"","","","","","",""
1150009,15,3,103131,03_uek_talk_normal,1,"",0,"","",""
1150010,15,11,103131,"Try not to float\nall the way off to\nheaven, Miyako...",20,0,0,"","",""
1150011,15,91,0,"","","","","","",""
1150012,15,3,103131,03_uek_cmn_idol_def_N,1,"",0,0.2,"",""
1160001,16,1,1,112431,100,-110,-45,1.3,0,01_uek_cmn_idol_def_N
1160002,16,1,1,105831,100,40,-15,1.3,1,01_uek_cmn_idol_def_N
1160003,16,1,1,105931,100,140,10,1.3,1,01_uek_cmn_idol_def_N
1160004,16,3,105931,01_uek_01_kokkoro,0,01_uek_cmn_idol_def_N,0,"","",""
1160005,16,3,112431,01_uek_01_uduki,0,01_uek_cmn_idol_def_N,1,"","",""
1160006,16,3,105831,01_uek_01_peko,0,01_uek_cmn_idol_def_N,1,"","",""
1160007,16,91,0,"","","","","","",""
1160008,16,3,105931,01_uek_talk_normal,1,"",1,"","",""
1160009,16,11,105931,"Miss Uzuki, we still\nhave some way to go.\nShould you not rest?",20,0,0,"","",""
1160010,16,91,0,"","","","","","",""
1160011,16,3,105931,01_uek_cmn_idol_def_N,1,"",1,"","",""
1160012,16,3,112431,01_uek_talk_joy1,1,"","","","",""
1160013,16,11,112431,"Oh, I'm still OK!\nI'm actually having\nso much fun it's crazy!",20,0,0,"","",""
1160014,16,93,1.5,"","","","","","",""
1160015,16,3,112431,01_uek_16_uduki,0,01_uek_16_uduki_loop,1,0.2,"",""
1160016,16,91,1160013,"","","","","","",""
1160017,16,3,105831,01_uek_talk_joy1,1,"","","","",""
1160018,16,11,105831,"Wow, you're full of\nenergy! Uzuki, let's keep\nclimbing together! ☆",20,0,0,"","",""
1160019,16,93,2.2,"","","","","","",""
1160020,16,3,105831,01_uek_16_peco,0,01_uek_16_uduki_loop,1,0.2,"",""
1160021,16,91,1160018,"","","","","","",""
1170001,17,1,1,102331,300,150,10,1.3,1,03_uek_cmn_idol_def_N
1170002,17,1,1,102131,100,-100,-15,1.3,0,03_uek_cmn_idol_def_N
1170003,17,31,3,3,20,10,1.3,0,"",""
1170004,17,3,102331,03_uek_17_ayane,0,03_uek_17_ayane_loop,1,0.2,0.2,""
1170005,17,3,102131,03_uek_cmn_pose05,0,03_uek_cmn_idol_def_N,1,0.2,"",""
1170006,17,32,3,1,"","","","","",""
1170007,17,11,102331,"Hey, look!\nI made a great\ncloud Pukichi!",20,0,0,"","",""
1170008,17,91,0,"","","","","","",""
1170009,17,3,102131,03_uek_talk_joy1,1,"","",0.2,"",""
1170010,17,11,102131,"Oh, wow...!\nI'd love to try making\nsomething too... ♪",20,0,0,"","",""
1170011,17,91,0,"","","","","","",""
1170012,17,3,102131,03_uek_cmn_idol_def_N,1,"","",0.2,"",""
1180001,18,1,1,112631,100,229,45,1.3,0,01_uek_cmn_idol_def_N
1180002,18,1,1,105831,110,170,20,1.3,0,01_uek_cmn_idol_def_N
1180003,18,1,1,105931,100,-85,-10,1.3,0,01_uek_cmn_idol_def_N
1180004,18,3,112631,01_uek_18_mio,0,01_uek_18_mio_loop,1,"","",""
1180005,18,11,112631,"We've come a long way!\nLet's take a quick peek\ndown at the ground!",20,0,0,"","",""
1180006,18,91,0,"","","","","","",""
1180007,18,3,105831,01_uek_18_mio,0,01_uek_18_mio_loop,1,"","",""
1180008,18,11,105831,"Great idea!\nHmmm, let me see...\nW-waaaghhh!",20,0,0,"","",""
1180009,18,93,3,"","","","","","",""
1180010,18,2,105831,170,5,2,1,"","",""
1180011,18,91,1180008,"","","","","","",""
1180012,18,3,105931,01_uek_18_kokkoro,0,01_uek_cmn_idol_def_N,1,"","",""
1180013,18,11,105931,"Eheh. I am glad you both\nseem to be enjoying\nyourselves so thoroughly.",20,0,0,"","",""
1190001,19,1,1,101231,100,402,110,1.3,0,02_uek_19_hatsune
1190002,19,1,1,103831,100,166,30,1.3,0,02_uek_talk_surprise2
1190003,19,3,103831,02_uek_talk_surprise2,1,"",0,0.2,"",""
1190004,19,11,103831,"Wahh! Hatsune!\nYou can't go to sleep\nin a place like that!",20,0,0,"","",""
1190005,19,91,0,"","","","","","",""
1190006,19,11,101231,"Mmnhh... Was that\nShiorin's voice...?\nZzzzzz... ☆",20,0,0,"","",""
1200001,20,1,2,105831,100,-195,-35,0.9,0,05_idle
1200002,20,1,2,304602,1000,150,30,1.4,0,304602_idle
1200003,20,31,102,17,150,50,1,1,"",""
1200004,20,31,103,18,150,400,1,1,"",""
1210001,21,1,1,105931,110,185,25,1.3,0,01_uek_21_kokkoro_loop
1210002,21,1,1,112531,120,65,-5,1.3,0,01_uek_21_rin_loop
1210003,21,1,1,106031,100,-140,-35,1.3,0,01_uek_cmn_idol_def_N
1210004,21,11,105931,"The breeze feels lovely.\nIts soft touch seems to\nwhisper kind words.",20,0,0,"","",""
1210005,21,91,0,"","","","","","",""
1210006,21,11,112531,"Maybe it's the sound\nof the violet sky above\nsummoning us closer...",20,0,0,"","",""
1210007,21,91,0,"","","","","","",""
1210008,21,3,106031,01_uek_21_kyaru,0,01_uek_cmn_idol_def_N,1,"","",""
1210009,21,11,106031,"I never expected\nto see the two of you\nin perfect sync...",20,0,0,"","",""
1210010,21,91,0,"","","","","","",""
1220001,22,1,1,105831,100,180,40,1.3,0,01_uek_cmn_idol_def_N
1220002,22,31,4,4,420,250,1.3,1,"",""
1220003,22,3,105831,01_uek_cmn_pose03,1,"","",0.2,"",""
1220004,22,11,105831,"What do you think\na rice ball-shaped cloud\nwould taste like? *drool*",20,0,0,"","",""
1220005,22,91,0,"","","","","","",""
1230001,23,1,1,105231,100,33,5,1.3,0,03_uek_cmn_idol_def_N
1230002,23,1,1,102631,1010,200,40,1.3,0,03_uek_23_rin
1230003,23,1,1,103331,100,-110,-25,1.3,0,03_uek_cmn_idol_def_N
1230004,23,31,5,5,220,32,1,1,"",""
1230005,23,3,102631,03_uek_23_rin,1,"","",0.2,"",""
1230006,23,11,102631,"Mmm, this cloud's\nso fluffy and warm...\nPerfect for napping...",20,0,0,"","",""
1230007,23,91,0,"","","","","","",""
1230008,23,2,102631,1100,40,45,0,"","",""
1230009,23,33,5,1120,32,45,0,"","",""
1230010,23,3,105231,03_uek_cmn_pose04,1,"","",0.2,"",""
1230011,23,3,103331,03_uek_talk_surprise2,1,"","",0.2,"",""
1230012,23,11,105231,"Wait, I think that\ncloud's floating off!\nWh-what should we do?!",20,0,0,"","",""
1230013,23,91,0,"","","","","","",""
1230014,23,11,103331,"There ain't no way\nit's as soft as fresh hay!\nCome back to us, Rin!",20,0,0,"","",""
1230015,23,91,0,"","","","","","",""
1240001,24,1,1,105531,10,-240,-45,1.3,0,03_uek_24_ayumi
1240002,24,3,105531,03_uek_24_ayumi,1,"",0,"","",""
1240003,24,11,105531,"I-I think I see him\nright over there...\n*staaaaaare*...",20,0,0,"","",""
1250001,25,1,1,103631,100,175,15,1.3,1,03_uek_cmn_idol_def_N
1250002,25,1,1,100431,100,-36,-10,1.3,0,03_uek_cmn_idol_def_N
1250003,25,1,1,102031,100,-158,-45,1.3,0,03_uek_cmn_idol_def_N
1250004,25,3,102031,03_uek_cmn_pose06,1,"",0,"","",""
1250005,25,11,102031,"It's so much fun\nplaying on fluffy clouds!\nHappy times~! ♪",20,0,0,"","",""
1250006,25,91,0,"","","","","","",""
1250007,25,3,100431,03_uek_25_misogi,0,03_uek_25_misogi_loop,1,"","",""
1250008,25,11,100431,"Yeah! You think so\ntoo, right, Kyoka?\n...BOO!",20,0,0,"","",""
1250009,25,3,103631,03_uek_25_kyouka,1,03_uek_25_kyouka_loop,0,"","",""
1250010,25,91,0,"","","","","","",""
1250011,25,11,103631,"M-Misogi! It's far too\ndangerous to play\ntricks like that up here!",20,0,0,"","",""
1250012,25,91,0,"","","","","","",""
1270001,27,1,1,104831,100,-179,-43,1.3,0,01_uek_cmn_idol_def_N
1270002,27,1,1,104631,100,0,-14,1.3,0,01_uek_27_tamaki_loop
1270003,27,1,1,103231,100,200,24,1.3,1,01_uek_cmn_idol_def_N
1270004,27,11,104631,"*pant*... *pant*...\nI-I need a catnap...\nLemme go home...",20,0,0,"","",""
1270005,27,91,0,"","","","","","",""
1270006,27,3,104831,01_uek_cmn_pose02,0,01_uek_talk_normal,1,"","",""
1270007,27,11,104831,"This will be an easy climb\nas long as we're efficient\nwith our stamina!",20,0,0,"","",""
1270008,27,91,0,"","","","","","",""
1270009,27,3,104831,01_uek_cmn_idol_def_N,1,"",0,0.3,"",""
1270010,27,3,103231,01_uek_27_akino_loop,1,"",0,"","",""
1270011,27,11,103231,"Ohohohoho!\nWhat a view!\nI can't wait to climb\neven higher!",20,0,0,"","",""
1280001,28,1,1,102931,110,0,-10,1.3,0,04_uek_cmn_idol_def_N
1280002,28,1,1,104231,120,-120,-30,1.3,0,04_uek_cmn_idol_def_N
1280003,28,1,1,105431,100,120,10,1.3,0,04_uek_cmn_idol_def_N
1280004,28,31,6,6,35,10,1.3,0,"",""
1280005,28,31,6,9,-85,-10,1.3,0,"",""
1280006,28,31,6,10,155,30,1.3,0,"",""
1280007,28,3,102931,04_uek_28_nozomi,1,"","",0.2,"",""
1280008,28,3,104231,04_uek_28_chika,1,"","",0.2,"",""
1280009,28,3,105431,04_uek_28_tsumugi,1,"","",0.2,"",""
1280010,28,32,6,1,"","","","","",""
1280011,28,32,9,1,"","","","","",""
1280012,28,32,10,1,"","","","","",""
1280013,28,11,102931,"Even up in the clouds...\nCarmina on stage!",20,0,0,"","",""
1280014,28,91,0,"","","","","","",""
1280015,28,11,104231,"The wind is so pleasant!\nI can hear the spirits'\nhappy voices!",20,0,0,"","",""
1280016,28,91,0,"","","","","","",""
1280017,28,11,105431,"Yep, it's the best!\nLet's keep performing\nthrough to the encore!",20,0,0,"","",""
1280018,28,91,0,"","","","","","",""
1290001,29,1,1,101531,100,-40,-10,1.3,0,03_uek_cmn_idol_def_N
1290002,29,1,1,101831,100,95,10,1.3,1,03_uek_cmn_idol_def_N
1290003,29,3,101831,03_uek_talk_joy1,1,"",0,"","",""
1290004,29,11,101831,"What a lovely place!\nI should bring my students\nhere on a school trip.",20,0,0,"","",""
1290005,29,91,0,"","","","","","",""
1290006,29,3,101831,03_uek_cmn_idol_def_N,1,"",0,0.3,"",""
1290007,29,3,101531,03_uek_talk_joy1,1,"",0,0.3,"",""
1290008,29,11,101531,"Oh, really?\nPerhaps I'll bring the\nvillage children too!",20,0,0,"","",""
1290009,29,91,0,"","","","","","",""
1290010,29,3,101531,03_uek_cmn_idol_def_N,1,"",0,0.3,"",""
1300001,30,1,2,105831,100,-195,-35,0.9,0,05_idle
1300002,30,1,2,307505,1000,150,-50,1.5,0,307505_idle
1300003,30,31,102,19,150,50,1,1,"",""
1300004,30,31,103,20,150,400,1,1,"",""
1300005,30,3,307505,307505_awake,0,307505_idle,1,0,"",""
1310001,31,1,1,105831,110,140,10,1.3,0,01_uek_cmn_idol_def_N
1310002,31,1,1,105931,110,20,0,1.3,0,01_uek_cmn_idol_def_N
1310003,31,1,1,106031,110,-200,-55,1.3,0,01_uek_26_kyaru_loop
1310004,31,93,1,"","","","","","",""
1310005,31,4,105831,1,"","","","","",""
1310006,31,3,105831,01_uek_cmn_pose04,1,"","",0,"",""
1310007,31,11,105831,"Look where we are!\nWe're up in the stars!\nIsn't this amazing?! ☆",20,"","","","",""
1310008,31,93,2.3,"","","","","","",""
1310009,31,3,105831,01_uek_cmn_idol_def_N,0,"",0,0.2,"",""
1310010,31,91,1310007,"","","","","","",""
1310011,31,3,105831,01_uek_cmn_idol_def_N,1,"",0,0.2,"",""
1310012,31,3,105931,01_uek_talk_normal,1,"","","","",""
1310013,31,11,105931,"It truly is the most\nmarvelous of sights.\nLet us make the most of it.",20,"","","","",""
1310014,31,91,0,"","","","","","",""
1310015,31,3,105931,01_uek_cmn_idol_def_N,1,"","",0.2,"",""
1310016,31,11,106031,"Why are you so calm?!\nFreak out a bit more!\nThis is so not normal!",20,"","","","",""
1320001,32,1,1,104531,100,255,91,1.3,1,02_uek_32_kuka_loop
1320002,32,1,1,105331,100,-97,-29,1.3,0,02_uek_cmn_idol_def_N
1320003,32,1,1,103031,100,50,0,1.3,0,02_uek_cmn_idol_def_N
1320004,32,3,104531,02_uek_32_kuka,0,"",0,0.5,"",""
1320005,32,3,105331,02_uek_cmn_shock_def_N,0,02_uek_talk_surprise2,1,0.5,"",""
1320006,32,3,103031,02_uek_cmn_shock_def_N,0,02_uek_talk_surprise2,1,0.5,"",""
1320007,32,91,0,"","","","","","",""
1320008,32,3,103031,02_uek_talk_surprise2,1,"",0,0.5,"",""
1320009,32,11,103031,"We finally found\nKuka, but now she's\nflying off again!",20,0,0,"","",""
1320010,32,91,0,"","","","","","",""
1320011,32,3,105331,02_uek_talk_surprise2,1,"",0,0.5,"",""
1320012,32,11,105331,"Are you sure she's not\nenjoying this?!",20,0,0,"","",""
1330001,33,1,1,100831,100,0,0,1.3,1,02_uek_cmn_idol_def_N
1330002,33,31,7,7,-120,130,1.3,1,"",""
1330003,33,3,100831,02_uek_33_yuki,0,02_uek_33_yuki_loop,1,0.2,"",""
1330004,33,11,100831,"Under the light of the\nstars, my beauty shines\nbrighter than ever...",20,0,0,"","",""
1330005,33,91,0,"","","","","","",""
1340001,34,1,1,100931,110,10,0,1.3,1,02_uek_cmn_idol_def_N
1340002,34,1,1,101331,110,180,10,1.3,1,02_uek_cmn_idol_def_N
1340003,34,93,1,"","","","","","",""
1340004,34,3,101331,02_uek_cmn_pose01,1,02_uek_cmn_idol_def_N,1,0.2,0.2,""
1340005,34,11,101331,"SPAAAAACE!\nSpace. I'm in space.\nNeed to see it all.\nSo much space.",20,0,0,"","",""
1340006,34,91,0,"","","","","","",""
1340007,34,3,100931,02_uek_34_anna,0,02_uek_34_anna_loop,1,0.2,0,""
1340008,34,11,100931,"Heheheh... The stars\nlend me their energy...\nMy awakening is nigh...!",20,0,0,"","",""
1350001,35,1,1,100231,100,-200,-60,1.3,1,01_uek_cmn_idol_def_N
1350002,35,1,1,100331,100,0,10,1.3,1,01_uek_cmn_idol_def_N
1350003,35,1,1,100131,100,200,20,1.3,1,01_uek_cmn_idol_def_N
1350004,35,31,8,8,0,270,1,1,"",""
1350005,35,3,100231,01_uek_35_yui,0,01_uek_35_yui_loop,1,0.2,0.2,""
1350006,35,3,100331,01_uek_35_rei,0,01_uek_35_rei_loop,1,0.2,0.2,""
1350007,35,3,100131,01_uek_cmn_pose03,1,"","",0.2,"",""
1350008,35,11,100231,"Look—a shooting star!\nDon't forget to make\na wish, everyone.",20,0,0,"","",""
1350009,35,91,0,"","","","","","",""
1350010,35,11,100331,"Oh, you're right.\nThis may be the perfect\nsituation for our guild.",20,0,0,"","",""
1350011,35,91,0,"","","","","","",""
1350012,35,11,100131,"Okay, wish time!\nI'm gonna wish for...\nuhhh... uhhhh...!",20,0,0,"","",""
1350013,35,91,0,"","","","","","",""
1360001,36,1,1,102531,110,105,5,1.3,0,03_uek_cmn_idol_def_N
1360002,36,1,1,102831,100,10,10,1.3,0,03_uek_cmn_idol_def_N
1360003,36,93,1,"","","","","","",""
1360004,36,3,102531,03_uek_36_suzume,0,03_uek_36_suzume_loop,1,0,0,""
1360005,36,3,102831,03_uek_36_saren,0,03_uek_36_saren_loop,1,0,0,""
1360006,36,91,0,"","","","","","",""
1360007,36,11,102531,"Waaagh?!\nI-I-I-I'm going to fall!\nM-milady?!",20,0,0,"","",""
1360008,36,91,0,"","","","","","",""
1360009,36,11,102831,"Suzume, are you okay?!\nWe're a long way up,\nso please be careful.",20,0,0,"","",""
1370001,37,1,1,112531,100,-118,-22,1.3,0,01_uek_cmn_idol_def_N
1370002,37,1,1,112431,100,0,0,1.3,0,01_uek_cmn_idol_def_N
1370003,37,1,1,112631,100,179,0,1.3,1,01_uek_27_tamaki_loop
1370004,37,3,112631,01_uek_27_tamaki_loop,0,"",0,"","",""
1370005,37,91,0,"","","","","","",""
1370006,37,3,112631,01_uek_27_tamaki_loop,0,"",0,"","",""
1370007,37,91,0,"","","","","","",""
1370008,37,3,112631,01_uek_27_tamaki_loop,0,"",0,"","",""
1370009,37,91,0,"","","","","","",""
1370010,37,3,112631,01_uek_cmn_pose06,1,"",0,0.5,"",""
1370011,37,11,112631,"Ohhh! Hey, check it out,\nShimamu, Shiburin!\nLook at all the stars!",20,0,0,"","",""
1370012,37,91,0,"","","","","","",""
1370013,37,3,112531,01_uek_35_rei,0,01_uek_35_rei_loop,1,"","",""
1370014,37,11,112531,"I wonder if this is what\nthe world would look\nlike for a top idol...",20,0,0,"","",""
1370015,37,91,0,"","","","","","",""
1370016,37,3,112631,01_uek_cmn_idol_def_N,1,"",0,0.2,"",""
