still_id,story_group_id,story_id,still_group_id,vertical_still_flg,position_y,unit_id_1,unit_id_2,unit_id_3,unit_id_4,unit_id_5,unit_id_6,unit_id_7,unit_id_8,unit_id_9,unit_id_10,facial_id,album_ignore
105700201,1057,1057002,0,0,0,105711,0,0,0,0,0,0,0,0,0,1,0
105700701,1057,1057007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105700801,1057,1057008,0,1,-880,0,0,0,0,0,0,0,0,0,0,1,0
105800301,1058,1058003,0,0,0,105812,0,0,0,0,0,0,0,0,0,1,0
105800801,1058,1058008,0,0,0,105831,0,0,0,0,0,0,0,0,0,1,0
105801101,1058,1058011,1058011,0,0,105831,0,0,0,0,0,0,0,0,0,1,0
105801102,1058,1058011,1058011,0,0,105831,0,0,0,0,0,0,0,0,0,1,0
105900201,1059,1059002,0,0,0,105913,0,0,0,0,0,0,0,0,0,1,0
105900801,1059,1059008,0,0,0,105931,0,0,0,0,0,0,0,0,0,1,0
105901101,1059,1059011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106000701,1060,1060007,0,0,0,106012,0,0,0,0,0,0,0,0,0,1,0
106000801,1060,1060008,0,0,0,106031,0,0,0,0,0,0,0,0,0,1,0
106001101,1060,1060011,1060011,0,0,106031,0,0,0,0,0,0,0,0,0,1,0
106001102,1060,1060011,1060011,0,0,106031,0,0,0,0,0,0,0,0,0,1,0
106100201,1061,1061002,0,0,0,100011,106112,0,0,0,0,0,0,0,0,1,0
106100401,1061,1061004,0,0,0,106114,106211,0,0,0,0,0,0,0,0,1,0
106300401,1063,1063004,0,0,0,106331,0,0,0,0,0,0,0,0,0,1,0
106300801,1063,1063008,0,0,0,106331,0,0,0,0,0,0,0,0,0,1,0
107000101,1070,1070001,1070001,0,0,3611,107011,0,0,0,0,0,0,0,0,1,0
107000102,1070,1070001,1070001,0,0,3611,107011,0,0,0,0,0,0,0,0,1,0
107000401,1070,1070004,1070004,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107000402,1070,1070004,1070004,0,0,107031,0,0,0,0,0,0,0,0,0,1,0
107100201,1071,1071002,1071002,0,0,107111,0,0,0,0,0,0,0,0,0,1,0
107100202,1071,1071002,1071002,0,0,107111,0,0,0,0,0,0,0,0,0,1,0
107100401,1071,1071004,0,0,0,107131,0,0,0,0,0,0,0,0,0,1,0
107500301,1075,1075003,1075003,0,0,107511,0,0,0,0,0,0,0,0,0,1,0
107500302,1075,1075003,1075003,0,0,107511,0,0,0,0,0,0,0,0,0,1,0
107500401,1075,1075004,1075004,0,0,105831,0,0,0,0,0,0,0,0,0,1,0
107500402,1075,1075004,1075004,0,0,105831,0,0,0,0,0,0,0,0,0,1,0
107500403,1075,1075004,1075004,0,0,105831,0,0,0,0,0,0,0,0,0,1,0
107500404,1075,1075004,1075004,0,0,105831,0,0,0,0,0,0,0,0,0,1,0
107600301,1076,1076003,0,0,0,107611,0,0,0,0,0,0,0,0,0,1,0
107600401,1076,1076004,0,0,0,107631,0,0,0,0,0,0,0,0,0,1,0
107700301,1077,1077003,1077003,0,0,107711,0,0,0,0,0,0,0,0,0,1,0
107700302,1077,1077003,1077003,0,0,107711,0,0,0,0,0,0,0,0,0,1,0
107700401,1077,1077004,1077004,0,0,102531,0,0,0,0,0,0,0,0,0,1,0
107700402,1077,1077004,1077004,0,0,102531,0,0,0,0,0,0,0,0,0,1,0
107700403,1077,1077004,1077004,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107800301,1078,1078003,1078003,0,0,107811,0,0,0,0,0,0,0,0,0,1,0
107800302,1078,1078003,1078003,0,0,107811,0,0,0,0,0,0,0,0,0,1,0
107800401,1078,1078004,1078004,0,0,106031,0,0,0,0,0,0,0,0,0,1,0
107800402,1078,1078004,1078004,0,0,106031,0,0,0,0,0,0,0,0,0,1,0
107800403,1078,1078004,1078004,0,0,106031,0,0,0,0,0,0,0,0,0,1,0
107900301,1079,1079003,1079003,0,0,107911,100011,0,0,0,0,0,0,0,0,1,0
107900302,1079,1079003,1079003,0,0,107911,0,0,0,0,0,0,0,0,0,1,0
107900303,1079,1079003,1079003,0,0,107911,0,0,0,0,0,0,0,0,0,1,0
107900401,1079,1079004,0,1,-880,0,0,0,0,0,0,0,0,0,0,1,0
108000301,1080,1080003,1080003,0,0,108011,0,0,0,0,0,0,0,0,0,1,0
108000302,1080,1080003,1080003,0,0,108011,0,0,0,0,0,0,0,0,0,1,0
108000401,1080,1080004,1080004,0,0,108031,0,0,0,0,0,0,0,0,0,1,0
108000402,1080,1080004,1080004,0,0,108031,0,0,0,0,0,0,0,0,0,1,0
108100201,1081,1081002,0,0,0,108111,0,0,0,0,0,0,0,0,0,1,0
108100401,1081,1081004,0,1,-880,0,0,0,0,0,0,0,0,0,0,1,0
108200401,1082,1082004,0,0,0,100731,0,0,0,0,0,0,0,0,0,1,0
108300401,1083,1083004,0,0,0,105031,0,0,0,0,0,0,0,0,0,1,0
108400201,1084,1084002,0,0,0,108411,0,0,0,0,0,0,0,0,0,1,0
108400401,1084,1084004,0,0,0,104232,0,0,0,0,0,0,0,0,0,1,0
108500201,1085,1085002,0,0,0,102111,0,0,0,0,0,0,0,0,0,1,0
108500401,1085,1085004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108600201,1086,1086002,0,0,0,108611,0,0,0,0,0,0,0,0,0,1,0
108600401,1086,1086004,0,1,-880,0,0,0,0,0,0,0,0,0,0,1,0
108700201,1087,1087002,1087002,0,0,108711,0,0,0,0,0,0,0,0,0,1,0
108700202,1087,1087002,1087002,0,0,108711,0,0,0,0,0,0,0,0,0,1,0
108700401,1087,1087004,1087004,0,0,100132,0,0,0,0,0,0,0,0,0,1,0
108700402,1087,1087004,1087004,0,0,100132,0,0,0,0,0,0,0,0,0,1,0
108700403,1087,1087004,1087004,0,0,100132,0,0,0,0,0,0,0,0,0,1,0
108700404,1087,1087004,1087004,0,0,100132,0,0,0,0,0,0,0,0,0,1,0
108700405,1087,1087004,1087004,0,0,100132,0,0,0,0,0,0,0,0,0,1,0
108700406,1087,1087004,1087004,0,0,100132,0,0,0,0,0,0,0,0,0,1,0
108800201,1088,1088002,1088002,0,0,108811,0,0,0,0,0,0,0,0,0,1,0
108800202,1088,1088002,1088002,0,0,108811,0,0,0,0,0,0,0,0,0,1,0
108800203,1088,1088002,1088002,0,0,108811,0,0,0,0,0,0,0,0,0,1,0
108800401,1088,1088004,1088004,1,-880,100232,0,0,0,0,0,0,0,0,0,1,0
108800402,1088,1088004,1088004,1,-880,100232,0,0,0,0,0,0,0,0,0,1,0
108800403,1088,1088004,1088004,1,-880,100232,0,0,0,0,0,0,0,0,0,1,0
108900301,1089,1089003,0,0,0,108911,100011,1111,1211,0,0,0,0,0,0,1,0
108900401,1089,1089004,1089004,0,0,100332,0,0,0,0,0,0,0,0,0,1,0
108900402,1089,1089004,1089004,0,0,100332,0,0,0,0,0,0,0,0,0,1,0
108900403,1089,1089004,1089004,0,0,100332,0,0,0,0,0,0,0,0,0,1,0
108900404,1089,1089004,1089004,0,0,100332,0,0,0,0,0,0,0,0,0,1,0
109000201,1090,1090002,1090002,0,0,109011,0,0,0,0,0,0,0,0,0,1,0
109000202,1090,1090002,1090002,0,0,109011,0,0,0,0,0,0,0,0,0,1,0
109000401,1090,1090004,0,0,0,102731,0,0,0,0,0,0,0,0,0,1,0
109100101,1091,1091001,1091001,0,0,100011,104911,0,0,0,0,0,0,0,0,1,0
109100102,1091,1091001,1091001,0,0,100011,104911,0,0,0,0,0,0,0,0,1,0
109100401,1091,1091004,0,0,0,104931,0,0,0,0,0,0,0,0,0,1,0
109200201,1092,1092002,0,0,0,109211,0,0,0,0,0,0,0,0,0,1,0
109200401,1092,1092004,0,0,0,109211,109311,109411,0,0,0,0,0,0,0,1,0
109300201,1093,1093002,0,0,0,109311,0,0,0,0,0,0,0,0,0,1,0
109300401,1093,1093004,0,0,0,109211,109311,109411,0,0,0,0,0,0,0,1,0
109400301,1094,1094003,0,0,0,109411,0,0,0,0,0,0,0,0,0,1,0
109400401,1094,1094004,0,0,0,109211,109311,109411,0,0,0,0,0,0,0,1,0
109500101,1095,1095001,1095001,0,0,109511,0,0,0,0,0,0,0,0,0,1,0
109500102,1095,1095001,1095001,0,0,109511,0,0,0,0,0,0,0,0,0,1,0
109500301,1095,1095003,0,0,0,109511,0,0,0,0,0,0,0,0,0,1,0
109500401,1095,1095004,1095004,0,0,104532,0,0,0,0,0,0,0,0,0,1,0
109500402,1095,1095004,1095004,0,0,104532,0,0,0,0,0,0,0,0,0,1,0
109600201,1096,1096002,0,0,0,109611,0,0,0,0,0,0,0,0,0,1,0
109600401,1096,1096004,0,1,-880,0,0,0,0,0,0,0,0,0,0,1,0
109700101,1097,1097001,1097001,0,0,105913,109711,0,0,0,0,0,0,0,0,1,0
109700102,1097,1097001,1097001,0,0,105913,109711,0,0,0,0,0,0,0,0,1,0
109700401,1097,1097004,0,0,0,105811,109711,0,0,0,0,0,0,0,0,1,0
109800201,1098,1098002,0,0,0,211,415,109811,0,0,0,0,0,0,0,1,0
109800401,1098,1098004,0,0,0,105812,105913,106012,109711,109811,109911,0,0,0,0,1,0
109900301,1099,1099003,0,0,0,105912,109911,0,0,0,0,0,0,0,0,1,0
109900401,1099,1099004,0,0,0,102111,102311,102511,102811,105812,105913,106012,109911,2611,0,1,0
110000301,1100,1100003,0,0,0,110011,0,0,0,0,0,0,0,0,0,1,0
110000401,1100,1100004,1100004,0,0,110031,0,0,0,0,0,0,0,0,0,1,0
110000402,1100,1100004,1100004,0,0,110031,0,0,0,0,0,0,0,0,0,1,0
110100101,1101,1101001,0,0,0,110111,0,0,0,0,0,0,0,0,0,1,0
110100401,1101,1101004,0,1,-880,0,0,0,0,0,0,0,0,0,0,1,0
110300201,1103,1103002,1103002,0,0,110311,0,0,0,0,0,0,0,0,0,1,0
110300202,1103,1103002,1103002,0,0,110311,0,0,0,0,0,0,0,0,0,1,0
110300401,1103,1103004,0,0,0,110331,0,0,0,0,0,0,0,0,0,1,0
110400301,1104,1104003,0,0,0,110411,0,0,0,0,0,0,0,0,0,1,0
110400401,1104,1104004,1103004,0,0,104331,0,0,0,0,0,0,0,0,0,1,0
110400402,1104,1104004,1103004,0,0,104331,0,0,0,0,0,0,0,0,0,1,0
110500301,1105,1105003,1105003,0,0,110511,0,0,0,0,0,0,0,0,0,1,0
110500302,1105,1105003,1105003,0,0,110511,0,0,0,0,0,0,0,0,0,1,0
110500401,1105,1105004,1105004,0,0,101732,0,0,0,0,0,0,0,0,0,1,0
110500402,1105,1105004,1105004,0,0,101732,0,0,0,0,0,0,0,0,0,1,0
110600301,1106,1106003,0,0,0,110611,0,0,0,0,0,0,0,0,0,1,0
110600401,1106,1106004,1106004,0,0,101031,0,0,0,0,0,0,0,0,0,1,0
110600402,1106,1106004,1106004,0,0,101031,0,0,0,0,0,0,0,0,0,1,0
110700201,1107,1107002,0,0,0,110711,0,0,0,0,0,0,0,0,0,0,0
110700401,1107,1107004,1107004,0,0,104031,0,0,0,0,0,0,0,0,0,0,0
110700402,1107,1107004,1107004,0,0,104031,0,0,0,0,0,0,0,0,0,0,0
110800301,1108,1108003,0,0,0,110811,0,0,0,0,0,0,0,0,0,0,0
110800801,1108,1108008,0,0,0,3731,110832,0,0,0,0,0,0,0,0,0,0
111100301,1111,1111003,0,0,0,111111,0,0,0,0,0,0,0,0,0,0,0
111100401,1111,1111004,1111004,0,0,111131,0,0,0,0,0,0,0,0,0,0,0
111100402,1111,1111004,1111004,0,0,111131,0,0,0,0,0,0,0,0,0,0,0
111200101,1112,1112001,0,0,0,111211,1811,0,0,0,0,0,0,0,0,0,0
111200401,1112,1112004,0,0,0,100431,0,0,0,0,0,0,0,0,0,0,0
111300201,1113,1113002,0,0,0,111311,0,0,0,0,0,0,0,0,0,0,0
111300401,1113,1113004,0,0,0,102031,0,0,0,0,0,0,0,0,0,0,0
200000080,2000,2000080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200000201,2000,2000002,0,0,0,105913,0,0,0,0,0,0,0,0,0,1,0
200000202,2000,2000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200099901,2000,2000999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200100101,2001,2001001,0,0,0,102511,0,0,0,0,0,0,0,0,0,1,0
200100102,2001,2001001,0,0,0,102511,0,0,0,0,0,0,0,0,0,1,0
200100201,2001,2001002,0,0,0,102511,105911,106112,0,0,0,0,0,0,0,1,0
200100301,2001,2001003,0,0,0,104311,106211,0,0,0,0,0,0,0,0,1,0
200100302,2001,2001003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200100401,2001,2001004,0,0,0,101112,104911,0,0,0,0,0,0,0,0,1,0
200100402,2001,2001004,0,0,0,104311,0,0,0,0,0,0,0,0,0,1,0
200100501,2001,2001005,0,0,0,104311,0,0,0,0,0,0,0,0,0,1,0
200100502,2001,2001005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200200101,2002,2002001,0,0,0,101011,0,0,0,0,0,0,0,0,0,1,0
200200102,2002,2002001,0,0,0,101011,101711,0,0,0,0,0,0,0,0,1,0
200200201,2002,2002002,0,0,0,107111,0,0,0,0,0,0,0,0,0,1,0
200200301,2002,2002003,0,0,0,107111,0,0,0,0,0,0,0,0,0,1,0
200200401,2002,2002004,0,0,0,101711,104311,105911,107111,0,0,0,0,0,0,1,0
200200501,2002,2002005,0,0,0,107111,0,0,0,0,0,0,0,0,0,1,0
200300101,2003,2003001,0,0,0,102511,0,0,0,0,0,0,0,0,0,1,0
200300201,2003,2003002,0,0,0,102111,0,0,0,0,0,0,0,0,0,1,0
200300202,2003,2003002,0,0,0,102511,102811,105911,0,0,0,0,0,0,0,1,0
200300301,2003,2003003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200300401,2003,2003004,0,0,0,102111,102311,0,0,0,0,0,0,0,0,1,0
200300402,2003,2003004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200300403,2003,2003004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200300501,2003,2003005,0,0,0,100011,102511,105911,0,0,0,0,0,0,0,1,0
200400101,2004,2004001,0,0,0,101011,102811,0,0,0,0,0,0,0,0,1,0
200400201,2004,2004002,0,0,0,100011,102611,105811,0,0,0,0,0,0,0,1,0
200400301,2004,2004003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200400302,2004,2004003,0,0,0,102611,0,0,0,0,0,0,0,0,0,1,0
200400303,2004,2004003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200400401,2004,2004004,0,0,0,103311,0,0,0,0,0,0,0,0,0,1,0
200400501,2004,2004005,0,0,0,106011,0,0,0,0,0,0,0,0,0,1,0
200500301,2005,2005003,0,0,0,106112,107311,0,0,0,0,0,0,0,0,1,0
200500401,2005,2005004,0,0,0,106911,106012,0,0,0,0,0,0,0,0,1,0
200500402,2005,2005004,0,0,0,106911,0,0,0,0,0,0,0,0,0,1,0
200500403,2005,2005004,0,0,0,100011,106011,106911,0,0,0,0,0,0,0,1,0
200500601,2005,2005006,0,0,0,105811,0,0,0,0,0,0,0,0,0,1,0
200600201,2006,2006002,0,0,0,103211,0,0,0,0,0,0,0,0,0,1,0
200600202,2006,2006002,0,0,0,102511,0,0,0,0,0,0,0,0,0,1,0
200600401,2006,2006004,0,0,0,105812,0,0,0,0,0,0,0,0,0,1,0
200600402,2006,2006004,0,0,0,100011,102311,102511,105812,105913,0,0,0,0,0,1,0
200600601,2006,2006006,0,0,0,105811,0,0,0,0,0,0,0,0,0,1,0
200600901,2006,2006009,0,0,0,102811,104811,0,0,0,0,0,0,0,0,1,0
200601201,2006,2006012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200601202,2006,2006012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200601203,2006,2006012,2006012,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200601204,2006,2006012,2006012,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200601301,2006,2006013,0,0,0,106112,190711,0,0,0,0,0,0,0,0,1,0
200700101,2007,2007001,0,0,0,101211,0,0,0,0,0,0,0,0,0,1,0
200700401,2007,2007004,0,0,0,100611,102211,0,0,0,0,0,0,0,0,1,0
200700601,2007,2007006,0,0,0,100711,104412,0,0,0,0,0,0,0,0,1,0
200700801,2007,2007008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200701001,2007,2007010,0,0,0,104411,0,0,0,0,0,0,0,0,0,1,0
200701002,2007,2007010,0,0,0,100711,103111,104412,105911,0,0,0,0,0,0,1,0
200701101,2007,2007011,0,0,0,100011,100611,102211,105811,105911,0,0,0,0,0,1,0
200800201,2008,2008002,0,0,0,100011,101112,104911,0,0,0,0,0,0,0,1,0
200800301,2008,2008003,0,0,0,107111,190711,0,0,0,0,0,0,0,0,1,0
200800401,2008,2008004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200800901,2008,2008009,0,0,0,106112,0,0,0,0,0,0,0,0,0,1,0
