skill_id,name,skill_type,skill_area_width,skill_cast_time,action_1,action_2,action_3,action_4,action_5,action_6,action_7,depend_action_1,depend_action_2,depend_action_3,depend_action_4,depend_action_5,depend_action_6,depend_action_7,description,icon_type
1007511,"Floaty Wispy Ghosty!+",0,0,0.0,100751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical defense at start of battle.",3002
1008001,"Bow to My Beauty!",1,0,0.0,100800101,100800102,0,0,0,0,0,0,100800101,0,0,0,0,0,"Deals small magical damage to all enemies in the front and lowers their physical defense by a small amount.",1002
1008002,"My Beauty Is Blinding ♪",1,0,1.93,100800201,100800202,0,0,0,0,0,0,100800201,0,0,0,0,0,"Deals moderate magical damage to the 2nd closest enemy and inflicts Blind.",2010
1008003,"The Cutest Supporter ♪",1,0,1.6,100800301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers the TP of the party member with the highest TP by a medium amount.",2006
1008012,"My Beauty Is Blinding ♪+",1,0,1.93,100801201,100801202,100801203,0,0,0,0,0,100801201,100801201,0,0,0,0,"Deals moderate magical damage to the 2nd closest enemy and inflicts Blind and Charm.",2010
1008501,"The Cutest Hard Worker",0,0,0.0,100850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack at start of battle.",3003
1008511,"The Cutest Hard Worker+",0,0,0.0,100851101,100851102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack and small boost to physical defense at start of battle.",3003
1009001,"Demonic Salvation: Apocalypse Dawn",1,0,0.0,100900101,100900102,100900103,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate magical damage to all enemies. Lowers own physical and magical defense by a massive amount after use.",1002
1009002,"Demonic Salvation: Infinity",1,0,1.58,100900201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate magical damage to an enemy directly in front.",2002
1009003,"Void Accession",1,2160,1.25,100900301,100900302,100900303,100900304,0,0,0,0,0,0,0,0,0,0,"[Self Destruct] Activates when HP falls to 10% or below. Deals large magical damage to all enemies in range but knocks herself out.",2017
1009012,"Demonic Salvation: Infinity+",1,0,1.58,100901201,100901202,0,0,0,0,0,0,100901201,0,0,0,0,0,"Deals moderate magical damage to an enemy directly in front and lowers its magical defense by a small amount.",2002
1009501,"Hellfire of the Dark Conqueror",0,0,0.0,100950101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack at start of battle.",3003
1009511,"Hellfire of the Dark Conqueror+",0,0,0.0,100951101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical attack at start of battle.",3003
1010001,"Fairy-tale Garden",1,0,0.0,101000101,101000102,101000103,0,0,0,0,0,0,0,0,0,0,0,"Small boost to magical attack and physical defense of all allies and recovers their TP by a small amount.",1003
1010002,"Maho-Maho Healing",1,0,1.53,101000201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers the HP of the party member with the lowest HP by a moderate amount.",2005
1010003,"Maho-Maho Darkness",1,0,2.13,101000301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Inflicts Blind to an enemy in the 2nd position.",2010
1010012,"Maho-Maho Healing+",1,0,1.53,101001201,101001202,101001203,0,0,0,0,0,101001201,0,0,0,0,0,"Recovers the HP of the party member with the lowest HP by a large amount, and grants them HP regen and moderate boost to physical defense.",2005
1010501,"Fanciful Furor",0,0,0.0,101050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical defense at start of battle.",3002
1010511,"Fanciful Furor+",0,0,0.0,101051101,101051102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical defense and small boost to magical attack at start of battle.",3002
1011001,"Arrow Rain",0,0,0.0,101100101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to all enemies in range.",1001
1011002,Concentration,0,0,1.07,101100202,101100201,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack and physical critical rate.",2003
1011003,"Crushing Shot",0,0,1.5,101100301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front.",2001
1011011,"Solar Rain",0,0,0.0,101101101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals large physical damage to all enemies in range. When this skill is a critical hit, its damage is multiplied by 3.5 instead of 2.",1001
1011012,Concentration+,0,0,1.07,101101202,101101201,101101203,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack and action speed, and moderate boost to own physical critical rate.",2003
1011501,Penetration,0,0,0.0,101150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1011511,Penetration+,0,0,0.0,101151101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1012001,"Shooting☆Star",1,0,0.0,101200101,101200102,0,0,0,0,0,0,0,0,0,0,0,0,"Deals small magical damage to all enemies that use physical attacks. Deals moderate magical damage to all enemies.",1002
1012002,"Psychic☆Blast",1,0,1.4,101200201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate magical damage to the enemy with the highest physical attack.",2002
1012003,"Star☆Light",1,0,1.4,101200301,101200302,0,0,0,0,0,0,101200301,0,0,0,0,0,"Deals small magical damage to the enemy with the highest physical attack and inflicts Stun.",2002
1012012,"Psychic☆Blast+",1,0,1.4,101201201,101201202,0,0,0,0,0,0,101201201,0,0,0,0,0,"Deals moderate magical damage to the enemy with the highest physical attack and lowers its magical defense by a small amount.",2002
1012501,"Happy☆Energy",0,0,0.0,101250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack at start of battle.",3003
1012511,"Happy☆Energy+",0,0,0.0,101251101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical attack at start of battle.",3003
1013001,"Nanaka Infinite Blast",1,0,0.0,101300101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals massive magical damage to the enemy with the highest remaining HP.",1002
1013002,"Stardust Magic",1,0,1.4,101300201,101300202,0,0,0,0,0,0,101300201,0,0,0,0,0,"Lowers magical defense of all enemies in range by a small amount.",2004
1013003,"Energy Impact",1,0,1.4,101300301,101300302,0,0,0,0,0,0,101300301,0,0,0,0,0,"Deals moderate magical damage to the enemy with the highest remaining HP and inflicts Stun.",2002
1013012,"Stardust Magic+",1,0,1.4,101301201,101301202,0,0,0,0,0,0,101301201,0,0,0,0,0,"Lowers magical defense of all enemies in range by a moderate amount.",2004
1013501,"Awakening Mode",0,0,0.0,101350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack at start of battle.",3003
1013511,"Awakening Mode+",0,0,0.0,101351101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical attack at start of battle.",3003
1014001,"Criminal Prison",1,0,0.0,101400101,101400102,101400103,101400104,101400105,0,0,0,101400101,101400101,0,101400104,0,0,"Massively lowers magical defense of all enemies in a radius around the third enemy from the front, deploys a field that lowers TP Boost by a small amount, and reduces their action speed by a small amount.",1015
1014002,"Binding Route",1,0,1.4,101400201,101400202,0,0,0,0,0,0,101400201,0,0,0,0,0,"Deals small magical damage to all enemies in range and inflicts Bind.",2007
1014003,"Misdirection Bullet",1,0,1.4,101400301,101400302,0,0,0,0,0,0,101400301,0,0,0,0,0,"Deals small magical damage to an enemy directly in front and inflicts Confusion.",2024
1014012,"Binding Route+",1,0,1.4,101401201,101401202,101401203,0,0,0,0,0,0,101401201,0,0,0,0,"Deals small magical damage to all enemies in range and inflicts Bind. Bind length increases based on the number of enemies in range.",2007
1014501,"Detective Mind",0,0,0.0,101450101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical defense at start of battle.",3004
1014511,"Detective Mind+",0,0,0.0,101451101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical defense at start of battle.",3004
1015001,"Sister's Blessing",1,0,0.0,101500101,101500102,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers HP of all allies by a moderate amount. Small boost to their magical defense.",1005
1015002,"Divine Force",1,0,1.17,101500201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small boost to magical attack of all nearby allies.",2003
1015003,"Caring Cure",1,0,1.6,101500301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grants HP regen to the foremost ally.",2005
1015012,"Divine Force+",1,0,1.17,101501201,101501202,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to magical attack and moderate boost to magical critical rate of all nearby allies.",2003
1015501,"Angelic Majesty",0,0,0.0,101550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack at start of battle.",3003
1015511,"Angelic Majesty+",0,0,0.0,101551101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical attack at start of battle.",3003
1016001,"Heart Breaker",1,0,0.0,101600101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals massive physical damage to an enemy directly in front. This always results in a critical hit.",1001
1016002,"Meany Missile",0,0,0.71,101600201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front. This always results in a critical hit.",2001
1016003,"Charming Aura ♪",1,0,1.4,101600301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack.",2003
1016012,"Meany Missile+",0,0,0.71,101601201,101601202,101601203,0,0,0,0,0,0,0,0,0,0,0,"Deals large physical damage to an enemy directly in front, hitting three times, and tripling instead of doubling the damage if critical. This skill's first hit is always critical.",2001
1016501,"Super Cute Sensation",0,0,0.0,101650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1016511,"Super Cute Sensation+",0,0,0.0,101651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1017001,"Ryukyu-Ken Knuckle Cannon",0,0,0.0,101700101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals massive physical damage to an enemy directly in front.",1001
1017002,"Midline Thrust",0,0,1.0,101700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front.",2001
1017003,"Mental Focus",0,0,1.0,101700301,0,0,0,0,0,0,0,0,0,0,0,0,0,"After activation, boosts damage dealt with each attack. Stacks up to 5 times.",2003
1017012,"Midline Thrust+",0,0,1.0,101701201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals large physical damage to an enemy directly in front.",2001
1017501,"Ryukyu-Ken Martial Breathing",0,0,0.0,101750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1017511,"Ryukyu-Ken Martial Breathing+",0,0,0.0,101751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1018001,"Lovely Heart Storm",1,0,0.0,101800101,101800102,0,0,0,0,0,0,101800101,0,0,0,0,0,"Deals small magical damage and inflicts Charm to all enemies.",1009
1018002,"Tail Whip",1,0,1.66,101800201,101800202,0,0,0,0,0,0,101800201,0,0,0,0,0,"Deals small magical damage to all enemies in range.",2002
1018003,"Soul Drain",1,0,1.33,101800301,101800302,0,0,0,0,0,0,0,0,0,0,0,0,"Reduces the TP of one random enemy by a small amount while also recovering own TP by a small amount.",2006
1018011,"Lovely Heart Cyclone",1,0,0.0,101801101,101801102,101801103,101801104,0,0,0,0,101801101,101801101,101801101,0,0,0,"Deals moderate magical damage to all enemies, reduces their TP by a small amount, lowers their TP Boost by a small amount, and inflicts Charm.",1009
1018012,"Tail Whip+",1,0,1.66,101801201,101801202,101801203,101801204,101801205,101801206,101801207,0,101801201,101801202,101801203,101801202,101801205,101801205,"Deals moderate magical damage to all enemies in range. If they are suffering from Charm, reduces their TP by a large amount, and if they are not, lowers their physical and magical attack by a moderate amount.",2002
1018501,"Sweet, Loving Heart",0,0,0.0,101850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack at start of battle.",3003
1018511,"Sweet, Loving Heart+",0,0,0.0,101851101,101851102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack and small boost to magical defense at start of battle.",3003
1020001,"Bunny Blade",1,0,0.0,102000101,102000102,102000103,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front and large physical damage to the 2nd closest enemy.",1001
1020002,"Hippety Hackety",1,0,0.85,102000201,102000202,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front.",2001
1020003,"Bunny Boost",0,0,0.42,102000301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small boost to physical attack of all allies.",2003
1020012,"Hippety Hackety+",1,0,0.85,102001201,102001202,102001203,0,0,0,0,0,0,102001202,0,0,0,0,"Deals large physical damage to all enemies in range.",2001
1020501,"Bunny Power",0,0,0.0,102050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1020511,"Bunny Power+",0,0,0.0,102051101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1021001,"Fearful Bell Bash",0,0,0.0,102100101,102100102,0,0,0,0,0,0,102100101,0,0,0,0,0,"Deals large physical damage to an enemy directly in front and inflicts Stun for a long period.",1018
1021002,"Bravery Bell",0,0,1.375,102100201,102100202,0,0,0,0,0,0,102100201,0,0,0,0,0,"Small boost to physical and magical defense of all nearby allies.",2003
1021003,"Bell Ringer",1,0,1.375,102100301,102100302,0,0,0,0,0,0,102100301,0,0,0,0,0,"Deals small physical damage to an enemy directly in front and inflicts Stun.",2018
1021012,"Bravery Bell+",0,0,1.375,102101201,102101202,102101203,0,0,0,0,0,102101201,102101201,0,0,0,0,"Moderate boost to physical and magical defense of all allies, and recovers their TP by a small amount.",2003
1021501,"Brilliant Resolve",0,0,0.0,102150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own max HP at start of battle.",3005
1021511,"Brilliant Resolve+",0,0,0.0,102151101,102151102,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own max HP and small boost to magical defense at start of battle.",3005
1022001,"Lightning Javelin",0,0,0.0,102200101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate magical damage to all enemies in range.",1002
1022002,Overcharge,0,0,1.25,102200201,102200202,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical attack at the cost of HP.",2003
1022003,"Shadow Blast",1,0,0.98,102200301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals small magical damage to all enemies in range.",2002
1022012,Overcharge+,0,0,1.25,102201201,102201202,102201203,0,0,0,0,0,0,0,0,0,0,0,"Massive boost to own magical attack at the cost of HP. Recovers own TP by a moderate amount.",2003
1022501,"Lightning Surge",0,0,0.0,102250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack at start of battle.",3003
1022511,"Lightning Surge+",0,0,0.0,102251101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical attack at start of battle.",3003
1023001,"Pukichi Fullswing",0,0,0.0,102300101,102300102,102300103,102300104,0,0,0,0,0,0,0,0,0,0,"Deals large physical damage to an enemy directly in front, inflicts Stun, and knocks it back a large distance.",1001
1023002,"Pukichi Pummel",0,0,1.125,102300201,102300202,0,0,0,0,0,0,102300201,0,0,0,0,0,"Deals small physical damage and inflicts Stun to all enemies in range.",2018
1023003,"Pukichi Hurricane",0,0,0.855,102300301,102300302,0,0,0,0,0,0,102300301,0,0,0,0,0,"Deals small physical damage to all enemies in range and lowers their physical defense by a small amount.",2001
1023012,"Pukichi Pummel+",0,0,1.125,102301201,102301202,102301203,102301204,0,0,0,0,102301201,0,102301203,0,0,0,"Deals moderate physical damage and inflicts Stun to all enemies in range. Additionally deals large physical damage to an enemy directly in front and reduces their action speed by a small amount.",2018
1023501,"Pretty Pulverizer",0,0,0.0,102350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1023511,"Pretty Pulverizer+",0,0,0.0,102351101,102351102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack and small boost to magical defense at start of battle.",3001
1025001,Whirlwind,1,0,0.0,102500101,102500102,102500103,102500104,0,0,0,0,0,0,0,0,0,0,"Deals moderate magical damage to all enemies in range and lowers their physical defense by a small to moderate amount.",1002
1025002,"Wind Blast",1,0,1.6,102500201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals small magical damage to all enemies in range.",2002
1025003,"Maid's Comfort",1,0,1.46,102500301,102500302,0,0,0,0,0,0,102500301,0,0,0,0,0,"Recovers HP and boosts physical attack of all nearby allies by a small amount.",2005
1025012,"Wind Blast+",1,0,1.6,102501201,102501202,102501203,0,0,0,0,0,102501201,102501201,0,0,0,0,"Deals moderate magical damage to all enemies in range and lowers their physical and magical defense by a small amount.",2002
1025501,"Maid's Dedication",0,0,0.0,102550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack at start of battle.",3003
1025511,"Maid's Dedication+",0,0,0.0,102551101,102551102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack and small boost to magical defense at start of battle.",3003
1026001,"Homemade Sweet Bun Boost",1,0,0.0,102600101,102600102,102600103,0,0,0,0,0,0,0,0,0,0,0,"Recovers HP of all allies by a small amount. Moderate boost to their physical attack and magical defense.",1003
1026002,"Patience Is a Virtue",1,0,0.59,102600201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to magical defense of all nearby allies.",2003
1026003,"Acorn Barrage",1,0,0.92,102600301,102600302,0,0,0,0,0,0,102600301,0,0,0,0,0,"Deals small physical damage to an enemy directly in front and inflicts Stun.",2018
1026012,"Patience Is a Virtue+",1,0,0.59,102601201,102601202,102601203,0,0,0,0,0,0,0,0,0,0,0,"Large boost to magical defense of all nearby allies, large boost to their physical attack, and moderate boost to their physical critical rate.",2003
1026501,"Amped on Acorns",0,0,0.0,102650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical defense at start of battle.",3004
1026511,"Amped on Acorns+",0,0,0.0,102651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical defense at start of battle.",3004
1027001,"Deadly Discipline",0,0,0.0,102700101,102700102,102700103,0,0,0,0,0,0,0,0,0,0,0,"Deals massive physical damage to an enemy directly in front. Boost to own physical attack if the enemy is defeated by this skill.",1001
1027002,Obsession,0,0,1.125,102700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small boost to own physical attack.",2003
1027003,"Poison Mist",0,0,1.125,102700301,102700302,0,0,0,0,0,0,102700301,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front and inflicts Poison.",2022
1027012,Obsession+,0,0,1.125,102701201,102701202,102701203,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack. Additional massive boost to own physical attack and physical critical rate for a brief period.",2003
1027501,"Unrelenting Obsession",0,0,0.0,102750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1027511,"Unrelenting Obsession+",0,0,0.0,102751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1028001,"Phoenix Sword",1,0,0.0,102800101,102800102,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to all enemies in range. The lower Saren's HP, the greater the damage dealt.",1001
1028002,"Fiery Slash",1,0,1.45,102800201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals small physical damage to all enemies in range.",2001
1028003,"Elegant Ovation",0,0,1.25,102800301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers the TP of the closest party member by a moderate amount.",2006
1028012,"Fiery Slash+",1,0,1.45,102801201,102801202,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to all enemies in range. The lower Saren's HP, the greater the damage dealt.",2001
1028501,"Aristocratic Spirit",0,0,0.0,102850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1028511,"Aristocratic Spirit+",0,0,0.0,102851101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1029001,"Live on Stage",0,0,0.0,102900101,102900102,102900103,102900104,0,0,0,0,0,0,0,0,0,0,"[Taunt] Taunts all enemies. Large boost to own physical and magical defense. Small boost to physical attack of all allies.",1003
1029002,"Glamorous Slice",1,0,1.25,102900201,102900202,0,0,0,0,0,0,102900201,0,0,0,0,0,"Deals small physical damage and inflicts Stun to all enemies in range.",2018
