equipment_id,crafted_cost,condition_equipment_id_1,consume_num_1,condition_equipment_id_2,consume_num_2,condition_equipment_id_3,consume_num_3,condition_equipment_id_4,consume_num_4,condition_equipment_id_5,consume_num_5,condition_equipment_id_6,consume_num_6,condition_equipment_id_7,consume_num_7,condition_equipment_id_8,consume_num_8,condition_equipment_id_9,consume_num_9,condition_equipment_id_10,consume_num_10
104104,35000,114104,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104131,20000,124131,20,103611,1,103132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104132,25000,114132,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104133,30000,114133,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104134,35000,114134,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104161,20000,124161,20,103162,1,103551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104162,25000,114162,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104163,30000,124163,20,104161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104164,35000,114164,30,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104191,20000,114191,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104192,25000,124192,20,103553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104193,30000,114193,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104194,35000,114194,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104221,20000,114221,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104222,25000,114222,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104223,30000,114223,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104224,35000,124224,20,104221,1,104611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104251,20000,124251,20,103222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104252,25000,114252,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104253,30000,124253,20,104251,1,103614,1,103553,1,0,0,0,0,0,0,0,0,0,0,0,0
104254,35000,114254,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104281,20000,114281,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104282,25000,124282,20,103282,1,103401,1,103552,1,0,0,0,0,0,0,0,0,0,0,0,0
104283,30000,124283,20,104281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104284,35000,124284,20,104281,1,104551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104311,20000,124311,20,103583,1,103311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104312,25000,124312,20,103283,1,103162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104313,30000,124313,20,104282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104314,35000,124314,20,104312,1,104161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104341,20000,114341,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104342,25000,124342,20,103072,1,103551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104343,30000,124343,20,104341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104344,35000,124344,20,104342,1,104191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104371,20000,114371,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104372,25000,124372,20,103614,1,103612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104373,35000,124373,20,104372,1,104251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104401,20000,124401,20,103583,1,103613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104402,30000,124402,20,104401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104431,20000,124431,20,103431,1,103551,1,103581,1,0,0,0,0,0,0,0,0,0,0,0,0
104432,25000,124432,20,103582,1,103013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104433,35000,124433,20,104432,1,103614,1,103583,1,0,0,0,0,0,0,0,0,0,0,0,0
104461,20000,114461,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104462,30000,124462,20,104461,1,103222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104463,35000,124463,20,104461,1,104581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104491,20000,124491,20,103583,1,102493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104521,20000,124521,20,103614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104522,25000,124522,20,103583,1,103522,1,103371,1,0,0,0,0,0,0,0,0,0,0,0,0
104523,30000,124523,20,104521,1,103614,1,103612,1,0,0,0,0,0,0,0,0,0,0,0,0
104551,25000,114551,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104552,30000,114552,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104553,35000,114553,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104554,35000,114554,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104581,25000,114581,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104582,30000,114582,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104583,35000,114583,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104611,25000,114611,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104612,30000,114612,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104613,35000,114613,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105011,40000,115011,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105012,45000,125012,25,104012,1,104011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105013,50000,125013,20,104431,1,103013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105014,55000,125014,20,104194,1,104013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105041,40000,115041,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105042,45000,115042,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105043,50000,125043,20,104191,1,104042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105044,55000,125044,20,104553,1,104043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105071,40000,115071,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105072,45000,125072,25,104071,1,104551,1,103553,1,0,0,0,0,0,0,0,0,0,0,0,0
105073,50000,115073,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105074,55000,125074,20,104104,1,104073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105101,40000,125101,25,104102,1,104582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105102,45000,115102,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105103,50000,125103,20,103101,1,104013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105104,55000,115104,30,104101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105131,40000,125131,25,104133,1,103131,1,103552,1,0,0,0,0,0,0,0,0,0,0,0,0
105132,45000,115132,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105133,50000,115133,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105134,55000,125134,20,104134,1,104133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105161,40000,115161,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105162,45000,125162,25,104162,1,103552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105163,50000,115163,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105164,55000,125164,20,104164,1,104313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105191,40000,125191,25,104191,1,104462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105192,45000,115192,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105193,50000,125193,20,104192,1,103614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105194,55000,115194,30,104192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105221,40000,115221,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105222,45000,115222,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105223,50000,125223,20,104222,1,104131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105224,55000,125224,20,104314,1,104223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105251,40000,115251,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105252,45000,125252,25,104252,1,103252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105253,50000,125253,20,104252,1,104611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105254,55000,115254,30,104251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105281,40000,125281,25,104283,1,103072,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105282,45000,125282,25,104282,1,103013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105283,50000,125283,20,104134,1,103282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105311,40000,125311,25,104313,1,104431,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105312,45000,125312,25,104311,1,103192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105313,50000,125313,20,104313,1,104491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105341,40000,125341,25,104343,1,104491,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105342,45000,125342,25,104611,1,103343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105343,50000,125343,20,104044,1,103342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371,40000,125371,25,104552,1,104372,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105372,45000,125372,25,104342,1,103222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105373,50000,125373,20,104613,1,104371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105401,40000,125401,25,104402,1,103401,1,103343,1,0,0,0,0,0,0,0,0,0,0,0,0
105431,45000,125431,25,104432,1,103132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105462,50000,125462,20,104463,1,103371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105491,50000,125491,20,104072,1,103522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105521,40000,125521,25,104523,1,103222,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105522,45000,125522,25,104522,1,103583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105551,40000,115551,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105552,45000,115552,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105553,45000,115553,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105554,45000,115554,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105581,40000,115581,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105582,45000,115582,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105583,45000,115583,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105584,45000,115584,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105611,40000,115611,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105612,45000,115612,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105613,45000,115613,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105614,45000,115614,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,0,140001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
