id,clan_battle_id,period,lap_num_from,lap_num_to,ranking_bonus_group,reward_type_1,reward_id_1,reward_num_1,reward_type_2,reward_id_2,reward_num_2,reward_type_3,reward_id_3,reward_num_3,reward_type_4,reward_id_4,reward_num_4,reward_type_5,reward_id_5,reward_num_5
70,1008,1,1,1,0,8,91002,500,2,90006,500,2,31042,5,0,0,0,0,0,0
71,1008,1,2,2,0,8,91002,1000,2,90006,1000,2,31042,8,0,0,0,0,0,0
72,1008,1,3,3,0,8,91002,1500,2,90006,1500,2,31042,10,0,0,0,0,0,0
73,1008,1,4,4,0,8,91002,2000,2,90006,2000,2,31042,12,0,0,0,0,0,0
74,1008,1,5,5,0,8,91002,2500,2,90006,2500,2,31042,14,0,0,0,0,0,0
75,1008,1,6,6,0,8,91002,3000,2,90006,3000,2,31042,16,0,0,0,0,0,0
76,1008,1,7,7,0,8,91002,3500,2,90006,3500,2,31042,18,0,0,0,0,0,0
77,1008,1,8,8,0,8,91002,4000,2,90006,4000,2,31042,20,0,0,0,0,0,0
78,1008,1,9,9,0,8,91002,4500,2,90006,4500,2,31042,25,0,0,0,0,0,0
79,1008,1,10,-1,0,8,91002,5000,2,90006,5000,2,31042,30,0,0,0,0,0,0
80,1009,1,1,1,0,8,91002,500,2,90006,500,2,31018,5,0,0,0,0,0,0
81,1009,1,2,2,0,8,91002,1000,2,90006,1000,2,31018,8,0,0,0,0,0,0
82,1009,1,3,3,0,8,91002,1500,2,90006,1500,2,31018,10,0,0,0,0,0,0
83,1009,1,4,4,0,8,91002,2000,2,90006,2000,2,31018,12,0,0,0,0,0,0
84,1009,1,5,5,0,8,91002,2500,2,90006,2500,2,31018,14,0,0,0,0,0,0
85,1009,1,6,6,0,8,91002,3000,2,90006,3000,2,31018,16,0,0,0,0,0,0
86,1009,1,7,7,0,8,91002,3500,2,90006,3500,2,31018,18,0,0,0,0,0,0
87,1009,1,8,8,0,8,91002,4000,2,90006,4000,2,31018,20,0,0,0,0,0,0
88,1009,1,9,9,0,8,91002,4500,2,90006,4500,2,31018,25,0,0,0,0,0,0
89,1009,1,10,-1,0,8,91002,5000,2,90006,5000,2,31018,30,0,0,0,0,0,0
90,1010,1,1,1,0,8,91002,500,2,90006,500,2,31025,5,0,0,0,0,0,0
91,1010,1,2,2,0,8,91002,1000,2,90006,1000,2,31025,8,0,0,0,0,0,0
92,1010,1,3,3,0,8,91002,1500,2,90006,1500,2,31025,10,0,0,0,0,0,0
93,1010,1,4,4,0,8,91002,2000,2,90006,2000,2,31025,12,0,0,0,0,0,0
94,1010,1,5,5,0,8,91002,2500,2,90006,2500,2,31025,14,0,0,0,0,0,0
95,1010,1,6,6,0,8,91002,3000,2,90006,3000,2,31025,16,0,0,0,0,0,0
96,1010,1,7,7,0,8,91002,3500,2,90006,3500,2,31025,18,0,0,0,0,0,0
97,1010,1,8,8,0,8,91002,4000,2,90006,4000,2,31025,20,0,0,0,0,0,0
98,1010,1,9,9,0,8,91002,4500,2,90006,4500,2,31025,25,0,0,0,0,0,0
99,1010,1,10,-1,0,8,91002,5000,2,90006,5000,2,31025,30,0,0,0,0,0,0
100,1011,1,1,1,0,8,91002,500,2,90006,500,2,31043,5,0,0,0,0,0,0
101,1011,1,2,2,0,8,91002,1000,2,90006,1000,2,31043,8,0,0,0,0,0,0
102,1011,1,3,3,0,8,91002,1500,2,90006,1500,2,31043,10,0,0,0,0,0,0
103,1011,1,4,4,0,8,91002,2000,2,90006,2000,2,31043,12,0,0,0,0,0,0
104,1011,1,5,5,0,8,91002,2500,2,90006,2500,2,31043,14,0,0,0,0,0,0
105,1011,1,6,6,0,8,91002,3000,2,90006,3000,2,31043,16,0,0,0,0,0,0
106,1011,1,7,7,0,8,91002,3500,2,90006,3500,2,31043,18,0,0,0,0,0,0
107,1011,1,8,8,0,8,91002,4000,2,90006,4000,2,31043,20,0,0,0,0,0,0
108,1011,1,9,9,0,8,91002,4500,2,90006,4500,2,31043,25,0,0,0,0,0,0
109,1011,1,10,-1,0,8,91002,5000,2,90006,5000,2,31043,30,0,0,0,0,0,0
110,1012,1,1,1,0,8,91002,500,2,90006,500,2,31022,5,0,0,0,0,0,0
111,1012,1,2,2,0,8,91002,1000,2,90006,1000,2,31022,8,0,0,0,0,0,0
112,1012,1,3,3,0,8,91002,1500,2,90006,1500,2,31022,10,0,0,0,0,0,0
113,1012,1,4,4,0,8,91002,2000,2,90006,2000,2,31022,12,0,0,0,0,0,0
114,1012,1,5,5,0,8,91002,2500,2,90006,2500,2,31022,14,0,0,0,0,0,0
115,1012,1,6,6,0,8,91002,3000,2,90006,3000,2,31022,16,0,0,0,0,0,0
116,1012,1,7,7,0,8,91002,3500,2,90006,3500,2,31022,18,0,0,0,0,0,0
117,1012,1,8,8,0,8,91002,4000,2,90006,4000,2,31022,20,0,0,0,0,0,0
118,1012,1,9,9,0,8,91002,4500,2,90006,4500,2,31022,25,0,0,0,0,0,0
119,1012,1,10,-1,0,8,91002,5000,2,90006,5000,2,31022,30,0,0,0,0,0,0
120,1013,1,1,1,0,8,91002,500,2,90006,500,2,31042,5,0,0,0,0,0,0
121,1013,1,2,2,0,8,91002,1000,2,90006,1000,2,31042,8,0,0,0,0,0,0
122,1013,1,3,3,0,8,91002,1500,2,90006,1500,2,31042,10,0,0,0,0,0,0
123,1013,1,4,4,0,8,91002,2000,2,90006,2000,2,31042,12,0,0,0,0,0,0
124,1013,1,5,5,0,8,91002,2500,2,90006,2500,2,31042,14,0,0,0,0,0,0
125,1013,1,6,6,0,8,91002,3000,2,90006,3000,2,31042,16,0,0,0,0,0,0
126,1013,1,7,7,0,8,91002,3500,2,90006,3500,2,31042,18,0,0,0,0,0,0
127,1013,1,8,8,0,8,91002,4000,2,90006,4000,2,31042,20,0,0,0,0,0,0
128,1013,1,9,9,0,8,91002,4500,2,90006,4500,2,31042,25,0,0,0,0,0,0
129,1013,1,10,-1,0,8,91002,5000,2,90006,5000,2,31042,30,0,0,0,0,0,0
130,1014,1,1,1,0,8,91002,500,2,90006,500,2,31018,5,0,0,0,0,0,0
131,1014,1,2,2,0,8,91002,1000,2,90006,1000,2,31018,8,0,0,0,0,0,0
132,1014,1,3,3,0,8,91002,1500,2,90006,1500,2,31018,10,0,0,0,0,0,0
133,1014,1,4,4,0,8,91002,2000,2,90006,2000,2,31018,12,0,0,0,0,0,0
134,1014,1,5,5,0,8,91002,2500,2,90006,2500,2,31018,14,0,0,0,0,0,0
135,1014,1,6,6,0,8,91002,3000,2,90006,3000,2,31018,16,0,0,0,0,0,0
136,1014,1,7,7,0,8,91002,3500,2,90006,3500,2,31018,18,0,0,0,0,0,0
137,1014,1,8,8,0,8,91002,4000,2,90006,4000,2,31018,20,0,0,0,0,0,0
138,1014,1,9,9,0,8,91002,4500,2,90006,4500,2,31018,25,0,0,0,0,0,0
139,1014,1,10,-1,0,8,91002,5000,2,90006,5000,2,31018,30,0,0,0,0,0,0
140,1015,1,1,1,0,8,91002,500,2,90006,500,2,31042,5,0,0,0,0,0,0
141,1015,1,2,2,0,8,91002,1000,2,90006,1000,2,31042,8,0,0,0,0,0,0
142,1015,1,3,3,0,8,91002,1500,2,90006,1500,2,31042,10,0,0,0,0,0,0
143,1015,1,4,4,0,8,91002,2000,2,90006,2000,2,31042,12,0,0,0,0,0,0
144,1015,1,5,5,0,8,91002,2500,2,90006,2500,2,31042,14,0,0,0,0,0,0
145,1015,1,6,6,0,8,91002,3000,2,90006,3000,2,31042,16,0,0,0,0,0,0
146,1015,1,7,7,0,8,91002,3500,2,90006,3500,2,31042,18,0,0,0,0,0,0
147,1015,1,8,8,0,8,91002,4000,2,90006,4000,2,31042,20,0,0,0,0,0,0
148,1015,1,9,9,0,8,91002,4500,2,90006,4500,2,31042,25,0,0,0,0,0,0
149,1015,1,10,-1,0,8,91002,5000,2,90006,5000,2,31042,30,0,0,0,0,0,0
150,1016,1,1,1,0,8,91002,300,2,90006,300,2,31043,3,0,0,0,0,0,0
151,1016,1,2,2,0,8,91002,400,2,90006,400,2,31043,4,0,0,0,0,0,0
152,1016,1,3,3,0,8,91002,500,2,90006,500,2,31043,5,0,0,0,0,0,0
153,1016,1,4,4,0,8,91002,750,2,90006,750,2,31043,7,0,0,0,0,0,0
154,1016,1,5,5,0,8,91002,1000,2,90006,1000,2,31043,8,0,0,0,0,0,0
155,1016,1,6,6,0,8,91002,1500,2,90006,1500,2,31043,10,0,0,0,0,0,0
156,1016,1,7,-1,0,8,91002,2000,2,90006,2000,2,31043,12,0,0,0,0,0,0
157,1019,1,1,1,0,12,94002,10000,0,0,0,0,0,0,0,0,0,0,0,0
158,1019,1,2,2,0,12,94002,250000,2,22002,20,2,22003,4,0,0,0,0,0,0
159,1019,1,3,3,0,12,94002,500000,2,22002,40,2,22003,8,0,0,0,0,0,0
160,1019,1,4,4,0,12,94002,750000,2,22002,60,2,22003,12,0,0,0,0,0,0
161,1019,1,5,-1,0,12,94002,1000000,2,22002,80,2,22003,16,0,0,0,0,0,0
162,1020,1,1,1,0,12,94002,10000,0,0,0,0,0,0,0,0,0,0,0,0
163,1020,1,2,2,0,12,94002,250000,2,22002,20,2,22003,4,0,0,0,0,0,0
164,1020,1,3,3,0,12,94002,500000,2,22002,40,2,22003,8,0,0,0,0,0,0
165,1020,1,4,4,0,12,94002,750000,2,22002,60,2,22003,12,0,0,0,0,0,0
166,1020,1,5,-1,0,12,94002,1000000,2,22002,80,2,22003,16,0,0,0,0,0,0
167,1021,1,1,1,0,12,94002,10000,0,0,0,0,0,0,0,0,0,0,0,0
168,1021,1,2,2,0,12,94002,250000,2,22002,20,2,22003,4,0,0,0,0,0,0
169,1021,1,3,3,0,12,94002,500000,2,22002,40,2,22003,8,0,0,0,0,0,0
170,1021,1,4,4,0,12,94002,750000,2,22002,60,2,22003,12,0,0,0,0,0,0
171,1021,1,5,-1,0,12,94002,1000000,2,22002,80,2,22003,16,0,0,0,0,0,0
172,1022,1,1,1,0,12,94002,10000,0,0,0,0,0,0,0,0,0,0,0,0
173,1022,1,2,2,0,12,94002,250000,2,22002,20,2,22003,4,0,0,0,0,0,0
174,1022,1,3,3,0,12,94002,500000,2,22002,40,2,22003,8,0,0,0,0,0,0
175,1022,1,4,4,0,12,94002,750000,2,22002,60,2,22003,12,0,0,0,0,0,0
176,1022,1,5,-1,0,12,94002,1000000,2,22002,80,2,22003,16,0,0,0,0,0,0
177,1023,1,1,1,0,12,94002,10000,0,0,0,0,0,0,0,0,0,0,0,0
178,1023,1,2,2,0,12,94002,250000,2,22002,20,2,22003,4,0,0,0,0,0,0
179,1023,1,3,3,0,12,94002,500000,2,22002,40,2,22003,8,0,0,0,0,0,0
180,1023,1,4,4,0,12,94002,750000,2,22002,60,2,22003,12,0,0,0,0,0,0
181,1023,1,5,-1,0,12,94002,1000000,2,22002,80,2,22003,16,0,0,0,0,0,0
182,1024,1,1,1,0,12,94002,10000,0,0,0,0,0,0,0,0,0,0,0,0
183,1024,1,2,2,0,12,94002,250000,2,22002,20,2,22003,4,0,0,0,0,0,0
184,1024,1,3,3,0,12,94002,500000,2,22002,40,2,22003,8,0,0,0,0,0,0
185,1024,1,4,4,0,12,94002,750000,2,22002,60,2,22003,12,0,0,0,0,0,0
186,1024,1,5,-1,0,12,94002,1000000,2,22002,80,2,22003,16,0,0,0,0,0,0
