enemy_id,unit_id,name,level,rarity,promotion_level,hp,atk,magic_str,def,magic_def,physical_critical,magic_critical,wave_hp_recovery,wave_energy_recovery,dodge,physical_penetrate,magic_penetrate,life_steal,hp_recovery_rate,energy_recovery_rate,energy_reduce_rate,union_burst_level,main_skill_lv_1,main_skill_lv_2,main_skill_lv_3,main_skill_lv_4,main_skill_lv_5,main_skill_lv_6,main_skill_lv_7,main_skill_lv_8,main_skill_lv_9,main_skill_lv_10,ex_skill_lv_1,ex_skill_lv_2,ex_skill_lv_3,ex_skill_lv_4,ex_skill_lv_5,resist_status_id,accuracy,unique_equipment_flag_1
101010303,201100,Kobold,2,1,1,409,28,0,9,3,10,10,0,0,1,0,0,0,0,30,0,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010304,204000,Mini-Gryphon,2,1,1,620,53,0,10,3,10,10,0,0,1,0,0,0,0,30,0,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010401,200100,"Monkey King",2,1,1,346,28,0,9,3,10,10,0,0,1,0,0,0,0,30,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010402,200700,"Wood Soul",2,1,1,364,0,23,8,3,10,10,0,0,1,0,0,0,0,30,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010403,200900,Stamp,2,1,1,492,30,0,9,3,10,10,0,0,1,0,0,0,0,30,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010404,201200,Golem,2,1,1,444,24,0,150,40,10,10,0,0,1,0,0,0,0,30,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101010501,200600,Ratton,3,1,1,337,34,0,5,4,10,10,0,0,1,0,0,0,0,30,0,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010502,200700,"Wood Soul",3,1,1,371,0,26,5,5,10,10,0,0,1,0,0,0,0,30,0,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010503,203000,Gellatina,3,1,1,428,0,29,7,4,10,10,0,0,1,0,0,0,0,30,0,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010504,201100,Kobold,3,1,1,463,29,0,5,4,10,10,0,0,1,0,0,0,0,30,0,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010505,204000,Mini-Gryphon,3,1,1,624,40,0,6,4,10,10,0,0,1,0,0,0,0,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010601,200100,"Monkey King",3,1,1,347,32,0,5,4,10,10,0,0,1,0,0,0,0,30,0,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010602,200700,"Wood Soul",3,1,1,371,0,26,4,4,10,10,0,0,1,0,0,0,0,30,0,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010603,201200,Golem,3,1,1,413,63,0,98,6,10,10,0,0,1,0,0,0,0,30,0,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101010604,203000,Gellatina,3,1,1,392,0,45,6,4,10,10,0,0,1,0,0,0,0,30,0,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010605,203100,Wyrmling,3,1,1,428,0,24,7,4,10,10,0,0,1,0,0,0,0,30,0,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010606,204000,Mini-Gryphon,3,1,1,566,79,0,6,4,10,10,0,0,1,0,0,0,0,30,0,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010701,200100,"Monkey King",4,1,1,347,32,0,5,4,10,10,0,0,1,0,0,0,0,30,0,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010702,200600,Ratton,4,1,1,288,43,0,5,4,10,10,0,0,1,0,0,0,0,30,0,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010703,200700,"Wood Soul",4,1,1,371,0,26,4,4,10,10,0,0,1,0,0,0,0,30,0,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010704,201100,Kobold,4,1,1,402,29,0,5,4,10,10,0,0,1,0,0,0,0,30,0,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010705,203000,Gellatina,4,1,1,372,0,45,6,4,10,10,0,0,1,0,0,0,0,30,0,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010706,203100,Wyrmling,4,1,1,476,0,52,4,5,10,10,0,0,1,0,0,0,0,30,0,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010801,200900,Stamp,4,1,1,527,59,0,6,5,10,10,0,0,1,0,0,0,0,30,0,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010802,200600,Ratton,4,1,1,297,49,0,5,4,10,10,0,0,1,0,0,0,0,30,0,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010803,200700,"Wood Soul",4,1,1,407,0,29,5,5,10,10,0,0,1,0,0,0,0,30,0,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010804,201100,Kobold,4,1,1,409,33,0,5,4,10,10,0,0,1,0,0,0,0,30,0,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010805,203100,Wyrmling,4,1,1,477,0,66,5,5,10,10,0,0,1,0,0,0,0,30,0,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010901,200100,"Monkey King",5,1,1,349,35,0,5,4,10,10,0,0,1,0,0,0,0,30,0,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010902,200700,"Wood Soul",5,1,1,407,0,34,5,5,10,10,0,0,1,0,0,0,0,30,0,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010903,200900,Stamp,5,1,1,527,54,0,6,5,10,10,0,0,1,0,0,0,0,30,0,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010904,203000,Gellatina,5,1,1,394,0,56,7,4,10,10,0,0,1,0,0,0,0,30,0,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101010905,203100,Wyrmling,5,1,1,477,0,71,5,5,10,10,0,0,1,0,0,0,0,30,0,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101010906,204000,Mini-Gryphon,5,1,1,574,76,0,6,4,10,10,0,0,1,0,0,0,0,30,0,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101011001,300500,Lizardman,5,1,1,4582,92,87,10,2,10,10,0,0,1,0,0,0,0,50,0,5,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,300000003,0,0
101011002,200100,"Monkey King",5,1,1,505,53,0,7,6,10,10,0,0,1,0,0,0,0,30,0,5,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101011003,200700,"Wood Soul",5,1,1,517,0,36,7,7,10,10,0,0,1,0,0,0,0,30,0,5,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101011004,201100,Kobold,5,1,1,519,67,0,7,6,10,10,0,0,1,0,0,0,0,30,0,5,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101011005,201200,Golem,5,1,1,623,126,0,105,9,10,10,0,0,1,0,0,0,0,30,0,5,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101011006,203000,Gellatina,5,1,1,410,0,106,10,6,10,10,0,0,1,0,0,0,0,30,0,5,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101011007,203100,Wyrmling,5,1,1,597,0,99,7,8,10,10,0,0,1,0,0,0,0,30,0,5,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101011008,204000,Mini-Gryphon,5,1,1,627,114,0,9,6,10,10,0,0,1,0,0,0,0,30,0,5,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020101,203000,Gellatina,6,1,1,405,0,110,10,7,10,10,0,0,1,0,0,0,0,30,0,6,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020102,200700,"Wood Soul",6,1,1,623,0,80,7,8,10,10,0,0,1,0,0,0,0,30,0,6,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101020103,203200,Imp,6,1,1,573,0,117,7,8,10,10,0,0,1,0,0,0,0,30,0,6,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020104,201300,"Rock Flower",6,1,1,534,62,0,9,7,10,10,0,0,1,0,0,0,0,30,0,6,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101020105,203300,"Goblin Guard",6,1,1,583,96,0,194,7,10,10,0,0,1,0,0,0,0,30,0,6,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020106,204000,Mini-Gryphon,6,1,1,651,136,0,9,6,10,10,0,0,1,0,0,0,0,30,0,6,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020201,200900,Stamp,6,1,1,617,96,0,8,7,10,10,0,0,1,0,0,0,0,30,0,6,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020202,203200,Imp,6,1,1,573,0,117,7,8,10,10,0,0,1,0,0,0,0,30,0,6,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020203,200600,Ratton,6,1,1,362,96,0,7,6,10,10,0,0,1,0,0,0,0,30,0,6,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020204,203100,Wyrmling,6,1,1,520,0,94,7,8,10,10,0,0,1,0,0,0,0,30,0,6,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101020205,201600,Dryad,6,1,1,632,0,65,6,6,10,10,0,0,1,0,0,0,0,30,0,6,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020206,200100,"Monkey King",6,1,1,367,48,0,7,6,10,10,0,0,1,0,0,0,0,30,0,6,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101020301,201200,Golem,7,1,1,626,122,0,159,10,10,10,0,0,1,0,0,0,0,30,0,7,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101020302,203200,Imp,7,1,1,587,0,117,7,9,10,10,0,0,1,0,0,0,0,30,0,7,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020303,200900,Stamp,7,1,1,578,122,0,8,8,10,10,0,0,1,0,0,0,0,30,0,7,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020304,201100,Kobold,7,1,1,487,75,0,8,6,10,10,0,0,1,0,0,0,0,30,0,7,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020305,200500,"Wild Horn",7,1,1,926,169,0,8,6,10,10,0,0,1,0,0,0,0,30,0,7,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020401,201200,Golem,7,1,1,903,137,0,170,10,10,10,0,0,1,0,0,0,0,30,0,7,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101020402,200900,Stamp,7,1,1,861,137,0,9,8,10,10,0,0,1,0,0,0,0,30,0,7,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020403,202101,"Red Mushroom",7,1,1,711,121,0,8,6,10,10,0,0,1,0,0,0,0,30,0,7,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020404,203200,Imp,7,1,1,875,0,122,7,9,10,10,0,0,1,0,0,0,0,30,0,7,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020405,201300,"Rock Flower",7,1,1,728,88,0,10,7,10,10,0,0,1,0,0,0,0,30,0,7,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101020501,203200,Imp,8,1,1,1057,0,127,8,10,10,10,0,0,1,0,0,0,0,30,0,8,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020502,201300,"Rock Flower",8,1,1,904,102,0,10,8,10,10,0,0,1,0,0,0,0,30,0,8,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101020503,204000,Mini-Gryphon,8,1,1,1059,186,0,10,7,10,10,0,0,1,0,0,0,0,30,0,8,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020504,203300,"Goblin Guard",8,1,1,934,136,0,221,8,10,10,0,0,1,0,0,0,0,30,0,8,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020505,202101,"Red Mushroom",8,1,1,885,136,0,8,7,10,10,0,0,1,0,0,0,0,30,0,8,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020506,200400,Werewolf,8,1,1,1597,220,0,8,6,10,10,0,0,1,0,0,0,0,30,0,8,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020507,200900,Stamp,8,1,1,1048,152,0,9,9,10,10,0,0,1,0,0,0,0,30,0,8,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020601,200900,Stamp,8,1,1,1054,157,0,9,9,10,10,0,0,1,0,0,0,0,30,0,8,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020602,203500,"Drill Mole",8,1,1,1063,80,0,10,7,10,10,0,0,1,0,0,0,0,30,0,8,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101020603,200500,"Wild Horn",8,1,1,1591,186,0,9,7,10,10,0,0,1,0,0,0,0,30,0,8,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020604,200600,Ratton,8,1,1,529,142,0,9,8,10,10,0,0,1,0,0,0,0,30,0,8,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020605,200400,Werewolf,8,1,1,1608,234,0,8,6,10,10,0,0,1,0,0,0,0,30,0,8,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020606,203200,Imp,8,1,1,1064,0,128,8,10,10,10,0,0,1,0,0,0,0,30,0,8,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020701,203300,"Goblin Guard",9,1,1,948,149,0,239,8,10,10,0,0,1,0,0,0,0,30,0,9,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020702,203500,"Drill Mole",9,1,1,1091,93,0,11,7,10,10,0,0,1,0,0,0,0,30,0,9,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101020703,200900,Stamp,9,1,1,1080,168,0,10,9,10,10,0,0,1,0,0,0,0,30,0,9,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020704,204000,Mini-Gryphon,9,1,1,1091,205,0,11,7,10,10,0,0,1,0,0,0,0,30,0,9,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020705,200400,Werewolf,9,1,1,1657,242,0,8,6,10,10,0,0,1,0,0,0,0,30,0,9,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020706,201300,"Rock Flower",9,1,1,932,112,0,11,8,10,10,0,0,1,0,0,0,0,30,0,9,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101020801,202101,"Red Mushroom",10,1,1,937,154,0,9,8,10,10,0,0,1,0,0,0,0,30,0,10,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020802,203500,"Drill Mole",10,1,1,1121,97,0,11,8,10,10,0,0,1,0,0,0,0,30,0,10,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101020803,200500,"Wild Horn",10,1,1,1677,201,0,10,8,10,10,0,0,1,0,0,0,0,30,0,10,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020804,200700,"Wood Soul",10,1,1,810,0,165,8,9,10,10,0,0,1,0,0,0,0,30,0,10,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101020805,203200,Imp,10,1,1,1128,0,148,8,11,10,10,0,0,1,0,0,0,0,30,0,10,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020806,204000,Mini-Gryphon,10,1,1,1121,212,0,11,8,10,10,0,0,1,0,0,0,0,30,0,10,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020807,201100,Kobold,10,1,1,810,116,0,9,8,10,10,0,0,1,0,0,0,0,30,0,10,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020901,200500,"Wild Horn",11,1,1,1677,211,0,10,8,10,10,0,0,1,0,0,0,0,30,0,11,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020902,204000,Mini-Gryphon,11,1,1,1121,212,0,11,8,10,10,0,0,1,0,0,0,0,30,0,11,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020903,200900,Stamp,11,1,1,1036,169,0,11,10,10,10,0,0,1,0,0,0,0,30,0,11,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020904,203200,Imp,11,1,1,1128,0,148,8,11,10,10,0,0,1,0,0,0,0,30,0,11,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101020905,201300,"Rock Flower",11,1,1,979,119,0,12,9,10,10,0,0,1,0,0,0,0,30,0,11,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101021001,203300,"Goblin Guard",12,1,1,1010,164,0,252,9,10,10,0,0,1,0,0,0,0,30,0,12,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021002,203500,"Drill Mole",12,1,1,1180,103,0,12,8,10,10,0,0,1,0,0,0,0,30,0,12,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101021003,200600,Ratton,12,1,1,590,184,0,10,9,10,10,0,0,1,0,0,0,0,30,0,12,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021004,204000,Mini-Gryphon,12,1,1,1180,225,0,12,8,10,10,0,0,1,0,0,0,0,30,0,12,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021005,201300,"Rock Flower",12,1,1,1007,123,0,12,9,10,10,0,0,1,0,0,0,0,30,0,12,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101021006,203200,Imp,12,1,1,1183,0,160,9,12,10,10,0,0,1,0,0,0,0,30,0,12,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021007,200400,Werewolf,12,1,1,1791,256,0,9,7,10,10,0,0,1,0,0,0,0,30,0,12,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021101,200500,"Wild Horn",13,1,1,1745,250,0,15,11,10,10,0,0,1,0,0,0,0,30,0,13,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021102,202101,"Red Mushroom",13,1,1,1429,240,0,13,11,10,10,0,0,1,0,0,0,0,30,0,13,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021103,200700,"Wood Soul",13,1,1,1229,0,235,12,14,10,10,0,0,1,0,0,0,0,30,0,13,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101021104,201300,"Rock Flower",13,1,1,1007,123,0,12,9,10,10,0,0,1,0,0,0,0,30,0,13,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101021105,203500,"Drill Mole",13,1,1,1180,103,0,12,8,10,10,0,0,1,0,0,0,0,30,0,13,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101021106,203300,"Goblin Guard",13,1,1,1010,164,0,252,9,10,10,0,0,1,0,0,0,0,30,0,13,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021107,200400,Werewolf,13,1,1,1791,266,0,9,7,10,10,0,0,1,0,0,0,0,30,0,13,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021108,204000,Mini-Gryphon,13,1,1,1180,225,0,12,9,10,10,0,0,1,0,0,0,0,30,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,200000001,0,0
101021201,202101,"Red Mushroom",14,1,1,1435,240,0,15,12,10,10,0,0,1,0,0,0,0,30,0,14,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021202,201300,"Rock Flower",14,1,1,1445,184,0,19,14,10,10,0,0,1,0,0,0,0,30,0,14,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101021203,203200,Imp,14,1,1,1709,0,188,14,18,10,10,0,0,1,0,0,0,0,30,0,14,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021204,200500,"Wild Horn",14,1,1,2555,322,0,17,12,10,10,0,0,1,0,0,0,0,30,0,14,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021205,203300,"Goblin Guard",14,1,1,1341,240,0,300,14,10,10,0,0,1,0,0,0,0,30,0,14,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101021206,300800,"Elder Staghorn",14,1,1,11500,225,185,22,17,10,10,0,0,1,0,0,0,0,25,0,14,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,300000003,0,0
101030101,201200,Golem,13,1,1,928,201,0,296,19,10,10,0,0,1,0,0,0,0,30,0,13,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101030102,202901,"Rock Lizard",13,1,1,1276,222,0,18,12,10,10,0,0,1,0,0,0,0,30,0,13,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101030103,203200,Imp,13,1,1,1170,0,176,12,17,10,10,0,0,1,0,0,0,0,30,0,13,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101030104,200900,Stamp,13,1,1,948,151,0,15,14,10,10,0,0,1,0,0,0,0,30,0,13,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101030105,201300,"Rock Flower",13,1,1,941,137,0,17,13,10,10,0,0,1,0,0,0,0,30,0,13,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101030201,200200,"Balloon Bird",14,1,1,963,147,0,12,14,10,10,0,0,1,0,0,0,0,30,0,14,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101030202,201300,"Rock Flower",14,1,1,941,137,0,17,13,10,10,0,0,1,0,0,0,0,30,0,14,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101030203,202901,"Rock Lizard",14,1,1,1276,222,0,18,12,10,10,0,0,1,0,0,0,0,30,0,14,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101030204,203500,"Drill Mole",14,1,1,1158,96,0,17,12,10,10,0,0,1,0,0,0,0,30,0,14,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101030205,203200,Imp,14,1,1,1170,0,176,12,17,10,10,0,0,1,0,0,0,0,30,0,14,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101030301,202901,"Rock Lizard",15,1,1,1740,288,0,19,12,10,10,0,0,1,0,0,0,0,30,0,15,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101030302,200200,"Balloon Bird",15,1,1,966,151,0,13,15,10,10,0,0,1,0,0,0,0,30,0,15,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101030303,201200,Golem,15,1,1,1040,206,0,300,19,10,10,0,0,1,0,0,0,0,30,0,15,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,200000003,0,0
101030304,203500,"Drill Mole",15,1,1,1184,99,0,18,12,10,10,0,0,1,0,0,0,0,30,0,15,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101030305,200100,"Monkey King",15,1,1,782,109,0,14,12,10,10,0,0,1,0,0,0,0,30,0,15,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,200000006,0,0
101030306,200500,"Wild Horn",15,1,1,2132,292,0,16,12,10,10,0,0,1,0,0,0,0,30,0,15,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
101030307,203200,Imp,15,1,1,1292,0,191,13,18,10,10,0,0,1,0,0,0,0,30,0,15,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
