story_id,story_group_id,title,sub_title,visible_type,story_end,pre_story_id,love_level,requirement_id,unlock_quest_id,story_quest_id,chara_index,condition_event_quest_id,condition_event_boss_id,reward_type_1,reward_id_1,reward_value_1,reward_type_2,reward_id_2,reward_value_2,reward_type_3,reward_id_3,reward_value_3,start_time,end_time
6017210,6017,"Rem's Intimacy Episode","It's Portable",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/05/31 12:00:00","2030/12/31 14:59:59"
6017301,6017,"Ram's Intimacy Episode","Favorite Foods",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/05/31 12:00:00","2030/12/31 14:59:59"
6017302,6017,"Ram's Intimacy Episode","Sibling Situations",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/05/31 12:00:00","2030/12/31 14:59:59"
6017303,6017,"Ram's Intimacy Episode","Ram's Home World",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/05/31 12:00:00","2030/12/31 14:59:59"
6017304,6017,"Ram's Intimacy Episode","The Costume of a Maid",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/05/31 12:00:00","2030/12/31 14:59:59"
6017305,6017,"Ram's Intimacy Episode","All About Rem",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/05/31 12:00:00","2030/12/31 14:59:59"
6017306,6017,"Ram's Intimacy Episode","Ram's Magic",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/05/31 12:00:00","2030/12/31 14:59:59"
6017307,6017,"Ram's Intimacy Episode","Ram and Emilia",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/05/31 12:00:00","2030/12/31 14:59:59"
6017308,6017,"Ram's Intimacy Episode","Ram's Clairvoyance",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/05/31 12:00:00","2030/12/31 14:59:59"
6017309,6017,"Ram's Intimacy Episode","A Man of Many Names",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/05/31 12:00:00","2030/12/31 14:59:59"
6017310,6017,"Ram's Intimacy Episode","A Part-Timer's Purpose",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/05/31 12:00:00","2030/12/31 14:59:59"
6019101,6019,"Suzuna's Intimacy Episode","Vacation Plans",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019102,6019,"Suzuna's Intimacy Episode","Sunny with a Chance of Arguments",2,0,6019101,0,0,0,0,1,10019103,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019103,6019,"Suzuna's Intimacy Episode","Our First Fight",2,0,6019102,0,0,0,0,1,10019103,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019104,6019,"Suzuna's Intimacy Episode","Making Up",2,0,6019103,0,0,0,0,1,10019107,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019105,6019,"Suzuna's Intimacy Episode","Thanks So Much, Whiz-Boy!",2,0,6019104,0,0,0,0,1,10019109,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019106,6019,"Suzuna's Intimacy Episode","Gimme All Your Support!",2,0,6019105,0,0,0,0,1,10019111,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019107,6019,"Suzuna's Intimacy Episode","A Model’s Greatest Enemy",2,0,6019106,0,0,0,0,1,10019111,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019108,6019,"Suzuna's Intimacy Episode","The Flavor Debate",2,0,6019107,0,0,0,0,1,10019111,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019109,6019,"Suzuna's Intimacy Episode","Fireworks and You",2,0,6019108,0,0,0,0,1,10019111,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019110,6019,"Suzuna's Intimacy Episode","Let’s Come Back Next Year",2,0,6019109,0,0,0,0,1,10019111,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019201,6019,"Misaki's Intimacy Episode","Vacation Plans",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019202,6019,"Misaki's Intimacy Episode","Sunny with a Chance of Arguments",2,0,6019201,0,0,0,0,2,10019103,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019203,6019,"Misaki's Intimacy Episode","Our First Fight",2,0,6019202,0,0,0,0,2,10019103,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019204,6019,"Misaki's Intimacy Episode","Making Up",2,0,6019203,0,0,0,0,2,10019105,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019205,6019,"Misaki's Intimacy Episode","It’s All Thanks to You",2,0,6019204,0,0,0,0,2,10019109,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019206,6019,"Misaki's Intimacy Episode","A Cheering Contest!",2,0,6019205,0,0,0,0,2,10019111,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019207,6019,"Misaki's Intimacy Episode","A Lady’s Greatest Enemy",2,0,6019206,0,0,0,0,2,10019111,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019208,6019,"Misaki's Intimacy Episode","The Flavor Debate",2,0,6019207,0,0,0,0,2,10019111,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019209,6019,"Misaki's Intimacy Episode","Fireworks and You",2,0,6019208,0,0,0,0,2,10019111,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6019210,6019,"Misaki's Intimacy Episode","Let’s Come Back Next Year",2,0,6019209,0,0,0,0,2,10019111,0,0,0,0,0,0,0,0,0,0,"2022/06/01 23:00:00","2030/12/31 14:59:59"
6023101,6023,"Chloe's Intimacy Episode","You Actually Studying?",0,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023102,6023,"Chloe's Intimacy Episode","All About Chloe",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023103,6023,"Chloe's Intimacy Episode","How 'Bout That Yuni?",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023104,6023,"Chloe's Intimacy Episode","How 'Bout That Chieru?",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023105,6023,"Chloe's Intimacy Episode","Elven Friends",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023106,6023,"Chloe's Intimacy Episode","On an Empty Stomach",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023107,6023,"Chloe's Intimacy Episode","Where're You From?",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023108,6023,"Chloe's Intimacy Episode","What's So Scary?",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023109,6023,"Chloe's Intimacy Episode","Gimme a Nickname",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023110,6023,"Chloe's Intimacy Episode","You Got a Nickname?",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023201,6023,"Chieru's Intimacy Episode","St. T's and Lucy AC",0,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023202,6023,"Chieru's Intimacy Episode","All About Chieru",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023203,6023,"Chieru's Intimacy Episode","All About Yuni",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023204,6023,"Chieru's Intimacy Episode","All About Chloe",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023205,6023,"Chieru's Intimacy Episode","Lucent Academy",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023206,6023,"Chieru's Intimacy Episode","The Charms of Chieru",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023207,6023,"Chieru's Intimacy Episode","Carry Me Away",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023208,6023,"Chieru's Intimacy Episode","Clowning Around",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023209,6023,"Chieru's Intimacy Episode","Who's Taking Center Stage?",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023210,6023,"Chieru's Intimacy Episode","An Intermediate Course in Chellish",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023301,6023,"Yuni's Intimacy Episode","Favorite Classes",0,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023302,6023,"Yuni's Intimacy Episode","All About Yuni",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023303,6023,"Yuni's Intimacy Episode","All About Chloe",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023304,6023,"Yuni's Intimacy Episode","All About Chieru",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023305,6023,"Yuni's Intimacy Episode","Others Like Yuni",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023306,6023,"Yuni's Intimacy Episode","The Mysterious BB Brigade",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023307,6023,"Yuni's Intimacy Episode","Travel Destinations",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023308,6023,"Yuni's Intimacy Episode","Friendship Club Rumors",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023309,6023,"Yuni's Intimacy Episode","Academic Prospects",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6023310,6023,"Yuni's Intimacy Episode","A Place to Call Home",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2022/08/04 23:00:00","2030/12/31 14:59:59"
6025101,6025,"Mimi's Intimacy Episode","Halloween Activities",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025102,6025,"Mimi's Intimacy Episode","Let's Play Tricks",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025103,6025,"Mimi's Intimacy Episode","Let's Eat Treats",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025104,6025,"Mimi's Intimacy Episode","Urban Legends",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025105,6025,"Mimi's Intimacy Episode","Does It Look Good?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025106,6025,"Mimi's Intimacy Episode","What's a Spirit Realm?",0,0,0,0,0,0,0,1,10025107,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025107,6025,"Mimi's Intimacy Episode","A New Friend",0,0,0,0,0,0,0,1,10025109,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025108,6025,"Mimi's Intimacy Episode","A Real Big Sister",0,0,0,0,0,0,0,1,10025113,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025109,6025,"Mimi's Intimacy Episode","Halloween Party",0,0,0,0,0,0,0,1,10025113,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025110,6025,"Mimi's Intimacy Episode","Fast Friends",0,0,0,0,0,0,0,1,10025115,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025201,6025,"Kyoka's Intimacy Episode","Halloween Activities",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025202,6025,"Kyoka's Intimacy Episode","Tricks All Around",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025203,6025,"Kyoka's Intimacy Episode","Handing Out Treats",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025204,6025,"Kyoka's Intimacy Episode","Urban Legends",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025205,6025,"Kyoka's Intimacy Episode","Costumes Galore",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025206,6025,"Kyoka's Intimacy Episode","What's the Spirit Realm?",0,0,0,0,0,0,0,2,10025107,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025207,6025,"Kyoka's Intimacy Episode","A Mysterious Girl",0,0,0,0,0,0,0,2,10025107,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025208,6025,"Kyoka's Intimacy Episode","To Be Grown Up",0,0,0,0,0,0,0,2,10025113,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025209,6025,"Kyoka's Intimacy Episode","Halloween Party",0,0,0,0,0,0,0,2,10025113,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025210,6025,"Kyoka's Intimacy Episode","Fast Friends",0,0,0,0,0,0,0,2,10025115,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025301,6025,"Misogi's Intimacy Episode","Halloween Activities",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025302,6025,"Misogi's Intimacy Episode","Let's Play Tricks!",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025303,6025,"Misogi's Intimacy Episode","Let's Eat Treats!",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025304,6025,"Misogi's Intimacy Episode","Turban Legends",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025305,6025,"Misogi's Intimacy Episode","How's It Look?",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025306,6025,"Misogi's Intimacy Episode","What's the Spirit Realm?",0,0,0,0,0,0,0,3,10025107,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025307,6025,"Misogi's Intimacy Episode","A Mysterious Girl",0,0,0,0,0,0,0,3,10025107,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025308,6025,"Misogi's Intimacy Episode","A Real Big Sister",0,0,0,0,0,0,0,3,10025113,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025309,6025,"Misogi's Intimacy Episode","Halloween Party",0,0,0,0,0,0,0,3,10025113,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6025310,6025,"Misogi's Intimacy Episode","Fast Friends",0,0,0,0,0,0,0,3,10025115,0,0,0,0,0,0,0,0,0,0,"2022/09/01 23:00:00","2030/12/31 14:59:59"
6027101,6027,"Inori's Intimacy Episode","What Kind of Girl Is Kaya?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022/10/02 23:00","2030/12/31 14:59:59"
6027102,6027,"Inori's Intimacy Episode","What Kind of Person Is Homare?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022/10/02 23:00","2030/12/31 14:59:59"
6027103,6027,"Inori's Intimacy Episode","What Do Gangsters Do?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022/10/02 23:00","2030/12/31 14:59:59"
6027104,6027,"Inori's Intimacy Episode","What Are Dragonfolk?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022/10/02 23:00","2030/12/31 14:59:59"
6027105,6027,"Inori's Intimacy Episode","How's Life on Elpis Island?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022/10/02 23:00","2030/12/31 14:59:59"
6027106,6027,"Inori's Intimacy Episode","How About That Pseudo-Dragon?",0,0,0,0,0,0,0,1,10027115,0,0,0,0,0,0,0,0,0,0,"2022/10/02 23:00","2030/12/31 14:59:59"
6027201,6027,"Kaya's Intimacy Episode","What Kind of Girl Is Inori?",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2022/10/02 23:00","2030/12/31 14:59:59"
6027202,6027,"Kaya's Intimacy Episode","What Kind of Person Is Homare?",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2022/10/02 23:00","2030/12/31 14:59:59"
6027203,6027,"Kaya's Intimacy Episode","What Do Gangsters Do?",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2022/10/02 23:00","2030/12/31 14:59:59"
6027204,6027,"Kaya's Intimacy Episode","What Are Dragonfolk?",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2022/10/02 23:00","2030/12/31 14:59:59"
6027205,6027,"Kaya's Intimacy Episode","How's Life on Elpis Island?",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2022/10/02 23:00","2030/12/31 14:59:59"
6027206,6027,"Kaya's Intimacy Episode","How About That Pseudo-Dragon?",0,0,0,0,0,0,0,2,10027115,0,0,0,0,0,0,0,0,0,0,"2022/10/02 23:00","2030/12/31 14:59:59"
6029101,6029,"Nozomi's Intimacy Episode","What's This Holiday About?",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029102,6029,"Nozomi's Intimacy Episode","Holy Adornments",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029103,6029,"Nozomi's Intimacy Episode","Pro Producer",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029104,6029,"Nozomi's Intimacy Episode","Ruler of the Night",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029105,6029,"Nozomi's Intimacy Episode","Holiday Show",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029106,6029,"Nozomi's Intimacy Episode","To Be Santa Claus",0,0,0,0,0,0,0,3,10029107,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029107,6029,"Nozomi's Intimacy Episode","Let's Go to the Hot Spring",0,0,0,0,0,0,0,3,10029109,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029108,6029,"Nozomi's Intimacy Episode","Rebel Reindeer",0,0,0,0,0,0,0,3,10029112,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029109,6029,"Nozomi's Intimacy Episode","A Holy Night Victory",0,0,0,0,0,0,0,3,10029115,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029110,6029,"Nozomi's Intimacy Episode","A Dizzy Heart",0,0,0,0,0,0,0,3,10029115,1002901,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029201,6029,"Christina's Intimacy Episode","What's This Holiday About?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029202,6029,"Christina's Intimacy Episode",Desires,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029203,6029,"Christina's Intimacy Episode","About Illya",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029204,6029,"Christina's Intimacy Episode","Idol Quiz",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029205,6029,"Christina's Intimacy Episode","Santa Clothes",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029206,6029,"Christina's Intimacy Episode","Present Panic?",0,0,0,0,0,0,0,1,10029107,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029207,6029,"Christina's Intimacy Episode",Together...?,0,0,0,0,0,0,0,1,10029109,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
