mission_id,disp_group,category_icon,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_num,mission_reward_id,system_id,visible_flag,start_time,end_time
51003002,403001,201,"",1003,12002003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003003,403001,201,"",1003,12003003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003004,403001,201,"",1003,12004003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003005,403001,201,"",1003,12005003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003006,403001,201,"",1003,12006003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003007,403001,201,"",1003,12007003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003008,403001,201,"",1003,12008003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003009,403001,201,"",1003,12009003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003010,403001,201,"",1003,12010003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003011,403001,201,"",1003,12011003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003012,403001,201,"",1003,12012003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003013,403001,201,"",1003,12013003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003014,403001,201,"",1003,12014003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003015,403001,201,"",1003,12015003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003016,403001,201,"",1003,12016003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003017,403001,201,"",1003,12017003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003018,403001,201,"",1003,12018003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003019,403001,201,"",1003,12019003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003020,403001,201,"",1003,12020003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003021,403001,201,"",1003,12021003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003022,403001,201,"",1003,12022003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003023,403001,201,"",1003,12023003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003024,403001,201,"",1003,12024003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51010001,701001,204,"",1010,31001,0,0,1,0,104,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51010002,701001,204,"",1010,31002,0,0,1,0,104,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51010003,701001,204,"",1010,31003,0,0,1,0,104,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51010004,701001,204,"",1010,31004,0,0,1,0,104,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51010005,701001,204,"",1010,31005,0,0,1,0,104,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102001,801001,208,"",1102,71010070,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102002,801001,208,"",1102,71020110,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102003,801001,208,"",1102,71030130,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102004,801001,208,"",1102,71040150,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102005,801001,208,"",1102,71050170,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102006,801001,208,"",1102,71060190,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102007,801001,208,"",1102,71070210,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102008,801001,208,"",1102,71080230,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102009,801001,208,"",1102,71090250,0,0,1,0,108,0,"2022/04/17 13:00:00","2030/04/01 14:59:59"
51102010,801001,208,"",1102,71100270,0,0,1,0,108,0,"2022/05/15 13:00:00","2030/04/01 14:59:59"
51102011,801001,208,"",1102,71110290,0,0,1,0,108,0,"2022/06/16 13:00:00","2030/04/01 14:59:59"
51103001,802001,208,"",1103,72010070,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103002,802001,208,"",1103,72020110,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103003,802001,208,"",1103,72030130,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103004,802001,208,"",1103,72040150,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103005,802001,208,"",1103,72050170,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103006,802001,208,"",1103,72060190,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103007,802001,208,"",1103,72070210,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103008,802001,208,"",1103,72080230,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103009,802001,208,"",1103,72090250,0,0,1,0,108,0,"2022/04/17 13:00:00","2030/04/01 14:59:59"
51103010,802001,208,"",1103,72100270,0,0,1,0,108,0,"2022/05/15 13:00:00","2030/04/01 14:59:59"
51103011,802001,208,"",1103,72110290,0,0,1,0,108,0,"2022/06/16 13:00:00","2030/04/01 14:59:59"
51103012,802001,208,"",1103,72120310,0,0,1,0,108,0,"2022/07/18 13:00:00","2030/04/01 14:59:59"
51103013,802001,208,"",1103,72130330,0,0,1,0,108,0,"2022/08/19 13:00:00","2030/04/01 14:59:59"
51103014,802001,208,"",1103,72140350,0,0,1,0,108,0,"2022/09/16 13:00:00","2030/04/01 14:59:59"
51103015,802001,208,"",1103,72150360,0,0,1,0,108,0,"2022/10/17 13:00:00","2030/04/01 14:59:00"
54002001,501001,205,"Win 10 times in the Arena",4002,0,0,0,10,54002001,401,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
54002002,501001,205,"Win 50 times in the Arena",4002,0,0,0,50,54002002,401,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
54002003,501001,205,"Win 100 times in the Arena",4002,0,0,0,100,54002003,401,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
54004001,502001,207,"Win 10 times in the Princess Arena",4004,0,0,0,10,54004001,402,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
54004002,502001,207,"Win 50 times in the Princess Arena",4004,0,0,0,50,54004002,402,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
54004003,502001,207,"Win 100 times in the Princess Arena",4004,0,0,0,100,54004003,402,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
55006001,601001,501,"Participate in a Clan Battle 1 time",5006,0,0,0,1,55006001,107,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
55006002,601001,501,"Participate in a Clan Battle 3 times",5006,0,0,0,3,55006002,107,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
55006003,601001,501,"Participate in a Clan Battle 6 times",5006,0,0,0,6,55006003,107,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011001,201001,301,"Recruit Hiyori",6011,100101,0,0,1,56011001,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011002,201001,301,"Raise Hiyori to 3★",6011,100101,0,0,3,56011002,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011003,201001,301,"Raise Hiyori to 5★",6011,100101,0,0,5,56011003,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011004,201002,301,"Recruit Yui",6011,100201,0,0,1,56011004,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011005,201002,301,"Raise Yui to 3★",6011,100201,0,0,3,56011005,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011006,201002,301,"Raise Yui to 5★",6011,100201,0,0,5,56011006,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011007,201003,301,"Recruit Rei",6011,100301,0,0,1,56011007,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011008,201003,301,"Raise Rei to 3★",6011,100301,0,0,3,56011008,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011009,201003,301,"Raise Rei to 5★",6011,100301,0,0,5,56011009,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011010,201004,301,"Recruit Misogi",6011,100401,0,0,1,56011010,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011011,201004,301,"Raise Misogi to 3★",6011,100401,0,0,3,56011011,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011012,201004,301,"Raise Misogi to 5★",6011,100401,0,0,5,56011012,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011013,201005,301,"Recruit Matsuri",6011,100501,0,0,1,56011013,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011014,201005,301,"Raise Matsuri to 3★",6011,100501,0,0,3,56011014,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011015,201005,301,"Raise Matsuri to 5★",6011,100501,0,0,5,56011015,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011016,201006,301,"Recruit Akari",6011,100601,0,0,1,56011016,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011017,201006,301,"Raise Akari to 3★",6011,100601,0,0,3,56011017,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011018,201006,301,"Raise Akari to 5★",6011,100601,0,0,5,56011018,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011019,201007,301,"Recruit Miyako",6011,100701,0,0,1,56011019,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011020,201007,301,"Raise Miyako to 3★",6011,100701,0,0,3,56011020,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011021,201007,301,"Raise Miyako to 5★",6011,100701,0,0,5,56011021,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011022,201008,301,"Recruit Yuki",6011,100801,0,0,1,56011022,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011023,201008,301,"Raise Yuki to 3★",6011,100801,0,0,3,56011023,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011024,201008,301,"Raise Yuki to 5★",6011,100801,0,0,5,56011024,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011025,201009,301,"Recruit Anna",6011,100901,0,0,1,56011025,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011026,201009,301,"Raise Anna to 3★",6011,100901,0,0,3,56011026,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011027,201009,301,"Raise Anna to 5★",6011,100901,0,0,5,56011027,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011028,201010,301,"Recruit Maho",6011,101001,0,0,1,56011028,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011029,201010,301,"Raise Maho to 3★",6011,101001,0,0,3,56011029,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011030,201010,301,"Raise Maho to 5★",6011,101001,0,0,5,56011030,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011031,201011,301,"Recruit Rino",6011,101101,0,0,1,56011031,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011032,201011,301,"Raise Rino to 3★",6011,101101,0,0,3,56011032,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011033,201011,301,"Raise Rino to 5★",6011,101101,0,0,5,56011033,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011034,201012,301,"Recruit Hatsune",6011,101201,0,0,1,56011034,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011035,201012,301,"Raise Hatsune to 3★",6011,101201,0,0,3,56011035,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011036,201012,301,"Raise Hatsune to 5★",6011,101201,0,0,5,56011036,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011037,201013,301,"Recruit Nanaka",6011,101301,0,0,1,56011037,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011038,201013,301,"Raise Nanaka to 3★",6011,101301,0,0,3,56011038,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011039,201013,301,"Raise Nanaka to 5★",6011,101301,0,0,5,56011039,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011040,201014,301,"Recruit Kasumi",6011,101401,0,0,1,56011040,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011041,201014,301,"Raise Kasumi to 3★",6011,101401,0,0,3,56011041,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011042,201014,301,"Raise Kasumi to 5★",6011,101401,0,0,5,56011042,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011043,201015,301,"Recruit Misato",6011,101501,0,0,1,56011043,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011044,201015,301,"Raise Misato to 3★",6011,101501,0,0,3,56011044,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011045,201015,301,"Raise Misato to 5★",6011,101501,0,0,5,56011045,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011046,201016,301,"Recruit Suzuna",6011,101601,0,0,1,56011046,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011047,201016,301,"Raise Suzuna to 3★",6011,101601,0,0,3,56011047,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011048,201016,301,"Raise Suzuna to 5★",6011,101601,0,0,5,56011048,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011049,201017,301,"Recruit Kaori",6011,101701,0,0,1,56011049,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011050,201017,301,"Raise Kaori to 3★",6011,101701,0,0,3,56011050,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011051,201017,301,"Raise Kaori to 5★",6011,101701,0,0,5,56011051,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011052,201018,301,"Recruit Io",6011,101801,0,0,1,56011052,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011053,201018,301,"Raise Io to 3★",6011,101801,0,0,3,56011053,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011054,201018,301,"Raise Io to 5★",6011,101801,0,0,5,56011054,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011055,201019,301,"Recruit Mimi",6011,102001,0,0,1,56011055,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011056,201019,301,"Raise Mimi to 3★",6011,102001,0,0,3,56011056,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011057,201019,301,"Raise Mimi to 5★",6011,102001,0,0,5,56011057,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011058,201020,301,"Recruit Kurumi",6011,102101,0,0,1,56011058,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011059,201020,301,"Raise Kurumi to 3★",6011,102101,0,0,3,56011059,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011060,201020,301,"Raise Kurumi to 5★",6011,102101,0,0,5,56011060,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011061,201021,301,"Recruit Yori",6011,102201,0,0,1,56011061,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011062,201021,301,"Raise Yori to 3★",6011,102201,0,0,3,56011062,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011063,201021,301,"Raise Yori to 5★",6011,102201,0,0,5,56011063,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011064,201022,301,"Recruit Ayane",6011,102301,0,0,1,56011064,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011065,201022,301,"Raise Ayane to 3★",6011,102301,0,0,3,56011065,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011066,201022,301,"Raise Ayane to 5★",6011,102301,0,0,5,56011066,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011067,201023,301,"Recruit Suzume",6011,102501,0,0,1,56011067,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011068,201023,301,"Raise Suzume to 3★",6011,102501,0,0,3,56011068,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011069,201023,301,"Raise Suzume to 5★",6011,102501,0,0,5,56011069,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011070,201024,301,"Recruit Rin",6011,102601,0,0,1,56011070,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011071,201024,301,"Raise Rin to 3★",6011,102601,0,0,3,56011071,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011072,201024,301,"Raise Rin to 5★",6011,102601,0,0,5,56011072,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011073,201025,301,"Recruit Eriko",6011,102701,0,0,1,56011073,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011074,201025,301,"Raise Eriko to 3★",6011,102701,0,0,3,56011074,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011075,201025,301,"Raise Eriko to 5★",6011,102701,0,0,5,56011075,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011076,201026,301,"Recruit Saren",6011,102801,0,0,1,56011076,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011077,201026,301,"Raise Saren to 3★",6011,102801,0,0,3,56011077,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011078,201026,301,"Raise Saren to 5★",6011,102801,0,0,5,56011078,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011079,201027,301,"Recruit Nozomi",6011,102901,0,0,1,56011079,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011080,201027,301,"Raise Nozomi to 3★",6011,102901,0,0,3,56011080,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011081,201027,301,"Raise Nozomi to 5★",6011,102901,0,0,5,56011081,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011082,201028,301,"Recruit Ninon",6011,103001,0,0,1,56011082,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011083,201028,301,"Raise Ninon to 3★",6011,103001,0,0,3,56011083,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011084,201028,301,"Raise Ninon to 5★",6011,103001,0,0,5,56011084,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011085,201029,301,"Recruit Shinobu",6011,103101,0,0,1,56011085,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011086,201029,301,"Raise Shinobu to 3★",6011,103101,0,0,3,56011086,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011087,201029,301,"Raise Shinobu to 5★",6011,103101,0,0,5,56011087,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011088,201030,301,"Recruit Akino",6011,103201,0,0,1,56011088,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011089,201030,301,"Raise Akino to 3★",6011,103201,0,0,3,56011089,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011090,201030,301,"Raise Akino to 5★",6011,103201,0,0,5,56011090,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011091,201031,301,"Recruit Mahiru",6011,103301,0,0,1,56011091,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011092,201031,301,"Raise Mahiru to 3★",6011,103301,0,0,3,56011092,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011093,201031,301,"Raise Mahiru to 5★",6011,103301,0,0,5,56011093,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011094,201032,301,"Recruit Yukari",6011,103401,0,0,1,56011094,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011095,201032,301,"Raise Yukari to 3★",6011,103401,0,0,3,56011095,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011096,201032,301,"Raise Yukari to 5★",6011,103401,0,0,5,56011096,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011097,201033,301,"Recruit Kyoka",6011,103601,0,0,1,56011097,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011098,201033,301,"Raise Kyoka to 3★",6011,103601,0,0,3,56011098,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011099,201033,301,"Raise Kyoka to 5★",6011,103601,0,0,5,56011099,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011100,201034,301,"Recruit Tomo",6011,103701,0,0,1,56011100,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011101,201034,301,"Raise Tomo to 3★",6011,103701,0,0,3,56011101,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011102,201034,301,"Raise Tomo to 5★",6011,103701,0,0,5,56011102,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011103,201035,301,"Recruit Shiori",6011,103801,0,0,1,56011103,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011104,201035,301,"Raise Shiori to 3★",6011,103801,0,0,3,56011104,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011105,201035,301,"Raise Shiori to 5★",6011,103801,0,0,5,56011105,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011106,201036,301,"Recruit Aoi",6011,104001,0,0,1,56011106,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011107,201036,301,"Raise Aoi to 3★",6011,104001,0,0,3,56011107,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011108,201036,301,"Raise Aoi to 5★",6011,104001,0,0,5,56011108,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011109,201037,301,"Recruit Chika",6011,104201,0,0,1,56011109,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011110,201037,301,"Raise Chika to 3★",6011,104201,0,0,3,56011110,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011111,201037,301,"Raise Chika to 5★",6011,104201,0,0,5,56011111,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011112,201038,301,"Recruit Makoto",6011,104301,0,0,1,56011112,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011113,201038,301,"Raise Makoto to 3★",6011,104301,0,0,3,56011113,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011114,201038,301,"Raise Makoto to 5★",6011,104301,0,0,5,56011114,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011115,201039,301,"Recruit Illya",6011,104401,0,0,1,56011115,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011116,201039,301,"Raise Illya to 3★",6011,104401,0,0,3,56011116,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011117,201039,301,"Raise Illya to 5★",6011,104401,0,0,5,56011117,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011118,201040,301,"Recruit Kuka",6011,104501,0,0,1,56011118,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011119,201040,301,"Raise Kuka to 3★",6011,104501,0,0,3,56011119,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011120,201040,301,"Raise Kuka to 5★",6011,104501,0,0,5,56011120,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011121,201041,301,"Recruit Tamaki",6011,104601,0,0,1,56011121,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011122,201041,301,"Raise Tamaki to 3★",6011,104601,0,0,3,56011122,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011123,201041,301,"Raise Tamaki to 5★",6011,104601,0,0,5,56011123,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011124,201042,301,"Recruit Jun",6011,104701,0,0,1,56011124,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011125,201042,301,"Raise Jun to 3★",6011,104701,0,0,3,56011125,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
