shop_static_id,disp_oder,reward_type,reward_id,reward_num,price_group_id,visible_type,available_num,csc_available_num,limited_flag,start_time,end_time
10091,76,2,31091,1,1,1,545,1129,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10092,77,2,31092,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10093,78,2,31093,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10094,79,2,31094,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10095,80,2,31095,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10096,81,2,31096,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10097,82,2,31097,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10098,83,2,31098,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10099,84,2,31099,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10100,85,2,31100,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10101,86,2,31101,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10103,87,2,31103,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10104,88,2,31104,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10105,89,2,31105,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10106,90,2,31106,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10107,91,2,31107,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10108,92,2,31108,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10111,93,2,31111,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10112,94,2,31112,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10113,95,2,31113,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10114,99,2,31114,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10115,100,2,31115,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10116,101,2,31116,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10117,102,2,31117,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10119,103,2,31119,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10120,104,2,31120,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10121,105,2,31121,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10122,106,2,31122,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10123,107,2,31123,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10124,112,2,31804,1,1,1,400,1129,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10125,108,2,31124,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10126,109,2,31125,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
10127,110,2,31126,1,1,1,400,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
20001,113,2,32001,1,2,1,50,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
20002,114,2,32002,1,2,1,50,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
20003,115,2,32003,1,2,1,50,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
20010,116,2,32010,1,2,1,50,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
20011,97,2,32011,1,2,1,50,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
20018,119,2,32018,1,2,1,50,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
20034,120,2,32034,1,2,1,50,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
20052,122,2,32052,1,2,1,50,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
20058,98,2,32058,1,2,1,50,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
20059,99,2,32059,1,2,1,50,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
20060,100,2,32060,1,2,1,50,0,0,"2015/12/17 15:00:00","2030/12/17 14:59:59"
