action_id,class_id,action_type,action_detail_1,action_detail_2,action_detail_3,action_value_1,action_value_2,action_value_3,action_value_4,action_value_5,action_value_6,action_value_7,target_assignment,target_area,target_range,target_type,target_number,target_count,description,level_up_disp
100900302,1,1,2,0,0,25.0,25.0,2.0,0.0,0.0,0.0,0.0,1,2,600,3,0,99,"Deals {0} magic damage to enemies in range.","Magic damage + {0}"
100900303,1,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
100900304,1,21,1,0,0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
100901201,1,1,2,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
100901202,1,10,41,1,0,1.0,0.6,0.6,12.0,0.0,0.0,1.0,2,3,2160,3,0,99,"Lowers an enemy's magic defense by {0}.","Magic defense lowered + {0}"
100950101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
100951101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
101000101,1,10,30,1,0,1.0,3.45,3.45,18.0,0.0,0.0,0.0,2,3,2160,3,0,99,"Boosts all allies' magic attack by {0}.","Magic attack boost + {0}"
101000102,1,10,20,1,0,1.0,0.45,0.45,18.0,0.0,0.0,0.0,2,3,2160,3,0,99,"Boosts all allies' physical defense by {0}.","Physical defense boost + {0}"
101000103,1,16,1,1,0,50.0,0.0,0.0,18.0,0.0,0.0,0.0,2,3,2160,3,0,99,"Recovers all allies' TP by {0}.",""
101000201,1,4,2,0,0,1.0,7.5,7.5,1.0,0.0,0.0,0.0,2,2,2160,5,0,1,"Recovers an ally's HP by {0}.","HP recovery + {0}"
101000301,1,12,40,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,2160,3,1,1,"Inflicts Blind.","Blind success rate + 1"
101001101,1,10,30,1,0,1.0,22.5,22.5,18.0,0.0,0.0,0.0,2,3,2160,3,0,99,"Boosts all allies' magic attack by {0}.","Magic attack boost + {0}"
101001102,1,10,20,1,0,1.0,0.9,0.9,18.0,0.0,0.0,0.0,2,3,2160,3,0,99,"Boosts all allies' physical defense by {0}.","Physical defense boost + {0}"
101001103,1,16,1,1,0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2160,3,0,99,"Recovers all allies' TP by {0}.",""
101001104,1,48,1,2,0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,2,3,2160,3,0,99,"Recovers TP by 10 every second.",""
101001201,1,4,2,0,0,1.0,8.5,8.5,1.2,0.0,0.0,0.0,2,3,2160,5,0,1,"Recovers an ally's HP by {0}.","HP recovery + {0}"
101001202,1,10,20,1,0,1.0,1.0,1.0,12.0,0.0,0.0,1.0,2,3,2160,5,0,1,"Boosts an ally's physical defense by {0}.","Physical defense boost + {0}"
101001203,1,48,2,1,0,0.5,0.5,0.08,0.0,8.5,0.0,0.0,2,2,2160,5,0,1,"Recovers HP by {0} every second.","Recovery + {0}"
101050101,1,90,3,0,0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical defense by {0}.","Physical defense boost + {0}"
101051101,1,90,3,0,0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical defense by {0}.","Physical defense boost + {0}"
101051102,1,90,4,0,0,1.0,225.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.",""
101100101,1,1,1,0,0,20.4,20.4,1.62,0.0,0.0,0.0,1.0,1,1,1150,3,0,99,"Deals {0} physical damage to enemies in range.","Physical damage + {0}"
101100201,1,10,60,1,0,1.0,45.0,0.0,99.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own physical critical rate by {0}.",""
101100202,1,10,10,1,0,1.0,15.0,15.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own physical attack by {0}.","Physical attack + {0}"
101100301,1,1,1,0,0,20.0,20.0,1.6,0.0,0.0,0.0,1.0,1,1,-1,3,0,1,"Deals {0} physical damage to an enemy.","Physical damage + {0}"
101101101,1,1,1,0,0,28.0,28.0,2.16,0.0,0.0,1.75,1.0,1,1,1300,3,0,99,"Deals {0} physical damage to enemies in range.","Physical damage + {0}"
101101201,1,10,60,1,0,1.0,75.0,0.0,99.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own physical critical rate by {0}.",""
101101202,1,10,10,1,0,1.0,20.0,20.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own physical attack by {0}.","Physical attack + {0}"
101101203,1,8,2,0,0,1.8,0.0,12.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"Boosts own action speed.",""
101150101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
101151101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
101200101,1,1,2,0,0,6.75,6.75,0.54,0.0,0.0,0.0,0.0,1,1,2160,20,0,99,"Deals {0} extra magic damage to enemies that use physical attacks.","Extra magic damage + {0}"
101200102,1,1,2,0,0,9.0,9.0,0.81,0.0,0.0,0.0,0.0,1,1,2160,3,0,99,"Deals {0} magic damage to all enemies.","AOE magic damage + {0}"
101200201,1,1,2,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
101200301,1,1,2,0,0,10.0,10.0,0.8,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
101200302,1,8,7,0,0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"Renders an enemy immobile for a set period of time.","Stun success rate + 1"
101201201,1,1,2,0,0,22.0,22.0,1.8,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
101201202,1,10,41,1,0,1.0,0.2,0.2,12.0,0.0,0.0,1.0,1,1,2160,14,0,1,"Lowers an enemy's magic defense by {0}.","Magic defense lowered + {0}"
101250101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
101251101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
101300101,1,1,2,0,0,60.0,60.0,5.6,0.0,0.0,0.0,0.0,1,2,2160,6,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
101300201,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"",""
101300202,1,10,41,0,0,1.0,0.48,0.48,12.0,0.0,0.0,0.0,1,2,200,3,0,99,"Lowers magic defense of enemies in range by {0}.","Magic defense lowered + {0}"
101300301,1,1,2,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,2,2160,6,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
101300302,1,8,7,0,0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1,2,2160,6,0,1,"Renders an enemy immobile for a set period of time.","Stun success rate + 1"
101301201,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"",""
101301202,1,10,41,0,0,1.0,0.8,0.8,12.0,0.0,0.0,0.0,1,2,200,3,0,99,"Lowers magic defense of enemies in range by {0}.","Magic defense lowered + {0}"
101350101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
101351101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
101400101,1,7,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,3,2,1,"",""
101400102,1,38,41,1,3,2.4,2.4,16.0,0.0,300.0,0.0,0.0,1,2,2160,3,2,1,"Lowers magic defense of enemies within field by {0}.","Magic defense lowered + {0}"
101400103,1,38,81,1,0,10.0,0.0,16.0,0.0,300.0,0.0,0.0,1,2,2160,3,2,1,"Lowers TP Boost of enemies within field by {0}.",""
101400104,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,3,2,1,"",""
101400105,1,8,1,0,0,0.9,0.0,16.0,0.0,0.0,0.0,0.0,1,2,300,1,0,99,"Reduces action speed of enemies in range for a set period of time.","Action speed reduction success rate + 1"
101400201,1,1,2,0,0,3.4,3.4,0.27,0.0,0.0,0.0,0.0,1,1,800,3,0,99,"Deals {0} magic damage to enemies in range.","Magic damage + {0}"
101400202,1,8,5,0,0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1,1,800,3,0,99,"Renders enemies in range immobile for a set period of time.","Bind success rate + 1"
101400301,1,1,2,0,0,8.0,8.0,0.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
101400302,1,11,1,0,0,7.5,0.0,1.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Confuses an enemy.","Confusion success rate + 1"
101401201,1,1,2,0,0,9.0,9.0,0.72,0.0,0.0,0.0,0.0,1,1,800,3,0,99,"Deals {0} magic damage to enemies in range.","Magic damage + {0}"
101401202,1,26,101401203,3,0,4.0,0.2,0.0,0.0,0.0,0.0,0.0,1,1,800,3,0,99,"",""
101401203,1,8,5,0,0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1,1,800,3,0,99,"Renders enemies in range immobile for a set period of time.","Bind success rate + 1"
101450101,1,90,5,0,0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic defense by {0}.","Magic defense boost + {0}"
101451101,1,90,5,0,0,1.0,32.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic defense by {0}.","Magic defense boost + {0}"
101500101,1,4,2,0,0,1.0,4.5,4.5,0.3375,0.0,0.0,0.0,2,3,2160,3,0,99,"Recovers all allies' HP by {0}.","HP recovery + {0}"
