id,story_id,seq_num,type,line_num,start_pos,end_pos,seek_time,sheet_name,cue_name,command,command_param
1140009,14,9,4,0,0,0,0.0,0,0,1,1.964
1140010,14,10,1,2,166,280,0.78,0,0,0,0.0
1140011,14,11,4,0,0,0,0.0,0,0,1,2.076
1140012,14,12,2,0,0,0,0.0,vo_nyx,vo_nyx_0303,0,0.0
1140013,14,13,1,3,0,134,1.037,0,0,0,0.0
1140014,14,14,4,0,0,0,0.0,0,0,1,1.629
1140015,14,15,1,3,134,298,2.027,0,0,0,0.0
1140016,14,16,4,0,0,0,0.0,0,0,1,3.568
1140017,14,17,4,0,0,0,0.0,0,0,3,2.0
1140018,14,18,2,0,0,0,0.0,vo_nyx,vo_nyx_0304,0,0.0
1140019,14,19,1,3,298,380,1.419,0,0,0,0.0
1140020,14,20,4,0,0,0,0.0,0,0,1,1.419
1140023,14,21,1,4,0,370,2.954,0,0,0,0.0
1140024,14,22,4,0,0,0,0.0,0,0,1,4.256
1140025,14,23,2,0,0,0,0.0,vo_nyx,vo_nyx_0305,0,0.0
1140026,14,24,1,5,0,94,0.892,0,0,0,0.0
1140027,14,25,4,0,0,0,0.0,0,0,1,1.458
1140028,14,26,1,5,94,270,2.495,0,0,0,0.0
1140029,14,27,4,0,0,0,0.0,0,0,1,3.134
1140032,14,28,1,6,0,270,2.654,0,0,0,0.0
1140033,14,29,4,0,0,0,0.0,0,0,1,3.972
1140034,14,30,2,0,0,0,0.0,vo_nyx,vo_nyx_0306,0,0.0
1140035,14,31,1,7,0,160,1.629,0,0,0,0.0
1140036,14,32,4,0,0,0,0.0,0,0,1,3.34
1140037,14,33,2,0,0,0,0.0,vo_nyx,vo_nyx_0307,0,0.0
1140038,14,34,1,8,0,64,1.079,0,0,0,0.0
1140039,14,35,4,0,0,0,0.0,0,0,1,1.6
1140040,14,36,1,8,64,340,2.353,0,0,0,0.0
1140041,14,37,4,0,0,0,0.0,0,0,1,3.511
1140042,14,38,2,0,0,0,0.0,vo_nyx,vo_nyx_0308,0,0.0
1140043,14,39,1,8,340,400,0.511,0,0,0,0.0
1140044,14,40,4,0,0,0,0.0,0,0,1,0.511
1140045,14,41,1,9,0,152,1.354,0,0,0,0.0
1140046,14,42,4,0,0,0,0.0,0,0,1,1.711
1140047,14,43,1,9,152,385,2.986,0,0,0,0.0
1140048,14,44,4,0,0,0,0.0,0,0,1,4.034
1140049,14,45,2,0,0,0,0.0,vo_nyx,vo_nyx_0309,0,0.0
1140050,14,46,1,10,0,315,3.486,0,0,0,0.0
1140051,14,47,4,0,0,0,0.0,0,0,1,4.563
1140052,14,48,2,0,0,0,0.0,vo_nyx,vo_nyx_0310,0,0.0
1140053,14,49,1,11,0,100,0.815,0,0,0,0.0
1140054,14,50,4,0,0,0,0.0,0,0,1,2.384
1140055,14,51,2,0,0,0,0.0,vo_nyx,vo_nyx_0311,0,0.0
1140056,14,52,1,12,0,55,1.726,0,0,0,0.0
1140057,14,53,4,0,0,0,0.0,0,0,1,2.212
1140058,14,54,1,12,55,306,2.239,0,0,0,0.0
1140059,14,55,4,0,0,0,0.0,0,0,1,2.898
1140060,14,56,1,12,306,380,0.691,0,0,0,0.0
1140061,14,57,4,0,0,0,0.0,0,0,3,3.0
1140062,14,58,4,0,0,0,0.0,0,0,1,0.691
1140063,14,59,1,13,0,45,0.499,0,0,0,0.0
1140064,14,60,4,0,0,0,0.0,0,0,1,1.799
1140065,14,61,4,0,0,0,0.0,0,0,3,4.0
1140066,14,62,2,0,0,0,0.0,vo_nyx,vo_nyx_0312,0,0.0
1140067,14,63,1,13,45,133,0.674,0,0,0,0.0
1140068,14,64,4,0,0,0,0.0,0,0,1,1.251
1140069,14,65,1,13,133,216,0.959,0,0,0,0.0
1140070,14,66,4,0,0,0,0.0,0,0,1,1.676
1140071,14,67,1,13,216,355,1.894,0,0,0,0.0
1140072,14,68,4,0,0,0,0.0,0,0,1,1.894
1140073,14,69,1,14,0,65,0.844,0,0,0,0.0
1140074,14,70,4,0,0,0,0.0,0,0,1,2.644
1220001,22,1,4,0,0,0,0.0,0,0,3,1.0
1220002,22,2,2,0,0,0,0.0,vo_nyx,vo_nyx_0401,0,0.0
1220005,22,5,1,1,0,350,3.823,0,0,0,0.0
1220006,22,6,4,0,0,0,0.0,0,0,1,3.823
1220007,22,7,1,2,0,77,1.012,0,0,0,0.0
1220008,22,8,4,0,0,0,0.0,0,0,1,2.149
1220009,22,9,2,0,0,0,0.0,vo_nyx,vo_nyx_0402,0,0.0
1220010,22,10,1,2,77,310,1.74,0,0,0,0.0
1220011,22,11,4,0,0,0,0.0,0,0,1,2.249
1220014,22,14,1,3,0,230,1.816,0,0,0,0.0
1220015,22,15,4,0,0,0,0.0,0,0,1,2.888
1220016,22,16,2,0,0,0,0.0,vo_nyx,vo_nyx_0403,0,0.0
1220017,22,17,1,4,0,25,0.438,0,0,0,0.0
1220018,22,18,4,0,0,0,0.0,0,0,1,0.976
1220019,22,19,1,4,25,190,1.414,0,0,0,0.0
1220020,22,20,4,0,0,0,0.0,0,0,1,2.433
1220021,22,21,2,0,0,0,0.0,vo_nyx,vo_nyx_0404,0,0.0
1220022,22,22,1,5,0,281,3.347,0,0,0,0.0
1220023,22,23,4,0,0,0,0.0,0,0,1,4.202
1220026,22,26,4,0,0,0,0.0,0,0,3,2.0
1220027,22,27,2,0,0,0,0.0,vo_nyx,vo_nyx_0405,0,0.0
1220028,22,28,1,5,281,340,0.655,0,0,0,0.0
1220029,22,29,4,0,0,0,0.0,0,0,1,0.655
1220030,22,28,1,6,0,163,2.93,0,0,0,0.0
1220031,22,29,4,0,0,0,0.0,0,0,1,3.507
1220034,22,34,1,6,163,330,1.81,0,0,0,0.0
1220035,22,35,4,0,0,0,0.0,0,0,1,1.81
1220036,22,36,1,7,0,100,1.24,0,0,0,0.0
1220037,22,37,4,0,0,0,0.0,0,0,1,1.24
1220038,22,38,1,7,100,210,1.24,0,0,0,0.0
1220039,22,39,4,0,0,0,0.0,0,0,3,2.0
1220040,22,40,4,0,0,0,0.0,0,0,1,1.24
1220041,22,41,1,7,210,360,1.24,0,0,0,0.0
1220042,22,42,4,0,0,0,0.0,0,0,1,1.68
1220043,22,43,1,8,0,254,2.65,0,0,0,0.0
1220044,22,44,4,0,0,0,0.0,0,0,1,3.05
1220045,22,45,1,8,254,335,1.0,0,0,0,0.0
1220046,22,46,4,0,0,0,0.0,0,0,1,1.0
1220051,22,51,1,9,0,315,3.236,0,0,0,0.0
1220052,22,52,4,0,0,0,0.0,0,0,1,4.12
1220053,22,53,4,0,0,0,0.0,0,0,3,3.0
1220054,22,54,2,0,0,0,0.0,vo_nyx,vo_nyx_0406,0,0.0
1220055,22,55,1,10,0,283,2.628,0,0,0,0.0
1220056,22,56,4,0,0,0,0.0,0,0,1,3.131
1220057,22,57,1,10,283,360,0.746,0,0,0,0.0
1220058,22,58,4,0,0,0,0.0,0,0,1,0.746
1220059,22,59,1,11,0,58,0.616,0,0,0,0.0
1220060,22,60,4,0,0,0,0.0,0,0,1,0.854
1220061,22,61,1,11,58,285,2.885,0,0,0,0.0
1220062,22,62,4,0,0,0,0.0,0,0,1,3.825
1220063,22,63,4,0,0,0,0.0,0,0,3,4.0
1220064,22,64,2,0,0,0,0.0,vo_nyx,vo_nyx_0407,0,0.0
1220065,22,65,1,12,0,221,2.326,0,0,0,0.0
1220066,22,66,4,0,0,0,0.0,0,0,1,2.872
1220067,22,67,1,12,221,315,1.188,0,0,0,0.0
1220068,22,68,4,0,0,0,0.0,0,0,1,1.188
1220069,22,69,1,13,0,210,2.028,0,0,0,0.0
1220070,22,70,4,0,0,0,0.0,0,0,1,3.011
1220071,22,71,2,0,0,0,0.0,vo_nyx,vo_nyx_0408,0,0.0
1220072,22,72,1,15,0,32,0.408,0,0,0,0.0
1220073,22,73,4,0,0,0,0.0,0,0,1,0.929
1220074,22,74,1,15,32,170,1.122,0,0,0,0.0
1220075,22,75,4,0,0,0,0.0,0,0,1,2.922
1230001,23,1,4,0,0,0,0.0,0,0,3,1.0
1230002,23,2,2,0,0,0,0.0,vo_nyx,vo_nyx_0501,0,0.0
1230003,23,3,1,1,0,350,3.048,0,0,0,0.0
1230004,23,4,4,0,0,0,0.0,0,0,1,3.048
1230005,23,5,1,2,0,63,0.731,0,0,0,0.0
1230006,23,6,4,0,0,0,0.0,0,0,1,1.507
1230007,23,7,2,0,0,0,0.0,vo_nyx,vo_nyx_0502,0,0.0
1230008,23,8,1,2,63,378,3.234,0,0,0,0.0
1230009,23,9,4,0,0,0,0.0,0,0,1,3.234
1230012,23,12,1,3,0,185,1.737,0,0,0,0.0
1230013,23,13,4,0,0,0,0.0,0,0,1,2.716
1230014,23,14,2,0,0,0,0.0,vo_nyx,vo_nyx_0503,0,0.0
1230015,23,15,1,3,185,365,1.966,0,0,0,0.0
1230016,23,16,4,0,0,0,0.0,0,0,1,1.966
1230017,23,17,1,4,0,121,1.039,0,0,0,0.0
1230018,23,18,4,0,0,0,0.0,0,0,1,1.396
1230019,23,19,1,4,121,270,1.355,0,0,0,0.0
1230020,23,20,4,0,0,0,0.0,0,0,1,2.334
1230021,23,21,2,0,0,0,0.0,vo_nyx,vo_nyx_0504,0,0.0
1230022,23,22,1,6,0,57,0.422,0,0,0,0.0
1230023,23,23,4,0,0,0,0.0,0,0,1,0.845
1230024,23,24,1,6,57,290,2.026,0,0,0,0.0
1230025,23,25,4,0,0,0,0.0,0,0,1,2.563
1230026,23,26,2,0,0,0,0.0,vo_nyx,vo_nyx_0505,0,0.0
1230027,23,27,1,8,0,57,0.865,0,0,0,0.0
1230028,23,28,4,0,0,0,0.0,0,0,1,1.207
1230029,23,29,1,8,57,273,1.873,0,0,0,0.0
1230030,23,30,4,0,0,0,0.0,0,0,1,2.166
1230031,23,31,1,9,0,345,2.558,0,0,0,0.0
1230032,23,32,4,0,0,0,0.0,0,0,3,2.0
1230033,23,33,4,0,0,0,0.0,0,0,1,3.202
1230034,23,34,1,10,0,176,2.381,0,0,0,0.0
1230035,23,35,4,0,0,0,0.0,0,0,1,2.938
1230036,23,36,2,0,0,0,0.0,vo_nyx,vo_nyx_0506,0,0.0
1230037,23,37,1,10,176,330,1.241,0,0,0,0.0
1230038,23,38,4,0,0,0,0.0,0,0,1,1.657
1230039,23,39,1,11,0,375,2.871,0,0,0,0.0
1230040,23,40,4,0,0,0,0.0,0,0,3,3.0
1230041,23,41,4,0,0,0,0.0,0,0,1,3.435
1230042,23,42,2,0,0,0,0.0,vo_nyx,vo_nyx_0507,0,0.0
1230045,23,45,1,12,0,395,3.86,0,0,0,0.0
1230046,23,46,4,0,0,0,0.0,0,0,1,4.729
1230047,23,47,2,0,0,0,0.0,vo_nyx,vo_nyx_0508,0,0.0
1230048,23,48,1,13,0,119,1.417,0,0,0,0.0
1230049,23,49,4,0,0,0,0.0,0,0,1,2.029
1230050,23,50,1,13,119,335,1.78,0,0,0,0.0
1230051,23,51,4,0,0,0,0.0,0,0,1,3.58
1240001,24,1,4,0,0,0,0.0,0,0,3,1.0
1240002,24,2,2,0,0,0,0.0,vo_nyx,vo_nyx_0601,0,0.0
1240003,24,3,1,1,0,75,0.945,0,0,0,0.0
1240004,24,4,4,0,0,0,0.0,0,0,1,1.808
1240005,24,5,2,0,0,0,0.0,vo_nyx,vo_nyx_0602,0,0.0
1240006,24,6,1,2,0,392,3.225,0,0,0,0.0
1240007,24,7,4,0,0,0,0.0,0,0,1,4.362
1240008,24,8,2,0,0,0,0.0,vo_nyx,vo_nyx_0603,0,0.0
1240009,24,9,1,3,0,385,2.828,0,0,0,0.0
1240010,24,10,4,0,0,0,0.0,0,0,1,4.36
1240011,24,11,2,0,0,0,0.0,vo_nyx,vo_nyx_0604,0,0.0
1240012,24,12,1,4,0,102,1.212,0,0,0,0.0
1240013,24,13,4,0,0,0,0.0,0,0,1,2.171
1240014,24,14,1,4,102,315,1.656,0,0,0,0.0
1240015,24,15,4,0,0,0,0.0,0,0,1,2.769
1240016,24,16,2,0,0,0,0.0,vo_nyx,vo_nyx_0605,0,0.0
1240017,24,17,1,5,0,26,0.168,0,0,0,0.0
1240018,24,18,4,0,0,0,0.0,0,0,1,1.256
1240019,24,19,1,5,26,100,0.478,0,0,0,0.0
1240020,24,20,4,0,0,0,0.0,0,0,1,0.535
1240021,24,21,1,5,100,180,0.735,0,0,0,0.0
1240022,24,22,4,0,0,0,0.0,0,0,1,2.444
1240023,24,23,2,0,0,0,0.0,vo_nyx,vo_nyx_0606,0,0.0
1240024,24,24,1,7,0,162,1.607,0,0,0,0.0
1240025,24,25,4,0,0,0,0.0,0,0,1,2.16
1240026,24,26,1,7,162,375,2.119,0,0,0,0.0
1240027,24,27,4,0,0,0,0.0,0,0,1,2.647
1240028,24,28,1,8,0,183,1.802,0,0,0,0.0
1240029,24,29,4,0,0,0,0.0,0,0,3,2.0
1240030,24,30,4,0,0,0,0.0,0,0,1,2.817
1240031,24,31,2,0,0,0,0.0,vo_nyx,vo_nyx_0607,0,0.0
1240032,24,32,1,8,183,380,1.981,0,0,0,0.0
1240033,24,33,4,0,0,0,0.0,0,0,1,2.842
1240034,24,34,1,9,0,178,1.894,0,0,0,0.0
1240035,24,35,4,0,0,0,0.0,0,0,1,3.737
1240036,24,36,2,0,0,0,0.0,vo_nyx,vo_nyx_0608,0,0.0
1240037,24,37,1,9,178,217,0.82,0,0,0,0.0
1240038,24,38,4,0,0,0,0.0,0,0,1,1.754
1240039,24,39,1,9,217,375,2.752,0,0,0,0.0
1240040,24,40,4,0,0,0,0.0,0,0,1,3.272
1240041,24,41,4,0,0,0,0.0,0,0,3,3.0
1240042,24,42,2,0,0,0,0.0,vo_nyx,vo_nyx_0609,0,0.0
1240043,24,43,1,11,0,206,1.283,0,0,0,0.0
1240044,24,44,4,0,0,0,0.0,0,0,1,2.322
1240045,24,45,4,0,0,0,0.0,0,0,3,4.0
1240046,24,46,2,0,0,0,0.0,vo_nyx,vo_nyx_0610,0,0.0
1240047,24,47,1,12,0,90,0.86,0,0,0,0.0
1240048,24,48,4,0,0,0,0.0,0,0,1,0.86
1240049,24,49,1,12,90,140,1.242,0,0,0,0.0
1240050,24,50,4,0,0,0,0.0,0,0,1,2.086
1240051,24,51,4,0,0,0,0.0,0,0,3,5.0
1240052,24,52,2,0,0,0,0.0,vo_nyx,vo_nyx_0611,0,0.0
1240053,24,53,1,12,140,320,0.735,0,0,0,0.0
1240054,24,54,4,0,0,0,0.0,0,0,1,1.789
1240055,24,55,2,0,0,0,0.0,vo_nyx,vo_nyx_0612,0,0.0
1240056,24,56,1,13,0,132,1.0,0,0,0,0.0
1240057,24,57,4,0,0,0,0.0,0,0,1,2.104
1240058,24,58,4,0,0,0,0.0,0,0,3,6.0
1240059,24,59,2,0,0,0,0.0,vo_nyx,vo_nyx_0613,0,0.0
1240060,24,60,1,14,0,68,1.189,0,0,0,0.0
1240061,24,61,4,0,0,0,0.0,0,0,1,1.189
1240062,24,62,1,14,68,135,0.235,0,0,0,0.0
1240063,24,63,4,0,0,0,0.0,0,0,1,0.235
1240064,24,64,1,14,135,231,1.729,0,0,0,0.0
1240065,24,65,4,0,0,0,0.0,0,0,1,3.529
1250001,25,1,4,0,0,0,0.0,0,0,3,1.0
1250002,25,2,2,0,0,0,0.0,vo_nyx,vo_nyx_0701,0,0.0
1250003,25,3,1,1,0,221,2.62,0,0,0,0.0
1250004,25,4,4,0,0,0,0.0,0,0,1,3.07
1250005,25,5,2,0,0,0,0.0,vo_nyx,vo_nyx_0702,0,0.0
1250006,25,6,1,1,221,370,1.252,0,0,0,0.0
1250007,25,7,4,0,0,0,0.0,0,0,1,1.252
1250008,25,8,1,2,0,55,0.322,0,0,0,0.0
1250009,25,9,4,0,0,0,0.0,0,0,1,0.577
1250010,25,10,1,2,55,312,2.127,0,0,0,0.0
1250011,25,11,4,0,0,0,0.0,0,0,1,2.985
1250012,25,12,2,0,0,0,0.0,vo_nyx,vo_nyx_0703,0,0.0
1250013,25,13,1,3,0,325,2.972,0,0,0,0.0
1250014,25,14,4,0,0,0,0.0,0,0,1,3.55
1250015,25,15,1,4,0,280,3.003,0,0,0,0.0
1250016,25,16,4,0,0,0,0.0,0,0,1,3.672
1250017,25,17,2,0,0,0,0.0,vo_nyx,vo_nyx_0704,0,0.0
1250018,25,18,1,5,0,233,2.06,0,0,0,0.0
1250019,25,19,4,0,0,0,0.0,0,0,1,2.34
1250020,25,20,1,5,233,390,1.44,0,0,0,0.0
1250021,25,21,4,0,0,0,0.0,0,0,1,2.486
1250022,25,22,2,0,0,0,0.0,vo_nyx,vo_nyx_0705,0,0.0
1250023,25,23,1,6,0,31,0.766,0,0,0,0.0
1250024,25,24,4,0,0,0,0.0,0,0,1,1.136
1250025,25,25,1,6,31,295,2.067,0,0,0,0.0
1250026,25,26,4,0,0,0,0.0,0,0,1,2.735
1250027,25,27,2,0,0,0,0.0,vo_nyx,vo_nyx_0706,0,0.0
1250028,25,28,1,7,0,382,3.835,0,0,0,0.0
1250029,25,29,4,0,0,0,0.0,0,0,1,4.315
1250032,25,32,1,8,0,372,2.443,0,0,0,0.0
1250033,25,33,4,0,0,0,0.0,0,0,1,2.443
1250034,25,34,1,9,0,135,1.35,0,0,0,0.0
1250035,25,35,4,0,0,0,0.0,0,0,1,2.347
1250036,25,36,4,0,0,0,0.0,0,0,3,2.0
1250037,25,37,2,0,0,0,0.0,vo_nyx,vo_nyx_0707,0,0.0
1250038,25,38,1,10,0,320,2.997,0,0,0,0.0
1250039,25,39,4,0,0,0,0.0,0,0,1,3.809
1250040,25,40,2,0,0,0,0.0,vo_nyx,vo_nyx_0708,0,0.0
1250041,25,41,1,11,0,233,1.671,0,0,0,0.0
1250042,25,42,4,0,0,0,0.0,0,0,1,1.671
1250043,25,43,1,11,233,335,0.893,0,0,0,0.0
1250044,25,44,4,0,0,0,0.0,0,0,1,1.871
1250045,25,45,4,0,0,0,0.0,0,0,3,3.0
1250046,25,46,2,0,0,0,0.0,vo_nyx,vo_nyx_0709,0,0.0
1250047,25,47,1,12,0,66,1.427,0,0,0,0.0
