quest_id,event_id,area_id,quest_seq,quest_name,position_x,position_y,icon_id,icon_offset_x,icon_offset_y,icon_scale,stamina,stamina_start,team_exp,unit_exp,love,limit_time,daily_limit,clear_reward_group,rank_reward_group,drop_reward_type,drop_reward_id,drop_reward_num,drop_reward_odds,wave_group_id_1,background_1,wave_bgm_sheet_id_1,wave_bgm_que_id_1,story_id_wavestart_1,story_id_waveend_1,wave_group_id_2,background_2,wave_bgm_sheet_id_2,wave_bgm_que_id_2,story_id_wavestart_2,story_id_waveend_2,wave_group_id_3,background_3,wave_bgm_sheet_id_3,wave_bgm_que_id_3,story_id_wavestart_3,story_id_waveend_3,quest_detail_bg_id,quest_detail_bg_position
20001204,20001,20001201,19,"Targum Region 1-4",140,110,100070,0.0,0.0,1.0,18,2,18,270,18,90,5,650001119,650001121,2,31038,1,29,650350011,100731,bgm_M41,bgm_M41,0,0,650350012,100732,bgm_M41,bgm_M41,0,0,650350013,100733,bgm_M41,bgm_M41,0,0,100731,0
20001205,20001,20001201,20,"Targum Region 1-5",310,-90,100030,0.0,0.0,1.0,20,2,20,300,20,90,5,650001120,650001121,2,31012,1,30,650380011,100381,bgm_M41,bgm_M41,0,0,650380012,100382,bgm_M41,bgm_M41,0,0,650380013,100383,bgm_M41,bgm_M41,0,0,100381,0
20002101,20002,20002101,1,"Macina Region 1-1",-820,-120,100010,0.0,0.0,1.0,8,1,8,120,8,90,0,650002101,650002124,0,0,0,0,650002011,100061,bgm_M41,bgm_M41,0,0,650002012,100062,bgm_M41,bgm_M41,0,0,650002013,100063,bgm_M41,bgm_M41,0,0,100061,0
20002102,20002,20002101,2,"Macina Region 1-2",-710,20,100020,0.0,0.0,1.0,8,1,8,120,8,90,0,650002102,650002125,0,0,0,0,650002021,100014,bgm_M41,bgm_M41,0,0,650002022,100015,bgm_M41,bgm_M41,0,0,650002023,100016,bgm_M41,bgm_M41,0,0,100014,0
20002103,20002,20002101,3,"Macina Region 1-3",-580,-120,100010,0.0,0.0,1.0,8,1,8,120,8,90,0,650002103,650002126,0,0,0,0,650002031,100061,bgm_M41,bgm_M41,0,0,650002032,100062,bgm_M41,bgm_M41,0,0,650002033,100063,bgm_M41,bgm_M41,0,0,100061,0
20002104,20002,20002101,4,"Macina Region 1-4",-510,50,100020,0.0,0.0,1.0,8,1,8,120,8,90,0,650002104,650002127,0,0,0,0,650002041,100014,bgm_M41,bgm_M41,0,0,650002042,100015,bgm_M41,bgm_M41,0,0,650002043,100016,bgm_M41,bgm_M41,0,0,100014,0
20002105,20002,20002101,5,"Macina Region 1-5",-430,-60,100040,0.0,0.0,1.0,8,1,8,120,8,90,0,650002105,650002123,0,0,0,0,650002051,100041,bgm_M41,bgm_M41,0,0,650002052,100042,bgm_M41,bgm_M41,0,0,650002053,100043,bgm_M41,bgm_M41,0,0,100041,0
20002106,20002,20002101,6,"Macina Region 1-6",-340,-150,100050,0.0,0.0,1.0,9,1,9,135,9,90,0,650002106,650002124,0,0,0,0,650002061,100021,bgm_M41,bgm_M41,0,0,650002062,100022,bgm_M41,bgm_M41,0,0,650002063,100023,bgm_M41,bgm_M41,0,0,100021,0
20002107,20002,20002101,7,"Macina Region 1-7",-215,-80,100110,0.0,0.0,1.0,9,1,9,135,9,90,0,650002107,650002125,0,0,0,0,650002071,100201,bgm_M41,bgm_M41,0,0,650002072,100202,bgm_M41,bgm_M41,0,0,650002073,100203,bgm_M41,bgm_M41,0,0,100201,0
20002108,20002,20002101,8,"Macina Region 1-8",-75,-110,100110,0.0,0.0,1.0,9,1,9,135,9,90,0,650002108,650002126,0,0,0,0,650002081,100201,bgm_M41,bgm_M41,0,0,650002082,100202,bgm_M41,bgm_M41,0,0,650002083,100203,bgm_M41,bgm_M41,0,0,100201,0
20002109,20002,20002101,9,"Macina Region 1-9",45,-50,100110,0.0,0.0,1.0,9,1,9,135,9,90,0,650002109,650002127,0,0,0,0,650002091,100201,bgm_M41,bgm_M41,0,0,650002092,100202,bgm_M41,bgm_M41,0,0,650002093,100203,bgm_M41,bgm_M41,0,0,100201,0
20002110,20002,20002101,10,"Macina Region 1-10",150,40,100010,0.0,0.0,1.0,9,1,9,135,9,90,0,650002110,650002122,0,0,0,0,650002101,100061,bgm_M41,bgm_M41,0,0,650002102,100062,bgm_M41,bgm_M41,0,0,650002103,100063,bgm_M41,bgm_M41,0,0,100061,0
20002111,20002,20002101,11,"Macina Region 1-11",260,-70,100070,0.0,0.0,1.0,10,1,10,150,10,90,0,650002111,650002124,0,0,0,0,650002111,100171,bgm_M41,bgm_M41,0,0,650002112,100172,bgm_M41,bgm_M41,0,0,650002113,100173,bgm_M41,bgm_M41,0,0,100171,0
20002112,20002,20002101,12,"Macina Region 1-12",380,30,100120,0.0,0.0,1.0,10,1,10,150,10,90,0,650002112,650002125,0,0,0,0,650002121,100151,bgm_M41,bgm_M41,0,0,650002122,100152,bgm_M41,bgm_M41,0,0,650002123,100153,bgm_M41,bgm_M41,0,0,100151,0
20002113,20002,20002101,13,"Macina Region 1-13",470,-100,100080,0.0,0.0,1.0,10,1,10,150,10,90,0,650002113,650002126,0,0,0,0,650002131,101141,bgm_M41,bgm_M41,0,0,650002132,101142,bgm_M41,bgm_M41,0,0,650002133,101143,bgm_M41,bgm_M41,0,0,101141,0
20002114,20002,20002101,14,"Macina Region 1-14",570,40,100080,0.0,0.0,1.0,10,1,10,150,10,90,0,650002114,650002127,0,0,0,0,650002141,101141,bgm_M41,bgm_M41,0,0,650002142,101142,bgm_M41,bgm_M41,0,0,650002143,101143,bgm_M41,bgm_M41,0,0,101141,0
20002115,20002,20002101,15,"Macina Region 1-15",680,-70,100080,0.0,0.0,1.0,10,1,10,150,10,90,0,650002115,650002123,0,0,0,0,650002151,101141,bgm_M41,bgm_M41,0,0,650002152,101142,bgm_M41,bgm_M41,0,0,650002153,101143,bgm_M41,bgm_M41,0,0,101141,0
20002201,20002,20002201,16,"Macina Region 1-1",-450,-10,100110,0.0,0.0,1.0,16,2,16,240,16,90,5,650002116,650002121,2,31020,1,28,650002161,100471,bgm_M41,bgm_M41,0,0,650002162,100472,bgm_M41,bgm_M41,0,0,650002163,100473,bgm_M41,bgm_M41,0,0,100471,0
20002202,20002,20002201,17,"Macina Region 1-2",-250,-100,100070,0.0,0.0,1.0,16,2,16,240,16,90,5,650002117,650002121,2,31004,1,28,650002171,100811,bgm_M41,bgm_M41,0,0,650002172,100812,bgm_M41,bgm_M41,0,0,650002173,100813,bgm_M41,bgm_M41,0,0,100811,0
20002203,20002,20002201,18,"Macina Region 1-3",-50,20,100120,0.0,0.0,1.0,18,2,18,270,18,90,5,650002118,650002121,2,31020,1,29,650002181,100791,bgm_M41,bgm_M41,0,0,650002182,100792,bgm_M41,bgm_M41,0,0,650002183,100793,bgm_M41,bgm_M41,0,0,100791,0
20002204,20002,20002201,19,"Macina Region 1-4",110,-110,100080,0.0,0.0,1.0,18,2,18,270,18,90,5,650002119,650002121,2,31004,1,29,650002191,101151,bgm_M41,bgm_M41,0,0,650002192,101152,bgm_M41,bgm_M41,0,0,650002193,101153,bgm_M41,bgm_M41,0,0,101151,0
20002205,20002,20002201,20,"Macina Region 1-5",290,-10,100080,0.0,0.0,1.0,20,2,20,300,20,90,5,650002120,650002121,2,31020,1,30,650002201,101151,bgm_M41,bgm_M41,0,0,650002202,101152,bgm_M41,bgm_M41,0,0,650002203,101153,bgm_M41,bgm_M41,0,0,101151,0
20003101,20003,20003101,1,"Landosol Outskirts 1-1",-820,-90,100010,0.0,0.0,1.0,8,1,8,120,8,90,0,650003101,650003124,0,0,0,0,650003011,100064,bgm_M41,bgm_M41,0,0,650003012,100065,bgm_M41,bgm_M41,0,0,650003013,100066,bgm_M41,bgm_M41,0,0,100064,0
20003102,20003,20003101,2,"Landosol Outskirts 1-2",-700,20,100020,0.0,0.0,1.0,8,1,8,120,8,90,0,650003102,650003125,0,0,0,0,650003021,100021,bgm_M41,bgm_M41,0,0,650003022,100022,bgm_M41,bgm_M41,0,0,650003023,100023,bgm_M41,bgm_M41,0,0,100021,0
20003103,20003,20003101,3,"Landosol Outskirts 1-3",-600,-120,100010,0.0,0.0,1.0,8,1,8,120,8,90,0,650003103,650003126,0,0,0,0,650003031,100067,bgm_M41,bgm_M41,0,0,650003032,100068,bgm_M41,bgm_M41,0,0,650003033,100069,bgm_M41,bgm_M41,0,0,100067,0
20003104,20003,20003101,4,"Landosol Outskirts 1-4",-500,40,100040,0.0,0.0,1.0,8,1,8,120,8,90,0,650003104,650003127,0,0,0,0,650003041,100125,bgm_M41,bgm_M41,0,0,650003042,100126,bgm_M41,bgm_M41,0,0,650003043,100127,bgm_M41,bgm_M41,0,0,100125,0
20003105,20003,20003101,5,"Landosol Outskirts 1-5",-400,-70,100050,0.0,0.0,1.0,8,1,8,120,8,90,0,650003105,650003123,0,0,0,0,650003051,100081,bgm_M41,bgm_M41,0,0,650003052,100082,bgm_M41,bgm_M41,0,0,650003053,100083,bgm_M41,bgm_M41,0,0,100081,0
20003106,20003,20003101,6,"Landosol Outskirts 1-6",-260,-110,100010,0.0,0.0,1.0,9,1,9,135,9,90,0,650003106,650003124,0,0,0,0,650003061,100074,bgm_M41,bgm_M41,0,0,650003062,100075,bgm_M41,bgm_M41,0,0,650003063,100076,bgm_M41,bgm_M41,0,0,100074,0
20003107,20003,20003101,7,"Landosol Outskirts 1-7",-180,25,100040,0.0,0.0,1.0,9,1,9,135,9,90,0,650003107,650003125,0,0,0,0,650003071,100111,bgm_M41,bgm_M41,0,0,650003072,100112,bgm_M41,bgm_M41,0,0,650003073,100113,bgm_M41,bgm_M41,0,0,100111,0
20003108,20003,20003101,8,"Landosol Outskirts 1-8",-75,-110,100010,0.0,0.0,1.0,9,1,9,135,9,90,0,650003108,650003126,0,0,0,0,650003081,100077,bgm_M41,bgm_M41,0,0,650003082,100078,bgm_M41,bgm_M41,0,0,650003083,100079,bgm_M41,bgm_M41,0,0,100077,0
20003109,20003,20003101,9,"Landosol Outskirts 1-9",50,-50,100080,0.0,0.0,1.0,9,1,9,135,9,90,0,650003109,650003127,0,0,0,0,650003091,100051,bgm_M41,bgm_M41,0,0,650003092,100052,bgm_M41,bgm_M41,0,0,650003093,100053,bgm_M41,bgm_M41,0,0,100051,0
20003110,20003,20003101,10,"Landosol Outskirts 1-10",180,20,100080,0.0,0.0,1.0,9,1,9,135,9,90,0,650003110,650003122,0,0,0,0,650003101,100051,bgm_M41,bgm_M41,0,0,650003102,100052,bgm_M41,bgm_M41,0,0,650003103,100053,bgm_M41,bgm_M41,0,0,100051,0
20003111,20003,20003101,11,"Landosol Outskirts 1-11",270,-100,100050,0.0,0.0,1.0,10,1,10,150,10,90,0,650003111,650003124,0,0,0,0,650003111,100031,bgm_M41,bgm_M41,0,0,650003112,100032,bgm_M41,bgm_M41,0,0,650003113,100033,bgm_M41,bgm_M41,0,0,100031,0
20003112,20003,20003101,12,"Landosol Outskirts 1-12",390,40,100120,0.0,0.0,1.0,10,1,10,150,10,90,0,650003112,650003125,0,0,0,0,650003121,100151,bgm_M41,bgm_M41,0,0,650003122,100152,bgm_M41,bgm_M41,0,0,650003123,100153,bgm_M41,bgm_M41,0,0,100151,0
20003113,20003,20003101,13,"Landosol Outskirts 1-13",490,-110,100020,0.0,0.0,1.0,10,1,10,150,10,90,0,650003113,650003126,0,0,0,0,650003131,100011,bgm_M41,bgm_M41,0,0,650003132,100012,bgm_M41,bgm_M41,0,0,650003133,100013,bgm_M41,bgm_M41,0,0,100011,0
20003114,20003,20003101,14,"Landosol Outskirts 1-14",570,40,100020,0.0,0.0,1.0,10,1,10,150,10,90,0,650003114,650003127,0,0,0,0,650003141,100014,bgm_M41,bgm_M41,0,0,650003142,100015,bgm_M41,bgm_M41,0,0,650003143,100016,bgm_M41,bgm_M41,0,0,100014,0
20003115,20003,20003101,15,"Landosol Outskirts 1-15",670,-80,100020,0.0,0.0,1.0,10,1,10,150,10,90,0,650003115,650003123,0,0,0,0,650003151,100017,bgm_M41,bgm_M41,0,0,650003152,100018,bgm_M41,bgm_M41,0,0,650003153,100019,bgm_M41,bgm_M41,0,0,100017,0
20003201,20003,20003201,16,"Landosol Outskirts 1-1",-450,-10,100120,0.0,0.0,1.0,16,2,16,240,16,90,5,650003116,650003121,2,31010,1,28,650003161,100791,bgm_M41,bgm_M41,0,0,650003162,100792,bgm_M41,bgm_M41,0,0,650003163,100793,bgm_M41,bgm_M41,0,0,100791,0
20003202,20003,20003201,17,"Landosol Outskirts 1-2",-250,-100,100040,0.0,0.0,1.0,16,2,16,240,16,90,5,650003117,650003121,2,31017,1,28,650003171,100771,bgm_M41,bgm_M41,0,0,650003172,100772,bgm_M41,bgm_M41,0,0,650003173,100773,bgm_M41,bgm_M41,0,0,100771,0
20003203,20003,20003201,18,"Landosol Outskirts 1-3",-40,20,100050,0.0,0.0,1.0,18,2,18,270,18,90,5,650003118,650003121,2,31010,1,29,650003181,100757,bgm_M41,bgm_M41,0,0,650003182,100758,bgm_M41,bgm_M41,0,0,650003183,100759,bgm_M41,bgm_M41,0,0,100757,0
20003204,20003,20003201,19,"Landosol Outskirts 1-4",100,-130,100020,0.0,0.0,1.0,18,2,18,270,18,90,5,650003119,650003121,2,31017,1,29,650003191,100361,bgm_M41,bgm_M41,0,0,650003192,100362,bgm_M41,bgm_M41,0,0,650003193,100363,bgm_M41,bgm_M41,0,0,100361,0
20003205,20003,20003201,20,"Landosol Outskirts 1-5",290,-70,100020,0.0,0.0,1.0,20,2,20,300,20,90,5,650003120,650003121,2,31010,1,30,650003201,100364,bgm_M41,bgm_M41,0,0,650003202,100365,bgm_M41,bgm_M41,0,0,650003203,100366,bgm_M41,bgm_M41,0,0,100364,0
