1000430104,0,0,eq_rank_5-8,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000510101,2,60042,0,2,33,2,60042,0,3,34,2,60042,0,4,33,0,0,0,0,0,0,0,0,0,0
1000510102,12,94002,0,3000,33,12,94002,0,4000,34,12,94002,0,5000,33,0,0,0,0,0,0,0,0,0,0
1000510103,0,0,eq_rank_3-6,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000520101,0,0,1000520101,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000520102,0,0,1000520102,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000520103,2,60042,0,4,33,2,60042,0,5,34,2,60042,0,6,33,0,0,0,0,0,0,0,0,0,0
1000520104,12,94002,0,10000,33,12,94002,0,10500,34,12,94002,0,11000,33,0,0,0,0,0,0,0,0,0,0
1000520105,0,0,eq_rank_4-7,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000530101,2,31080,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000530102,2,60042,0,2,33,2,60042,0,5,34,2,60042,0,8,33,0,0,0,0,0,0,0,0,0,0
1000530103,12,94002,0,30000,33,12,94002,0,31500,34,12,94002,0,33000,33,0,0,0,0,0,0,0,0,0,0
1000530104,0,0,eq_rank_5-8,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000610101,2,60052,0,2,33,2,60052,0,3,34,2,60052,0,4,33,0,0,0,0,0,0,0,0,0,0
1000610102,12,94002,0,3000,33,12,94002,0,4000,34,12,94002,0,5000,33,0,0,0,0,0,0,0,0,0,0
1000610103,0,0,eq_rank_3-6,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000620101,0,0,1000620101,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000620102,0,0,1000620102,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000620103,2,60052,0,4,33,2,60052,0,5,34,2,60052,0,6,33,0,0,0,0,0,0,0,0,0,0
1000620104,12,94002,0,10000,33,12,94002,0,10500,34,12,94002,0,11000,33,0,0,0,0,0,0,0,0,0,0
1000620105,0,0,eq_rank_4-7,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000630101,2,31047,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000630102,2,60052,0,2,33,2,60052,0,5,34,2,60052,0,8,33,0,0,0,0,0,0,0,0,0,0
1000630103,12,94002,0,30000,33,12,94002,0,31500,34,12,94002,0,33000,33,0,0,0,0,0,0,0,0,0,0
1000630104,0,0,eq_rank_5-8,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000710101,2,60062,0,2,33,2,60062,0,3,34,2,60062,0,4,33,0,0,0,0,0,0,0,0,0,0
1000710102,12,94002,0,3000,33,12,94002,0,4000,34,12,94002,0,5000,33,0,0,0,0,0,0,0,0,0,0
1000710103,0,0,eq_rank_3-6,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000720101,0,0,1000720101,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000720102,0,0,1000720102,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000720103,2,60062,0,4,33,2,60062,0,5,34,2,60062,0,6,33,0,0,0,0,0,0,0,0,0,0
1000720104,12,94002,0,10000,33,12,94002,0,10500,34,12,94002,0,11000,33,0,0,0,0,0,0,0,0,0,0
1000720105,0,0,eq_rank_4-7,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000730101,2,31082,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000730102,2,60062,0,2,33,2,60062,0,5,34,2,60062,0,8,33,0,0,0,0,0,0,0,0,0,0
1000730103,12,94002,0,30000,33,12,94002,0,31500,34,12,94002,0,33000,33,0,0,0,0,0,0,0,0,0,0
1000730104,0,0,eq_rank_5-8,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
