id,campaign_category,value,system_id,icon_image,start_time,end_time,level_id,shiori_group_id,duplication_order
46,42,2000.0,102,40,"2021/08/30 13:00:00","2021/09/04 12:59:59",0,0,0
47,45,2000.0,104,40,"2021/09/04 13:00:00","2021/09/10 12:59:59",0,0,0
48,34,2000.0,103,30,"2021/09/10 13:00:00","2021/09/16 12:59:59",0,0,0
49,44,2000.0,103,40,"2021/09/10 13:00:00","2021/09/16 12:59:59",0,0,0
50,31,2000.0,101,30,"2021/09/16 13:00:00","2021/09/21 12:59:59",0,0,0
51,41,2000.0,101,40,"2021/09/16 13:00:00","2021/09/21 12:59:59",0,0,0
52,32,2000.0,102,30,"2021/09/21 13:00:00","2021/09/26 12:59:59",0,0,0
53,42,2000.0,102,40,"2021/09/21 13:00:00","2021/09/26 12:59:59",0,0,0
54,45,2000.0,104,40,"2021/09/26 13:00:00","2021/10/05 12:59:59",0,0,0
55,34,2000.0,103,30,"2021/10/05 13:00:00","2021/10/16 12:59:59",0,0,0
56,44,2000.0,103,40,"2021/10/05 13:00:00","2021/10/16 12:59:59",0,0,0
57,151,1500.0,6004,80,"2021/09/24 23:00:00","2021/10/10 22:59:59",0,0,0
58,152,1500.0,6005,80,"2021/09/24 23:00:00","2021/10/10 22:59:59",0,0,0
59,31,2000.0,101,30,"2021/10/16 13:00:00","2021/10/21 12:59:59",0,0,0
60,41,2000.0,101,40,"2021/10/16 13:00:00","2021/10/21 12:59:59",0,0,0
61,32,2000.0,102,30,"2021/10/21 13:00:00","2021/10/26 12:59:59",0,0,0
62,42,2000.0,102,40,"2021/10/21 13:00:00","2021/10/26 12:59:59",0,0,0
63,45,2000.0,104,40,"2021/10/26 13:00:00","2021/11/04 12:59:59",0,0,0
64,34,2000.0,103,30,"2021/11/04 13:00:00","2021/11/13 12:59:59",0,0,0
65,44,2000.0,103,40,"2021/11/04 13:00:00","2021/11/13 12:59:59",0,0,0
66,151,1500.0,6004,80,"2021/10/28 23:00:00","2021/11/11 22:59:59",0,0,0
67,152,1500.0,6005,80,"2021/10/28 23:00:00","2021/11/11 22:59:59",0,0,0
68,31,2000.0,101,30,"2021/11/13 13:00:00","2021/11/18 12:59:59",0,0,0
69,41,2000.0,101,40,"2021/11/13 13:00:00","2021/11/18 12:59:59",0,0,0
70,32,2000.0,102,30,"2021/11/18 13:00:00","2021/11/23 12:59:59",0,0,0
71,42,2000.0,102,40,"2021/11/18 13:00:00","2021/11/23 12:59:59",0,0,0
72,45,2000.0,104,40,"2021/11/22 13:00:00","2021/12/02 12:59:59",0,0,0
73,151,1500.0,6004,80,"2021/11/22 23:00:00","2021/12/06 22:59:59",0,0,0
74,152,1500.0,6005,80,"2021/11/22 23:00:00","2021/12/06 22:59:59",0,0,0
75,34,2000.0,103,30,"2021/12/02 13:00:00","2021/12/12 12:59:59",0,0,0
76,44,2000.0,103,40,"2021/12/02 13:00:00","2021/12/12 12:59:59",0,0,0
77,31,2000.0,101,30,"2021/12/12 13:00:00","2021/12/16 12:59:59",0,0,0
78,41,2000.0,101,40,"2021/12/12 13:00:00","2021/12/16 12:59:59",0,0,0
79,32,2000.0,102,30,"2021/12/16 13:00:00","2021/12/21 12:59:59",0,0,0
80,42,2000.0,102,40,"2021/12/16 13:00:00","2021/12/21 12:59:59",0,0,0
81,45,2000.0,104,40,"2021/12/21 13:00:00","2022/01/02 12:59:59",0,0,0
82,151,1500.0,6004,80,"2021/12/20 23:00:00","2022/01/03 22:59:59",0,0,0
83,152,1500.0,6005,80,"2021/12/20 23:00:00","2022/01/03 22:59:59",0,0,0
84,34,2000.0,103,30,"2022/01/02 13:00:00","2022/01/13 12:59:59",0,0,0
85,44,2000.0,103,40,"2022/01/02 13:00:00","2022/01/13 12:59:59",0,0,0
86,31,3000.0,101,30,"2022/01/13 13:00:00","2022/01/22 12:59:59",0,0,0
87,41,3000.0,101,40,"2022/01/13 13:00:00","2022/01/22 12:59:59",0,0,0
88,151,1500.0,6004,80,"2022/01/18 23:00:00","2022/02/01 22:59:59",0,0,0
89,152,1500.0,6005,80,"2022/01/18 23:00:00","2022/02/01 22:59:59",0,0,0
90,32,3000.0,102,30,"2022/01/22 13:00:00","2022/01/27 12:59:59",0,0,0
91,42,3000.0,102,40,"2022/01/22 13:00:00","2022/01/27 12:59:59",0,0,0
92,45,2000.0,104,40,"2022/01/27 13:00:00","2022/02/07 12:59:59",0,0,0
93,34,2000.0,103,30,"2022/02/07 13:00:00","2022/02/16 12:59:59",0,0,0
94,44,2000.0,103,40,"2022/02/07 13:00:00","2022/02/16 12:59:59",0,0,0
95,31,2000.0,101,30,"2022/02/16 13:00:00","2022/02/21 12:59:59",0,0,0
96,41,2000.0,101,40,"2022/02/16 13:00:00","2022/02/21 12:59:59",0,0,0
97,151,1500.0,6004,80,"2022/02/14 23:00:00","2022/03/01 22:59:59",0,0,0
98,152,1500.0,6005,80,"2022/02/14 23:00:00","2022/03/01 22:59:59",0,0,0
99,32,2000.0,102,30,"2022/02/21 13:00:00","2022/02/26 12:59:59",0,0,0
100,42,2000.0,102,40,"2022/02/21 13:00:00","2022/02/26 12:59:59",0,0,0
101,45,2000.0,104,40,"2022/02/26 13:00:00","2022/03/07 12:59:59",0,0,0
102,37,2000.0,109,30,"2022/03/01 13:00:00","2022/03/06 12:59:59",0,0,0
103,34,2000.0,103,30,"2022/03/07 13:00:00","2022/03/14 12:59:59",0,0,0
104,44,2000.0,103,40,"2022/03/07 13:00:00","2022/03/14 12:59:59",0,0,0
105,151,1500.0,6004,80,"2022/03/10 23:00:00","2022/03/23 22:59:59",0,0,0
106,152,1500.0,6005,80,"2022/03/10 23:00:00","2022/03/23 22:59:59",0,0,0
107,31,2000.0,101,30,"2022/03/14 13:00:00","2022/03/19 12:59:59",0,0,0
108,41,2000.0,101,40,"2022/03/14 13:00:00","2022/03/19 12:59:59",0,0,0
109,32,2000.0,102,30,"2022/03/19 13:00:00","2022/03/24 12:59:59",0,0,0
110,42,2000.0,102,40,"2022/03/19 13:00:00","2022/03/24 12:59:59",0,0,0
111,45,2000.0,104,40,"2022/03/24 13:00:00","2022/04/02 12:59:59",0,0,0
112,34,2000.0,103,30,"2022/04/02 13:00:00","2022/04/09 12:59:59",0,0,0
113,44,2000.0,103,40,"2022/04/02 13:00:00","2022/04/09 12:59:59",0,0,0
114,151,1500.0,6004,80,"2022/04/05 23:00:00","2022/04/16 22:59:59",0,0,0
115,152,1500.0,6005,80,"2022/04/05 23:00:00","2022/04/16 22:59:59",0,0,0
116,37,2000.0,109,30,"2022/04/09 13:00:00","2022/04/14 12:59:59",0,0,0
117,31,2000.0,101,30,"2022/04/14 13:00:00","2022/04/19 12:59:59",0,0,0
118,41,2000.0,101,40,"2022/04/14 13:00:00","2022/04/19 12:59:59",0,0,0
119,32,2000.0,102,30,"2022/04/19 13:00:00","2022/04/24 12:59:59",0,0,0
120,42,2000.0,102,40,"2022/04/19 13:00:00","2022/04/24 12:59:59",0,0,0
121,45,2000.0,104,40,"2022/04/24 13:00:00","2022/05/03 12:59:59",0,0,0
122,151,1500.0,6004,80,"2022/05/02 23:00:00","2022/05/14 22:59:59",0,0,0
123,152,1500.0,6005,80,"2022/05/02 23:00:00","2022/05/14 22:59:59",0,0,0
124,34,2000.0,103,30,"2022/05/03 13:00:00","2022/05/10 12:59:59",0,0,0
125,44,2000.0,103,40,"2022/05/03 13:00:00","2022/05/10 12:59:59",0,0,0
126,37,2000.0,109,30,"2022/05/10 13:00:00","2022/05/16 12:59:59",0,0,0
127,31,2000.0,101,30,"2022/05/16 13:00:00","2022/05/21 12:59:59",0,0,0
128,41,2000.0,101,40,"2022/05/16 13:00:00","2022/05/21 12:59:59",0,0,0
129,32,2000.0,102,30,"2022/05/21 13:00:00","2022/05/26 12:59:59",0,0,0
130,42,2000.0,102,40,"2022/05/21 13:00:00","2022/05/26 12:59:59",0,0,0
131,45,2000.0,104,40,"2022/05/26 13:00:00","2022/06/04 12:59:59",0,0,0
132,151,1500.0,6004,80,"2022/06/01 23:00:00","2022/06/15 22:59:59",0,0,0
133,152,1500.0,6005,80,"2022/06/01 23:00:00","2022/06/15 22:59:59",0,0,0
134,34,2000.0,103,30,"2022/06/04 13:00:00","2022/06/10 12:59:59",0,0,0
135,44,2000.0,103,40,"2022/06/04 13:00:00","2022/06/10 12:59:59",0,0,0
136,37,2000.0,109,30,"2022/06/10 13:00:00","2022/06/16 12:59:59",0,0,0
137,31,2000.0,101,30,"2022/06/16 13:00:00","2022/06/21 12:59:59",0,0,0
138,41,2000.0,101,40,"2022/06/16 13:00:00","2022/06/21 12:59:59",0,0,0
139,32,2000.0,102,30,"2022/06/21 13:00:00","2022/06/27 12:59:59",0,0,0
140,42,2000.0,102,40,"2022/06/21 13:00:00","2022/06/27 12:59:59",0,0,0
141,45,2000.0,104,40,"2022/06/27 13:00:00","2022/07/05 12:59:59",0,0,0
142,34,2000.0,103,30,"2022/07/05 13:00:00","2022/07/11 12:59:59",0,0,0
143,44,2000.0,103,40,"2022/07/05 13:00:00","2022/07/11 12:59:59",0,0,0
144,37,2000.0,109,30,"2022/07/11 13:00:00","2022/07/16 12:59:59",0,0,0
145,151,1500.0,6004,80,"2022/07/04 23:00:00","2022/07/17 22:59:59",0,0,0
146,152,1500.0,6005,80,"2022/07/04 23:00:00","2022/07/17 22:59:59",0,0,0
147,45,2000.0,104,40,"2022/07/15 13:00:00","2022/07/25 12:59:59",0,0,0
148,34,2000.0,103,30,"2022/07/19 13:00:00","2022/07/23 12:59:59",0,0,0
149,44,2000.0,103,40,"2022/07/19 13:00:00","2022/07/23 12:59:59",0,0,0
150,31,3000.0,101,30,"2022/07/19 13:00:00","2022/07/25 12:59:59",0,0,0
151,41,3000.0,101,40,"2022/07/19 13:00:00","2022/07/25 12:59:59",0,0,0
152,37,2000.0,109,30,"2022/07/25 13:00:00","2022/07/31 12:59:59",0,0,0
153,32,3000.0,102,30,"2022/07/25 13:00:00","2022/07/31 12:59:59",0,0,0
154,42,3000.0,102,40,"2022/07/25 13:00:00","2022/07/31 12:59:59",0,0,0
155,31,2000.0,101,30,"2022/07/31 13:00:00","2022/08/04 12:59:59",0,0,0
156,41,2000.0,101,40,"2022/07/31 13:00:00","2022/08/04 12:59:59",0,0,0
157,91,1500.0,101,100,"2022/07/31 13:00:00","2022/08/04 12:59:59",0,0,0
158,92,1500.0,102,100,"2022/07/31 13:00:00","2022/08/04 12:59:59",0,0,0
159,94,1500.0,109,100,"2022/07/31 13:00:00","2022/08/04 12:59:59",0,0,0
160,34,2000.0,103,30,"2022/08/04 13:00:00","2022/08/10 12:59:59",0,0,0
161,44,2000.0,103,40,"2022/08/04 13:00:00","2022/08/10 12:59:59",0,0,0
162,31,2000.0,101,30,"2022/08/08 13:00:00","2022/08/13 12:59:59",0,0,0
163,37,2000.0,109,30,"2022/08/09 13:00:00","2022/08/18 12:59:59",0,0,0
164,45,2000.0,104,40,"2022/08/15 13:00:00","2022/08/24 12:59:59",0,0,0
165,34,2000.0,103,30,"2022/08/18 13:00:00","2022/08/25 12:59:59",0,0,0
166,31,2000.0,101,30,"2022/08/18 13:00:00","2022/08/24 12:59:59",0,0,0
167,251,1500.0,7004,80,"2022/08/19 23:00:00","2022/08/25 22:59:59",0,0,0
168,252,1500.0,7005,80,"2022/08/19 23:00:00","2022/08/25 22:59:59",0,0,0
169,32,2000.0,102,30,"2022/08/24 13:00:00","2022/08/30 12:59:59",0,0,0
170,42,2000.0,102,40,"2022/08/24 13:00:00","2022/08/30 12:59:59",0,0,0
171,37,2000.0,109,30,"2022/08/30 13:00:00","2022/09/02 12:59:59",0,0,0
172,38,2000.0,112,30,"2022/08/30 13:00:00","2022/09/02 12:59:59",0,0,0
173,31,2000.0,101,30,"2022/08/31 13:00:00","2022/09/03 12:59:59",0,0,0
174,38,2000.0,112,30,"2022/08/09 13:00:00","2022/08/18 12:59:59",0,0,0
175,151,1500.0,6004,80,"2022/08/04 23:00:00","2022/08/18 22:59:59",0,0,0
176,152,1500.0,6005,80,"2022/08/04 23:00:00","2022/08/18 22:59:59",0,0,0
177,44,2000.0,103,40,"2022/08/18 13:00:00","2022/08/25 12:59:59",0,0,0
178,41,2000.0,101,40,"2022/08/18 13:00:00","2022/08/24 12:59:59",0,0,0
179,41,2000.0,101,40,"2022/08/08 13:00:00","2022/08/13 12:59:59",0,0,0
180,34,2000.0,103,30,"2022/09/03 13:00:00","2022/09/10 12:59:59",0,0,0
181,44,2000.0,103,40,"2022/09/03 13:00:00","2022/09/10 12:59:59",0,0,0
182,31,2000.0,101,30,"2022/09/07 13:00:00","2022/09/12 12:59:59",0,0,0
183,41,2000.0,101,40,"2022/09/07 13:00:00","2022/09/12 12:59:59",0,0,0
184,151,1500.0,6004,80,"2022/09/01 23:00:00","2022/09/15 22:59:59",0,0,0
185,152,1500.0,6005,80,"2022/09/01 23:00:00","2022/09/15 22:59:59",0,0,0
186,37,2000.0,109,30,"2022/09/10 13:00:00","2022/09/16 12:59:59",0,0,0
187,38,2000.0,112,30,"2022/09/10 13:00:00","2022/09/16 12:59:59",0,0,0
188,41,2000.0,101,40,"2022/08/31 13:00:00","2022/09/03 12:59:59",0,0,0
189,45,2000.0,104,40,"2022/09/14 13:00:00","2022/09/22 12:59:59",0,0,0
190,34,2000.0,103,30,"2022/09/17 13:00:00","2022/09/24 12:59:59",0,0,0
191,44,2000.0,103,40,"2022/09/17 13:00:00","2022/09/24 12:59:59",0,0,0
192,31,2000.0,101,30,"2022/09/17 13:00:00","2022/09/24 12:59:59",0,0,0
193,41,2000.0,101,40,"2022/09/17 13:00:00","2022/09/24 12:59:59",0,0,0
194,251,1500.0,7004,80,"2022/09/17 23:00:00","2022/09/24 22:59:59",0,0,0
195,252,1500.0,7005,80,"2022/09/17 23:00:00","2022/09/24 22:59:59",0,0,0
196,32,2000.0,102,30,"2022/09/22 13:00:00","2022/09/27 12:59:59",0,0,0
197,42,2000.0,102,40,"2022/09/22 13:00:00","2022/09/27 12:59:59",0,0,0
198,37,2000.0,109,30,"2022/09/27 13:00:00","2022/09/30 12:59:59",0,0,0
199,38,2000.0,112,30,"2022/09/27 13:00:00","2022/09/30 12:59:59",0,0,0
200,31,2000.0,101,30,"2022/09/28 13:00:00","2022/10/02 12:59:59",0,0,0
201,41,2000.0,101,40,"2022/09/28 13:00:00","2022/10/02 12:59:59",0,0,0
202,34,2000.0,103,30,"2022/10/02 13:00:00","2022/10/10 12:59:59",0,0,0
203,44,2000.0,103,40,"2022/10/02 13:00:00","2022/10/10 12:59:59",0,0,0
204,31,2000.0,101,30,"2022/10/10 13:00:00","2022/10/15 12:59:59",0,0,0
205,41,2000.0,101,40,"2022/10/10 13:00:00","2022/10/15 12:59:59",0,0,0
206,151,1500.0,6004,80,"2022/10/02 23:00:00","2022/10/16 22:59:59",0,0,0
207,152,1500.0,6005,80,"2022/10/02 23:00:00","2022/10/16 22:59:59",0,0,0
208,37,2000.0,109,30,"2022/10/13 13:00:00","2022/10/18 12:59:59",0,0,0
209,38,2000.0,112,30,"2022/10/13 13:00:00","2022/10/18 12:59:59",0,0,0
210,45,2000.0,104,40,"2022/10/15 13:00:00","2022/10/24 12:59:59",0,0,0
211,41,2000.0,101,40,"2022/10/17 13:00:00","2022/10/22 12:59:59",0,0,0
212,31,2000.0,101,30,"2022/10/17 13:00:00","2022/10/22 12:59:59",0,0,0
213,34,2000.0,103,30,"2022/10/17 13:00:00","2022/10/25 12:59:59",0,0,0
214,44,2000.0,103,40,"2022/10/17 13:00:00","2022/10/25 12:59:59",0,0,0
215,251,1500.0,7004,80,"2022/10/17 23:00:00","2022/10/25 22:59:59",0,0,0
216,252,1500.0,7005,80,"2022/10/17 23:00:00","2022/10/25 22:59:59",0,0,0
217,37,2000.0,109,30,"2022/10/25 13:00:00","2022/10/30 12:59:59",0,0,0
218,38,2000.0,112,30,"2022/10/25 13:00:00","2022/10/30 12:59:59",0,0,0
219,32,2000.0,102,30,"2022/10/25 13:00:00","2022/10/30 12:59:59",0,0,0
220,42,2000.0,102,40,"2022/10/25 13:00:00","2022/10/30 12:59:59",0,0,0
221,41,2000.0,101,40,"2022/10/30 13:00:00","2022/11/05 12:59:59",0,0,0
222,31,2000.0,101,30,"2022/10/30 13:00:00","2022/11/05 12:59:59",0,0,0
223,151,1500.0,6004,80,"2022/11/01 23:00:00","2022/11/15 22:59:59",0,0,0
224,152,1500.0,6005,80,"2022/11/01 23:00:00","2022/11/15 22:59:59",0,0,0
225,34,2000.0,103,30,"2022/11/05 13:00:00","2022/11/11 12:59:59",0,0,0
226,44,2000.0,103,40,"2022/11/05 13:00:00","2022/11/11 12:59:59",0,0,0
227,84,1500.0,109,80,"2022/11/05 13:00:00","2022/12/05 12:59:59",0,0,0
228,85,1500.0,112,80,"2022/11/05 13:00:00","2022/12/05 12:59:59",0,0,0
229,41,2000.0,101,40,"2022/11/09 13:00:00","2022/11/24 12:59:59",0,0,0
230,31,2000.0,101,30,"2022/11/09 13:00:00","2022/11/24 12:59:59",0,0,0
231,81,1500.0,101,80,"2022/11/05 13:00:00","2022/12/05 12:59:59",0,0,0
232,82,1500.0,102,80,"2022/11/05 13:00:00","2022/12/05 12:59:59",0,0,0
233,83,1500.0,111,80,"2022/11/05 13:00:00","2022/12/05 12:59:59",0,0,0
234,37,2000.0,109,30,"2022/11/12 13:00:00","2022/11/17 12:59:59",0,0,0
235,38,2000.0,112,30,"2022/11/12 13:00:00","2022/11/17 12:59:59",0,0,0
236,34,2000.0,103,30,"2022/11/16 13:00:00","2022/11/24 12:59:59",0,0,0
237,44,2000.0,103,40,"2022/11/16 13:00:00","2022/11/24 12:59:59",0,0,0
238,251,1500.0,7004,80,"2022/11/17 23:00:00","2022/11/24 22:59:59",0,0,0
239,252,1500.0,7005,80,"2022/11/17 23:00:00","2022/11/24 22:59:59",0,0,0
240,45,2000.0,104,40,"2022/11/19 13:00:00","2022/11/26 12:59:59",0,0,0
241,41,2000.0,101,40,"2022/11/30 13:00:00","2022/12/05 12:59:59",0,0,0
242,31,2000.0,101,30,"2022/11/30 13:00:00","2022/12/05 12:59:59",0,0,0
243,32,2000.0,102,30,"2022/11/26 13:00:00","2022/11/30 12:59:59",0,0,0
244,42,2000.0,102,40,"2022/11/26 13:00:00","2022/11/30 12:59:59",0,0,0
245,37,2000.0,109,30,"2022/11/26 13:00:00","2022/12/01 12:59:59",0,0,0
246,38,2000.0,112,30,"2022/11/26 13:00:00","2022/12/01 12:59:59",0,0,0
247,151,1500.0,6004,80,"2022/12/03 23:00:00","2022/12/17 22:59:59",0,0,0
248,152,1500.0,6005,80,"2022/12/03 23:00:00","2022/12/17 22:59:59",0,0,0
249,34,2000.0,103,30,"2022/12/06 13:00:00","2022/12/13 12:59:59",0,0,0
250,44,2000.0,103,40,"2022/12/06 13:00:00","2022/12/13 12:59:59",0,0,0
251,41,2000.0,101,40,"2022/12/11 13:00:00","2022/12/17 12:59:59",0,0,0
252,31,2000.0,101,30,"2022/12/11 13:00:00","2022/12/17 12:59:59",0,0,0
253,34,2000.0,103,30,"2022/12/18 13:00:00","2022/12/25 12:59:59",0,0,0
254,44,2000.0,103,40,"2022/12/18 13:00:00","2022/12/25 12:59:59",0,0,0
255,251,1500.0,7004,80,"2022/12/18 23:00:00","2022/12/25 22:59:59",0,0,0
256,252,1500.0,7005,80,"2022/12/18 23:00:00","2022/12/25 22:59:59",0,0,0
257,45,2000.0,104,40,"2022/12/14 13:00:00","2022/12/20 12:59:59",0,0,0
258,41,2000.0,101,40,"2022/12/21 13:00:00","2022/12/29 12:59:59",0,0,0
259,31,2000.0,101,30,"2022/12/21 13:00:00","2022/12/29 12:59:59",0,0,0
260,37,2000.0,109,30,"2022/12/28 13:00:00","2023/01/04 12:59:59",0,0,0
261,38,2000.0,112,30,"2022/12/28 13:00:00","2023/01/04 12:59:59",0,0,0
262,32,2000.0,102,30,"2022/12/29 13:00:00","2023/01/04 12:59:59",0,0,0
263,42,2000.0,102,40,"2022/12/29 13:00:00","2023/01/04 12:59:59",0,0,0
264,41,2000.0,101,40,"2022/12/31 13:00:00","2023/01/06 12:59:59",0,0,0
265,31,2000.0,101,30,"2022/12/31 13:00:00","2023/01/06 12:59:59",0,0,0
266,151,1500.0,6004,80,"2023/01/04 23:00:00","2023/01/17 22:59:59",0,0,0
267,152,1500.0,6005,80,"2023/01/04 23:00:00","2023/01/17 22:59:59",0,0,0
268,34,2000.0,103,30,"2023/01/06 13:00:00","2023/01/18 12:59:59",0,0,0
269,44,2000.0,103,40,"2023/01/06 13:00:00","2023/01/18 12:59:59",0,0,0
270,251,1500.0,7004,80,"2023/01/18 23:00:00","2023/01/25 22:59:59",0,0,0
271,252,1500.0,7005,80,"2023/01/18 23:00:00","2023/01/25 22:59:59",0,0,0
272,31,3000.0,101,30,"2023/01/19 13:00:00","2023/01/27 12:59:59",0,0,0
273,41,3000.0,101,40,"2023/01/19 13:00:00","2023/01/27 12:59:59",0,0,0
274,34,2000.0,103,30,"2023/01/20 13:00:00","2023/01/25 12:59:59",0,0,0
275,44,2000.0,103,40,"2023/01/20 13:00:00","2023/01/25 12:59:59",0,0,0
276,37,3000.0,109,30,"2023/01/27 13:00:00","2023/01/31 12:59:59",0,0,0
277,38,3000.0,112,30,"2023/01/27 13:00:00","2023/01/31 12:59:59",0,0,0
278,32,3000.0,102,30,"2023/01/29 13:00:00","2023/02/03 12:59:59",0,0,0
279,42,3000.0,102,40,"2023/01/29 13:00:00","2023/02/03 12:59:59",0,0,0
280,151,1500.0,6004,80,"2023/02/01 23:00:00","2023/02/22 22:59:59",0,0,0
281,152,1500.0,6005,80,"2023/02/01 23:00:00","2023/02/22 22:59:59",0,0,0
282,91,1500.0,101,100,"2023/02/01 13:00:00","2023/02/13 12:59:59",0,0,0
283,92,1500.0,102,100,"2023/02/01 13:00:00","2023/02/13 12:59:59",0,0,0
284,93,1500.0,111,100,"2023/02/01 13:00:00","2023/02/13 12:59:59",0,0,0
285,94,1500.0,109,100,"2023/02/01 13:00:00","2023/02/13 12:59:59",0,0,0
286,95,1500.0,112,100,"2023/02/01 13:00:00","2023/02/13 12:59:59",0,0,0
287,96,1500.0,6004,100,"2023/02/01 23:00:00","2023/02/13 12:59:59",0,0,0
288,97,1500.0,6005,100,"2023/02/01 23:00:00","2023/02/13 12:59:59",0,0,0
289,39,2000.0,111,30,"2023/02/03 13:00:00","2023/02/07 12:59:59",0,0,0
290,49,2000.0,111,40,"2023/02/03 13:00:00","2023/02/07 12:59:59",0,0,0
291,34,2000.0,103,30,"2023/02/05 13:00:00","2023/02/12 12:59:59",0,0,0
292,44,2000.0,103,40,"2023/02/05 13:00:00","2023/02/12 12:59:59",0,0,0
293,41,2000.0,101,40,"2023/02/09 13:00:00","2023/02/14 12:59:59",0,0,0
294,31,2000.0,101,30,"2023/02/09 13:00:00","2023/02/14 12:59:59",0,0,0
295,45,2000.0,104,40,"2023/02/14 13:00:00","2023/02/23 12:59:59",0,0,0
296,251,1500.0,7004,80,"2023/02/18 23:00:00","2023/02/25 22:59:59",0,0,0
297,252,1500.0,7005,80,"2023/02/18 23:00:00","2023/02/25 22:59:59",0,0,0
298,31,3000.0,101,30,"2023/02/17 13:00:00","2023/02/25 12:59:59",0,0,0
299,41,3000.0,101,40,"2023/02/17 13:00:00","2023/02/25 12:59:59",0,0,0
300,91,1500.0,101,100,"2023/02/17 13:00:00","2023/03/04 12:59:59",0,0,0
301,92,1500.0,102,100,"2023/02/17 13:00:00","2023/03/04 12:59:59",0,0,0
