command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
1020011,2,3,112611,omp_talk_joy1,1,"","",0,"",""
1020012,2,21,vo_omp_7002,vo_omp_7002_001,0,0,"","","",""
1020013,2,11,112611,"Yep! They tasted good,\nand it felt like a real adventure...\nI'm glad I had the experience!",20,1,1,"","",""
1020014,2,91,0,"","","","","","",""
1020015,2,3,112611,omp_idle_joy1,1,"","",0,"",""
1020016,2,3,112411,omp_talk_surprise1,1,"","",0,"",""
1020017,2,21,vo_omp_7002,vo_omp_7002_002,0,0,"","","",""
1020018,2,11,112411,"It's so strange, though.\nTo think those scary monsters\ncould turn into such delicious food!",20,1,1,"","",""
1020019,2,91,0,"","","","","","",""
1020020,2,4,112411,1,"","","","","",""
1020021,2,3,112411,omp_idle_surprise1,1,"","",0,"",""
1020022,2,3,112511,omp_talk_normal,1,"","",0,"",""
1020023,2,21,vo_omp_7002,vo_omp_7002_003,0,0,"","","",""
1020024,2,11,112511,"The flavor was very unexpected.\nIn a good way.",20,1,1,"","",""
1020025,2,91,0,"","","","","","",""
1020026,2,3,112511,omp_talk_sad,1,"","",0,"",""
1020027,2,21,vo_omp_7002,vo_omp_7002_004,0,0,"","","",""
1020028,2,11,112511,"Although watching the\nmonsters being cooked was...\nUm, how do I put this...",20,1,1,"","",""
1020029,2,91,0,"","","","","","",""
1020030,2,3,112511,omp_idle_sad,1,"","",0,"",""
1020031,2,3,112411,omp_talk_bitter,1,"","",0,"",""
1020032,2,21,vo_omp_7002,vo_omp_7002_005,0,0,"","","",""
1020033,2,11,112411,"It... it was quite something.",20,1,1,"","",""
1020034,2,91,0,"","","","","","",""
1020035,2,3,112411,omp_idle_bitter,1,"","",0,"",""
1020036,2,3,112611,omp_talk_joy1,1,"","",0,"",""
1020037,2,21,vo_omp_7002,vo_omp_7002_006,0,0,"","","",""
1020038,2,11,112611,"I'm thinking we should leave\nall the monster cooking to Peccy.\nAhaha...",20,1,1,"","",""
1020039,2,91,0,"","","","","","",""
1020040,2,3,112611,omp_idle_joy1,1,"","",0,"",""
1020041,2,3,112511,omp_talk_bitter,1,"","",0,"",""
1020042,2,21,vo_omp_7002,vo_omp_7002_007,0,0,"","","",""
1020043,2,11,112511,"Adventures are\nfull of mysteries...",20,1,1,"","",""
1020044,2,91,0,"","","","","","",""
1020045,2,93,0.4,"","","","","","",""
1030001,3,1,1,112411,1500,-140,-190,1.8,0,omp_talk_joy1
1030002,3,1,1,112611,1500,140,-190,1.8,1,omp_idle_normal
1030003,3,31,1,1,0,0,1,1,"",""
1030004,3,93,1,"","","","","","",""
1030005,3,21,vo_omp_7003,vo_omp_7003_000,0,0,"","","",""
1030006,3,11,112411,"Hey, Mio!\nIsn't it fun how many\ndifferent monsters\nthere are around here?!",20,1,1,"","",""
1030007,3,91,0,"","","","","","",""
1030008,3,3,112411,omp_psn_20,1,"","",0,"",""
1030009,3,3,112611,omp_psn_19,1,"","",0,"",""
1030010,3,21,vo_omp_7003,vo_omp_7003_001,0,0,"","","",""
1030011,3,11,112611,"Um...\nIs ""fun"" the word...?",20,1,1,"","",""
1030012,3,91,0,"","","","","","",""
1030013,3,3,112611,omp_psn_18,1,"","",0,"",""
1030014,3,3,112411,omp_talk_joy1,1,"","",0,"",""
1030015,3,21,vo_omp_7003,vo_omp_7003_002,0,0,"","","",""
1030016,3,11,112411,"Sure, some monsters are scary,\nbut if you look hard enough,\nyou find cute ones too, like\nPiña Colata or Mini-Gryphons!",20,1,1,"","",""
1030017,3,91,0,"","","","","","",""
1030018,3,3,112411,omp_psn_20,1,"","",0,"",""
1030019,3,3,112611,omp_talk_joy1,1,"","",0,"",""
1030020,3,21,vo_omp_7003,vo_omp_7003_003,0,0,"","","",""
1030021,3,11,112611,"I see what you mean!\nUh. Wait a minute, Shimamu.\nMini-Gryphons are one thing,\nbut Piña Colata? Is he cute...?",20,1,1,"","",""
1030022,3,93,1.5,1,"","","","","",""
1030023,3,3,112611,omp_psn_19,1,"","",0.2,"",""
1030024,3,91,1030021,"","","","","","",""
1030025,3,3,112611,omp_psn_18,1,"","",0,"",""
1030026,3,3,112411,omp_talk_joy1,1,"","",0,"",""
1030027,3,21,vo_omp_7003,vo_omp_7003_004,0,0,"","","",""
1030028,3,11,112411,"He's super cute!\nDo you think if we sang loud\nenough, we could gather a\nwhole crowd of Piña Colatas?",20,1,1,"","",""
1030029,3,91,0,"","","","","","",""
1030030,3,3,112411,omp_psn_20,1,"","",0,"",""
1030031,3,3,112611,omp_psn_19,1,"","",0,"",""
1030032,3,21,vo_omp_7003,vo_omp_7003_005,0,0,"","","",""
1030033,3,11,112611,"Uhhh... I dunno...\nPiña Colata strikes me as\npretty unique, after all...\nOr rather, I hope he's unique...",20,1,1,"","",""
1030034,3,91,0,"","","","","","",""
1030035,3,3,112611,omp_psn_18,1,"","",0,"",""
1030036,3,3,112411,omp_talk_joy2,1,"","",0,"",""
1030037,3,21,vo_omp_7003,vo_omp_7003_006,0,0,"","","",""
1030038,3,11,112411,"Oh! What a good point!\nFirst of all, we have to\nmake sure our Piña Colata\naccepts us properly! ♪",20,1,1,"","",""
1030039,3,91,0,"","","","","","",""
1030040,3,3,112411,omp_psn_20,1,"","",0,"",""
1030041,3,3,112611,omp_talk_sad,1,"","",0,"",""
1030042,3,21,vo_omp_7003,vo_omp_7003_007,0,0,"","","",""
1030043,3,11,112611,"That's not exactly what I meant...\nBut if you've given up on the idea of\ncollecting a crowd, then whatever!\nLet's keep working hard, Shimamu!",20,1,1,"","",""
1030044,3,93,6,1,"","","","","",""
1030045,3,3,112611,omp_talk_joy2,1,"","",0.2,"",""
1030046,3,91,1030043,"","","","","","",""
1030047,3,3,112611,omp_idle_joy2,1,"","",0,"",""
1030048,3,3,112411,omp_talk_joy2,1,"","",0,"",""
1030049,3,21,vo_omp_7003,vo_omp_7003_008,0,0,"","","",""
1030050,3,11,112411,"Yes!\nLet's all do our best!",20,1,1,"","",""
1030051,3,91,0,"","","","","","",""
1030052,3,93,0.4,"","","","","","",""
1040001,4,1,1,105831,1600,-180,-195,1.8,0,omp_talk_normal
1040002,4,1,1,105931,1500,20,-190,1.8,1,omp_idle_normal
1040003,4,1,1,106031,1600,220,-205,1.8,1,omp_idle_normal
1040004,4,31,1,1,0,0,1,1,"",""
1040005,4,93,1,"","","","","","",""
1040006,4,21,vo_omp_7004,vo_omp_7004_000,0,0,"","","",""
1040007,4,11,105831,"Hey, I was thinking,\nwhy don't we have a go\nat being idols too?",20,1,1,"","",""
1040008,4,91,0,"","","","","","",""
1040009,4,3,105831,omp_idle_normal,1,"","",0,"",""
1040010,4,3,105931,omp_talk_normal,1,"","",0,"",""
1040011,4,21,vo_omp_7004,vo_omp_7004_001,0,0,"","","",""
1040012,4,11,105931,"The Gourmet Guild\nas a new idol unit...\nThat does sound rather fun.",20,1,1,"","",""
1040013,4,91,0,"","","","","","",""
1040014,4,4,105931,0,"","","","","",""
1040015,4,3,105931,omp_idle_normal,1,"","",0,"",""
1040016,4,3,106031,omp_surprise,0,omp_idle_surprise1,1,0,"",""
1040017,4,21,vo_omp_7004,vo_omp_7004_002,0,0,"","","",""
1040018,4,11,106031,"Oh? Are you sure?!\nW-wait, I mean...\nHave you guys totally lost it?!",20,1,1,"","",""
1040019,4,93,2,1,"","","","","",""
1040020,4,3,106031,omp_talk_tsun,1,"","",0.1,"",""
1040021,4,91,1040018,"","","","","","",""
1040022,4,3,106031,omp_talk_tsun,1,"","",0,"",""
1040023,4,21,vo_omp_7004,vo_omp_7004_003,0,0,"","","",""
1040024,4,11,106031,"Hasn't watching those three\ntaught you how tough\nbeing an idol really is?",20,1,1,"","",""
1040025,4,91,0,"","","","","","",""
1040026,4,3,106031,omp_idle_tsun,1,"","",0,"",""
1040027,4,3,105931,omp_talk_worry,1,"","",0,"",""
1040028,4,21,vo_omp_7004,vo_omp_7004_004,0,0,"","","",""
1040029,4,11,105931,"Well, yes, that is true...\nBut the prospect is\nenticing nonetheless.",20,1,1,"","",""
1040030,4,91,0,"","","","","","",""
1040031,4,4,105931,1,"","","","","",""
1040032,4,3,105931,omp_idle_worry,1,"","",0,"",""
1040033,4,3,105831,omp_talk_joy1,1,"","",0,"",""
1040034,4,21,vo_omp_7004,vo_omp_7004_005,0,0,"","","",""
1040035,4,11,105831,"I'm with Kokkoro on this!\nC'mon, let's practice idol poses!\nYaaaay!",20,1,1,"","",""
1040036,4,93,5.5,1,"","","","","",""
1040037,4,3,105831,omp_psn_11,0,"","",0.2,"",""
1040038,4,91,1040035,"","","","","","",""
1040039,4,3,105931,omp_talk_normal,1,"","",0,"",""
1040040,4,21,vo_omp_7004,vo_omp_7004_006,0,0,"","","",""
1040041,4,11,105931,"Of course. ♪\nYaaaay, as the saying goes.",20,1,1,"","",""
1040042,4,93,1.5,1,"","","","","",""
1040043,4,3,105931,omp_psn_11,0,"",1,0.2,"",""
1040044,4,91,1040041,"","","","","","",""
1040045,4,4,105931,0,"","","","","",""
1040046,4,3,105931,omp_idle_normal,1,"","",0,"",""
1040047,4,3,105831,omp_idle_joy1,1,"","",0.2,"",""
1040048,4,3,106031,omp_idle_tsun,1,"","",0,"",""
1040049,4,21,vo_omp_7004,vo_omp_7004_007,0,0,"","","",""
1040050,4,11,106031,"Yaaaay? ...Come on.\nAt least do something like this!\n...Gooood meowning! ♪",20,1,1,"","",""
1040051,4,93,7,1,"","","","","",""
1040052,4,3,106031,omp_psn_12,0,"","",0.1,"",""
1040053,4,93,1.5,"","","","","","",""
1040054,4,91,1040050,"","","","","","",""
1040055,4,3,106031,omp_idle_normal,1,"","",0.2,"",""
1040056,4,3,105831,omp_idle_surprise1,1,"","",0,"",""
1040057,4,21,vo_omp_7004,vo_omp_7004_008,0,0,"","","",""
1040058,4,11,105831,K-Karyl...,20,1,1,"","",""
1040059,4,91,0,"","","","","","",""
1040060,4,3,105831,omp_idle_surprise1,1,"","",0,"",""
1040061,4,3,105931,omp_talk_sad,1,"","",0,"",""
1040062,4,21,vo_omp_7004,vo_omp_7004_009,0,0,"","","",""
1040063,4,11,105931,"You are taking this...\nvery seriously...",20,1,1,"","",""
1040064,4,91,0,"","","","","","",""
1040065,4,3,105931,omp_idle_sad,1,"","",0,"",""
1040066,4,3,106031,omp_surprise,0,omp_talk_surprise2,1,0,0.1,""
1040067,4,21,vo_omp_7004,vo_omp_7004_010,0,0,"","","",""
1040068,4,11,106031,"Ah...!\nN-no, wait! That was just,\num, a kind of reflex...\nG-gah! Don't look at meeeee!",20,1,1,"","",""
1040069,4,93,6.5,1,"","","","","",""
1040070,4,3,106031,omp_talk_tsun,1,"","",0.2,"",""
1040071,4,91,1040068,"","","","","","",""
1040072,4,93,0.4,"","","","","","",""
1050001,5,1,1,112611,1500,-140,-190,1.8,0,omp_talk_joy1
1050002,5,1,1,112511,1500,140,-190,1.8,1,omp_idle_normal
1050003,5,31,1,1,0,0,1,1,"",""
1050004,5,93,1,"","","","","","",""
1050005,5,21,vo_omp_7005,vo_omp_7005_000,0,0,"","","",""
1050006,5,11,112611,"We visited all sorts of places\nas adventurers, sure...\nBut this journey's the most\nfun one of them all!",20,1,1,"","",""
1050007,5,91,0,"","","","","","",""
1050008,5,3,112611,omp_idle_joy1,1,"","",0,"",""
1050009,5,3,112511,omp_talk_normal,1,"","",0,"",""
1050010,5,21,vo_omp_7005,vo_omp_7005_001,0,0,"","","",""
1050011,5,11,112511,"You... might be right.\nMaybe it's because we're not\njust helping someone else,\nbut working towards our own goal.",20,1,1,"","",""
1050012,5,91,0,"","","","","","",""
1050013,5,3,112511,omp_idle_normal,1,"","",0,"",""
1050014,5,3,112611,omp_talk_joy1,1,"","",0,"",""
1050015,5,21,vo_omp_7005,vo_omp_7005_002,0,0,"","","",""
1050016,5,11,112611,"If we could have fun ourselves,\nand make our audience have\nfun too, that would be the best!\nDo you think that's possible?",20,1,1,"","",""
1050017,5,93,6.2,1,"","","","","",""
1050018,5,3,112611,omp_talk_thinking,1,"","",0.2,"",""
1050019,5,91,1050016,"","","","","","",""
1050020,5,3,112611,omp_idle_thinking,1,"","",0,"",""
1050021,5,3,112511,omp_talk_normal2,1,"","",0,"",""
1050022,5,21,vo_omp_7005,vo_omp_7005_003,0,0,"","","",""
1050023,5,11,112511,"I'm sure you can...\nNo, I'm sure we can achieve it\ntogether. Let's do our best.",20,1,1,"","",""
1050024,5,91,0,"","","","","","",""
1050025,5,3,112511,omp_idle_calm,1,"","",0,"",""
1050026,5,3,112611,omp_talk_sad,1,"","",0.1,"",""
1050027,5,21,vo_omp_7005,vo_omp_7005_004,0,0,"","","",""
1050028,5,11,112611,"Shi... Shi...",20,1,1,"","",""
1050029,5,91,0,"","","","","","",""
1050030,5,3,112611,omp_idle_sad,1,"","",0,"",""
1050031,5,3,112511,omp_psn_19,1,"","",0,"",""
1050032,5,21,vo_omp_7005,vo_omp_7005_005,0,0,"","","",""
1050033,5,11,112511,Shi...?,20,1,1,"","",""
1050034,5,91,0,"","","","","","",""
1050035,5,3,112511,omp_psn_18,1,"","",0,"",""
1050036,5,3,112611,omp_talk_sad,1,"","",0,"",""
1050037,5,21,vo_omp_7005,vo_omp_7005_006,0,0,"","","",""
1050038,5,11,112611,"Shiburin! You're being so kind!\nWhat's going on?\nDid you eat something weird?!",20,1,1,"","",""
1050039,5,93,4.5,1,"","","","","",""
1050040,5,3,112611,omp_talk_surprise2,1,"","",0.2,"",""
1050041,5,91,1050038,"","","","","","",""
1050042,5,3,112611,omp_idle_surprise2,1,"","",0,"",""
1050043,5,3,112511,omp_talk_normal,1,"","",0,"",""
1050044,5,21,vo_omp_7005,vo_omp_7005_007,0,0,"","","",""
1050045,5,11,112511,"Well, Pecorine did make me a\nmonster dish... Wait. You're making\nit sound like I'm not usually kind!\nGeez... I was trying to cheer you up...",20,1,1,"","",""
1050046,5,93,3.5,1,"","","","","",""
1050047,5,3,112511,omp_talk_anger,1,"","",0.2,"",""
1050048,5,91,1050045,"","","","","","",""
1050049,5,3,112511,omp_idle_anger,1,"","",0,"",""
1050050,5,3,112611,omp_talk_joy1,1,"","",0,"",""
1050051,5,21,vo_omp_7005,vo_omp_7005_008,0,0,"","","",""
1050052,5,11,112611,"Eheheh... Sorry, sorry! ☆",20,1,1,"","",""
1050053,5,91,0,"","","","","","",""
1050054,5,3,112611,omp_idle_joy1,1,"","",0,"",""
1050055,5,3,112511,omp_talk_sad,1,"","",0,"",""
1050056,5,21,vo_omp_7005,vo_omp_7005_009,0,0,"","","",""
1050057,5,11,112511,"Honestly...\nStill, I did mean what I said.",20,1,1,"","",""
1050058,5,93,2,1,"","","","","",""
1050059,5,3,112511,omp_talk_normal,1,"","",0.2,"",""
1050060,5,91,1050057,"","","","","","",""
1050061,5,3,112511,omp_idle_normal,1,"","",0,"",""
1050062,5,3,112611,omp_talk_joy2,1,"","",0,"",""
1050063,5,21,vo_omp_7005,vo_omp_7005_010,0,0,"","","",""
1050064,5,11,112611,"Yeah!\nThanks a bunch, Shiburin!",20,1,1,"","",""
1050065,5,91,0,"","","","","","",""
1050066,5,93,0.4,"","","","","","",""
1060001,6,1,1,112511,1600,-180,-195,1.8,0,omp_talk_normal
1060002,6,1,1,112411,1500,20,-190,1.8,1,omp_idle_normal
1060003,6,1,1,112611,1600,220,-205,1.8,1,omp_idle_normal
1060004,6,31,1,1,0,0,1,1,"",""
1060005,6,93,1,"","","","","","",""
1060006,6,21,vo_omp_7006,vo_omp_7006_000,0,0,"","","",""
1060007,6,11,112511,"Uzuki...\nYou were in incredible form\nduring today's lesson.",20,1,1,"","",""
1060008,6,91,0,"","","","","","",""
1060009,6,3,112511,omp_idle_normal,1,"","",0,"",""
1060010,6,3,112611,omp_talk_joy1,1,"","",0,"",""
1060011,6,21,vo_omp_7006,vo_omp_7006_001,0,0,"","","",""
1060012,6,11,112611,"Oh, yeah!\nIt made me stop and stare\nin the middle of my routine!\nWhat was that about, Shimamu?",20,1,1,"","",""
1060013,6,91,0,"","","","","","",""
1060014,6,4,112411,0,"","","","","",""
1060015,6,3,112611,omp_idle_joy1,1,"","",0,"",""
1060016,6,3,112411,omp_talk_joy1,1,"","",0,"",""
1060017,6,21,vo_omp_7006,vo_omp_7006_002,0,0,"","","",""
1060018,6,11,112411,"Eheheh... Thanks, you guys!\nThe thing is...",20,1,1,"","",""
1060019,6,91,0,"","","","","","",""
1060020,6,3,112411,omp_talk_normal,1,"","",0,"",""
1060021,6,21,vo_omp_7006,vo_omp_7006_003,0,0,"","","",""
1060022,6,11,112411,"This morning, I was doing some\nlessons on my own, when a\nrandom passerby told me,\n""You're always working so hard.""",20,1,1,"","",""
1060023,6,91,0,"","","","","","",""
1060024,6,3,112411,omp_talk_thinking,1,"","",0,"",""
1060025,6,21,vo_omp_7006,vo_omp_7006_004,0,0,"","","",""
1060026,6,11,112411,"To that person,\nit might have just been\na random comment.\nBut it made me so happy...",20,1,1,"","",""
1060027,6,91,0,"","","","","","",""
1060028,6,3,112411,omp_talk_normal2,1,"","",0,"",""
1060029,6,21,vo_omp_7006,vo_omp_7006_005,0,0,"","","",""
1060030,6,11,112411,"So I felt really motivated\nto work harder than ever,\nand put on a great show\nto live up to those words!",20,1,1,"","",""
1060031,6,91,0,"","","","","","",""
1060032,6,3,112411,omp_idle_calm,1,"","",0,"",""
1060033,6,3,112611,omp_talk_sad,1,"","",0,"",""
1060034,6,21,vo_omp_7006,vo_omp_7006_006,0,0,"","","",""
1060035,6,11,112611,Shimamu...!,20,1,1,"","",""
1060036,6,91,0,"","","","","","",""
1060037,6,4,112411,1,"","","","","",""
1060038,6,3,112611,omp_idle_sad,1,"","",0,"",""
1060039,6,3,112511,omp_talk_thinking,1,"","",0,"",""
1060040,6,21,vo_omp_7006,vo_omp_7006_007,0,0,"","","",""
1060041,6,11,112511,"I see. It's that attitude of\nyours that makes us want to\nstick by you no matter what.\nDon't you think, Mio?",20,1,1,"","",""
1060042,6,91,0,"","","","","","",""
1060043,6,4,112411,0,"","","","","",""
1060044,6,3,112511,omp_idle_thinking,1,"","",0,"",""
1060045,6,3,112611,omp_talk_joy1,1,"","",0,"",""
1060046,6,21,vo_omp_7006,vo_omp_7006_008,0,0,"","","",""
1060047,6,11,112611,"Yeah!\nLet's keep working hard,\nall three of us!\nShimamu, Shiburin!",20,1,1,"","",""
1060048,6,91,0,"","","","","","",""
1060049,6,4,112411,1,"","","","","",""
1060050,6,3,112611,omp_idle_joy1,1,"","",0,"",""
1060051,6,3,112411,omp_talk_joy2,1,"","",0,"",""
1060052,6,21,vo_omp_7006,vo_omp_7006_009,0,0,"","","",""
1060053,6,11,112411,"Oh, Rin... Mio...! Of course!\nLet's make New Generations\nthe best idol unit in the world!",20,1,1,"","",""
1060054,6,93,1.2,1,"","","","","",""
1060055,6,4,112411,0,"","","","","",""
1060056,6,91,1060053,"","","","","","",""
1060057,6,2,112511,-180,-195,0,1,"","",""
1060058,6,2,112411,0,-190,0,1,"","",""
1060059,6,2,112611,180,-195,0,1,"","",""
1060060,6,3,112511,omp_psn_dicision_rin,0,"","",0.1,"",""
1060061,6,3,112411,omp_psn_dicision_uduki,0,"","",0.1,"",""
1060062,6,3,112611,omp_psn_dicision_mio,0,"","",0.1,"",""
1060063,6,31,2,2,0,0,1,1,"",""
1060064,6,91,1060062,"","","","","","",""
1060065,6,93,0.6,"","","","","","",""
1070001,7,1,1,105831,1600,-100,-205,1.8,0,omp_idle_normal
1070002,7,1,1,105931,1600,-390,-225,1.8,0,omp_idle_normal
1070003,7,1,1,106031,1500,-260,-190,1.8,0,omp_idle_normal
1070004,7,1,1,112511,1500,250,-185,1.8,1,omp_idle_normal
1070005,7,1,1,112411,1600,385,-220,1.8,1,omp_idle_normal
1070006,7,1,1,112611,1600,100,-195,1.8,1,omp_idle_normal
1070007,7,31,1,1,0,0,1,1,"",""
1070008,7,93,0.2,"","","","","","",""
1070009,7,3,112611,omp_idle_normal,1,"","",0.1,"",""
1070010,7,3,112411,omp_talk_normal,1,"","",0,"",""
1070011,7,3,112511,omp_idle_normal,1,"","",0.1,"",""
1070012,7,3,105831,omp_idle_normal,1,"","",0.1,"",""
1070013,7,93,0.1,"","","","","","",""
1070014,7,93,1,"","","","","","",""
1070015,7,21,vo_omp_7007,vo_omp_7007_000,0,0,"","","",""
1070016,7,11,112411,"Thinking back now...\nIn that first guerilla concert,\nwe were all stretched to our limits.",20,1,1,"","",""
1070017,7,91,0,"","","","","","",""
1070018,7,3,112411,omp_idle_normal,1,"","",0.1,"",""
1070019,7,3,105831,omp_talk_normal,1,"","",0.1,"",""
1070020,7,21,vo_omp_7007,vo_omp_7007_001,0,0,"","","",""
1070021,7,11,105831,"We could tell just by watching\nhow nervous you all were!\nMy tummy even felt all funny,\nas if I was getting nervous too!",20,1,1,"","",""
1070022,7,91,0,"","","","","","",""
1070023,7,3,105831,omp_idle_normal,1,"","",0,"",""
1070024,7,3,105931,omp_talk_worry,1,"","",0,"",""
1070025,7,21,vo_omp_7007,vo_omp_7007_002,0,0,"","","",""
1070026,7,11,105931,"In your case, Miss Pecorine,\nI am tempted to suspect\nthose were pangs of hunger...",20,1,1,"","",""
1070027,7,91,0,"","","","","","",""
1070028,7,3,105931,omp_idle_worry,1,"","",0,"",""
1070029,7,3,106031,omp_talk_normal,1,"","",0,"",""
1070030,7,21,vo_omp_7007,vo_omp_7007_003,0,0,"","","",""
1070031,7,11,106031,"Still, one thing's for sure.\nYou were all a total mess\nup there on stage that day!",20,1,1,"","",""
1070032,7,91,0,"","","","","","",""
1070033,7,3,106031,omp_idle_normal,1,"","",0,"",""
1070034,7,3,112611,omp_talk_worry,1,"","",0,"",""
1070035,7,21,vo_omp_7007,vo_omp_7007_004,0,0,"","","",""
1070036,7,11,112611,"Ohhhh, Karyl-Karyl!\nD'you gotta say it like that?!\nAs if we don't already know...",20,1,1,"","",""
1070037,7,91,0,"","","","","","",""
1070038,7,3,112611,omp_idle_worry,1,"","",0,"",""
1070039,7,3,105931,omp_talk_normal2,1,"","",0,"",""
1070040,7,21,vo_omp_7007,vo_omp_7007_005,0,0,"","","",""
1070041,7,11,105931,"Still, when you bravely recovered\nand took the stage a second time...\nI was moved by the sight.",20,1,1,"","",""
1070042,7,91,0,"","","","","","",""
1070043,7,3,105931,omp_idle_calm,1,"","",0,"",""
1070044,7,3,112511,omp_talk_normal2,1,"","",0,"",""
1070045,7,21,vo_omp_7007,vo_omp_7007_006,0,0,"","","",""
1070046,7,11,112511,"We weren't about to let\na little thing like that stop us.\nI knew that Uzuki and Mio\nwouldn't give up so easily.",20,1,1,"","",""
1070047,7,91,0,"","","","","","",""
1070048,7,3,112511,omp_idle_calm,1,"","",0,"",""
1070049,7,3,112411,omp_talk_joy1,1,"","",0,"",""
1070050,7,21,vo_omp_7007,vo_omp_7007_007,0,0,"","","",""
1070051,7,11,112411,"Oh, Rin...!",20,1,1,"","",""
1070052,7,91,0,"","","","","","",""
1070053,7,4,112611,0,"","","","","",""
1070054,7,3,112411,omp_psn_20,1,"","",0,"",""
1070055,7,3,112611,omp_talk_joy1,1,"","",0,"",""
1070056,7,21,vo_omp_7007,vo_omp_7007_008,0,0,"","","",""
1070057,7,11,112611,"Heheh. That's our Shiburin!\nActs all cool, but full of passion!\nJust for that, me and Uzuki\nare gonna give you a big hug!",20,1,1,"","",""
1070058,7,93,10,1,"","","","","",""
1070059,7,4,112611,0,1,"","","","",""
1070060,7,2,112611,120,-205,0,1,"","",""
1070061,7,2,112411,420,-205,0,1,"","",""
1070062,7,3,112611,omp_psn_13,0,omp_psn_13_loop,1,0,0.1,""
1070063,7,3,112411,omp_psn_13,0,omp_psn_13_loop,1,0,0.1,""
1070064,7,3,112511,omp_psn_15,0,omp_psn_15_loop,1,0,0,""
1070065,7,93,1,1,"","","","","",""
1070066,7,3,105831,omp_surprise,0,omp_idle_surprise1,1,0,"",""
1070067,7,3,105931,omp_surprise,0,omp_idle_surprise1,1,0,"",""
1070068,7,3,106031,omp_surprise,0,omp_idle_surprise2,1,0,0.2,""
1070069,7,91,1070057,"","","","","","",""
1070070,7,21,vo_omp_7007,vo_omp_7007_009,0,0,"","","",""
1070071,7,11,112511,"H-hey... S-stop that...!",20,1,1,"","",""
