id,item_type,category,name,max_level,enable_remove,max_possession_num,effect_id_1,shop_start,shop_end,shop_new_disp_end,cost_item_num,shop_open_type,shop_open_id,shop_open_value,sold_price,sort,condition_quest_id
45,1,104,"Pink Bed",1,1,10,0,"2015-04-01 14:00:00","","",1500,0,0,0,750,900099,0
46,1,103,"Pink Chest",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900098,0
47,1,204,"Pink Partition",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900097,0
48,1,201,"Pink Rug",1,1,10,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900096,0
49,4,902,"Pink Wall",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900095,0
50,3,901,"Pink Flooring",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900094,0
51,1,101,"White Desk 1",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900093,0
52,1,101,"White Desk 2",1,1,10,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900092,0
53,1,102,"White Chair",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900091,0
54,1,102,"White Stool",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900090,0
55,1,102,"White Couch",1,1,10,0,"2015-04-01 14:00:00","","",900,0,0,0,450,900089,0
56,1,102,"White Loveseat",1,1,10,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900088,0
57,1,104,"White Bed",1,1,10,0,"2015-04-01 14:00:00","","",1500,0,0,0,750,900087,0
58,1,103,"White Chest",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900086,0
59,1,204,"White Partition",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900085,0
60,1,201,"White Rug",1,1,10,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900084,0
61,4,902,"White Wall",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900083,0
62,3,901,"White Flooring",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900082,0
63,1,904,"White Upward Stairwell",1,1,3,0,"2015-04-01 14:00:00","","",1500,0,0,0,750,900081,0
64,1,904,"White Downward Stairwell",1,1,3,0,"2015-04-01 14:00:00","","",1500,0,0,0,750,900080,0
65,1,101,"Black Desk 1",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900079,0
66,1,101,"Black Desk 2",1,1,10,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900078,0
67,1,102,"Black Chair",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900077,0
68,1,102,"Black Stool",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900076,0
69,1,102,"Black Couch",1,1,10,0,"2015-04-01 14:00:00","","",900,0,0,0,450,900075,0
70,1,102,"Black Loveseat",1,1,10,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900074,0
71,1,104,"Black Bed",1,1,10,0,"2015-04-01 14:00:00","","",1500,0,0,0,750,900073,0
72,1,103,"Black Chest",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900072,0
73,1,204,"Black Partition",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900071,0
74,1,201,"Black Rug",1,1,10,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900070,0
75,4,902,"Black Wall",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900069,0
76,3,901,"Black Flooring",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900068,0
77,1,904,"Black Upward Stairwell",1,1,3,0,"2015-04-01 14:00:00","","",1500,0,0,0,750,900067,0
78,1,904,"Black Downward Stairwell",1,1,3,0,"2015-04-01 14:00:00","","",1500,0,0,0,750,900066,0
79,1,102,"Red Couch",1,1,10,0,"2015-04-01 14:00:00","","",900,0,0,0,450,900065,0
80,1,102,"Red Loveseat",1,1,10,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900064,0
81,1,201,"Red Rug",1,1,10,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900063,0
82,3,901,"Red Carpet Flooring",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900062,0
83,1,904,"Red Carpeted Upward Stairwell",1,1,3,0,"2015-04-01 14:00:00","","",1500,0,0,0,750,900061,0
84,1,904,"Red Carpeted Downward Stairwell",1,1,3,0,"2015-04-01 14:00:00","","",1500,0,0,0,750,900060,0
85,1,299,Barrel,1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900059,0
86,1,102,"Brown Couch",1,1,10,0,"2015-04-01 14:00:00","","",900,0,0,0,450,900058,0
87,1,102,"Brown Loveseat",1,1,10,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900057,0
88,1,203,"Decorative Plant 1",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900056,0
89,1,203,"Decorative Plant 2",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900055,0
90,1,203,"Flower 1",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900054,0
91,1,203,"Flower 2",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900053,0
92,1,199,"Fireplace 1",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900052,0
93,1,199,"Fireplace 2",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900051,0
94,1,103,Cupboard,1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900050,0
95,1,103,"Medicine Cabinet",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900049,0
96,1,103,"Bottle Rack",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900048,0
97,1,299,"Clock 1",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900047,0
98,1,299,"Clock 2",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900046,0
99,1,199,"Fishing Rod",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900045,0
100,1,299,"Plush Cat Doll",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900044,0
101,1,202,"Nightmare Armor Figurine",1,1,10,0,"2015-04-01 14:00:00","","",900,0,0,0,450,900041,0
102,1,202,"White Dress",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900040,0
103,1,202,"Pink Dress",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900039,0
104,1,202,"Maid Costume",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900038,0
105,1,202,"Plaster Statue 1",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900037,0
106,1,202,"Plaster Statue 2",1,1,10,0,"2015-04-01 14:00:00","","",300,0,0,0,150,900036,0
107,2,202,"Flower Wreath",1,1,10,0,"2015-04-01 14:00:00","","",900,0,0,0,450,900035,0
108,2,202,"Painting 1",1,1,10,0,"2015-04-01 14:00:00","","",900,0,0,0,450,900034,0
109,2,202,"Painting 2",1,1,10,0,"2015-04-01 14:00:00","","",900,0,0,0,450,900033,0
110,2,202,"Wall-mounted Shield",1,1,10,0,"2015-04-01 14:00:00","","",900,0,0,0,450,900032,0
111,2,202,"Wall-mounted Sword",1,1,10,0,"2015-04-01 14:00:00","","",900,0,0,0,450,900031,0
112,1,204,"Handrail 1",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900030,0
113,1,204,"Handrail 2",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900029,0
114,1,204,"Stained Glass Partition",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900028,0
115,1,204,"Brick Partition",1,1,10,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900027,0
116,4,902,"Stone Wall",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900026,0
117,4,902,"Marble Wall",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900025,0
118,4,902,"Brick Wall",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900024,0
119,3,901,"Stone Flooring",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900023,0
120,3,901,"Marble Flooring",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900022,0
121,3,901,"Brick Flooring",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900021,0
122,3,901,"Mosaic Tile Flooring",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900020,0
123,3,901,"Monochrome Tile Flooring",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900019,0
124,3,901,"Red and White Tile Flooring",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900018,0
125,5,903,"Pink Monogram Background 1",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900017,0
126,5,903,"Pink Monogram Background 2",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900016,0
127,5,903,"Blue Monogram Background 1",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900015,0
128,5,903,"Blue Monogram Background 2",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900014,0
129,5,903,"Yellow Monogram Background 1",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900013,0
130,5,903,"Yellow Monogram Background 2",1,1,1,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900012,0
131,1,201,"Tiger Rug",1,1,10,0,"2015-04-01 14:00:00","","",1200,0,0,0,600,900043,0
132,1,201,"Color Tile 1",1,1,99,0,"2015-04-01 14:00:00","","",120,0,0,0,60,900011,0
133,1,201,"Color Tile 2",1,1,99,0,"2015-04-01 14:00:00","","",120,0,0,0,60,900010,0
134,1,201,"Color Tile 3",1,1,99,0,"2015-04-01 14:00:00","","",120,0,0,0,60,900009,0
135,1,201,"Color Tile 4",1,1,99,0,"2015-04-01 14:00:00","","",120,0,0,0,60,900008,0
136,1,201,"Color Tile 5",1,1,99,0,"2015-04-01 14:00:00","","",120,0,0,0,60,900007,0
137,1,201,"Color Tile 6",1,1,99,0,"2015-04-01 14:00:00","","",120,0,0,0,60,900006,0
138,1,201,"Color Tile 7",1,1,99,0,"2015-04-01 14:00:00","","",120,0,0,0,60,900005,0
139,1,201,"Color Tile 8",1,1,99,0,"2015-04-01 14:00:00","","",120,0,0,0,60,900004,0
140,1,199,"Snack Table",15,1,1,2,"2015-04-01 14:00:00","","",500,0,0,0,0,900003,0
141,1,299,"Potion Creation Device",15,1,1,3,"2015-04-01 14:00:00","","",500,0,0,0,0,900002,0
142,1,299,"Mana Creation Device",15,1,1,4,"2015-04-01 14:00:00","","",500,0,0,0,0,900001,0
143,1,299,"Cafe Menu Board",1,1,1,0,"2015-04-01 14:00:00","","",600,0,0,0,300,900042,0
144,1,299,"Cloudtop Monster Meat",1,1,1,5,"2015-04-01 14:00:00","","",-1,0,0,0,0,900144,0
145,1,299,"Deepwood Fruit",1,1,1,6,"2015-04-01 14:00:00","","",-1,0,0,0,0,900145,0
146,1,299,"Sheercliff Dumplings",1,1,1,7,"2015-04-01 14:00:00","","",-1,0,0,0,0,900146,0
147,1,299,"Tideborne Sweetsnow",1,1,1,8,"2021-06-23 13:00:00","","",-1,0,0,0,0,900177,0
148,1,299,"Pink Patterned Cushion",1,1,10,0,"2021-02-08 23:00:00","","",300,0,0,0,150,900155,0
149,1,204,"Fairy-tale Curtain",1,1,10,0,"2021-02-08 23:00:00","","",600,0,0,0,300,900154,0
150,1,299,"Fancy Pillar",1,1,10,0,"2021-02-08 23:00:00","","",600,0,0,0,300,900153,0
151,1,299,"Maho's Plushie Set",1,1,1,0,"2021-02-08 23:00:00","","",1500,0,0,0,750,900152,0
152,1,299,"Caon Weapon Barrel",1,1,10,0,"2021-02-08 23:00:00","","",300,0,0,0,150,900151,0
153,1,299,"Makoto's Treasure Chest",1,1,10,0,"2021-02-08 23:00:00","","",300,0,0,0,150,900150,0
154,1,199,"Fairy-tale Lamp",1,1,10,0,"2021-02-08 23:00:00","","",300,0,0,0,150,900149,0
155,4,902,"Maho-Maho Kingdom Wall",1,1,1,0,"2021-02-08 23:00:00","","",1200,0,0,0,600,900148,0
156,3,901,"Patterned Rug Flooring",1,1,1,0,"2021-02-08 23:00:00","","",1200,0,0,0,600,900147,0
157,1,904,"Fancy Upward Stairwell",1,1,3,0,"2021-02-08 23:00:00","","",1500,0,0,0,750,900119,0
158,1,904,"Fancy Downward Stairwell",1,1,3,0,"2021-02-08 23:00:00","","",1500,0,0,0,750,900118,0
201,1,102,"Lacquer Chair",1,1,10,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",300,0,0,0,150,900156,0
202,1,101,"Lacquer Table",1,1,10,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",1200,0,0,0,600,900158,0
203,1,102,"Lacquer Stool",1,1,10,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",300,0,0,0,150,900157,0
204,1,201,"Tatami Mats",1,1,4,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",1200,0,0,0,600,900162,0
205,1,204,"Gold Leaf Screen",1,1,10,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",600,0,0,0,300,900159,0
206,1,299,"Indoor Lantern",1,1,10,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",300,0,0,0,150,900161,0
207,1,199,"Portable Tearoom",1,1,10,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",900,0,0,0,450,900166,0
208,1,299,"Ceremonial Bell",1,1,10,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",600,0,0,0,300,900164,0
209,1,203,"Cherry Blossom Tree",1,1,10,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",1200,0,0,0,600,900165,0
210,4,902,"Sliding Screen Wall",1,1,1,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",1200,0,0,0,600,900163,0
211,3,901,"Red Rug Wooden Flooring",1,1,1,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",1200,0,0,0,600,900160,0
301,1,102,"Spongy Stool (Pink)",1,1,10,0,"2021-04-11 23:00:00","","",300,0,0,0,150,900171,0
302,1,102,"Spongy Stool (Orange)",1,1,10,0,"2021-04-11 23:00:00","","",300,0,0,0,150,900170,0
303,1,102,"Spongy Stool (Violet)",1,1,10,0,"2021-04-11 23:00:00","","",300,0,0,0,150,900169,0
304,1,101,"Artsy Kids' Table",1,1,10,0,"2021-04-11 23:00:00","","",1200,0,0,0,600,900173,0
305,1,201,"Balloon Bird Rug",1,1,10,0,"2021-04-11 23:00:00","","",1300,0,0,0,650,900172,0
306,1,299,"Mystical Crystal Ball",1,1,10,0,"2021-04-11 23:00:00","","",600,0,0,0,300,900176,0
307,1,299,"Mini-Gryphon Rocking Horse",1,1,10,0,"2021-04-11 23:00:00","","",900,0,0,0,450,900175,0
308,1,299,"Box of Surprises",1,1,10,0,"2021-04-11 23:00:00","","",600,0,0,0,300,900174,0
309,4,902,"Kids' Decorative Wallpaper",1,1,1,0,"2021-04-11 23:00:00","","",1200,0,0,0,600,900168,0
310,3,901,"Kids' Decorative Flooring",1,1,1,0,"2021-04-11 23:00:00","","",1200,0,0,0,600,900167,0
401,1,299,"Symphonic Star Stage (Main Unit)",1,1,1,0,"2021-05-18 23:00:00","","",5000,0,0,0,2500,900187,0
402,1,299,"Symphonic Star Stage (Side Unit)",1,1,2,0,"2021-05-18 23:00:00","","",2500,0,0,0,1250,900186,0
403,1,202,"Top Idol Costume",1,1,10,0,"2021-05-18 23:00:00","","",300,0,0,0,150,900185,0
404,1,204,"Rope Partition",1,1,10,0,"2021-05-18 23:00:00","","",600,0,0,0,300,900180,0
405,1,102,"Pearly Bench",1,1,10,0,"2021-05-18 23:00:00","","",1200,0,0,0,600,900181,0
406,2,202,"Idol Group Wall Pennant",1,1,10,0,"2021-05-18 23:00:00","","",900,0,0,0,450,900182,0
407,1,204,"Idol Group Hanging Banner",1,1,10,0,"2021-05-18 23:00:00","","",600,0,0,0,300,900183,0
408,1,299,"Pearly Pillar",1,1,10,0,"2021-05-18 23:00:00","","",600,0,0,0,300,900184,0
409,4,902,"Stage Curtain Wall",1,1,1,0,"2021-05-18 23:00:00","","",1200,0,0,0,600,900179,0
410,3,901,"Idol Dance Floor",1,1,1,0,"2021-05-18 23:00:00","","",1200,0,0,0,600,900178,0
501,1,104,"Resort Hammock",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",1500,0,0,0,750,900201,0
502,1,204,"Arabesque Partition",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",600,0,0,0,300,900200,0
503,1,102,"Resort Armchair",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",900,0,0,0,450,900199,0
504,1,102,"Resort Loveseat",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",1200,0,0,0,600,900198,0
505,1,103,"Resort Cupboard",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",600,0,0,0,300,900197,0
506,1,103,"Resort Chest",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",600,0,0,0,300,900196,0
507,1,103,"Resort Wardrobe",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",600,0,0,0,300,900195,0
508,1,102,"Resort Chair",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",300,0,0,0,150,900194,0
509,1,102,"Resort Stool",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",300,0,0,0,150,900193,0
510,2,103,"White Hanging Shelves",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",600,0,0,0,300,900192,0
511,1,101,"Resort Table 1",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",600,0,0,0,300,900191,0
512,1,101,"Resort Table 2",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",1200,0,0,0,600,900190,0
513,4,902,"Resort Wall",1,1,1,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",1200,0,0,0,600,900189,0
514,3,901,"Resort Flooring",1,1,1,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",1200,0,0,0,600,900188,0
601,1,201,"Floor Aquarium",1,1,10,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",1400,0,0,0,700,900209,0
602,1,299,"Flufftastic Sea Drake",1,1,1,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",1500,0,0,0,750,900212,0
603,1,299,"Blue Shell Cushion",1,1,10,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",1500,0,0,0,750,900211,0
604,1,102,"Ocean Stool",1,1,10,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",300,0,0,0,150,900206,0
605,1,204,"Ocean Partition",1,1,10,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",700,0,0,0,350,900208,0
606,1,202,"Coral Ornament",1,1,10,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",300,0,0,0,150,900207,0
607,2,202,"Tropical Fish Stickers",1,1,10,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",300,0,0,0,150,900205,0
608,5,903,"Undersea Background",1,1,1,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",1200,0,0,0,600,900202,0
609,4,902,"Seabed Wall",1,1,1,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",1200,0,0,0,600,900204,0
610,3,901,"Seabed Flooring",1,1,1,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",1200,0,0,0,600,900203,0
611,1,299,"Pink Shell Cushion",1,1,10,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",1500,0,0,0,750,900210,0
612,1,299,"Rice Ball Costume",1,1,1,0,"2021-08-18 01:00:00","","",-1,0,0,0,0,900213,0
701,1,299,"Training Cannon",1,1,10,0,"2021-09-07 23:00:00","","",1000,0,0,0,500,900224,0
702,1,299,"Training Dummy",1,1,10,0,"2021-09-07 23:00:00","","",600,0,0,0,300,900223,0
703,1,202,"Lion Fountain",1,1,10,0,"2021-09-07 23:00:00","","",600,0,0,0,300,900222,0
704,1,202,"Jun's Spare Armor",1,1,10,0,"2021-09-07 23:00:00","","",600,0,0,0,300,900221,0
705,2,202,"Matsuri's Spare Shield",1,1,10,0,"2021-09-07 23:00:00","","",300,0,0,0,150,900220,0
706,1,904,"Palace Upward Stairwell",1,1,3,0,"2021-09-07 23:00:00","","",1500,0,0,0,750,900219,0
707,1,904,"Palace Downward Stairwell",1,1,3,0,"2021-09-07 23:00:00","","",1500,0,0,0,750,900218,0
708,2,202,"Elegant Banner",1,1,10,0,"2021-09-07 23:00:00","","",600,0,0,0,300,900217,0
709,2,199,"Stylish Wall Lamp",1,1,10,0,"2021-09-07 23:00:00","","",600,0,0,0,300,900216,0
710,4,902,"Palace Wall",1,1,1,0,"2021-09-07 23:00:00","","",1200,0,0,0,600,900215,0
711,3,901,"Palace Flooring",1,1,1,0,"2021-09-07 23:00:00","","",1200,0,0,0,600,900214,0
801,1,299,"Happy Halloween Basket",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",900,0,0,0,450,900239,0
802,1,101,"Halloween Dining Table",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",1200,0,0,0,600,900238,0
803,1,101,"Round Halloween Table",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",900,0,0,0,450,900237,0
804,1,299,"Special Halloween Stand",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",600,0,0,0,300,900236,0
805,1,199,"Pumpkin Candleholder",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",300,0,0,0,150,900235,0
806,1,202,"Decorative Pumpkin",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",600,0,0,0,300,900234,0
807,1,102,"Halloween Chair",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",300,0,0,0,150,900233,0
808,1,102,"Halloween Stool",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",300,0,0,0,150,900232,0
809,1,102,"Pumpkin Armchair",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",900,0,0,0,450,900231,0
810,1,104,"Halloween Bed",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",1500,0,0,0,750,900230,0
811,1,103,"Pumpkin Cupboard",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",600,0,0,0,300,900229,0
812,1,103,"Pumpkin Chest",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",600,0,0,0,300,900228,0
813,1,204,"Pumpkin Partition",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",600,0,0,0,300,900227,0
