drop_reward_id,drop_count,reward_type_1,reward_id_1,reward_num_1,odds_1,reward_type_2,reward_id_2,reward_num_2,odds_2,reward_type_3,reward_id_3,reward_num_3,odds_3,reward_type_4,reward_id_4,reward_num_4,odds_4,reward_type_5,reward_id_5,reward_num_5,odds_5
11001092,1,4,101551,1,54,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
11001093,1,4,122371,1,54,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
11001101,1,4,101011,1,54,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
11001102,1,4,101401,1,54,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
11001103,1,4,102611,1,54,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
11002011,1,4,102011,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002012,1,4,101191,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002013,1,4,101011,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11002021,1,4,102251,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002022,1,4,101251,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002023,1,4,101371,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11002031,1,4,102162,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002032,1,4,101401,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002033,1,4,101551,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11002041,1,4,102221,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002042,1,4,101521,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002043,1,4,101581,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11002051,1,4,102191,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002052,1,4,101281,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002053,1,4,101611,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11002061,1,4,102071,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002062,1,4,101251,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002063,1,4,101581,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11002071,1,4,122311,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002072,1,4,101071,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002073,1,4,101431,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11002081,1,4,102281,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002082,1,4,101131,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002083,1,4,101611,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11002091,1,4,122431,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002092,1,4,122371,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002093,1,4,102611,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11002101,1,4,122341,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002102,1,4,102581,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002103,1,4,102011,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11002111,1,4,122493,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002112,1,4,102551,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002113,1,4,102461,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11002121,1,4,122491,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002122,1,4,102612,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11002123,1,4,102221,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11003011,1,4,122493,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003012,1,4,102551,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003013,1,4,102071,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11003021,1,4,122491,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003022,1,4,102612,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003023,1,4,102251,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11003031,1,4,102163,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003032,1,4,102252,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003033,1,4,102011,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11003041,1,4,102222,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003042,1,4,102192,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003043,1,4,102191,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11003051,1,4,102013,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003052,1,4,102131,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003053,1,4,102221,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11003061,1,4,102014,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003062,1,4,102101,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003063,1,4,122311,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11003071,1,4,102041,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003072,1,4,122282,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003073,1,4,102162,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11003081,1,4,122312,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003082,1,4,122342,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003083,1,4,122341,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11003091,1,4,122372,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003092,1,4,122401,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003093,1,4,122371,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11003101,1,4,122432,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003102,1,4,122521,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003103,1,4,102281,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11003111,1,4,102552,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003112,1,4,102582,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003113,1,4,122431,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11003121,1,4,122614,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003122,1,4,122613,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11003123,1,4,102581,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004011,1,4,102101,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004012,1,4,102252,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004013,1,4,102131,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004021,1,4,102014,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004022,1,4,102192,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004023,1,4,102222,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004031,1,4,113071,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004032,1,4,102013,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004033,1,4,102041,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004041,1,4,113011,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004042,1,4,102163,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004043,1,4,122282,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004051,1,4,123161,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004052,1,4,123251,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004053,1,4,122521,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004061,1,4,113221,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004062,1,4,113191,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004063,1,4,122342,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004071,1,4,123281,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004072,1,4,102552,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004073,1,4,122312,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004081,1,4,123311,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004082,1,4,102582,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004083,1,4,122372,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004091,1,4,123341,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004092,1,4,122614,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004093,1,4,122401,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004101,1,4,113431,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004102,1,4,113521,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004103,1,4,122432,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004111,1,4,113551,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004112,1,4,113581,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004113,1,4,122613,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004121,1,4,113611,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004122,1,4,123612,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004123,1,4,113011,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11004131,1,4,123192,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004132,1,4,113252,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11004133,1,4,113221,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005011,1,4,123161,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005012,1,4,113191,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005013,1,4,113071,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005021,1,4,113221,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005022,1,4,113071,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005023,1,4,123341,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005031,1,4,123192,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005032,1,4,123251,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005033,1,4,113521,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005041,1,4,113012,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005042,1,4,113101,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005043,1,4,123311,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005051,1,4,113162,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005052,1,4,113252,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005053,1,4,123281,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005061,1,4,123041,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005062,1,4,113131,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005063,1,4,113431,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005071,1,4,113342,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005072,1,4,113522,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005073,1,4,113581,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005081,1,4,123371,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005082,1,4,123432,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005083,1,4,113551,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005091,1,4,123282,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005092,1,4,123461,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005093,1,4,113611,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005101,1,4,113401,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005102,1,4,123491,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005103,1,4,123612,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005111,1,4,113552,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005112,1,4,113162,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005113,1,4,113101,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005121,1,4,123582,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005122,1,4,113012,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005123,1,4,113131,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11005131,1,4,123072,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005132,1,4,113222,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11005133,1,4,123041,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006011,1,4,113101,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006012,1,4,113131,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006013,1,4,123282,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006021,1,4,113162,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006022,1,4,123192,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006023,1,4,113342,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006031,1,4,123193,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006032,1,4,113252,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006033,1,4,123612,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006041,1,4,123132,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006042,1,4,113012,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006043,1,4,123371,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006051,1,4,113013,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006052,1,4,123072,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006053,1,4,113611,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006061,1,4,123042,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006062,1,4,113222,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006063,1,4,113401,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006071,1,4,113283,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006072,1,4,123041,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006073,1,4,113551,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006081,1,4,123343,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006082,1,4,113522,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006083,1,4,123432,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006091,1,4,113372,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006092,1,4,113552,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006093,1,4,113581,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006101,1,4,113553,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006102,1,4,123582,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006103,1,4,123461,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006111,1,4,113614,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006112,1,4,113013,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006113,1,4,123132,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006121,1,4,123583,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006122,1,4,123193,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006123,1,4,123491,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006131,1,4,124131,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006132,1,4,123042,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006133,1,4,123072,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11006141,1,4,124101,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006142,1,4,124251,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11006143,1,4,113611,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007011,1,4,113222,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007012,1,4,123432,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007013,1,4,113401,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007021,1,4,113013,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007022,1,4,123072,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007023,1,4,123461,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007031,1,4,124251,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007032,1,4,123132,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007033,1,4,123491,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007041,1,4,114011,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007042,1,4,124131,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007043,1,4,123193,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007051,1,4,124101,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007052,1,4,114191,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007053,1,4,113522,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007061,1,4,124161,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007062,1,4,124071,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007063,1,4,123042,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007071,1,4,114041,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007072,1,4,114221,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007073,1,4,113552,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007081,1,4,114011,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007082,1,4,124251,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007083,1,4,113283,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007091,1,4,114281,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007092,1,4,124101,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007093,1,4,123583,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007101,1,4,114221,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007102,1,4,124161,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007103,1,4,123343,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007111,1,4,124311,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007112,1,4,114041,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007113,1,4,113614,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007121,1,4,114341,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007122,1,4,124071,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007123,1,4,113372,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007131,1,4,114371,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007132,1,4,114191,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007133,1,4,113553,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11007141,1,4,124401,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007142,1,4,124131,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11007143,1,4,123582,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11008011,1,4,114041,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008012,1,4,114011,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008013,1,4,113283,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11008021,1,4,124131,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008022,1,4,124161,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008023,1,4,113553,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11008031,1,4,124101,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008032,1,4,124071,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008033,1,4,123343,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11008041,1,4,114191,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008042,1,4,114221,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008043,1,4,123583,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11008051,1,4,114281,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008052,1,4,114011,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008053,1,4,113372,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11008061,1,4,124311,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008062,1,4,114041,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008063,1,4,113614,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11008071,1,4,114341,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008072,1,4,114221,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008073,1,4,113553,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11008081,1,4,124431,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008082,1,4,114191,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008083,1,4,113372,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
11008091,1,4,124521,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008092,1,4,124131,1,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
11008093,1,4,113283,1,24,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
