id,login_bonus_id,type,day_count,luck_pattern,rate,character_id,character_name,message,voice_id
71,80001,0,12,0,0,102301,Ayane,"Oh. Same question goes for Pukichi, too.",2
72,80001,1,12,0,0,104201,Chika,"A year truly flies by, doesn't it? This may sound a bit selfish of me,",1
73,80001,1,12,0,0,104201,Chika,"but it would mean the world to me if you were to stay by my side and watch over me. Ideally forever...",2
74,80001,2,12,0,0,102101,Kurumi,"A whole year's passed since we first met, but I'm still as useless as ever...",1
75,80001,2,12,0,0,102101,Kurumi,"W-will you still stick by me? I'd really love it if you did...",2
76,80001,0,13,0,0,104901,Shizuru,"It's the anniversary of our reunion, and I made treats to celebrate! A big cake, some sushi,",1
77,80001,0,13,0,0,104901,Shizuru,"hamburg steaks, curry, stew... And the not-so-secret ingredient in them all is your big sister's love!",2
78,80001,1,13,0,0,101101,Rino,"Wow, a whole year since we found each other again. After all those days without you,",1
79,80001,1,13,0,0,101101,Rino,"this year felt like something out of a dream! You won't leave me behind again, right, Big Bro? ♪",2
80,80001,0,14,0,0,100201,Yui,"A whole lot's happened since we first met, hasn't it? Plenty of it exciting, plenty of it, uh, nerve-wracking...",1
81,80001,0,14,0,0,100201,Yui,"It'd be really nice if we could... If we could share even more memories together…!",2
82,80001,1,14,0,0,100101,Hiyori,"Hold up, hold up. It's only been a year since we met?!",1
83,80001,1,14,0,0,100101,Hiyori,"Genuinely feels like we've been together forever at this point. Either way. Here's to another great year!",2
84,80001,2,14,0,0,100301,Rei,"The two of us have come quite a long way since last year, haven't we?",1
85,80001,2,14,0,0,100301,Rei,"I'm sure we'll continue to grow as well, so I look forward to the day that I can truly rely on you.",2
86,80001,0,15,0,0,105801,Pecorine,"Thanks for not forgetting about me, even after a whole year!",1
87,80001,0,15,0,0,105801,Pecorine,"I'm sure I'll be able to say the same next year, and every year after that as well!",2
88,80001,1,15,0,0,105901,Kokkoro,"I am honored to have served you for an entire year, my lord. If I may have one wish,",1
89,80001,1,15,0,0,105901,Kokkoro,"it would be to stay by your side for many years to come. I hope to remain your guide for as long as I am able.",2
90,80001,2,15,0,0,106001,Karyl,"Never thought I'd be stuck with you for a whole year. But hey. It's been pretty fun.",1
91,80001,2,15,0,0,106001,Karyl,"I'll stick around for a while longer, so I hope you're grateful!",2
