unit_id,unit_name,kana,prefab_id,is_limited,rarity,motion_type,se_type,move_speed,search_area_width,atk_type,normal_atk_cast_time,cutin_1,cutin_2,guild_id,exskill_display,comment,only_disp_owned,start_time,end_time
101701,Kaori,Kaori,101701,0,2,1,1,450,145,1,2.17,101701,0,4,0,"[Physical] A tropical girl who racks up damage on the front lines. After she uses her Mental Focus skill, subsequent attacks will stack up their effects, dealing more and more damage.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
101801,Io,Io,101801,0,3,5,5,450,715,2,2.6,101801,0,15,0,"[Magic] A sexy teacher that bewitches enemy parties from the rearguard. Steals foes' TP to delay their Union Bursts while also throwing the enemy into chaos with her own charming Union Burst.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102001,Mimi,Mimi,102001,0,2,5,5,450,360,1,2.125,102001,0,13,0,"[Physical] A bunny girl who crushes the enemy vanguard from the midguard. Her Union Burst deals big damage to the closest foe, then attacks the enemy next to it, quickly disposing of their front lines.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102101,Kurumi,Kurumi,102101,0,1,3,3,450,240,1,1.675,102101,0,3,0,"[Physical] An extremely shy vanguard fighter who excels at protecting allies. Her skills boost the physical and magical attack of allies around her while stunning nearby enemies.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102201,Yori,Yori,102201,0,1,6,6,450,575,2,2.19,102201,0,14,0,"[Magic] An elder twin who attacks with powerful magic from the midguard. Boosts magic power at the cost of her own HP to enhance the destructive ability of her Union Burst and skills.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102301,Ayane,Ayane,102301,0,2,3,3,450,210,1,1.425,102301,0,3,0,"[Physical] A little cub who disrupts the battlefield from\nthe vanguard. Her Union Burst shakes up the enemy\nformation by sending foes flying with big damage\nand stun effects.",0,"2021/03/04 23:00:00","2030/12/31 15:00:00"
102501,Suzume,Suzume,102501,0,1,7,7,450,720,2,2.27,102501,0,3,0,"[Magic] A clumsy maid that heals and attacks from the rearguard. Her skills that heal those around her and also boost physical attack power pair well with mid- or rearguard offense.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102601,Rin,Rin,102601,0,2,6,6,450,550,1,2.34,102601,0,3,0,"[Physical] A lazy girl who enhances physical-based parties from the midguard. Offers all-around support by increasing allies' physical attack and magical defense.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102701,Eriko,Eriko,102701,0,2,3,3,450,230,1,1.425,102701,0,11,0,"[Physical] A self-styled demolisher who destroys foes from the vanguard with poison skills. Boasts top-tier attack power and Union Burst that further enhances her attacks for each enemy she fells.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102801,Saren,Saren,102801,0,3,4,4,450,430,1,2.09,102801,0,3,0,"[Physical] The motherly Saren reverses the state of battles in one shot from the midguard. Can swiftly turn the tables with a Union Burst that does more damage the lower her HP, and skills that recover party TP.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102901,Nozomi,Nozomi,102901,0,3,4,4,450,160,1,1.965,102901,0,10,0,"[Physical] An idol who fights from the vanguard, protecting others. Once on stage, she greatly boosts the attack power of allies while drawing all enemy attacks to herself.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103001,Ninon,Ninon,103001,0,3,5,5,450,415,1,2.25,103001,0,12,0,"[Physical] A ninja that uses powerful area attacks from the midguard. Recovers her own TP by felling foes with her area attack skill, allowing her to use her devastating Union Burst more frequently.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103101,Shinobu,Shinobu,103101,0,2,5,5,450,365,1,2.25,103101,0,14,0,"[Physical] A spiritualist who fights from the midguard using a skull inhabited by the soul of her father. Aside from attacking separately from her, her father also occasionally intercepts incoming attacks.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103201,Akino,Akino,103201,0,3,5,5,450,180,1,2.125,103201,0,8,0,"[Physical] A young fencer who fights wildly from the vanguard. Creates a field that heals allies around her, allowing her to uphold the vanguard as befits the heiress of a great house.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103301,Mahiru,Mahiru,103301,0,2,6,6,450,395,1,2.34,103301,0,5,0,"[Physical] A farmer that disrupts enemy movement from the midguard. Knocks foes in the front row back, putting them in range of allies' area attacks.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103401,Yukari,Yukari,103401,0,1,5,5,450,405,1,2.4,103401,0,8,0,"[Physical] A former holy knight that protects allies from the midguard using barriers and healing. Has skills that recover the HP and TP of wounded teammates, allowing pinpoint coverage of areas hit hard in combat.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103601,Kyoka,Kyoka,103601,0,3,7,7,450,810,2,2.07,103601,0,0,0,"[Magic] A tiny honor student who casts fierce spells from the rearguard. Using her Cosmo Blue Flash right after she briefly boosts her magic attack with skills is a great way to destroy single targets.",0,"2021/03/22 23:00:00","2030/12/31 15:00:00"
103701,Tomo,Tomo,103701,0,3,4,4,450,220,1,1.965,103701,0,2,0,"[Physical] An avid fencer who delivers swift sword strikes to slay enemies from the vanguard. Her Union Burst increases both her attack power and action speed, maximizing the deadliness of her attack skills.",0,"2021/08/18 23:00:00","2030/12/31 15:00:00"
103801,Shiori,Shiori,103801,0,2,8,8,450,710,1,1.97,103801,0,5,0,"[Physical] A sniper who fires off a barrage of formidable attack skills from the rearguard. As well as dealing damage, her skills also yield TP, allowing her to use her powerful Union Burst more quickly.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104001,Aoi,Aoi,104001,0,1,8,8,450,785,1,1.97,104001,0,9,0,"[Physical] A loner archer who fires arows from the rearguard to plague the foe with status effects. The poison and paralysis she inflicts can drain health even from foes with high defense.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104201,Chika,Chika,104201,0,2,7,7,450,790,2,2.27,104201,0,10,0,"[Magic] A Song Summoner who supports her allies from the rearguard. Her Union Burst heals allies while also summoning a spirit who will attack the enemy from the front lines.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104301,Makoto,Makoto,104301,0,3,5,5,450,165,1,2.125,104301,0,4,0,"[Physical] A beastgirl of justice that tears down enemy defenses from the vanguard. Lowers enemy tank defenses to deal solid damage, quickly destroying their protective measures.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104401,Illya,Illya,104401,0,3,3,3,450,425,2,1.425,104401,0,12,0,"[Magic] The Ruler of the Night who siphons enemies' life from the midguard. She possesses skills that trade her own HP for massively destructive area attacks that deal peerless damage.",0,"2021/04/28 23:00:00","2030/12/31 15:00:00"
104501,Kuka,Kuka,104501,0,2,2,2,450,130,1,2.375,104501,0,12,0,"[Physical] A raging masochist who acts as a decoy in the vanguard to draw attacks. Her Union Burst erects a barrier that heals her by absorbing magical attacks.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104601,Tamaki,Tamaki,104601,0,2,2,2,450,215,1,2.25,104601,0,8,0,"[Physical] A fickle catgirl who goes after spellcasters from the vanguard. Her attack skill targets foes with the highest magical attack power, combining damage, reduction of magical attack power, and TP drain.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104701,Jun,Jun,104701,0,3,5,5,450,135,1,2.125,104701,0,2,0,"[Physical] The captain of Nightmare, who strengthens the vanguard with impenetrable defensive skills. Her Union Burst creates a barrier that absorbs all types of damage, allowing her to stand firm in even the lengthiest of battles.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104801,Mifuyu,Mifuyu,104801,0,2,6,6,450,420,1,2.19,104801,0,8,0,"[Physical] A mercenary that fights from the midguard with stun and healing skills. Her combo of high defense and self-healing abilities provides a baseline for parties by keeping the middle row strong.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104901,Shizuru,Shizuru,104901,0,3,5,5,450,285,1,2.375,104901,0,6,0,"[Physical] A vanguard, big sister type who protects allies from physical attacks. Her skills erect a barrier that negates physical damage for all allies while putting a physical absorption barrier around herself.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105001,Misaki,Misaki,105001,0,1,7,7,450,760,2,2.07,105001,0,15,0,"[Magic] A witch that launches area attacks from the rearguard. Specializes in mass destruction using multi-hit area effect skills along with a Union Burst that strikes all foes before her.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105101,Mitsuki,Mitsuki,105101,0,2,5,5,450,565,1,2.25,105101,0,11,0,"[Physical] The one-eyed devil that uses dampening fields on foes from the midguard. Her fields don't last long, but enemies within them have greatly reduced physical defense.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105201,Lima,Lima,105201,0,1,4,4,450,105,1,2.215,105201,0,5,0,"[Physical] A pure maiden who protects her friends from the front lines. Charges into the fray shortly after the battle begins to obstruct the enemy's advance.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105301,Monika,Monika,105301,0,3,4,4,450,410,1,2.24,105301,0,12,0,"[Physical] A soldier that increases allied offense from the midguard. Ends battles swiftly by greatly boosting the party's physical and magical attack power as well as attack speed.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105401,Tsumugi,Tsumugi,105401,0,2,1,1,450,195,1,2.42,105401,0,10,0,"[Physical] A tailor who specializes in sabotage from\nthe vanguard. She wrecks the enemy's formation by\nmoving them around while also slowing their\nmovement and action speed.",0,"2021/05/18 23:00:00","2030/12/31 15:00:00"
105501,Ayumi,Ayumi,105501,0,1,6,6,450,510,1,2.34,105501,0,12,0,"[Physical] A purehearted girl who wildly disrupts the enemy from the midguard. Aside from stunning foes with her skills, she can also influct Blind and Confusion with her Union Burst to prevent their attacks from finding their mark.",0,"2022/03/01 23:00:00","2030/12/31 15:00:00"
105601,Ruka,Ruka,105601,0,3,4,4,450,158,1,1.965,105601,0,2,0,"[Physical] An honorable swordswoman who wields her blade in the vanguard to protect her allies. Not only can she draw enemy attacks to herself while countering their strikes, her Union Burst lowers their defense, giving her a strong balance of offensive and defensive abilities.",0,"2021/10/28 23:00:00","2030/12/31 15:00:00"
105701,Djeeta,Djeeta,105701,0,3,4,4,450,245,1,1.965,105701,0,4,0,"[Physical] A skyfarer who strikes swiftly with big attacks from the vanguard. TP recovery skills allow her to use Union Bursts quickly and hit foes in front for big damage early in combat.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105801,Pecorine,Pecorine,105801,0,1,5,5,450,155,1,2.25,105801,0,1,0,"[Physical] An always-hungry fighter who protects her friends from the vanguard. Has high HP and self-healing skills, which enable her to shield allies until the bitter end.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105901,Kokkoro,Kokkoro,105901,0,1,6,6,450,500,1,2.34,105901,0,1,0,"[Physical] A devoted guide that supports everyone from the midguard with buffs and attacks. Her Union Burst boosts the attack power of all allies while also healing her, allowing to stay in action for extended periods.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
106001,Karyl,Karyl,106001,0,1,7,7,450,750,2,2.07,106001,0,1,0,"[Magic] A willful catgirl that casts powerful attacks from the rearguard that hit all foes. Her skills lower both magical and physical defense, making her an easy choice for winning in any lineup.",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
106101,Muimi,Muimi,106101,1,3,2,2,450,162,1,1.8,106101,0,7,0,"[Physical] A headstrong waif who deals out punishment from the vanguard with her legendary sword. When she equips the Spiresbane Blade following her Union Burst, she shifts her fighting style from more technical skills to an all-out offensive rush.",0,"2022/04/05 23:00:00","2022/04/12 22:59:59"
106301,Arisa,Arisa,106301,0,3,8,8,450,625,1,1.97,106301,0,1,0,"[Physical] An aspiring forest guardian who excels at drawn-out\nbattles from the rearguard. TP recovery allows quick\nuse of her Union Burst, which also boosts skill effects\nfor greater attack power.",0,"2021/02/17 23:00:00","2030/12/31 15:00:00"
106801,Labyrista,Labyrista,106801,1,1,0,0,0,0,0,0.0,0,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
107101,Christina,Christina,107101,1,3,10,4,450,290,1,2.0,107101,0,2,0,"[Physical] The peerless Regina Geas who exerts her dominance from the front lines. Her terrifyingly destructive Union Burst annihilates foes while also protecting her from harm, and thanks to a TP-boosting skill, she uses it with alarming frequency.",0,"2022/04/05 23:00:00","2022/04/12 22:59:59"
107501,"Pecorine (Summer)",Pecorine,107501,1,3,5,5,450,235,1,2.125,107501,0,1,0,"[Physical] The gourmet princess of the beach who dishes out damage to crowds from the vanguard. With the help of a little shaved ice, she can boost her physical attack dramatically and wipe out the enemy with a powerful Union Burst.",0,"2022/06/14 23:00:00","2022/06/19 22:59:59"
107601,"Kokkoro (Summer)",Kokkoro,107601,1,1,6,6,450,535,1,2.34,107601,0,1,0,"[Physical] A healing priestess who supports physical characters from the midguard. With her ability to massively heal the party member with the lowest HP, she can bring allies back from the brink of death in an instant.",1,"2021/06/03 23:00:00","2030/12/31 15:00:00"
107701,"Suzume (Summer)",Suzume,107701,1,3,7,7,450,775,2,2.07,107701,0,3,0,"[Magical] A clumsy maid who offers support from the rearguard. She boosts allies' defenses and provides HP regen, while also summoning golems to protect them.",0,"2021/06/22 23:00:00","2021/07/09 22:59:59"
107801,"Karyl (Summer)",Karyl,107801,1,3,7,7,450,780,2,1.92,107801,0,1,0,"[Magical] A cat-eared sorceress who fires off devastating single-target spells from the rearguard. She generates big damage by lowering a single enemy's magical defense before blasting them with her spells.",0,"2022/06/14 23:00:00","2022/06/19 22:59:59"
107901,"Tamaki (Summer)",Tamaki,107901,1,3,2,2,450,225,1,2.0,107901,0,8,0,"[Physical] A free-spirited beachside catgirl who attacks wildly from the vanguard. Her Union Burst, which unleashes four assaults upon random targets, is unpredictable yet powerful.",0,"2021/08/01 23:00:00","2021/08/18 22:59:59"
108001,"Mifuyu (Summer)",Mifuyu,108001,1,1,6,6,450,495,1,2.19,108001,0,8,0,"[Physical] A seaside mercenary who provides offensive power and support from the midguard. Her Union Burst boosts the physical attack of her allies, strengthening the entire party.",1,"2021/07/09 23:00:00","2030/12/31 15:00:00"
108101,"Shinobu (Halloween)",Shinobu,108101,1,3,3,3,450,440,1,1.55,108101,0,0,0,"[Physical] A spiritualist who picks off weakened enemies from the midguard. Her Union Burst, which heavily damages the most injured enemy, also deals damage to all remaining enemies if successful in slaying its target.",0,"2021/09/24 23:00:00","2021/10/12 22:59:59"
108201,"Miyako (Halloween)",Miyako,108201,1,1,1,1,450,590,1,2.42,108201,0,0,0,"[Physical] A were-ghost who attacks the enemy's rear line from the midguard. Ignoring the front line, her skills and Union Burst target the furthest enemy, obstructing their actions and wreaking havoc upon enemies with low defenses.",1,"2021/09/24 23:00:00","2030/12/31 15:00:00"
108301,"Misaki (Halloween)",Misaki,108301,1,3,7,7,450,815,2,2.07,108301,0,15,0,"[Magical] A fashionable magical girl who obstructs the enemy from the rearguard. With a skill that inflicts Charm and a Union Burst that inflicts multiple ailments at once, her presence throws the enemy ranks into disarray.",0,"2021/10/12 23:00:00","2021/10/25 22:59:59"
108401,"Chika (Holiday)",Chika,108401,1,3,7,7,450,770,2,2.27,108401,0,10,0,"[Magic] A winter songstress who fights from the rearguard with the aid of ethereal spirits. The spirits she summons with her Union Burst can turn a battle around by recovering allies' HP and TP.",0,"2021/11/22 23:00:00","2021/12/07 22:59:59"
108501,"Kurumi (Holiday)",Kurumi,108501,1,1,3,3,450,295,1,1.55,108501,0,15,0,"[Physical] An aspiring young actress who protects her friends from the vanguard with the sound of her bell. By greatly boosting the defense of allies around her until she is attacked, she can render a party nigh invulnerable in the right situation.",1,"2015/04/01 15:00:00","2030/12/31 15:00:00"
108601,"Ayane (Holiday)",Ayane,108601,1,3,3,3,450,190,1,1.425,108601,0,10,0,"[Physical] A bear-loving girl who has no problem tearing through enemies on this supposedly silent night. Her Union Burst consumes her own HP to achieve incredible power, and her skills boost her physical attack for even more damage.",0,"2021/12/07 23:00:00","2021/12/20 22:59:59"
108701,"Hiyori (New Year)",Hiyori,108701,1,3,1,1,450,170,1,2.17,108701,0,7,0,"[Physical] A lively girl who's always down for throwing hands, even in her fanciest getup. She can boost her allies' physical offensive power, as well as unleash a pinpoint Union Burst sure to devastate a single foe.",0,"2022/01/05 23:00:00","2022/01/18 22:59:59"
108801,"Yui (New Year)",Yui,108801,1,3,21,7,450,745,2,2.27,108801,0,7,0,"[Magic] A rearguard user of healing and support magic, decked out in traditional garb. By sacrificing her own offensive power, she creates powerful barriers that heal her friends, giving her defensive potential that is second to none.",0,"2021/12/20 23:00:00","2022/01/05 22:59:59"
108901,"Rei (New Year)",Rei,108901,1,1,22,4,450,153,1,2.215,108901,0,7,0,"[Physical] An elegant devotee of the blade who takes the vanguard to defend against magical threats. With her skills, she erects magic-nullifying barriers around her allies, and her Union Burst stuns enemies, cutting off their attacks entirely.",1,"2015/04/01 15:00:00","2030/12/31 15:00:00"
109001,"Eriko (Valentine)",Eriko,109001,1,1,3,3,450,187,1,1.9,109001,0,11,0,"[Physical] The Destroyer takes the vanguard to snatch opportunity from the claws of despair in the name of love. Her skills drain her own HP to boost her attack power, and her Union Burst boasts terrifying force when her HP is low.",1,"2015/04/01 15:00:00","2030/12/31 15:00:00"
109101,"Shizuru (Valentine)",Shizuru,109101,1,3,5,5,450,385,1,2.125,109101,0,7,0,"[Physical] A big sister turned patissier who supports her allies from the midguard. She deploys a field that boosts various stats, and her own skills become far more powerful as long as it remains active.",0,"2022/01/18 23:00:00","2022/02/01 22:59:59"
109201,Anne,Anne,109201,0,3,23,7,450,630,2,2.27,109201,0,6,0,"[Magic] A battle-ready princess who fights from the rearguard by summoning the spirits of mighty warriors. Functions as both a supporter, lending her spirits' blessings to her allies, and an attacker, dealing devastating magical damage.",0,"2022/03/10 23:00:00","2030/12/31 15:00:00"
109301,Lou,Lou,109301,1,1,23,7,450,640,2,2.27,109301,0,9,0,"[Magic] An airheaded young girl who fights from the rearguard together with her companion Mr. Gawker. Each little friend she summons can protect her from attacks, and their number boosts the power of her Union Burst.",1,"2015/04/01 15:00:00","2030/12/31 15:00:00"
109401,Grea,Grea,109401,0,3,1,1,450,525,2,2.27,109401,0,9,0,"[Magic] A Dragoness that obliterates foes from the midguard with her powerful flames. Boasting high magic power, she deals with crowds well, but don't underestimate her physical capacities. Her aerial charges are just as lethal as her magic.",0,"2022/03/23 23:00:00","2030/12/31 15:00:00"
109501,"Kuka (Oedo)",Kuka,109501,0,3,2,7,450,140,2,2.066,109501,0,12,0,"[Magic] A hopeless masochist who offers support from the front lines in a fancy kimono. By boosting her allies' magical attack while lowering enemies' magical defense, she provides great benefit to mage teams while guarding them from harm.",0,"2022/04/05 23:00:00","2030/12/31 15:00:00"
109601,"Ninon (Oedo)",Ninon,109601,0,3,2,2,450,175,1,2.0,109601,0,12,0,"[Physical] A ninja girl who unleashes her special techniques upon the enemy from the vanguard. When her Union Burst is critical, it deals 1.5 times the damage of an ordinary critical hit, making it immensely powerful under the right circumstances.",0,"2022/04/22 23:00:00","2030/12/31 15:00:00"
109701,Rem,Rem,109701,1,3,24,13,450,540,1,2.25,109701,0,9,0,"[Physical] A younger twin who crushes enemies from the midguard with demonic strength. Aside from healing, she can also control temperature, allowing her to freeze enemies in place before obliterating them with her Union Burst.",0,"2022/05/02 23:00:00","2022/5/15 22:59:59"
109801,Ram,Ram,109801,1,1,24,7,450,545,2,2.5,109801,0,9,0,"[Magic] An elder twin who supports her allies with unique abilities fom the midguard. Her Clairvoyance allows her to identify a physical attack and nullify it, while her Union Burst has the powerful effect of binding all enemies in place.",1,"2022/05/02 23:00:00","2030/12/31 15:00:00"
109901,Emilia,Emilia,109901,1,3,23,7,450,725,2,2.27,109901,0,9,0,"[Magic] A half elf who combines healing and offense from the rearguard. Her innate magical talent produces powerful spells that leave enemies no quarter, while her Union Burst can bring allies back from the brink of death in an instant.",0,"2022/05/19 23:00:00","2022/6/1 22:59:59"
110001,"Suzuna (Summer)",Suzuna,110001,1,3,8,8,450,705,1,1.82,110001,0,15,0,"[Physical] A charismatic model whose archery skills shine from the rearguard. Though her Summer Catwalk can only be used once per battle, it restores her TP entirely and causes her Union Burst to always result in a critical hit.",0,"2022/06/01 23:00:00","2022/06/14 22:59:59"
110101,"Io (Summer)",Io,110101,1,1,5,5,450,715,2,2.4,110101,0,15,0,"[Magic] A summertime teacher who steals away foes' health from the rearguard. Her posession of multiple skills that both deal damage and heal allies makes her shine on both offensive and defensive fronts.",1,"2022/06/01 23:00:00","2030/12/31 15:00:00"
110201,"Misaki (Summer)",Misaki,110201,0,1,7,7,0,0,0,0.0,0,0,15,0,"",0,"2022/06/01 23:00:00","2030/12/31 15:00:00"
190801,Karin,Karin,190801,0,1,1,1,0,0,1,0.0,0,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
191201,Petelgeuse,Petelgeuse,191201,0,1,1,1,0,0,1,0.0,0,0,0,0,"",0,"2022/05/02 23:00:00","2030/12/31 15:00:00"
403101,Skull,Skull,403101,0,1,0,1,450,300,1,2.0,0,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
404201,Sylph,Sylph,404201,0,1,0,1,450,1000,2,2.0,0,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
407701,Mini-Golem,Mini-Golem,407701,0,1,0,1,450,95,1,3.0,0,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
408401,Sylph,Sylph,408401,0,1,0,1,450,700,2,2.0,0,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
408402,Sylph,Sylph,408402,0,1,0,1,450,750,2,2.0,0,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
408403,Sylph,Sylph,408403,0,1,0,1,450,800,2,2.0,0,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
900001,"the main character",Yuuki,900001,0,1,0,5,600,475,1,50.0,100101,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
900002,"the main character",Yuuki,900002,0,1,0,5,600,600,1,3.0,100101,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
900003,"the main character",Yuuki,900003,0,1,0,5,600,650,1,3.0,100101,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
900102,Hiyori,Hiyori,900102,0,1,0,1,600,675,1,50.0,100199,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
900201,Yui,Yui,100201,0,1,7,7,600,800,2,2.27,100201,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
900202,Yui,Yui,900202,0,1,0,7,600,1075,2,50.0,100299,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
900302,Rei,Rei,900302,0,1,0,4,600,875,1,50.0,100399,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
900401,Misogi,Misogi,900401,0,1,1,1,450,580,1,2.17,100401,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
