id,unit_id,trigger,voice_id,beloved_step,time,face_id,description,insert_word_type
97,100202,3,6,1,0,1,"I need to get strong if I'm going on adventures with you!",0
98,100202,3,7,1,0,1,"None of my clothes seem to fit anymore. Am I eating too much?",0
99,100202,3,8,1,0,1,"Your Coach in Love really is so helpful...",0
101,100301,1,1,1,0,1,"Maybe I should go work on my equipment...",0
102,100301,1,2,1,0,1,"Which should I work on next, my body or my mind?",0
103,100301,1,3,1,0,1,"When did Tsumugi get the measurements for these new clothes?",0
104,100301,1,4,1,0,1,"There used to be a time where I thought I didn't need any friends.",0
105,100301,1,5,1,0,1,"I tend to pace a lot when I have something on my mind.",0
106,100301,1,101,4,0,1,"No matter how strong he becomes, I must not fall behind.",0
107,100301,1,102,8,0,1,"You scored a hit on me, eh? You already know what you're going to ask for?",0
108,100301,2,1,1,0,1,"Oh, it's you. Heard someone there and was worried for a second.",0
109,100301,2,2,1,0,1,"If you mean to strike at me, at least do it properly! Oh, you were just saying hi?",0
110,100301,2,3,1,0,1,"Need advice? Sure thing, as long as it's about fighting.",0
111,100301,2,4,1,0,1,"You call that a thrust? That was way too weak! Try again, harder this time!",0
112,100301,2,101,4,0,1,"Whoa! W-watch where you put your hands! I let my guard down.",0
113,100301,2,102,8,0,1,"I hope you will stay by my side... No, forget it. It's nothing.",0
114,100301,2,1,1,1,1,"Morning. let's have ourselves a fulfilling day!",0
115,100301,2,2,1,2,1,"Looks like it's teatime. Care to join me?",0
116,100301,2,3,1,3,1,"You're up late tonight. Can I give you a hand with any leftover work?",0
117,100301,3,1,1,0,1,"Still beautiful even after battle... Perfect. ♪",0
118,100301,3,2,1,0,1,"Yui will be angry if I keep fighting without getting rest.",0
119,100301,3,3,1,0,1,"Maybe I should spar with him like Hiyori. Nah, maybe not.",0
120,100301,3,4,1,0,1,"Very good... This will come handy in unifying our minds before battle.",0
121,100301,3,5,1,0,1,"A bit of quiet time every now and then is nice...",0
122,100301,3,6,1,0,1,"I must become as strong as he is so that we can fight beside each other!",0
123,100301,3,7,1,0,1,"Sustenance is important, but I must be sure not to eat too much.",0
124,100301,3,8,1,0,1,"Yui! I-is this the type of stuff you've been reading?!",0
126,100302,1,1,1,0,1,"I'd like to try fishing in the river sometime. I'll need some new tackle!",0
127,100302,1,2,1,0,1,"When did Tsumugi get the measurements for these new clothes?",0
128,100302,1,3,1,0,1,"No matter how strong he becomes, I must not fall behind.",0
129,100302,1,4,1,0,1,"I think I'll make my training regimen more intense.",0
130,100302,1,5,1,0,1,"I want to get stronger so that I can live freely and independently.",0
131,100302,1,101,8,0,1,"To think I'd catch a cold. But, I did get better thanks to his attentive care.",0
132,100302,1,102,8,0,1,"You scored a hit on me, eh? You already know what you're going to ask for?",0
133,100302,2,1,1,0,1,"Did you need something? No? Good.",0
134,100302,2,2,1,0,1,"Keep up the poking, and I'll retaliate. Don't say I didn't warn you.",0
135,100302,2,3,1,0,1,"Hey, want to go fishing again? Let's try for a big one.",0
136,100302,2,4,1,0,1,"You want to train? Why not say so sooner? We'll set out at once!",0
137,100302,2,101,8,0,1,"Don't tell me you consider that getting a hit on me?",0
138,100302,2,102,8,0,1,"I hope you will stay by my side... No, forget it. It's nothing.",0
139,100302,2,1,1,1,1,"Are you working today? Or maybe training? I can join you, if you wish.",0
140,100302,2,2,1,2,1,"My friends taught me that even I need a break sometimes.",0
141,100302,2,3,1,3,1,"You're up late tonight. Can I give you a hand with any leftover work?",0
142,100302,3,1,1,0,1,"Maybe I'll trim my hair... Wait, what am I talking about?!",0
143,100302,3,2,1,0,1,"Proper rest is what enables me to fight at full strength!",0
144,100302,3,3,1,0,1,"Maybe I should spar with him like Hiyori. Nah, maybe not.",0
145,100302,3,4,1,0,1,"Ahh... I can feel both my body and mind relaxing...",0
146,100302,3,5,1,0,1,"I wish Hiyori would learn that when you rest, you actually need to rest!",0
147,100302,3,6,1,0,1,"I must become as strong as he is so that we can fight beside each other!",0
148,100302,3,7,1,0,1,"Maybe it's the training, but my appetite's been out of control lately.",0
149,100302,3,8,1,0,1,"Yui! I-is this the type of stuff you've been reading?!",0
151,100401,1,1,1,0,1,"I sense treasure here! I'm gonna turn this room inside out!",0
152,100401,1,2,1,0,1,"Uh oh... Where did I put that pitfall again?",0
153,100401,1,3,1,0,1,"Whaaaaaa! Wonder if crocodile tears will catch 'em off guard?",0
154,100401,1,4,1,0,1,"Is a honey trap a prank that uses super sweet candy?",0
155,100401,1,5,1,0,1,"Who wants to play hide-and-seek?",0
156,100401,1,101,4,0,1,"No one is allowed to prank you... except for me!",0
157,100401,1,102,8,0,1,"Are you gonna play with me, or am I gonna play with you?",0
158,100401,2,1,1,0,1,"I got an idea! I-it's nothing mischievous or anything!",0
159,100401,2,2,1,0,1,"Whaaa! Mister... are you tricking me?",0
160,100401,2,3,1,0,1,"Time to go plant a banana peel somewhere along his path...",0
161,100401,2,4,1,0,1,"I'll scribble all over your forehead, cheeks, eyes and ears...",0
162,100401,2,101,4,0,1,"Let's make this the Misogi Explorers' base!",0
163,100401,2,102,8,0,1,"Guess who? Of course I know! You're my favorite. ♪",0
164,100401,2,1,1,1,1,"Good morning, Mister! I'm surprised you're up, since I muted your alarm. ♪",0
165,100401,2,2,1,2,1,"Once you take your nap, you're mine for pranking!",0
166,100401,2,3,1,3,1,"Exploring at night sounds fun, too! C'mon, can't we go out?",0
167,100401,3,1,1,0,1,"Even mischief has got to have a little sex appeal. Yes, perfect!",0
168,100401,3,2,1,0,1,"It'd be funny if it made a big ""brrrrip"" sound when you sat down. ♪",0
169,100401,3,3,1,0,1,"How cute! Let's turn it into a mascot for the Misogi Defenders! ♪",0
170,100401,3,4,1,0,1,"I'll just scatter a bit of sneezing powder here and... Achoo!",0
171,100401,3,5,1,0,1,"Tee hee hee. I can burn all evidence of my pranks... here!",0
172,100401,3,6,1,0,1,"Being an explorer is all about physical strength!",0
173,100401,3,7,1,0,1,"Maybe I'll share it with everyone... with a bit of hot sauce on top, of course!",0
174,100401,3,8,1,0,1,"These are the sorts of places you find treasure maps hidden away!",0
176,100402,1,1,1,0,1,"I sense treasure here! I'm gonna turn this room inside out!",0
177,100402,1,2,1,0,1,"Man, I wanna go exploring! Don't wanna sit around doing nothing!",0
178,100402,1,3,1,0,1,"Whaaaaaa! Wonder if crocodile tears will catch 'em off guard?",0
179,100402,1,4,1,0,1,"Is a honey trap a prank that uses super sweet candy?",0
180,100402,1,5,1,0,1,"Who wants to play hide-and-seek?",0
181,100402,1,101,8,0,1,"I'll scribble all over your forehead, cheeks, eyes and ears...",0
182,100402,1,102,8,0,1,"Hmm, now what sort of prank would Mister like?",0
183,100402,2,1,1,0,1,"I wonder if you can find the prank I set for you?",0
184,100402,2,2,1,0,1,"Shall I go explore? Go on an adventure? Or maybe... prank somebody?!",0
185,100402,2,3,1,0,1,"I want to be an explorer! But what would I look for?",0
186,100402,2,4,1,0,1,"I've got work for you! Go dig me ten pit traps!",0
187,100402,2,101,8,0,1,"Guess who? Of course I know! You're my favorite. ♪",0
188,100402,2,102,8,0,1,"Let's make this the Misogi Explorers' base!",0
189,100402,2,1,1,1,1,"Hey Mister, let's go explore! This way, we'll be home by dark no matter what!",0
190,100402,2,2,1,2,1,"Once you take your nap, you're mine for pranking!",0
191,100402,2,3,1,3,1,"Exploring at night sounds fun, too! C'mon, can't we go out?",0
192,100402,3,1,1,0,1,"Even mischief has got to have a little sex appeal. Yes, perfect!",0
193,100402,3,2,1,0,1,"Gonna use this downtime to come up with my next prank!",0
194,100402,3,3,1,0,1,"How cute! Let's turn it into a mascot for the Misogi Defenders! ♪",0
195,100402,3,4,1,0,1,"I'll just scatter a bit of sneezing powder here and... Achoo!",0
196,100402,3,5,1,0,1,"Tee hee hee. I can burn all evidence of my pranks... here!",0
197,100402,3,6,1,0,1,"Being an explorer is all about physical strength!",0
198,100402,3,7,1,0,1,"This looks like the perfect snack for an expedition!",0
199,100402,3,8,1,0,1,"These are the sorts of places you find treasure maps hidden away!",0
201,100601,1,1,1,0,1,"I love all music, but my favorite genre has to be jazz.",0
202,100601,1,2,1,0,1,"*huff, puff*... I've gotta do it myself. Train, I mean.",0
203,100601,1,3,1,0,1,"I wish my sis could have more confidence in herself.",0
204,100601,1,4,1,0,1,"Maybe I should try acting like my sis.",0
205,100601,1,5,1,0,1,"Do you think twins share similar tastes in men...?",0
206,100601,1,101,4,0,1,"You and I have the perfect chemistry! ♪",0
207,100601,1,102,8,0,1,"I can't wait any longer... I just want him to come home!",0
208,100601,2,1,1,0,1,"Eeek! I was just about to change. You're such a perv!",0
209,100601,2,2,1,0,1,"Ehehe! Big Bro! Watcha gonna do today?",0
210,100601,2,3,1,0,1,"You know, you really shouldn't touch me there. ♪",0
211,100601,2,4,1,0,1,"Hey now, don't tease me like that...",0
212,100601,2,101,4,0,1,"You know, I'd like it if you taught me more advanced techniques!",0
213,100601,2,102,8,0,1,"Looking forward to training today, Coach!",0
214,100601,2,1,1,1,1,"Good morning. Now wasn't last night fun? Eheheh! ♪",0
215,100601,2,2,1,2,1,"Isn't it too early for it to be j-just us two... training together?",0
216,100601,2,3,1,3,1,"The night is young, big guy. ♪",0
217,100601,3,1,1,0,1,"Someday I'll be the cutest in the world! ♪",0
218,100601,3,2,1,0,1,"This is great! ♪ I don't think I can get up!",0
219,100601,3,3,1,0,1,"How cute. ♪ Looks like I've got a new rival.",0
220,100601,3,4,1,0,1,"Ahh, it feels so good! I-I think I'm going to lose my mind!",0
221,100601,3,5,1,0,1,"Whew. Goodness, I think I'm going to melt...",0
222,100601,3,6,1,0,1,"Ahh... Ah, ohhh, I, I... No more! I can't take any more!",0
223,100601,3,7,1,0,1,"Wow, this is great! Overeating isn't good for my complexion, though.",0
224,100601,3,8,1,0,1,"I wish I could play this music on the sax! ♪",0
226,100602,1,1,1,0,1,"When I'm alone these days, I always find myself thinking about him...",0
227,100602,1,2,1,0,1,"*huff, puff*... I've gotta keep doing it more. Practice, I mean.",0
228,100602,1,3,1,0,1,"I'm always so relaxed here... Is it because he's here as well?",0
229,100602,1,4,1,0,1,"Everyone's so cute! It'll be hard for me to beat them all...",0
230,100602,1,5,1,0,1,"Do you think twins share similar tastes in men...?",0
231,100602,1,101,8,0,1,"Someday, I'll be the prettiest girl in the world, and then he and I will...",0
232,100602,1,102,8,0,1,"I can't wait any longer... I just want him to come home!",0
233,100602,2,1,1,0,1,"Eeek! I was just about to change. You're such a perv!",0
234,100602,2,2,1,0,1,"Can't wait for next super secret training session with just the two of us!",0
235,100602,2,3,1,0,1,"What? Here? Exercising in front of everyone sure is embarrassing...",0
236,100602,2,4,1,0,1,"Hey now, don't tease me like that...",0
237,100602,2,101,8,0,1,"When I'm with you... m-my heart starts doing weird things...",0
238,100602,2,102,8,0,1,"Looking forward to training today, Coach!",0
239,100602,2,1,1,1,1,"Good morning. Now wasn't last night fun? Eheheh! ♪",0
240,100602,2,2,1,2,1,"I can't wait for you to eat... my homemade cooking.",0
241,100602,2,3,1,3,1,"I'm gonna go take a bath. After that... let's have looots of fun together.",0
242,100602,3,1,1,0,1,"Maybe I should try acting like my sis.",0
243,100602,3,2,1,0,1,"This is great! ♪ I don't think I can get up!",0
244,100602,3,3,1,0,1,"How cute. ♪ Looks like I've got a new rival.",0
245,100602,3,4,1,0,1,"Ahh, it feels so good! I-I think I'm going to lose my mind!",0
246,100602,3,5,1,0,1,"So warm... It's as if he was here right next to me.",0
247,100602,3,6,1,0,1,"Working up a sweat feels nice.",0
248,100602,3,7,1,0,1,"I've gotta eat plenty so I can keep up with your training. ♪",0
249,100602,3,8,1,0,1,"I wish I could play this music on the sax! ♪",0
251,100701,1,1,1,0,1,"Pudding, pudding, pudding, pudding, pudding, pudding! ♪",0
252,100701,1,2,1,0,1,"Scaaary... ghooost... That's meee! ♪",0
253,100701,1,3,1,0,1,"I'd rather die than not have pudding. Wait, I'm already dead!",0
254,100701,1,4,1,0,1,"Behold the ghostiest ghost there ever was, Miyako!",0
255,100701,1,5,1,0,1,"It might spook everyone if Miyako suddenly vanished. ♪",0
256,100701,1,101,4,0,1,"He's here, and there's pudding. Miyako is in heaven!",0
257,100701,1,102,8,0,1,"He's not a Princess Knight. He's a Pudding Knight!",0
258,100701,2,1,1,0,1,"I'm gonna turn invisible and spy on you... Eheheh. ♪",0
259,100701,2,2,1,0,1,"An afterlife with no pudding would be the worstest!",0
260,100701,2,3,1,0,1,"Pudding to my right, pudding to my left. Pudding in back, And you in front. ♪",0
261,100701,2,4,1,0,1,"The dead need offerings... And Miyako's offering is pudding, every day!",0
262,100701,2,101,4,0,1,"Playing with you makes Miyako so happy she could die!",0
263,100701,2,102,8,0,1,"Miyako likes you! So, Miyako will haunt you forever!",0
264,100701,2,1,1,1,1,"Mmm... So sleepy... Just two more snoozes...",0
265,100701,2,2,1,2,1,"For lunch Miyako eats pudding. For an afternoon snack, also pudding!",0
266,100701,2,3,1,3,1,"Miyako's dinner is a full-course pudding extravaganza. ♪",0
267,100701,3,1,1,0,1,"My body gets all melty, so I can't use it too good...",0
268,100701,3,2,1,0,1,"So comfy! If Miyako had some pudding, this would be the bestest!",0
269,100701,3,3,1,0,1,"Hmm... Cute, but not cute enough for me to share my pudding!",0
270,100701,3,4,1,0,1,"Ahh... This is so nice. Miyako just might pass on.",0
271,100701,3,5,1,0,1,"I-is this where they're going to cremate Miyako?",0
272,100701,3,6,1,0,1,"Strength and stamina don't matter to ghosts!",0
273,100701,3,7,1,0,1,"Chom-chompy munchy hoo! Miyako is a ghost, but she still gets hungry!",0
274,100701,3,8,1,0,1,"I wish there was a picture book about pudding...",0
276,100702,1,1,1,0,1,"Scaaary... ghooost... Miyako wants pudding, not the secret menu!",0
277,100702,1,2,1,0,1,"Pudding, ♪ pudding, ♪ pudding. ♪ It's puddinggg! ♪",0
278,100702,1,3,1,0,1,"Cake shops worldwide! Hold a pudding contest! Miyako will be the judge!",0
279,100702,1,4,1,0,1,"I'm gonna write ""Miyako"" on every pudding I buy!",0
280,100702,1,5,1,0,1,"I'd rather die than not have pudding. Wait, I'm already dead!",0
281,100702,1,101,8,0,1,"He's here, and there's pudding. Miyako is in heaven!",0
282,100702,1,102,8,0,1,"He's not a Princess Knight. He's a Pudding Knight!",0
283,100702,2,1,1,0,1,"Pudding to my right, pudding to my left. Pudding in back, And you in front. ♪",0
284,100702,2,2,1,0,1,"An afterlife with no pudding would be the worstest!",0
285,100702,2,3,1,0,1,"You're buying pudding with Miyako today. No saying no!",0
286,100702,2,4,1,0,1,"The dead need offerings... And Miyako's offering is pudding, every day!",0
287,100702,2,101,8,0,1,"Playing with you makes Miyako so happy she could die!",0
288,100702,2,102,8,0,1,"Miyako would be willing to share her pudding with you.",0
289,100702,2,1,1,1,1,"Mmm... So sleepy... Just two more snoozes...",0
290,100702,2,2,1,2,1,"Scaaary... ghooost... Miyako can't scare you when it's bright!",0
291,100702,2,3,1,3,1,"Woo, goopy oopy. ☆ Miyako spooks everyone when it's dark out. ♪",0
292,100702,3,1,1,0,1,"My body gets all melty, so I can't use it too good...",0
293,100702,3,2,1,0,1,"I'm so relaxed... If Miyako had some pudding now, Miyako is sure it would taste much betterer than usual. ♪",0
294,100702,3,3,1,0,1,"Hmm... Cute, but not cute enough for me to share my pudding!",0
295,100702,3,4,1,0,1,"Ahh... This is so nice. Miyako just might pass on.",0
296,100702,3,5,1,0,1,"I-is this where they're going to cremate Miyako?",0
297,100702,3,6,1,0,1,"Strength and stamina don't matter to ghosts!",0
298,100702,3,7,1,0,1,"Yum, yum! Miyako likes it even more if it's pudding flavor!",0
299,100702,3,8,1,0,1,"I wish there was a picture book about pudding...",0
301,100801,1,1,1,0,1,"Even if the sun sets, my beauty still lights the lands!",0
302,100801,1,2,1,0,1,"Hmmm... What this room needs is a portrait and bust of yours truly.",0
303,100801,1,3,1,0,1,"The goddesses of beauty and love put everything they had into me. ♪",0
304,100801,1,4,1,0,1,"All other beauty became a thing of the past on the day I was born!",0
305,100801,1,5,1,0,1,"Oh dear! I'm even cuter than yesterday. Wonder how good I'll look tomorrow?",0
306,100801,1,101,4,0,1,"My presence alone is the utmost display of hospitality towards him.",0
307,100801,1,102,8,0,1,"I'm saving my cuteness all for that special someone, heheh.",0
308,100801,2,1,1,0,1,"Hello there, am I cute? Hehe, oh, I know. ☆",0
309,100801,2,2,1,0,1,"You called? Well, given how pretty I am, I'm not surprised.",0
310,100801,2,3,1,0,1,"Heheh, touch me and maybe some of my beauty will rub off on you.",0
311,100801,2,4,1,0,1,"Am I beautiful or cute today? C'mon, Which is it?",0
312,100801,2,101,4,0,1,"I wonder if he's thinking about cute little me right now...",0
313,100801,2,102,8,0,1,"Magnificent. I look even more beautiful reflected in your eyes.",0
314,100801,2,1,1,1,1,"Another gorgeous day begins for gorgeous me!",0
315,100801,2,2,1,2,1,"Okay, let's make this a cute, lovely, splendid afternoon. ♪",0
316,100801,2,3,1,3,1,"I'll go to bed after taking a bath filled with rose petals. ♪",0
317,100801,3,1,1,0,1,"Mirror, mirror on the wall, who best suits me, the cutest of them all?",0
318,100801,3,2,1,0,1,"Any sofa I sit upon becomes upgraded to a ""lovely sofa""!",0
319,100801,3,3,1,0,1,"My, how cute! ...But, still no comparison to me!",0
320,100801,3,4,1,0,1,"I wear fragrances like others wear clothes. I'm simply too beautiful!",0
321,100801,3,5,1,0,1,"Play with fire and you'll get burned. Same goes for me!",0
322,100801,3,6,1,0,1,"I don't like to exercise, but it's a sin how good I look doing it. ♪",0
323,100801,3,7,1,0,1,"When I eat, even the food becomes cute.",0
324,100801,3,8,1,0,1,"The moment I touched this book, it was bestowed with grace.",0
326,100802,1,1,1,0,1,"My beauty is meant for the masses!",0
327,100802,1,2,1,0,1,"Hmmm... What this room needs is a portrait and bust of yours truly.",0
328,100802,1,3,1,0,1,"If I become any more beautiful, I am sure that wars would rage across the continent!",0
329,100802,1,4,1,0,1,"All other beauty became a thing of the past on the day I was born!",0
330,100802,1,5,1,0,1,"I wonder if everyone talks among themselves about how cute I am?",0
331,100802,1,101,8,0,1,"My presence alone is the utmost display of hospitality towards him.",0
332,100802,1,102,8,0,1,"I wonder if he's thinking about cute little me right now...",0
333,100802,2,1,1,0,1,"The goddesses of beauty and love put everything they had into me. ♪",0
334,100802,2,2,1,0,1,"It's no use being jealous of me. My beauty is on a whole other level.",0
335,100802,2,3,1,0,1,"Would you like to try my makeup? Let's be cute together!",0
336,100802,2,4,1,0,1,"My mere presence makes this room a shrine of beauty. ♪ A Landosol landmark!",0
337,100802,2,101,8,0,1,"You called? Well, given how pretty I am, I'm not surprised.",0
338,100802,2,102,8,0,1,"Magnificent. I look even more beautiful reflected in your eyes.",0
339,100802,2,1,1,1,1,"My beauty illuminates the world alongside the morning sun!",0
340,100802,2,2,1,2,1,"Eating lunch is essential to maintaining my good looks.",0
341,100802,2,3,1,3,1,"I'll go to bed after taking a bath filled with rose petals. ♪",0
342,100802,3,1,1,0,1,"Mirror, mirror on the wall, who best suits me, the cutest of them all?",0
343,100802,3,2,1,0,1,"Any sofa I sit upon becomes upgraded to a ""lovely sofa""!",0
344,100802,3,3,1,0,1,"Calling a cute thing cute is part of what makes me cute!",0
345,100802,3,4,1,0,1,"I wear fragrances like others wear clothes. I'm simply too beautiful!",0
346,100802,3,5,1,0,1,"Cold air is the enemy of good looks! This is my spot, okay?",0
347,100802,3,6,1,0,1,"I don't like to exercise, but it's a sin how good I look doing it. ♪",0
348,100802,3,7,1,0,1,"When I eat, even the food becomes cute.",0
349,100802,3,8,1,0,1,"The moment I touched this book, it was bestowed with grace.",0
351,100901,1,1,1,0,1,"Volume 10, Chapter 20, The Last War Begins... Perfect!",0
352,100901,1,2,1,0,1,"Perhaps I shall teach you one of my magical arts, Sigurd.",0
353,100901,1,3,1,0,1,"There's no breeze coming through here. It could really use some ventilation!",0
354,100901,1,4,1,0,1,"Oh yes, I need to return that book I borrowed from Nanaka the other day.",0
355,100901,1,5,1,0,1,"First, the bandages come off. Then I unleash dragon-shaped flames from my hand—",0
356,100901,1,101,4,0,1,"Sigurd... I wonder where you are, and what you're doing now.",0
357,100901,1,102,8,0,1,"His presence is almost blinding recently. Why is that?",0
358,100901,2,1,1,0,1,"Have you seen the dictionary? ...Don't ask why I'm looking.",0
