gacha_id,gacha_name,description,description_2,description_sp,gacha_detail,gacha_cost_type,price,free_gacha_type,free_gacha_interval_time,free_gacha_count,discount_price,gacha_odds,gacha_odds_star2,gacha_type,movie_id,start_time,end_time,ticket_id,special_id,exchange_id,ticket_id_10,rarity_odds,chara_odds_star1,chara_odds_star2,chara_odds_star3,gacha10_special_odds_star1,gacha10_special_odds_star2,gacha10_special_odds_star3,prizegacha_id,gacha_bonus_id,gacha_times_limit10
10011,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10011,"",0,0,"2021/06/22 23:00:00","2021/07/09 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10012,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10012,"",0,0,"2021/07/09 23:00:00","2021/08/01 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10013,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10013,"",0,0,"2021/08/01 23:00:00","2021/08/18 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10014,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10014,"",0,0,"2021/08/18 23:00:00","2021/09/07 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10015,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10015,"",0,0,"2021/09/07 23:00:00","2021/09/24 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10016,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10016,"",0,0,"2021/09/24 23:00:00","2021/10/12 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10017,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10017,"",0,0,"2021/10/12 23:00:00","2021/10/25 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10018,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10018,"",0,0,"2021/10/25 23:00:00","2021/10/28 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10019,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10019,"",0,0,"2021/10/28 23:00:00","2021/11/11 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10020,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10020,"",0,0,"2021/11/11 23:00:00","2021/11/22 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10021,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10021,"",0,0,"2021/11/22 23:00:00","2021/12/07 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10022,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10022,"",0,0,"2021/12/07 23:00:00","2021/12/20 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10023,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10023,"",0,0,"2021/12/20 23:00:00","2021/12/23 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10024,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10024,"",0,0,"2021/12/23 23:00:00","2022/01/05 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10025,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10025,"",0,0,"2022/01/05 23:00:00","2022/01/19 12:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10026,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10026,"",0,0,"2022/01/19 13:00:00","2022/02/01 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10027,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10027,"",0,0,"2022/02/01 23:00:00","2022/02/14 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10028,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10028,"",0,0,"2022/02/14 23:00:00","2022/03/01 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10029,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10029,"",0,0,"2022/03/01 23:00:00","2022/03/10 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10031,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10031,"",0,0,"2022/03/10 23:00:00","2022/03/23 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10032,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10032,"",0,0,"2022/03/23 23:00:00","2022/04/05 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10033,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10033,"",0,0,"2022/04/05 23:00:00","2022/04/12 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10034,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10034,"",0,0,"2022/04/12 23:00:00","2022/04/18 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10035,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10035,"",0,0,"2022/04/18 23:00:00","2022/04/22 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10036,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10036,"",0,0,"2022/04/22 23:00:00","2022/05/02 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10037,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10037,"",0,0,"2022/05/02 23:00:00","2022/05/15 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10038,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10038,"",0,0,"2022/05/15 23:00:00","2022/05/19 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10039,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10039,"",0,0,"2022/05/19 23:00:00","2022/06/01 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10040,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10040,"",0,0,"2022/06/01 23:00:00","2022/06/14 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10041,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10041,"",0,0,"2022/06/14 23:00:00","2022/06/19 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10042,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10042,"",0,0,"2022/06/19 23:00:00","2022/07/04 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10043,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10043,"",0,0,"2022/07/04 23:00:00","2022/07/14 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10044,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10044,"",0,0,"2022/07/14 23:00:00","2022/07/19 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10045,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10045,"",0,0,"2022/07/19 23:00:00","2022/07/30 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10046,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10046,"",0,0,"2022/07/30 23:00:00","2022/08/04 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10047,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10047,"",0,0,"2022/08/04 23:00:00","2022/08/07 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10048,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10048,"",0,0,"2022/08/07 23:00:00","2022/08/15 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10049,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10049,"",0,0,"2022/08/15 23:00:00","2022/08/19 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10050,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10050,"",0,0,"2022/08/19 23:00:00","2022/09/01 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10052,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10052,"",0,0,"2022/09/01 23:00:00","2022/09/12 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10053,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10053,"",0,0,"2022/09/12 23:00:00","2022/09/17 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10054,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10054,"",0,0,"2022/09/17 23:00:00","2022/10/2 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10055,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10055,"",0,0,"2022/10/02 23:00:00","2022/10/13 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10056,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10056,"",0,0,"2022/10/13 23:00:00","2022/10/17 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10057,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10057,"",0,0,"2022/10/17 23:00:00","2022/11/01 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10058,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10058,"",0,0,"2022/11/01 23:00:00","2022/11/12 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10059,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10059,"",0,0,"2022/11/12 23:00:00","2022/11/22 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10060,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10060,"",0,0,"2022/11/22 23:00:00","2022/12/03 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10061,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10061,"",0,0,"2022/12/03 23:00:00","2022/12/06 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10062,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10062,"",0,0,"2022/12/06 23:00:00","2022/12/13 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10063,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10063,"",0,0,"2022/12/13 23:00:00","2022/12/19 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10064,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10064,"",0,0,"2022/12/19 23:00:00","2023/01/04 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10065,"",0,0,"2023/01/04 23:00:00","2023/01/14 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10066,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10066,"",0,0,"2023/01/14 23:00:00","2023/01/19 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10067,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10067,"",0,0,"2023/01/19 23:00:00","2023/01/29 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10068,"Normal Gacha","Get items and Memory Shards!","","",1,3,0,1,0,10,0,10068,"",0,0,"2023/01/29 23:00:00","2023/02/01 22:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20001,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20001,21001,1,200001,"2020/03/13 15:00:00","2021/01/29 22:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20002,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20002,21002,1,200001,"2021/01/29 23:00:00","2021/02/08 22:59:59",24001,0,2,0,0,0,0,0,0,0,0,0,0,0
20003,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20003,21003,1,200001,"2021/02/08 23:00:00","2021/02/17 22:59:59",24001,0,3,0,0,0,0,0,0,0,0,0,0,0
20004,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20004,21004,1,200001,"2021/02/17 23:00:00","2021/03/04 22:59:59",24001,0,4,0,0,0,0,0,0,0,0,0,0,0
20005,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20005,21005,1,200001,"2021/03/04 23:00:00","2021/03/22 22:59:59",24001,0,5,0,0,0,0,0,0,0,0,0,0,0
20006,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20006,21006,1,200001,"2021/03/22 23:00:00","2021/04/11 22:59:59",24001,0,6,0,0,0,0,0,0,0,0,0,0,0
20007,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20007,21007,1,200001,"2021/04/11 23:00:00","2021/04/28 22:59:59",24001,0,7,0,0,0,0,0,0,0,0,0,0,0
20008,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20008,21008,1,200001,"2021/04/28 23:00:00","2021/05/18 22:59:59",24001,0,8,0,0,0,0,0,0,0,0,0,0,0
20009,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20009,21009,1,200001,"2021/05/18 23:00:00","2021/06/03 22:59:59",24001,0,9,0,0,0,0,0,0,0,0,0,0,0
20010,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20010,21010,1,200001,"2021/06/03 23:00:00","2021/06/22 22:59:59",24001,0,10,0,0,0,0,0,0,0,0,0,0,0
20011,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20011,21011,1,200001,"2021/06/22 23:00:00","2021/07/09 22:59:59",24001,0,11,0,0,0,0,0,0,0,0,0,0,0
20012,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20012,21012,1,200001,"2021/07/09 23:00:00","2021/08/01 22:59:59",24001,0,12,0,0,0,0,0,0,0,0,0,0,0
20013,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20013,21013,1,200001,"2021/08/01 23:00:00","2021/08/18 22:59:59",24001,0,13,0,0,0,0,0,0,0,0,0,0,0
20014,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20014,21014,1,200001,"2021/08/18 23:00:00","2021/09/07 22:59:59",24001,0,14,0,0,0,0,0,0,0,0,0,0,0
20015,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20015,21015,1,200001,"2021/09/07 23:00:00","2021/09/24 22:59:59",24001,0,15,0,0,0,0,0,0,0,0,0,0,0
20016,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20016,21016,1,200001,"2021/09/24 23:00:00","2021/10/12 22:59:59",24001,0,16,0,0,0,0,0,0,0,0,0,0,0
20017,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20017,21017,1,200001,"2021/10/12 23:00:00","2021/10/25 22:59:59",24001,0,17,0,0,0,0,0,0,0,0,0,0,0
20019,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20019,21019,1,200001,"2021/10/28 23:00:00","2021/11/11 22:59:59",24001,0,19,0,0,0,0,0,0,0,0,0,0,0
20020,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20020,21020,1,200001,"2021/11/11 23:00:00","2021/11/22 22:59:59",24001,0,20,0,0,0,0,0,0,0,0,0,0,0
20021,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20021,21021,1,200001,"2021/11/22 23:00:00","2021/12/07 22:59:59",24001,0,21,0,0,0,0,0,0,0,0,0,0,0
20022,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20022,21022,1,200001,"2021/12/07 23:00:00","2021/12/20 22:59:59",24001,0,22,0,0,0,0,0,0,0,0,0,0,0
20024,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20024,21024,1,200001,"2021/12/23 23:00:00","2022/01/05 22:59:59",24001,0,24,0,0,0,0,0,0,0,0,0,0,0
20025,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20025,21025,1,200001,"2022/01/05 23:00:00","2022/01/18 22:59:59",24001,0,25,0,0,0,0,0,0,0,0,0,0,0
20026,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20026,21026,1,200001,"2022/01/18 23:00:00","2022/02/01 22:59:59",24001,0,26,0,0,0,0,0,0,0,0,0,0,0
20028,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20028,21028,1,200001,"2022/02/14 23:00:00","2022/03/01 22:59:59",24001,0,28,0,0,0,0,0,0,0,0,0,0,0
20029,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20029,21029,1,200001,"2022/03/01 23:00:00","2022/03/10 22:59:59",24001,0,29,0,0,0,0,0,0,0,0,0,0,0
20031,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20031,21031,1,200001,"2022/03/10 23:00:00","2022/03/23 22:59:59",24001,0,31,0,0,0,0,0,0,0,0,0,0,0
20032,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,20032,21032,1,200001,"2022/03/23 23:00:00","2022/04/05 22:59:59",24001,0,32,0,0,0,0,0,0,0,0,0,0,0
20034,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/04/12 23:00:00","2022/04/18 22:59:59",24001,0,34,24004,250000,20034_1,20034_2,20034_3,0,0,0,0,0,0
20035,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/04/18 23:00:00","2022/04/22 22:59:59",24001,0,35,24004,250000,20035_1,20035_2,20035_3,0,0,0,0,0,0
20036,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/04/22 23:00:00","2022/05/02 22:59:59",24001,0,36,24004,250000,20036_1,20036_2,20036_3,0,0,0,0,0,0
20037,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/05/02 23:00:00","2022/05/15 22:59:59",24001,0,37,24004,250000,20037_1,20037_2,20037_3,0,0,0,0,0,0
20038,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/05/15 23:00:00","2022/05/19 22:59:59",24001,0,38,24004,250000,20038_1,20038_2,20038_3,0,0,0,0,0,0
20039,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/05/19 23:00:00","2022/06/01 22:59:59",24001,0,39,24004,250000,20039_1,20039_2,20039_3,0,0,0,0,0,0
20040,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/06/01 23:00:00","2022/06/14 22:59:59",24001,0,40,24004,250000,20040_1,20040_2,20040_3,0,0,0,0,0,0
20041,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/06/14 23:00:00","2022/06/19 22:59:59",24001,0,41,24004,250000,20041_1,20041_2,20041_3,0,0,0,0,0,0
20042,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/06/19 23:00:00","2022/07/04 22:59:59",24001,0,42,24004,250000,20042_1,20042_2,20042_3,0,0,0,0,0,0
20043,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/07/04 23:00:00","2022/07/14 22:59:59",24001,0,43,24004,250000,20043_1,20043_2,20043_3,0,0,0,0,0,0
20044,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/07/14 23:00:00","2022/07/19 22:59:59",24001,0,44,24004,250000,20044_1,20044_2,20044_3,0,0,0,0,0,0
20045,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/07/19 23:00:00","2022/07/30 22:59:59",24001,0,45,24004,250000,20045_1,20045_2,20045_3,0,0,0,0,0,0
20046,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/07/30 23:00:00","2022/08/04 22:59:59",24001,0,46,24004,250000,20046_1,20046_2,20046_3,0,0,0,0,0,0
20048,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/08/07 23:00:00","2022/08/15 22:59:59",24001,0,48,24004,250000,20048_1,20048_2,20048_3,0,0,0,0,0,0
20049,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/08/15 23:00:00","2022/08/19 22:59:59",24001,0,49,24004,250000,20049_1,20049_2,20049_3,0,0,0,0,0,0
20050,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/08/19 23:00:00","2022/09/01 22:59:59",24001,0,50,24004,250000,20050_1,20050_2,20050_3,0,0,0,0,0,0
20052,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/09/01 23:00:00","2022/09/12 22:59:59",24001,0,52,24004,250000,20052_1,20052_2,20052_3,0,0,0,0,0,0
20053,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/09/12 23:00:00","2022/09/17 22:59:59",24001,0,53,24004,250000,20053_1,20053_2,20053_3,0,0,0,0,0,0
20054,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/09/17 23:00:00","2022/10/2 22:59:59",24001,0,54,24004,250000,20054_1,20054_2,20054_3,0,0,0,0,0,0
20055,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/10/02 23:00:00","2022/10/13 22:59:59",24001,0,55,24004,250000,20055_1,20055_2,20055_3,0,0,0,0,0,0
20056,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/10/13 23:00:00","2022/10/17 22:59:59",24001,0,56,24004,250000,20056_1,20056_2,20056_3,0,0,0,0,0,0
20057,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/10/17 23:00:00","2022/11/01 22:59:59",24001,0,57,24004,250000,20057_1,20057_2,20057_3,0,0,0,0,0,0
20058,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/11/01 23:00:00","2022/11/12 22:59:59",24001,0,58,24004,250000,20058_1,20058_2,20058_3,0,0,0,0,0,0
20059,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/11/12 23:00:00","2022/11/22 22:59:59",24001,0,59,24004,250000,20059_1,20059_2,20059_3,0,0,0,0,0,0
20060,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/11/22 23:00:00","2022/12/03 22:59:59",24001,0,60,24004,250000,20060_1,20060_2,20060_3,0,0,0,0,0,0
20062,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/12/06 23:00:00","2022/12/13 22:59:59",24001,0,62,24004,250000,20062_1,20062_2,20062_3,0,0,0,0,0,0
20063,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/12/13 23:00:00","2022/12/19 22:59:59",24001,0,63,24004,250000,20063_1,20063_2,20063_3,0,0,0,0,0,0
20064,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2022/12/19 23:00:00","2023/01/04 22:59:59",24001,0,64,24004,250000,20064_1,20064_2,20064_3,0,0,0,0,0,0
20065,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2023/01/04 23:00:00","2023/01/14 22:59:59",24001,0,65,24004,250000,20065_1,20065_2,20065_3,0,0,0,0,0,0
20066,"Premium Gacha","The Premium Gacha only contains characters!","","",2,2,150,0,0,0,50,0,0,1,200001,"2023/01/14 23:00:00","2023/01/19 22:59:59",24001,0,66,24004,250000,20066_1,20066_2,20066_3,0,0,0,0,0,0
