wave_group_id,dps_of_time_over_0,dps_of_time_over_30,dps_of_time_over_60
401044631,0,1,1
401044641,0,1,1
401044651,0,1,1
401044661,0,1,1
401044671,0,1,1
401044681,0,1,1
401044691,0,1,1
401044701,0,1,1
401044711,0,1,1
401044721,0,1,1
401044731,0,1,1
401044741,0,1,1
401044751,0,1,1
401044761,0,1,1
401044771,0,1,1
401044781,0,1,1
401044791,0,1,1
401044801,0,1,1
401044811,0,1,1
401044821,0,1,1
401044831,0,1,1
401044841,0,1,1
401044851,0,1,1
401044861,0,1,1
401044871,0,1,1
401044881,0,1,1
401044891,0,1,1
401044901,0,1,1
401044911,0,1,1
401044921,0,1,1
401044931,0,1,1
401044941,0,1,1
401044951,0,1,1
401044961,0,1,1
401044971,0,1,1
401044981,0,1,1
401044991,0,1,1
401045001,0,1,1
401045011,0,1,1
401045021,0,1,1
401045031,0,1,1
401045041,0,1,1
401045051,0,1,1
401045061,0,1,1
401045071,0,1,1
401045081,0,1,1
401045091,0,1,1
401045101,0,1,1
401045111,0,1,1
401045121,0,1,1
401045131,0,1,1
401045141,0,1,1
401045151,0,1,1
401045161,0,1,1
401045171,0,1,1
401045181,0,1,1
401045191,0,1,1
401045201,0,1,1
401045211,0,1,1
401045221,0,1,1
401045231,0,1,1
401045241,0,1,1
401045251,0,1,1
401045261,0,1,1
401045271,0,1,1
401045281,0,1,1
401045291,0,1,1
401045301,0,1,1
401045311,0,1,1
401045321,0,1,1
401045331,0,1,1
401045341,0,1,1
401045351,0,1,1
401045361,0,1,1
401045371,0,1,1
401045381,0,1,1
401045391,0,1,1
401045401,0,1,1
401045411,0,1,1
401045421,0,1,1
401045431,0,1,1
401045441,0,1,1
401045451,0,1,1
401045461,0,1,1
401045471,0,1,1
401045481,0,1,1
401045491,0,1,1
401045501,0,1,1
401045511,0,1,1
401045521,0,1,1
401045531,0,1,1
401045541,0,1,1
401045551,0,1,1
401045561,0,1,1
401045571,0,1,1
401045581,0,1,1
401045591,0,1,1
401045601,0,1,1
401045611,0,1,1
401045621,0,1,1
401045631,0,1,1
401045641,0,1,1
401045651,0,1,1
401045661,0,1,1
401045671,0,1,1
401045681,0,1,1
401045691,0,1,1
401045701,0,1,1
401045711,0,1,1
401045721,0,1,1
401045731,0,1,1
401045741,0,1,1
401045751,0,1,1
401045761,0,1,1
401045771,0,1,1
401045781,0,1,1
401045791,0,1,1
401045801,0,1,1
401045811,0,1,1
401045821,0,1,1
401045831,0,1,1
401045841,0,1,1
401045851,0,1,1
401045861,0,1,1
401045871,0,1,1
401045881,0,1,1
401045891,0,1,1
401045901,0,1,1
401045911,0,1,1
401045921,0,1,1
401045931,0,1,1
401045941,0,1,1
401045951,0,1,1
401045961,0,1,1
401045971,0,1,1
401045981,0,1,1
401045991,0,1,1
401046001,0,1,1
401046011,0,1,1
401046021,0,1,1
401046031,0,1,1
401046041,0,1,1
401046051,0,1,1
401046061,0,1,1
401046071,0,1,1
401046081,0,1,1
401046091,0,1,1
401046101,0,1,1
401046111,0,1,1
401046121,0,1,1
401046131,0,1,1
401046141,0,1,1
401046151,0,1,1
401046161,0,1,1
401046171,0,1,1
401046181,0,1,1
401046191,0,1,1
401046201,0,1,1
401046211,0,1,1
401046221,0,1,1
401046231,0,1,1
401046241,0,1,1
401046251,0,1,1
401046261,0,1,1
401046271,0,1,1
401046281,0,1,1
401046291,0,1,1
401046301,0,1,1
401046311,0,1,1
401046321,0,1,1
401046331,0,1,1
401046341,0,1,1
401046351,0,1,1
401046361,0,1,1
401046371,0,1,1
401046381,0,1,1
401046391,0,1,1
401046401,0,1,1
401046411,0,1,1
401046421,0,1,1
401046431,0,1,1
401046441,0,1,1
401046451,0,1,1
401046461,0,1,1
401046471,0,1,1
401046481,0,1,1
401046491,0,1,1
401046501,0,1,1
401046511,0,1,1
401046521,0,1,1
401046531,0,1,1
401046541,0,1,1
401046551,0,1,1
401046561,0,1,1
401046571,0,1,1
401046581,0,1,1
401046591,0,1,1
401046601,0,1,1
401046611,0,1,1
401046621,0,1,1
401046631,0,1,1
401046641,0,1,1
401046651,0,1,1
401046661,0,1,1
401046671,0,1,1
401046681,0,1,1
401046691,0,1,1
401046701,0,1,1
401046711,0,1,1
401046721,0,1,1
401046731,0,1,1
401046741,0,1,1
401046751,0,1,1
401046761,0,1,1
401046771,0,1,1
401046781,0,1,1
401046791,0,1,1
401046801,0,1,1
401046811,0,1,1
401046821,0,1,1
401046831,0,1,1
401046841,0,1,1
401046851,0,1,1
401046861,0,1,1
401046871,0,1,1
401046881,0,1,1
401046891,0,1,1
401046901,0,1,1
