quest_id,event_id,condition_quest_id_1,condition_quest_id_2,condition_boss_id_1,condition_boss_id_2,release_quest_id_1,release_quest_id_2,release_boss_id_1,release_boss_id_2,condition_main_quest_id
10005106,10005,10005105,0,0,0,10005107,0,0,0,0
10005107,10005,10005106,0,0,0,10005108,0,0,0,0
10005108,10005,10005107,0,0,0,10005109,0,0,0,0
10005109,10005,10005108,0,0,0,10005110,0,0,0,0
10005110,10005,10005109,0,0,0,10005111,0,0,0,0
10005111,10005,10005110,0,0,0,10005112,0,0,0,0
10005112,10005,10005111,0,0,0,10005113,0,0,0,0
10005113,10005,10005112,0,0,0,10005114,0,0,0,0
10005114,10005,10005113,0,0,0,10005115,0,0,0,0
10005115,10005,10005114,0,0,0,0,0,1000501,0,0
10005201,10005,0,0,1000501,0,10005202,0,0,0,0
10005202,10005,10005201,0,0,0,10005203,0,0,0,0
10005203,10005,10005202,0,0,0,10005204,0,0,0,0
10005204,10005,10005203,0,0,0,10005205,0,0,0,0
10005205,10005,10005204,0,0,0,0,0,0,0,0
10006101,10006,0,0,0,0,10006102,0,0,0,11002012
10006102,10006,10006101,0,0,0,10006103,0,0,0,0
10006103,10006,10006102,0,0,0,10006104,0,0,0,0
10006104,10006,10006103,0,0,0,10006105,0,0,0,0
10006105,10006,10006104,0,0,0,10006106,0,0,0,0
10006106,10006,10006105,0,0,0,10006107,0,0,0,0
10006107,10006,10006106,0,0,0,10006108,0,0,0,0
10006108,10006,10006107,0,0,0,10006109,0,0,0,0
10006109,10006,10006108,0,0,0,10006110,0,0,0,0
10006110,10006,10006109,0,0,0,10006111,0,0,0,0
10006111,10006,10006110,0,0,0,10006112,0,0,0,0
10006112,10006,10006111,0,0,0,10006113,0,0,0,0
10006113,10006,10006112,0,0,0,10006114,0,0,0,0
10006114,10006,10006113,0,0,0,10006115,0,0,0,0
10006115,10006,10006114,0,0,0,0,0,1000601,0,0
10006201,10006,0,0,1000601,0,10006202,0,0,0,0
10006202,10006,10006201,0,0,0,10006203,0,0,0,0
10006203,10006,10006202,0,0,0,10006204,0,0,0,0
10006204,10006,10006203,0,0,0,10006205,0,0,0,0
10006205,10006,10006204,0,0,0,0,0,0,0,0
10007101,10007,0,0,0,0,10007102,0,0,0,11002012
10007102,10007,10007101,0,0,0,10007103,0,0,0,0
10007103,10007,10007102,0,0,0,10007104,0,0,0,0
10007104,10007,10007103,0,0,0,10007105,0,0,0,0
10007105,10007,10007104,0,0,0,10007106,0,0,0,0
10007106,10007,10007105,0,0,0,10007107,0,0,0,0
10007107,10007,10007106,0,0,0,10007108,0,0,0,0
10007108,10007,10007107,0,0,0,10007109,0,0,0,0
10007109,10007,10007108,0,0,0,10007110,0,0,0,0
10007110,10007,10007109,0,0,0,10007111,0,0,0,0
10007111,10007,10007110,0,0,0,10007112,0,0,0,0
10007112,10007,10007111,0,0,0,10007113,0,0,0,0
10007113,10007,10007112,0,0,0,10007114,0,0,0,0
10007114,10007,10007113,0,0,0,10007115,0,0,0,0
10007115,10007,10007114,0,0,0,0,0,1000701,0,0
10007201,10007,0,0,1000701,0,10007202,0,0,0,0
10007202,10007,10007201,0,0,0,10007203,0,0,0,0
10007203,10007,10007202,0,0,0,10007204,0,0,0,0
10007204,10007,10007203,0,0,0,10007205,0,0,0,0
10007205,10007,10007204,0,0,0,0,0,0,0,0
10008101,10008,0,0,0,0,10008102,0,0,0,11002012
10008102,10008,10008101,0,0,0,10008103,0,0,0,0
10008103,10008,10008102,0,0,0,10008104,0,0,0,0
10008104,10008,10008103,0,0,0,10008105,0,0,0,0
10008105,10008,10008104,0,0,0,10008106,0,0,0,0
10008106,10008,10008105,0,0,0,10008107,0,0,0,0
10008107,10008,10008106,0,0,0,10008108,0,0,0,0
10008108,10008,10008107,0,0,0,10008109,0,0,0,0
10008109,10008,10008108,0,0,0,10008110,0,0,0,0
10008110,10008,10008109,0,0,0,10008111,0,0,0,0
10008111,10008,10008110,0,0,0,10008112,0,0,0,0
10008112,10008,10008111,0,0,0,10008113,0,0,0,0
10008113,10008,10008112,0,0,0,10008114,0,0,0,0
10008114,10008,10008113,0,0,0,10008115,0,0,0,0
10008115,10008,10008114,0,0,0,0,0,1000801,0,0
10008201,10008,0,0,1000801,0,10008202,0,0,0,0
10008202,10008,10008201,0,0,0,10008203,0,0,0,0
10008203,10008,10008202,0,0,0,10008204,0,0,0,0
10008204,10008,10008203,0,0,0,10008205,0,0,0,0
10008205,10008,10008204,0,0,0,0,0,0,0,0
10009101,10009,0,0,0,0,10009102,0,0,0,11002012
10009102,10009,10009101,0,0,0,10009103,0,0,0,0
10009103,10009,10009102,0,0,0,10009104,0,0,0,0
10009104,10009,10009103,0,0,0,10009105,0,0,0,0
10009105,10009,10009104,0,0,0,10009106,0,0,0,0
10009106,10009,10009105,0,0,0,10009107,0,0,0,0
10009107,10009,10009106,0,0,0,10009108,0,0,0,0
10009108,10009,10009107,0,0,0,10009109,0,0,0,0
10009109,10009,10009108,0,0,0,10009110,0,0,0,0
10009110,10009,10009109,0,0,0,10009111,0,0,0,0
10009111,10009,10009110,0,0,0,10009112,0,0,0,0
10009112,10009,10009111,0,0,0,10009113,0,0,0,0
10009113,10009,10009112,0,0,0,10009114,0,0,0,0
10009114,10009,10009113,0,0,0,10009115,0,0,0,0
10009115,10009,10009114,0,0,0,0,0,1000901,0,0
10009201,10009,0,0,1000901,0,10009202,0,0,0,0
10009202,10009,10009201,0,0,0,10009203,0,0,0,0
10009203,10009,10009202,0,0,0,10009204,0,0,0,0
10009204,10009,10009203,0,0,0,10009205,0,0,0,0
10009205,10009,10009204,0,0,0,0,0,0,0,0
10010101,10010,0,0,0,0,10010102,0,0,0,11002012
10010102,10010,10010101,0,0,0,10010103,0,0,0,0
10010103,10010,10010102,0,0,0,10010104,0,0,0,0
10010104,10010,10010103,0,0,0,10010105,0,0,0,0
10010105,10010,10010104,0,0,0,10010106,0,0,0,0
10010106,10010,10010105,0,0,0,10010107,0,0,0,0
10010107,10010,10010106,0,0,0,10010108,0,0,0,0
10010108,10010,10010107,0,0,0,10010109,0,0,0,0
10010109,10010,10010108,0,0,0,10010110,0,0,0,0
10010110,10010,10010109,0,0,0,10010111,0,0,0,0
10010111,10010,10010110,0,0,0,10010112,0,0,0,0
10010112,10010,10010111,0,0,0,10010113,0,0,0,0
10010113,10010,10010112,0,0,0,10010114,0,0,0,0
10010114,10010,10010113,0,0,0,10010115,0,0,0,0
10010115,10010,10010114,0,0,0,0,0,1001001,0,0
10010201,10010,0,0,1001001,0,10010202,0,0,0,0
10010202,10010,10010201,0,0,0,10010203,0,0,0,0
10010203,10010,10010202,0,0,0,10010204,0,0,0,0
10010204,10010,10010203,0,0,0,10010205,0,0,0,0
10010205,10010,10010204,0,0,0,0,0,0,0,0
10011101,10011,0,0,0,0,10011102,0,0,0,11002012
10011102,10011,10011101,0,0,0,10011103,0,0,0,0
10011103,10011,10011102,0,0,0,10011104,0,0,0,0
10011104,10011,10011103,0,0,0,10011105,0,0,0,0
10011105,10011,10011104,0,0,0,10011106,0,0,0,0
10011106,10011,10011105,0,0,0,10011107,0,0,0,0
10011107,10011,10011106,0,0,0,10011108,0,0,0,0
10011108,10011,10011107,0,0,0,10011111,0,0,0,0
10011109,10011,10011108,0,0,0,10011110,0,0,0,0
10011110,10011,10011109,0,0,0,10011109,0,0,0,0
10011111,10011,10011110,0,0,0,10011112,0,0,0,0
10011112,10011,10011111,0,0,0,10011113,0,0,0,0
10011113,10011,10011112,0,0,0,10011114,0,0,0,0
10011114,10011,10011113,0,0,0,10011115,0,0,0,0
10011115,10011,10011114,0,0,0,0,0,1001101,0,0
10011201,10011,0,0,1001101,0,10011202,0,0,0,0
10011202,10011,10011201,0,0,0,10011203,0,0,0,0
10011203,10011,10011202,0,0,0,10011204,0,0,0,0
10011204,10011,10011203,0,0,0,10011205,0,0,0,0
10011205,10011,10011204,0,0,0,0,0,0,0,0
10012101,10012,0,0,0,0,10012102,0,0,0,11002012
10012102,10012,10012101,0,0,0,10012103,0,0,0,0
10012103,10012,10012102,0,0,0,10012104,0,0,0,0
10012104,10012,10012103,0,0,0,10012105,0,0,0,0
10012105,10012,10012104,0,0,0,10012106,0,0,0,0
10012106,10012,10012105,0,0,0,10012107,0,0,0,0
10012107,10012,10012106,0,0,0,10012108,0,0,0,0
10012108,10012,10012107,0,0,0,10012109,0,0,0,0
10012109,10012,10012108,0,0,0,10012110,0,0,0,0
10012110,10012,10012109,0,0,0,10012111,0,0,0,0
10012111,10012,10012110,0,0,0,10012112,0,0,0,0
10012112,10012,10012111,0,0,0,10012113,0,0,0,0
10012113,10012,10012112,0,0,0,10012114,0,0,0,0
10012114,10012,10012113,0,0,0,10012115,0,0,0,0
10012115,10012,10012114,0,0,0,0,0,1001201,0,0
10012201,10012,0,0,1001201,0,10012202,0,0,0,0
10012202,10012,10012201,0,0,0,10012203,0,0,0,0
10012203,10012,10012202,0,0,0,10012204,0,0,0,0
10012204,10012,10012203,0,0,0,10012205,0,0,0,0
10012205,10012,10012204,0,0,0,0,0,0,0,0
10013101,10013,0,0,0,0,10013102,0,0,0,11002012
10013102,10013,10013101,0,0,0,10013103,0,0,0,0
10013103,10013,10013102,0,0,0,10013104,0,0,0,0
10013104,10013,10013103,0,0,0,10013105,0,0,0,0
10013105,10013,10013104,0,0,0,10013106,0,0,0,0
10013106,10013,10013105,0,0,0,10013107,0,0,0,0
10013107,10013,10013106,0,0,0,10013108,0,0,0,0
10013108,10013,10013107,0,0,0,10013109,0,0,0,0
10013109,10013,10013108,0,0,0,10013110,0,0,0,0
10013110,10013,10013109,0,0,0,10013111,0,0,0,0
10013111,10013,10013110,0,0,0,10013112,0,0,0,0
10013112,10013,10013111,0,0,0,10013113,0,0,0,0
10013113,10013,10013112,0,0,0,10013114,0,0,0,0
10013114,10013,10013113,0,0,0,10013115,0,0,0,0
10013115,10013,10013114,0,0,0,0,0,1001301,0,0
10013201,10013,0,0,1001301,0,10013202,0,0,0,0
10013202,10013,10013201,0,0,0,10013203,0,0,0,0
10013203,10013,10013202,0,0,0,10013204,0,0,0,0
10013204,10013,10013203,0,0,0,10013205,0,0,0,0
10013205,10013,10013204,0,0,0,0,0,0,0,0
10014101,10014,0,0,0,0,10014102,0,0,0,11002012
10014102,10014,10014101,0,0,0,10014103,0,0,0,0
10014103,10014,10014102,0,0,0,10014104,0,0,0,0
10014104,10014,10014103,0,0,0,10014105,0,0,0,0
10014105,10014,10014104,0,0,0,10014106,0,0,0,0
10014106,10014,10014105,0,0,0,10014107,0,0,0,0
10014107,10014,10014106,0,0,0,10014108,0,0,0,0
10014108,10014,10014107,0,0,0,10014109,0,0,0,0
10014109,10014,10014108,0,0,0,10014110,0,0,0,0
10014110,10014,10014109,0,0,0,10014111,0,0,0,0
10014111,10014,10014110,0,0,0,10014112,0,0,0,0
10014112,10014,10014111,0,0,0,10014113,0,0,0,0
10014113,10014,10014112,0,0,0,10014114,0,0,0,0
10014114,10014,10014113,0,0,0,10014115,0,0,0,0
10014115,10014,10014114,0,0,0,0,0,1001401,0,0
10014201,10014,0,0,1001401,0,10014202,0,0,0,0
10014202,10014,10014201,0,0,0,10014203,0,0,0,0
10014203,10014,10014202,0,0,0,10014204,0,0,0,0
10014204,10014,10014203,0,0,0,10014205,0,0,0,0
10014205,10014,10014204,0,0,0,0,0,0,0,0
10015101,10015,0,0,0,0,10015102,0,0,0,11002012
10015102,10015,10015101,0,0,0,10015103,0,0,0,0
10015103,10015,10015102,0,0,0,10015104,0,0,0,0
10015104,10015,10015103,0,0,0,10015105,0,0,0,0
10015105,10015,10015104,0,0,0,10015106,0,0,0,0
10015106,10015,10015105,0,0,0,10015107,0,0,0,0
10015107,10015,10015106,0,0,0,10015108,0,0,0,0
10015108,10015,10015107,0,0,0,10015109,0,0,0,0
10015109,10015,10015108,0,0,0,10015110,0,0,0,0
10015110,10015,10015109,0,0,0,10015111,0,0,0,0
10015111,10015,10015110,0,0,0,10015112,0,0,0,0
10015112,10015,10015111,0,0,0,10015113,0,0,0,0
10015113,10015,10015112,0,0,0,10015114,0,0,0,0
10015114,10015,10015113,0,0,0,10015115,0,0,0,0
10015115,10015,10015114,0,0,0,0,0,1001501,0,0
10015201,10015,0,0,1001501,0,10015202,0,0,0,0
10015202,10015,10015201,0,0,0,10015203,0,0,0,0
10015203,10015,10015202,0,0,0,10015204,0,0,0,0
10015204,10015,10015203,0,0,0,10015205,0,0,0,0
10015205,10015,10015204,0,0,0,0,0,0,0,0
10016101,10016,0,0,0,0,10016102,0,0,0,11002012
10016102,10016,10016101,0,0,0,10016103,0,0,0,0
10016103,10016,10016102,0,0,0,10016104,0,0,0,0
10016104,10016,10016103,0,0,0,10016105,0,0,0,0
10016105,10016,10016104,0,0,0,10016106,0,0,0,0
10016106,10016,10016105,0,0,0,10016107,0,0,0,0
10016107,10016,10016106,0,0,0,10016108,0,0,0,0
10016108,10016,10016107,0,0,0,10016109,0,0,0,0
10016109,10016,10016108,0,0,0,10016110,0,0,0,0
10016110,10016,10016109,0,0,0,10016111,0,0,0,0
10016111,10016,10016110,0,0,0,10016112,0,0,0,0
10016112,10016,10016111,0,0,0,10016113,0,0,0,0
10016113,10016,10016112,0,0,0,10016114,0,0,0,0
10016114,10016,10016113,0,0,0,10016115,0,0,0,0
10016115,10016,10016114,0,0,0,0,0,1001601,0,0
10016201,10016,0,0,1001601,0,10016202,0,0,0,0
10016202,10016,10016201,0,0,0,10016203,0,0,0,0
10016203,10016,10016202,0,0,0,10016204,0,0,0,0
10016204,10016,10016203,0,0,0,10016205,0,0,0,0
10016205,10016,10016204,0,0,0,0,0,0,0,0
10017101,10017,0,0,0,0,10017102,0,0,0,11002012
10017102,10017,10017101,0,0,0,10017103,0,0,0,0
10017103,10017,10017102,0,0,0,10017104,0,0,0,0
10017104,10017,10017103,0,0,0,10017105,0,0,0,0
10017105,10017,10017104,0,0,0,10017106,0,0,0,0
10017106,10017,10017105,0,0,0,10017107,0,0,0,0
10017107,10017,10017106,0,0,0,10017108,0,0,0,0
10017108,10017,10017107,0,0,0,10017111,0,0,0,0
10017109,10017,10017108,0,0,0,10017110,0,0,0,0
10017110,10017,10017109,0,0,0,10017111,0,0,0,0
10017111,10017,10017110,0,0,0,10017112,0,0,0,0
10017112,10017,10017111,0,0,0,10017113,0,0,0,0
10017113,10017,10017112,0,0,0,10017114,0,0,0,0
10017114,10017,10017113,0,0,0,10017115,0,0,0,0
10017115,10017,10017114,0,0,0,0,0,1001701,0,0
10017201,10017,0,0,1001701,0,10017202,0,0,0,0
10017202,10017,10017201,0,0,0,10017203,0,0,0,0
10017203,10017,10017202,0,0,0,10017204,0,0,0,0
10017204,10017,10017203,0,0,0,10017205,0,0,0,0
10017205,10017,10017204,0,0,0,0,0,0,0,0
10018101,10018,0,0,0,0,10018102,0,0,0,11002012
10018102,10018,10018101,0,0,0,10018103,0,0,0,0
10018103,10018,10018102,0,0,0,10018104,0,0,0,0
10018104,10018,10018103,0,0,0,10018105,0,0,0,0
10018105,10018,10018104,0,0,0,10018106,0,0,0,0
10018106,10018,10018105,0,0,0,10018107,0,0,0,0
10018107,10018,10018106,0,0,0,10018108,0,0,0,0
10018108,10018,10018107,0,0,0,10018109,0,0,0,0
10018109,10018,10018108,0,0,0,10018110,0,0,0,0
10018110,10018,10018109,0,0,0,10018111,0,0,0,0
10018111,10018,10018110,0,0,0,10018112,0,0,0,0
10018112,10018,10018111,0,0,0,10018113,0,0,0,0
10018113,10018,10018112,0,0,0,10018114,0,0,0,0
10018114,10018,10018113,0,0,0,10018115,0,0,0,0
10018115,10018,10018114,0,0,0,0,0,1001801,0,0
10018201,10018,0,0,1001801,0,10018202,0,0,0,0
10018202,10018,10018201,0,0,0,10018203,0,0,0,0
10018203,10018,10018202,0,0,0,10018204,0,0,0,0
10018204,10018,10018203,0,0,0,10018205,0,0,0,0
10018205,10018,10018204,0,0,0,0,0,0,0,0
